ENTRY            F0984   20090205                             F035F098400000001 
SUBENT        F0984001   20090205                             F035F098400100001 
BIB                 10         18                                 F098400100002 
TITLE      The 23Na(d,a)21Ne reaction for deuteron energies of    F098400100003 
           2.3-4.0 MeV.                                           F098400100004 
AUTHOR     (G.Ya.Vysotskij,I.I.Zalyubovskij,B.M.Zabegaj,          F098400100005 
           A.V.Kuznichenko,A.P.Lobkovskij,A.A.Melenevskij,        F098400100006 
           O.F.Nemets,V.N.Nemykin)                                F098400100007 
INSTITUTE  (4UKRKHU,4UKRIFU)                                      F098400100008 
REFERENCE  (J,IZV,34,1761,1970)                                   F098400100009 
           (J,BAS,34,1566,1971)                                   F098400100010 
FACILITY   (VDG,4UKRIFU)                                          F098400100011 
DETECTOR   (SIBAR)  Two silicon surface barrier detectors         F098400100012 
           with the energy resolution for alpha particles no worseF098400100013 
           than 20 keV in the working area of 5-10 MeV were used. F098400100014 
METHOD     (BCINT)                                                F098400100015 
SAMPLE     A layer of NaBr (~ 200 mu-g/cm2 thick) evaporated on   F098400100016 
           a thin coal backing (30 mu-g/cm2) was used as a target.F098400100017 
ERR-ANALYS (ERR-DIG)    Data digitizing error                     F098400100018 
           (DATA-ERR)   Error from the graphic bars               F098400100019 
HISTORY    (20090205C)                                            F098400100020 
ENDBIB              18          0                                 F098400100021 
NOCOMMON             0          0                                 F098400100022 
ENDSUBENT           21          0                                 F098400199999 
SUBENT        F0984002   20090205                             F035F098400200001 
BIB                  3          3                                 F098400200002 
REACTION   (11-NA-23(D,A)10-NE-21,PAR,DA)                         F098400200003 
ERR-ANALYS (EN-ERR-DIG) Energy digitizing error                   F098400200004 
STATUS     (CURVE) Fig.2                                          F098400200005 
ENDBIB               3          0                                 F098400200006 
COMMON               2          3                                 F098400200007 
EN-ERR-DIG ERR-DIG                                                F098400200008 
MEV        MB/SR                                                  F098400200009 
 0.005      0.006                                                 F098400200010 
ENDCOMMON            3          0                                 F098400200011 
DATA                 5        441                                 F098400200012 
E-LVL      ANG        EN         DATA       DATA-ERR              F098400200013 
       0.35       3.65     157.13     0.6363   9.33E-02           F098400400237 
       0.35       3.65      167.8     0.7214     0.1027           F098400400238 
       0.35        3.8     39.071     1.5362     0.1391           F098400400239 
       0.35        3.8     48.969     1.8314     0.1548           F098400400240 
       0.35        3.8     59.114     1.4158     0.1079           F098400400241 
       0.35        3.8     68.287     1.7419     0.1545           F098400400242 
       0.35        3.8     78.953     1.8827     0.1543           F098400400243 
       0.35        3.8     89.017     1.6989     0.1548           F098400400244 
       0.35        3.8     98.308     1.6849     0.1697           F098400400245 
       0.35        3.8     108.41      1.393     0.1549           F098400400246 
       0.35        3.8     118.45      1.271     0.1388           F098400400247 
       0.35        3.8     129.16     1.3036     0.1546           F098400400248 
       0.35        3.8     138.56     0.9652     0.1543           F098400400249 
       0.35        3.8     148.59     0.8741     0.1857           F098400400250 
       0.35        3.8     158.62     0.8139     0.1701           F098400400251 
       0.35        3.8     168.05     0.3982     0.1548           F098400400252 
       0.35        4.0     40.419     1.2172     0.1131           F098400400253 
       0.35        4.0     50.393     1.2697     0.1027           F098400400254 
       0.35        4.0     59.826     0.9828     0.1132           F098400400255 
       0.35        4.0     70.425     1.2101     0.1131           F098400400256 
       0.35        4.0     79.831     0.9747   9.25E-02           F098400400257 
       0.35        4.0     89.841     0.9551   9.27E-02           F098400400258 
       0.35        4.0     99.159     0.8944   8.24E-02           F098400400259 
       0.35        4.0     109.95     0.7516     0.1028           F098400400260 
       0.35        4.0     120.61     0.8556     0.1132           F098400400261 
       0.35        4.0     129.78     1.0725   9.27E-02           F098400400262 
       0.35        4.0     139.53      1.567     0.1234           F098400400263 
       0.35        4.0     148.83     1.5474      0.103           F098400400264 
       0.35        4.0     159.97     2.1038     0.1235           F098400400265 
       0.35        4.0     169.09     2.4338     0.1439           F098400400266 
      1.745        2.3     39.593     0.5154   8.65E-02           F098400400267 
      1.745        2.3     49.575      0.614   8.64E-02           F098400400268 
      1.745        2.3     60.403     0.5511   8.66E-02           F098400400269 
      1.745        2.3     68.353     0.4938   7.49E-02           F098400400270 
      1.745        2.3       79.8     0.5578   8.09E-02           F098400400271 
      1.745        2.3     89.141     0.5583   7.50E-02           F098400400272 
      1.745        2.3     99.178     0.5876   6.92E-02           F098400400273 
      1.745        2.3     108.54     0.5593   8.09E-02           F098400400274 
      1.745        2.3     119.37     0.4964   8.65E-02           F098400400275 
      1.745        2.3     127.33     0.4275   8.62E-02           F098400400276 
      1.745        2.3      137.4     0.4107   9.24E-02           F098400400277 
      1.745        2.3     147.53     0.3247   8.08E-02           F098400400278 
      1.745        2.3     158.29     0.3541   7.49E-02           F098400400279 
      1.745        2.3     169.05     0.3661   8.67E-02           F098400400280 
      1.745        2.5     41.032     0.4414   6.72E-02           F098400400281 
      1.745        2.5     51.083     0.4521   5.70E-02           F098400400282 
      1.745        2.5     60.521     0.3388   6.22E-02           F098400400283 
      1.745        2.5     68.963     0.5512   7.24E-02           F098400400284 
      1.745        2.5     79.027     0.5465   6.21E-02           F098400400285 
      1.745        2.5     89.871     0.4694   6.73E-02           F098400400286 
      1.745        2.5     99.248     0.4284   5.18E-02           F098400400287 
      1.745        2.5     109.28     0.4599   6.22E-02           F098400400288 
      1.745        2.5     119.25     0.5689   5.68E-02           F098400400289 
      1.745        2.5     129.33     0.5384   5.69E-02           F098400400290 
      1.745        2.5     140.21     0.4302   5.17E-02           F098400400291 
      1.745        2.5     150.24     0.4565   6.73E-02           F098400400292 
      1.745        2.5      158.2     0.3896   6.21E-02           F098400400293 
      1.745        2.5     168.92     0.4625   5.17E-02           F098400400294 
      1.745        2.8     99.694     0.6903   5.89E-02           F098400400295 
      1.745        2.8     110.56     0.5891   5.35E-02           F098400400296 
      1.745        2.8     119.29     0.4609   6.44E-02           F098400400297 
      1.745        2.8     130.75     0.5043   5.36E-02           F098400400298 
      1.745        2.8     139.36     0.5154   6.42E-02           F098400400299 
      1.745        2.8     149.46     0.4677   5.89E-02           F098400400300 
      1.745        2.8     160.19     0.5325   6.96E-02           F098400400301 
      1.745        2.8      170.2     0.5865   5.90E-02           F098400400302 
      1.745        3.0     40.982     1.2149     0.1333           F098400400303 
      1.745        3.0     51.813     1.0826      0.122           F098400400304 
      1.745        3.0     61.066     1.3057     0.1113           F098400400305 
      1.745        3.0     70.522     1.0177     0.1115           F098400400306 
      1.745        3.0     79.943     0.8186   9.98E-02           F098400400307 
      1.745        3.0      90.73     0.7974      0.122           F098400400308 
      1.745        3.0     100.77     0.8427      0.111           F098400400309 
      1.745        3.0     109.42      0.788     0.1335           F098400400310 
      1.745        3.0     120.16      0.889     0.1333           F098400400311 
      1.745        3.0     130.93     0.9012     0.1113           F098400400312 
      1.745        3.0     141.03      0.791     0.1332           F098400400313 
      1.745        3.0     150.37     0.7919     0.1331           F098400400314 
      1.745        3.0     160.49     0.6595     0.1002           F098400400315 
      1.745        3.0     170.57     0.6049     0.1334           F098400400316 
      1.745       3.35     40.243     0.9794   9.22E-02           F098400400317 
      1.745       3.35     50.315      0.957   8.45E-02           F098400400318 
      1.745       3.35     60.452     0.8192   8.48E-02           F098400400319 
      1.745       3.35     69.156     0.6735   7.71E-02           F098400400320 
      1.745       3.35     79.122     0.8434   8.46E-02           F098400400321 
      1.745       3.35     89.952     0.7518   7.68E-02           F098400400322 
      1.745       3.35     98.604     0.6985   8.48E-02           F098400400323 
      1.745       3.35     108.71     0.6145   7.70E-02           F098400400324 
      1.745       3.35     118.78     0.6075   8.45E-02           F098400400325 
      1.745       3.35     128.83     0.6158   7.71E-02           F098400400326 
      1.745       3.35     138.95     0.5011   8.45E-02           F098400400327 
      1.745       3.35     148.34      0.417   8.47E-02           F098400400328 
      1.745       3.35     159.07     0.5023   7.71E-02           F098400400329 
      1.745       3.35     169.19     0.3953   9.22E-02           F098400400330 
      1.745        3.5     41.624     0.7333   4.99E-02           F098400400331 
      1.745        3.5     51.629     0.7927   5.46E-02           F098400400332 
      1.745        3.5     60.962     0.8022   5.48E-02           F098400400333 
      1.745        3.5     71.782     0.7571   5.45E-02           F098400400334 
      1.745        3.5     80.489     0.6665   4.99E-02           F098400400335 
      1.745        3.5     90.545     0.6714   4.55E-02           F098400400336 
      1.745        3.5     101.36     0.6309   4.10E-02           F098400400337 
      1.745        3.5     111.52     0.5222   4.11E-02           F098400400338 
      1.745        3.5     120.95     0.4271   4.55E-02           F098400400339 
      1.745        3.5     130.33     0.3866   5.01E-02           F098400400340 
      1.745        3.5     140.36     0.4188   4.55E-02           F098400400341 
      1.745        3.5     151.08     0.4828   4.10E-02           F098400400342 
      1.745        3.5     160.41     0.4968   5.03E-02           F098400400343 
      1.745        3.5     170.44     0.5244   5.02E-02           F098400400344 
      1.745       3.65     41.344     0.8776   5.14E-02           F098400400345 
      1.745       3.65     51.521     0.7472   5.15E-02           F098400400346 
      1.745       3.65     62.494      0.528   5.61E-02           F098400400347 
      1.745       3.65     71.852     0.5096   5.13E-02           F098400400348 
      1.745       3.65     81.953     0.4633   5.15E-02           F098400400349 
      1.745       3.65     90.489     0.5617   5.17E-02           F098400400350 
      1.745       3.65     101.39     0.4219   5.16E-02           F098400400351 
      1.745       3.65     111.39     0.4877   5.15E-02           F098400400352 
      1.745       3.65     120.84     0.3713   5.13E-02           F098400400353 
      1.745       3.65     131.65      0.339   4.67E-02           F098400400354 
      1.745       3.65     141.01     0.3113   4.68E-02           F098400400355 
      1.745       3.65     151.83     0.2696   5.13E-02           F098400400356 
      1.745       3.65     161.83     0.3354   4.66E-02           F098400400357 
      1.745       3.65     171.14     0.3685   4.67E-02           F098400400358 
      1.745        3.8     42.654     1.1089     0.1056           F098400400359 
      1.745        3.8     52.606     1.3501   8.67E-02           F098400400360 
      1.745        3.8     61.289     1.2162   9.63E-02           F098400400361 
      1.745        3.8     71.405      1.092     0.1059           F098400400362 
      1.745        3.8     81.491     1.0351   9.63E-02           F098400400363 
      1.745        3.8     91.568     0.9975     0.1251           F098400400364 
      1.745        3.8     100.93     0.9598   7.71E-02           F098400400365 
      1.745        3.8     111.71      0.951   9.63E-02           F098400400366 
      1.745        3.8     121.12     0.7883   8.66E-02           F098400400367 
      1.745        3.8     131.26     0.6257   9.63E-02           F098400400368 
      1.745        3.8     142.11     0.4631     0.1059           F098400400369 
      1.745        3.8     151.41     0.5504     0.1155           F098400400370 
      1.745        3.8     161.44     0.6281   9.64E-02           F098400400371 
      1.745        3.8     171.57     0.4751     0.1345           F098400400372 
      1.745        4.0     43.733     1.5279   7.49E-02           F098400400373 
      1.745        4.0     53.149     1.3869   9.98E-02           F098400400374 
      1.745        4.0     62.673     1.0375     0.1082           F098400400375 
      1.745        4.0     71.975     1.1132   8.32E-02           F098400400376 
      1.745        4.0     82.775     1.0723     0.1001           F098400400377 
      1.745        4.0     92.268     0.7813   9.15E-02           F098400400378 
      1.745        4.0     101.66     0.6819     0.1002           F098400400379 
      1.745        4.0     111.67     0.7826   8.31E-02           F098400400380 
      1.745        4.0     121.71     0.8167   9.98E-02           F098400400381 
      1.745        4.0     132.39     1.0008   8.32E-02           F098400400382 
      1.745        4.0      141.9     0.6931   7.48E-02           F098400400383 
      1.745        4.0     152.07     0.4854   9.18E-02           F098400400384 
      1.745        4.0     162.16     0.4278   7.48E-02           F098400400385 
      1.745        4.0     172.24     0.3785   9.15E-02           F098400400386 
ENDDATA            374          0                                 F098400400387 
ENDSUBENT          386          0                                 F098400499999 
SUBENT        F0984005   20090205                             F035F098400500001 
BIB                  3          3                                 F098400500002 
REACTION   (11-NA-23(D,A)10-NE-21,PAR,DA)                         F098400500003 
ERR-ANALYS (ANG-ERR-D)  Angle digitizing error                    F098400500004 
STATUS     (CURVE) Fig.3                                          F098400500005 
ENDBIB               3          0                                 F098400500006 
COMMON               4          3                                 F098400500007 
E-LVL      E-LVL      ANG-ERR-D  ERR-DIG                          F098400500008 
MEV        MEV        ADEG       MB/SR                            F098400500009 
  2.789      2.794     0.534      0.015                           F098400500010 
ENDCOMMON            3          0                                 F098400500011 
DATA                 4        119                                 F098400500012 
EN         ANG        DATA       DATA-ERR                         F098400500013 
MEV        ADEG       MB/SR      MB/SR                            F098400500014 
        2.3     38.638     0.8443 8.2700E-02                      F098400500015 
        2.3     48.739     0.7898 8.2900E-02                      F098400500016 
        2.3     58.587     1.0526 8.2800E-02                      F098400500017 
        2.3     68.101     0.8326 8.9500E-02                      F098400500018 
        2.3     78.098     0.9092 9.6700E-02                      F098400500019 
        2.3     89.263     1.3239     0.1309                      F098400500020 
        2.3     98.996      0.828     0.1036                      F098400500021 
        2.3     108.53     0.5873 8.9400E-02                      F098400500022 
        2.3     119.26     0.6433     0.1036                      F098400500023 
        2.3     128.48     0.7957 8.9600E-02                      F098400500024 
        2.3     137.85     0.7481 8.9800E-02                      F098400500025 
        2.3     147.98     0.6592 8.2700E-02                      F098400500026 
        2.3     158.02     0.6806 8.9500E-02                      F098400500027 
        2.3     168.04     0.7227 8.9800E-02                      F098400500028 
        2.5     39.144     1.4283      0.142                      F098400500029 
        2.5     48.518      1.352     0.1426                      F098400500030 
        2.5     57.862     1.3404      0.155                      F098400500031 
        2.5     69.288     1.4972      0.129                      F098400500032 
        2.5     78.616     1.5244     0.1295                      F098400500033 
        2.5     88.587     1.7198      0.142                      F098400500034 
        2.5     98.787      1.398     0.1419                      F098400500035 
        2.5     108.96     1.1279     0.1548                      F098400500036 
        2.5     118.33     1.0646     0.1297                      F098400500037 
        2.5     127.72     0.9495      0.155                      F098400500038 
        2.5     137.76     0.9898     0.1419                      F098400500039 
        2.5     147.75     1.1464     0.1295                      F098400500040 
        2.5      157.9     0.9409     0.1678                      F098400500041 
        2.5     168.59     1.1364     0.1424                      F098400500042 
        2.8     99.537     1.1209     0.1742                      F098400500043 
        2.8     108.94     0.9623     0.2184                      F098400500044 
        2.8     118.97      1.022     0.1597                      F098400500045 
        2.8     129.05     0.9654     0.1748                      F098400500046 
        2.8     138.34     1.0977     0.1596                      F098400500047 
        2.8       149.     1.4048     0.1894                      F098400500048 
        2.8     158.28     1.5808     0.1887                      F098400500049 
        2.8     168.34     1.5533     0.1742                      F098400500050 
        3.0     39.959     2.7939     0.1701                      F098400500051 
        3.0     49.438     2.4274     0.2126                      F098400500052 
        3.0     58.809     2.3438     0.1844                      F098400500053 
        3.0     68.325     1.8782     0.1278                      F098400500054 
        3.0     78.431     1.7524     0.1559                      F098400500055 
        3.0     89.314     1.4709     0.1135                      F098400500056 
        3.0     97.972     1.3731     0.1702                      F098400500057 
        3.0     108.82     1.1908     0.1135                      F098400500058 
        3.0     118.17     1.1497     0.1553                      F098400500059 
        3.0     129.57      1.392     0.1411                      F098400500060 
        3.0     138.91     1.4075      0.127                      F098400500061 
        3.0     148.23     1.4372     0.1272                      F098400500062 
        3.0     158.22     1.6226     0.1412                      F098400500063 
        3.0     168.95     1.7516     0.1694                      F098400500064 
       3.35     38.812     2.4308     0.1919                      F098400500065 
       3.35     48.953     2.1251     0.1927                      F098400500066 
       3.35      58.37     1.8384     0.1918                      F098400500067 
       3.35     78.484     1.8424      0.212                      F098400500068 
       3.35     88.546     1.8251     0.1728                      F098400500069 
       3.35      98.64     1.6925     0.1725                      F098400500070 
       3.35     108.75     1.4829     0.1727                      F098400500071 
       3.35     118.12     1.3693     0.1534                      F098400500072 
       3.35      128.1     1.6598     0.1536                      F098400500073 
       3.35     137.45     1.6424     0.1535                      F098400500074 
       3.35     147.49      1.702     0.1544                      F098400500075 
       3.35     158.23     1.8195     0.1541                      F098400500076 
       3.35     168.27     1.8792     0.1543                      F098400500077 
        3.5     41.679     2.1704      0.114                      F098400500078 
        3.5     52.527     2.0485 9.6300E-02                      F098400500079 
        3.5       62.6     2.0231     0.1051                      F098400500080 
        3.5     72.698     1.9538     0.1139                      F098400500081 
        3.5     81.475     1.6915 9.6700E-02                      F098400500082 
        3.5     90.975     1.4204     0.1051                      F098400500083 
        3.5     101.79     1.3599     0.1054                      F098400500084 
        3.5     111.26     1.1327 9.6400E-02                      F098400500085 
        3.5     121.37     1.0371 8.7900E-02                      F098400500086 
        3.5     130.07     0.9063 9.6300E-02                      F098400500087 
        3.5     140.75     1.0651 8.8000E-02                      F098400500088 
        3.5     150.76     1.1537 9.6400E-02                      F098400500089 
        3.5     160.11      1.137     0.1142                      F098400500090 
        3.5     170.26       0.98 9.6200E-02                      F098400500091 
       3.65     41.831     3.2421     0.2082                      F098400500092 
       3.65     52.133     2.6047     0.1802                      F098400500093 
       3.65     61.584     2.3144     0.1387                      F098400500094 
       3.65     73.281     1.7883     0.1524                      F098400500095 
       3.65     82.721     1.5258     0.1809                      F098400500096 
       3.65     92.134     1.3327     0.1392                      F098400500097 
       3.65     102.21     1.2786     0.1386                      F098400500098 
       3.65     112.32      1.155     0.1663                      F098400500099 
       3.65     121.74     0.9342     0.1387                      F098400500100 
       3.65      132.5     0.9774     0.1524                      F098400500101 
       3.65     141.79     1.1037     0.1387                      F098400500102 
       3.65     151.84     1.1191     0.1389                      F098400500103 
       3.65      161.8     1.3705     0.1525                      F098400500104 
       3.65     171.05     1.6079     0.1803                      F098400500105 
        3.8     42.084      3.399     0.2839                      F098400500106 
        3.8      52.24     2.9103     0.3356                      F098400500107 
        3.8     61.667      2.473     0.2581                      F098400500108 
        3.8     72.448       2.45     0.2837                      F098400500109 
        3.8     81.828     2.2455       0.31                      F098400500110 
        3.8     91.932     2.0154     0.3358                      F098400500111 
        3.8     102.65     2.2768     0.2837                      F098400500112 
        3.8     110.62     1.9427       0.32                      F098400500113 
        3.8     122.16     1.7388       0.31                      F098400500114 
        3.8     131.47     1.8706     0.2581                      F098400500115 
        3.8     140.85     1.6661     0.2837                      F098400500116 
        3.8     151.57     1.9534     0.2579                      F098400500117 
        3.8     160.78     2.5765     0.2581                      F098400500118 
        3.8      170.3     1.6997     0.3098                      F098400500119 
        4.0      41.69      2.417     0.2447                      F098400500120 
        4.0      51.05     2.3374     0.2648                      F098400500121 
        4.0     61.938     1.9111      0.224                      F098400500122 
        4.0     71.984     1.9541     0.2455                      F098400500123 
        4.0      82.03      1.997     0.2854                      F098400500124 
        4.0     91.444     1.7133     0.2656                      F098400500125 
        4.0     101.52     1.6338      0.221                      F098400500126 
        4.0      112.2     2.0239     0.1829                      F098400500127 
        4.0      120.8     2.0869     0.2452                      F098400500128 
        4.0     130.81     2.2728     0.1829                      F098400500129 
        4.0     140.95     1.9688     0.2239                      F098400500130 
        4.0     150.36     1.6647      0.224                      F098400500131 
        4.0     160.32     2.0545     0.2857                      F098400500132 
        4.0     171.06     2.1793     0.2452                      F098400500133 
ENDDATA            121          0                                 F098400500134 
ENDSUBENT          133          0                                 F098400599999 
ENDENTRY             5          0                                 F098499999999 
