ENTRY            F0293   19991202                             0000F029300000001 
SUBENT        F0293001   19991202                             0000F029300100001 
BIB                  9         16                                 F029300100002 
TITLE      Alpha-cluster break-up and reation mechanism in        F029300100003 
            (p,alpha) reactions on light nuclei                   F029300100004 
AUTHOR     (W.BUCK,F.HOYLER,A.STABLER,G.STAUDT,H.V.KLAPDOR,       F029300100005 
           H.OESCHLER)                                            F029300100006 
INSTITUTE  (2GERTUE)                                              F029300100007 
REFERENCE  (J,NP/A,398,189,1983)                                  F029300100008 
MONIT-REF  (,BUCK+,J,NP/A,281,469,1977)                           F029300100009 
SAMPLE     The boron targets consisted of self-supporting         F029300100010 
           highly enriched boron foils with thickness between     F029300100011 
           40 and 180 mu-g/cm2 while the sodium targets were      F029300100012 
           prepared by evaporating either metallic sodium or      F029300100013 
           sodium-fluoride onto 20 mu-g/cm2 carbon foils. The     F029300100014 
           sodium target thickness was between 100 - 250 mu-g/cm2.F029300100015 
FACILITY   (VDGT)                                                 F029300100016 
DETECTOR   (SOLST) Silicon surface barrier with 300 mu-m thick    F029300100017 
HISTORY    (19850722C)                                            F029300100018 
ENDBIB              16          0                                 F029300100019 
NOCOMMON             0          0                                 F029300100020 
ENDSUBENT           19          0                                 F029300199999 
SUBENT        F0293002   19991202                             0000F029300200001 
BIB                  4          6                                 F029300200002 
REACTION   (5-B-11(P,A)4-BE-8,PAR,DA,,,EXP)                       F029300200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F029300200004 
     0.         8.1        0.1218     4.057      0.1904           F029300400024 
     0.         8.29       0.1247     3.688      0.1731           F029300400025 
     0.         8.687      0.1306     4.055      0.1903           F029300400026 
     0.         8.886      0.1336     2.905      0.1363           F029300400027 
     0.         9.089      0.1367     1.984      0.0931           F029300400028 
     0.         9.519      0.1432     1.719      0.0807           F029300400029 
     0.         9.526      0.1433     2.399      0.1126           F029300400030 
     0.         9.983      0.1501     2.638      0.1238           F029300400031 
     0.        10.22       0.1536     2.398      0.1125           F029300400032 
     0.        10.7        0.1609     2.179      0.1023           F029300400033 
     0.        10.96       0.1648     2.636      0.1237           F029300400034 
     0.        11.49       0.1728     4.045      0.1898           F029300400035 
     0.        11.5        0.1729     5.383      0.2526           F029300400036 
     0.        12.05       0.1811     4.892      0.2296           F029300400037 
     0.        12.33       0.1855     5.918      0.2777           F029300400038 
     0.        12.93       0.1944     6.506      0.3053           F029300400039 
     0.        13.22       0.1989     5.639      0.2646           F029300400040 
     0.        13.23       0.1988     4.04       0.1896           F029300400041 
     0.        13.85       0.2083     4.236      0.1988           F029300400042 
     0.        14.51       0.2182     4.234      0.1987           F029300400043 
     0.        15.9        0.2391     1.883      0.0883           F029300400044 
     0.        17.05       0.2564     1.794      0.0842           F029300400045 
     0.        17.86       0.2686     1.71       0.0802           F029300400046 
     0.        19.15       0.288      1.412      0.0663           F029300400047 
     0.        21.01       0.316      1.112      0.0522           F029300400048 
     0.        24.71       0.3717     0.7235     0.034            F029300400049 
     0.        26.47       0.3981     0.3893     0.0183           F029300400050 
     0.        31.15       0.4684     0.2921     0.0137           F029300400051 
     0.        38.38       0.5772     0.1899 0.8912E-02           F029300400052 
     0.        45.13       0.6787     0.1071 0.5025E-02           F029300400053 
     3.04       6.446      0.0969    38.13       1.789            F029300400054 
     3.04       7.406      0.1114    23.66       1.11             F029300400055 
     3.04       7.943      0.1194    23.64       1.109            F029300400056 
     3.04       8.307      0.125     13.99       0.6567           F029300400057 
     3.04       8.313      0.1249    10.03       0.4705           F029300400058 
     3.04       8.909      0.134     10.02       0.4702           F029300400059 
     3.04       9.566      0.1439    18.6        0.8728           F029300400060 
     3.04      10.03       0.1508    21.45       1.007            F029300400061 
     3.04      10.51       0.158     24.73       1.161            F029300400062 
     3.04      11.01       0.1655    21.43       1.006            F029300400063 
     3.04      11.53       0.1734    22.47       1.054            F029300400064 
     3.04      11.79       0.1773    13.95       0.6547           F029300400065 
     3.04      12.36       0.1858    16.09       0.755            F029300400066 
     3.04      12.94       0.1947    13.94       0.6542           F029300400067 
     3.04      13.56       0.2039    11.52       0.5405           F029300400068 
     3.04      13.88       0.2087    10.98       0.5153           F029300400069 
     3.04      14.19       0.2134     6.818      0.32             F029300400070 
     3.04      14.86       0.2235     6.499      0.3049           F029300400071 
     3.04      15.93       0.2397     6.495      0.3048           F029300400072 
     3.04      15.94       0.2395     4.437      0.2082           F029300400073 
     3.04      16.69       0.251      4.435      0.2081           F029300400074 
     3.04      17.9        0.2691     4.226      0.1983           F029300400075 
     3.04      18.75       0.2819     4.028      0.189            F029300400076 
     3.04      45.25       0.6804     0.3695     0.0173           F029300400077 
ENDDATA             67          0                                 F029300400078 
ENDSUBENT           77          0                                 F029300499999 
SUBENT        F0293005   19991202                             0000F029300500001 
BIB                  3          5                                 F029300500002 
REACTION   (11-NA-23(P,A)10-NE-20,PAR,DA,,,EXP)                   F029300500003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F029300500004 
           (DATA-ERR) Error from graphic bars (statistical error) F029300500005 
           (DATA-ERR1) Digitizing error                           F029300500006 
STATUS     (CURVE) Fig.6                                          F029300500007 
ENDBIB               5          0                                 F029300500008 
COMMON               3          3                                 F029300500009 
E-LVL      ANG-ERR    DATA-ERR1                                   F029300500010 
MEV        ADEG       PER-CENT                                    F029300500011 
 0.0        1.0         0.3                                       F029300500012 
ENDCOMMON            3          0                                 F029300500013 
DATA                 4        201                                 F029300500014 
EN         ANG-CM     DATA-CM    DATA-ERR                         F029300500015 
MEV        ADEG       MU-B/SR    MU-B/SR                          F029300500016 
    10.        32.2065  1563.1959    94.1438                      F029300500017 
    10.        42.8912  1587.8998    74.0268                      F029300500018 
    10.        53.2728  1066.3505    80.5112                      F029300500019 
    10.        62.9768   584.5713    50.7741                      F029300500020 
    10.        72.8225   429.9081    35.7552                      F029300500021 
    10.        83.6872   419.025     36.1731                      F029300500022 
    10.        94.3064   756.508     68.7813                      F029300500023 
    10.       104.7613  1241.7552    89.3654                      F029300500024 
    10.       114.5442  1583.2769    80.5925                      F029300500025 
    10.       124.3832  1233.8177    90.0488                      F029300500026 
    10.       133.88     896.0907    84.6182                      F029300500027 
    10.       143.3493   827.3151    71.5158                      F029300500028 
    10.       154.309   1629.3906   148.1433                      F029300500029 
    10.       163.0304  2274.7695   136.8839                      F029300500030 
    10.       172.6631  2329.1704   121.8503                      F029300500031 
    10.       181.9734  1868.1152    97.8251                      F029300500032 
    15.        23.8409   337.0564    34.2705                      F029300500033 
    15.        28.4907   391.5565    23.3248                      F029300500034 
    15.        32.8276   424.0151    19.7095                      F029300500035 
    15.        37.2172   415.8755    23.322                       F029300500036 
    15.        41.0315   322.3459    30.6461                      F029300500037 
    15.        45.4211   316.158     22.6293                      F029300500038 
    15.        49.5505   261.804     18.7268                      F029300500039 
    15.        53.5634   269.7848    13.0321                      F029300500040 
    15.        57.5368   299.4416    21.4328                      F029300500041 
    15.        61.9286   292.4842    15.2609                      F029300500042 
    15.        66.3138   289.2465    16.2344                      F029300500043 
    15.        70.0929   239.4952    15.2904                      F029300500044 
    15.        74.152    226.3126    17.0324                      F029300500045 
    15.        78.4588   186.6426    14.064                       F029300500046 
    15.        82.5354   170.6427    12.8584                      F029300500047 
    15.        86.3431   133.9128    12.6189                      F029300500048 
    15.        90.858    103.8168    12.2224                      F029300500049 
    15.        94.1945   102.2143    11.1428                      F029300500050 
    15.        98.8164    90.0589    11.4678                      F029300500051 
    15.       102.2958    67.8109    20.8668                      F029300500052 
    15.       106.5557    84.8402    10.3946                      F029300500053 
    15.       110.3173    72.6048    10.7914                      F029300500054 
    15.       114.2687    83.9805     9.9105                      F029300500055 
    15.       118.791    123.9364    12.1466                      F029300500056 
    15.       122.3444   112.8286    11.2377                      F029300500057 
    15.       126.2899    94.981     13.1101                      F029300500058 
    15.       130.3901   115.4448     9.9367                      F029300500059 
    15.       134.3855   122.9562    10.6692                      F029300500060 
    15.       138.4527   158.9886    17.3531                      F029300500061 
    15.       142.078    175.7218    19.8318                      F029300500062 
    15.       145.8498   204.9279    20.0843                      F029300500063 
    15.       149.8012   237.0362    18.8073                      F029300500064 
    15.       153.6127   256.6472    20.3397                      F029300500065 
    15.       157.2446   280.1692    21.1115                      F029300500066 
    15.       161.078    291.0876    23.7531                      F029300500067 
    15.       165.1261   280.7986    15.7866                      F029300500068 
    15.       168.6641   263.1226    19.827                       F029300500069 
    15.       172.1846   254.8333    19.2376                      F029300500070 
    15.       175.9066   234.8949    24.7624                      F029300500071 
    17.        44.2294    71.4528     5.4003                      F029300500072 
    17.        48.4222    73.325      6.9226                      F029300500073 
    17.        52.7951    52.9546     7.2401                      F029300500074 
    17.        56.6437    38.5556     5.0925                      F029300500075 
    17.        60.3134    37.0287     2.0791                      F029300500076 
    17.        64.1619    27.0719     3.9364                      F029300500077 
    17.        68.5301    26.6573     3.8962                      F029300500078 
    17.        73.0632    50.0267     5.8367                      F029300500079 
    17.        77.4302    53.2858     5.428                       F029300500080 
    17.        81.9739    49.7269     5.6198                      F029300500081 
    17.        85.2946    46.3912     5.2374                      F029300500082 
    17.        89.8409    36.5433     4.8213                      F029300500083 
    17.        93.3399    26.9364     3.7236                      F029300500084 
    17.        96.8372    22.1996     2.0126                      F029300500085 
    17.       101.2099    16.1654     2.9647                      F029300500086 
    17.       105.4018    17.7233     3.3101                      F029300500087 
    17.       113.6058    29.4086     4.3028                      F029300500088 
    17.       117.6204    38.0386     5.1254                      F029300500089 
    17.       121.9881    38.7156     4.6566                      F029300500090 
    17.       125.6559    41.918      2.3571                      F029300500091 
    17.       129.6809    27.298      4.1624                      F029300500092 
    17.       133.002     24.843      4.2188                      F029300500093 
    17.       136.848     21.5174     3.145                       F029300500094 
    17.       139.8292    10.4027     2.9299                      F029300500095 
    17.       144.1894    17.316      1.3073                      F029300500096 
    17.       148.7249    27.7722     3.9307                      F029300500097 
    17.       152.9101    46.9975     7.1644                      F029300500098 
    17.       156.575     61.797      9.9224                      F029300500099 
    17.       160.4129    91.2323    10.3212                      F029300500100 
    17.       164.7774   114.1761    12.4365                      F029300500101 
    17.       168.9657   157.7864    12.5141                      F029300500102 
    17.       172.811    143.6151    10.4488                      F029300500103 
    17.       176.1306   143.7359     9.7484                      F029300500104 
    17.       179.8021   122.448     11.1009                      F029300500105 
    18.        30.157      6.4727     0.7314                      F029300500106 
    18.        34.6758     6.782      0.6153                      F029300500107 
    18.        38.3563     6.6224     0.7723                      F029300500108 
    18.        43.2575     6.4954     0.7669                      F029300500109 
    18.        46.998      5.626      0.6764                      F029300500110 
    18.        51.1562     4.2521     0.6214                      F029300500111 
    18.        55.1189     3.3492     0.4263                      F029300500112 
    18.        59.708      3.0491     0.4541                      F029300500113 
    18.        63.2718     2.6519     0.4226                      F029300500114 
    18.        67.6324     2.6881     0.4378                      F029300500115 
    18.        71.5589     3.2276     0.4578                      F029300500116 
    18.        75.8317     2.7502     0.618                       F029300500117 
    18.        79.6476     2.905      0.3974                      F029300500118 
    18.        84.3472     3.0064     0.4896                      F029300500119 
    18.        88.3771     2.9359     0.4783                      F029300500120 
    18.        92.4948     3.4107     0.4837                      F029300500121 
    18.        96.5897     4.1467     0.5436                      F029300500122 
    18.       100.6237     4.0161     0.4831                      F029300500123 
    18.       108.7651     4.613      0.8748                      F029300500124 
    18.       112.7441     7.069      0.7465                      F029300500125 
    18.       116.9094     7.4676     0.8438                      F029300500126 
    18.       120.8793     8.2211     0.7459                      F029300500127 
    18.       125.0735     8.1963     0.7436                      F029300500128 
    18.       128.6331     7.1876     0.7323                      F029300500129 
    18.       132.3902     6.0231     0.7396                      F029300500130 
    18.       136.168      4.8429     0.6398                      F029300500131 
    18.       139.9715     5.2439     0.7061                      F029300500132 
    18.       144.0147     7.0694     0.7206                      F029300500133 
    18.       148.1323     8.2128     0.8683                      F029300500134 
    18.       151.6929    10.1919     1.0634                      F029300500135 
    18.       155.4385    12.3898     1.2163                      F029300500136 
    18.       159.1551    15.959      1.5084                      F029300500137 
    18.       162.9627    17.1382     1.0967                      F029300500138 
    18.       166.9719    17.4426     1.1174                      F029300500139 
    18.       170.6731    16.3424     1.2343                      F029300500140 
    18.       174.2121    14.9358     1.1274                      F029300500141 
    20.        33.8575   132.0692    10.8728                      F029300500142 
    20.        37.5932   190.6399     8.0957                      F029300500143 
    20.        42.3565   183.1057     7.7757                      F029300500144 
    20.        45.7517   168.6417     8.2098                      F029300500145 
    20.        50.0377   122.5623     6.8088                      F029300500146 
    20.        61.4228    63.9806     4.684                       F029300500147 
    20.        69.2896   156.8106     8.7114                      F029300500148 
    20.        77.5682   119.4274     7.6935                      F029300500149 
    20.        84.7472    77.6345     7.0892                      F029300500150 
    20.        92.4001    43.273      5.0776                      F029300500151 
    20.        96.5242    19.9836     2.7779                      F029300500152 
    20.       104.094     45.8207     5.0387                      F029300500153 
    20.       111.4034    60.6669     5.9934                      F029300500154 
    20.       118.803    111.1129     8.019                       F029300500155 
    20.       125.9336    61.668      6.4794                      F029300500156 
    20.       133.1978    44.8537     5.3256                      F029300500157 
    20.       140.1299    25.6281     4.1054                      F029300500158 
    22.5        5.0098    29.2097     1.7696                      F029300500159 
    22.5        9.0001    30.745      1.7061                      F029300500160 
    22.5       12.5393    29.4039     1.4298                      F029300500161 
    22.5       17.4638    28.7253     1.2215                      F029300500162 
    22.5       21.2461    25.1762     1.8444                      F029300500163 
    22.5       25.113     24.7921     1.4848                      F029300500164 
    22.5       29.3141    24.9297     1.6062                      F029300500165 
    22.5       31.407     31.6222     3.4647                      F029300500166 
    22.5       33.2106    29.6035     3.1054                      F029300500167 
    22.5       37.4538    28.2011     1.4827                      F029300500168 
    22.5       41.8333    28.2416     1.815                       F029300500169 
    22.5       45.4502    24.444      1.7591                      F029300500170 
    22.5       50.1958    19.1539     2.363                       F029300500171 
    22.5       53.5594    14.6321     2.0144                      F029300500172 
    22.5       58.1691    13.6536     1.0002                      F029300500173 
    22.5       61.2058    15.8751     1.6262                      F029300500174 
    22.5       68.7876    18.7177     1.3724                      F029300500175 
    22.5       76.655     23.9861     1.2274                      F029300500176 
    22.5       84.5279    19.451      1.3277                      F029300500177 
    22.5       89.0235    13.3964     1.5214                      F029300500178 
    22.5       92.2572     9.6544     1.1024                      F029300500179 
    22.5       96.3414     9.0073     1.6752                      F029300500180 
    22.5      103.8515     9.2962     1.2253                      F029300500181 
    22.5      109.0782    12.1023     1.5086                      F029300500182 
    22.5      113.2988    11.8695     1.1721                      F029300500183 
    22.5      118.5533     7.5869     0.9026                      F029300500184 
    22.5      126.0796     7.6692     0.9109                      F029300500185 
    22.5      133.0536     5.1132     0.9258                      F029300500186 
    22.5      140.1782     6.9148     1.4937                      F029300500187 
    22.5      146.5142     8.3556     1.5973                      F029300500188 
    22.5      153.6194    11.5852     0.9701                      F029300500189 
    22.5      160.695     13.3207     1.0113                      F029300500190 
    24.         9.7293     8.911                                  F029300500191 
    24.        13.6527    10.2825                                 F029300500192 
    24.        18.1722    10.8225                                 F029300500193 
    24.        21.9045    10.1293                                 F029300500194 
    24.        25.3881    10.4381                                 F029300500195 
    24.        29.8567     9.3312                                 F029300500196 
    24.        34.8733    10.1994                                 F029300500197 
    24.        37.7609    11.523                                  F029300500198 
    24.        42.0191    10.7861                                 F029300500199 
    24.        47.0614     9.0565                                 F029300500200 
    24.        50.4208     6.9327                                 F029300500201 
    24.        61.5826     5.9518                                 F029300500202 
    24.        69.0853     6.2421                                 F029300500203 
    24.        76.655      5.9957                                 F029300500204 
    24.        84.7219     5.9807                                 F029300500205 
    24.        92.378      2.5715     0.2721                      F029300500206 
    24.        96.1391     1.8411     0.2115                      F029300500207 
    24.       103.8299     1.5083     0.1735                      F029300500208 
    24.       111.3869     1.4733     0.1297                      F029300500209 
    24.       118.0703     2.2707     0.1822                      F029300500210 
    24.       125.5826     2.3517     0.1735                      F029300500211 
    24.       132.6968     1.2997     0.1617                      F029300500212 
    24.       139.97       1.4636     0.1549                      F029300500213 
    24.       147.2909     2.4532     0.2065                      F029300500214 
    24.       154.1464     3.797      0.3917                      F029300500215 
    24.       161.0882     4.1694                                 F029300500216 
    24.       168.1639     3.8402                                 F029300500217 
ENDDATA            203          0                                 F029300500218 
ENDSUBENT          217          0                                 F029300599999 
SUBENT        F0293006   19991202                             0000F029300600001 
BIB                  3          5                                 F029300600002 
REACTION   (11-NA-23(P,A)10-NE-20,PAR,DA,,,EXP)                   F029300600003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F029300600004 
           (DATA-ERR) Error from graphic bars (statistical error) F029300600005 
           (DATA-ERR1) Digitizing error                           F029300600006 
STATUS     (CURVE) Fig.6                                          F029300600007 
ENDBIB               5          0                                 F029300600008 
COMMON               3          3                                 F029300600009 
E-LVL      ANG-ERR    DATA-ERR1                                   F029300600010 
MEV        ADEG       PER-CENT                                    F029300600011 
  1.63      1.0         0.3                                       F029300600012 
ENDCOMMON            3          0                                 F029300600013 
DATA                 4        112                                 F029300600014 
EN         ANG-CM     DATA-CM    DATA-ERR                         F029300600015 
MEV        ADEG       MU-B/SR    MU-B/SR                          F029300600016 
    10.        26.0281  1355.0706    56.93                        F029300600017 
    10.        36.4141  1308.0427    49.396                       F029300600018 
    10.        47.4079  1513.469     61.0633                      F029300600019 
    10.        58.447   1606.1715    67.4794                      F029300600020 
    10.        68.8698  1445.6659    60.6046                      F029300600021 
    10.        78.9606  1253.8137    47.2724                      F029300600022 
    10.        89.5483  1152.015     43.4691                      F029300600023 
    10.        99.8652  1268.5618    56.2877                      F029300600024 
    10.       109.8479  1351.5791    68.3818                      F029300600025 
    10.       119.529   1309.9003    49.4661                      F029300600026 
    10.       128.9781  1412.837     59.3569                      F029300600027 
    10.       138.7809  1517.6927    63.7161                      F029300600028 
    10.       148.4668  2036.0555   106.1229                      F029300600029 
    10.       157.6559  2578.3113   134.5285                      F029300600030 
    10.       166.7039  3056.8328   141.561                       F029300600031 
    10.       175.8471  3023.8972   109.8673                      F029300600032 
    15.        30.1332   399.8022    16.0041                      F029300600033 
    15.        34.185    468.9541    27.8567                      F029300600034 
    15.        38.5736   454.0397    16.9997                      F029300600035 
    15.        42.7903   461.6661    17.2852                      F029300600036 
    15.        47.3569   461.8296    15.3328                      F029300600037 
    15.        51.7502   475.3801    26.4092                      F029300600038 
    15.        55.9603   443.6506    15.9996                      F029300600039 
    15.        60.3504   438.3992    15.816                       F029300600040 
    15.        64.7371   414.1855    16.5799                      F029300600041 
    15.        68.9422   362.0979    17.3215                      F029300600042 
    15.        72.6124   284.6689    16.7447                      F029300600043 
    15.        76.6409   245.8363    13.3999                      F029300600044 
    15.        81.3827   243.9268    11.6655                      F029300600045 
    15.        85.9425   223.052      8.9317                      F029300600046 
    15.        89.8116   238.1799    11.3906                      F029300600047 
    15.        94.0367   270.4032    16.0694                      F029300600048 
    15.        98.0792   280.6115    11.2329                      F029300600049 
    15.       101.9524   315.976     13.8844                      F029300600050 
    15.       105.8162   314.783     11.3522                      F029300600051 
    15.       110.386    328.0164    13.1305                      F029300600052 
    15.       114.6026   333.526     13.3424                      F029300600053 
    15.       118.4748   370.9875    20.6145                      F029300600054 
    15.       122.5245   422.8956    18.5771                      F029300600055 
    15.       126.5652   428.2411    21.5086                      F029300600056 
    15.       130.6227   540.6156    38.3104                      F029300600057 
    15.       138.0121   636.8823    30.4663                      F029300600058 
    15.       141.5393   768.6666    36.7504                      F029300600059 
    15.       145.5737   717.3517    42.1957                      F029300600060 
    15.       149.2725   821.0454    41.214                       F029300600061 
    15.       153.1326   778.8388    37.2469                      F029300600062 
    15.       156.4738   821.504     36.0979                      F029300600063 
    15.       160.3323   763.5278    31.8169                      F029300600064 
    15.       163.6611   684.0136    37.2839                      F029300600065 
    15.       167.8759   678.673     37.7029                      F029300600066 
    15.       171.0278   598.1393    27.4569                      F029300600067 
    15.       174.5363   565.0643    23.5628                      F029300600068 
    15.       178.7551   591.2123    25.9709                      F029300600069 
    15.       182.4405   567.7238    21.2481                      F029300600070 
    18.        30.7385   154.3775     7.8149                      F029300600071 
    18.        35.0149   188.983      9.8492                      F029300600072 
    18.        39.7515   188.3561     8.3367                      F029300600073 
    18.        43.7626   196.3964     9.9299                      F029300600074 
    18.        48.1814   184.0233     6.9336                      F029300600075 
    18.        52.3942   182.6441     8.0787                      F029300600076 
    18.        56.6946   153.7774    10.4643                      F029300600077 
    18.        61.1134   144.0894     8.6164                      F029300600078 
    18.        65.2735   113.5868     7.7294                      F029300600079 
    18.        69.221     96.0231     6.1103                      F029300600080 
    18.        73.6332    91.0906     5.4522                      F029300600081 
    18.        78.0607    83.9592     4.9735                      F029300600082 
    18.        81.8615    93.4949     4.8701                      F029300600083 
    18.        86.2058   100.7525     5.1003                      F029300600084 
    18.        90.0635   110.8174     5.9784                      F029300600085 
    18.        94.3025    95.2433     5.6479                      F029300600086 
    18.        98.1821    91.4645     6.1765                      F029300600087 
    18.       101.9433    78.9257     5.3634                      F029300600088 
    18.       110.3514    80.3476     5.7333                      F029300600089 
    18.       114.1235    67.9216     4.3256                      F029300600090 
    18.       117.8761    82.7985     5.5935                      F029300600091 
    18.       121.7294    83.5361     4.2313                      F029300600092 
    18.       126.1043    84.9839     5.4146                      F029300600093 
    18.       129.2475    87.153      4.7892                      F029300600094 
    18.       133.2564    91.2478     4.7454                      F029300600095 
    18.       137.1163    90.9318     4.7315                      F029300600096 
    18.       140.9258    99.6071     6.3435                      F029300600097 
    18.       145.1627    94.4877     6.0175                      F029300600098 
    18.       148.2883   100.1406     5.6031                      F029300600099 
    18.       151.7099   117.6316     7.4947                      F029300600100 
    18.       156.1133   113.4401     6.7868                      F029300600101 
    18.       160.2932   119.7544     8.1491                      F029300600102 
    18.       163.1975   138.3638     9.4198                      F029300600103 
    18.       167.0267   146.0568     7.608                       F029300600104 
    18.       170.5337   146.1423     6.7678                      F029300600105 
    18.       174.3958   145.0385     8.1152                      F029300600106 
    22.5       21.1127    64.9907     4.4264                      F029300600107 
    22.5       24.7733    69.1668     2.7901                      F029300600108 
    22.5       28.9933    48.5822     2.4564                      F029300600109 
    22.5       33.1166    41.4045     1.9183                      F029300600110 
    22.5       40.9754    45.9452     1.93                        F029300600111 
    22.5       45.2374    42.1685     1.865                       F029300600112 
    22.5       48.8444    49.9456     2.5309                      F029300600113 
    22.5       53.2699    46.9871     2.2649                      F029300600114 
    22.5       56.8411    42.0687     2.0268                      F029300600115 
    22.5       65.3375    26.3498     1.6791                      F029300600116 
    22.5       73.3445    21.7422     1.3014                      F029300600117 
    22.5       80.934     20.4641     0.826                       F029300600118 
    22.5       88.948     23.6628     0.994                       F029300600119 
    22.5       96.7676    28.3931     1.4372                      F029300600120 
    22.5      122.9391    14.6957     0.9356                      F029300600121 
    22.5      130.3179    14.8336     0.9444                      F029300600122 
    22.5      137.3615    14.4872     0.8671                      F029300600123 
    22.5      144.1841    15.489      1.1227                      F029300600124 
    22.5      151.1434    17.9073     1.2103                      F029300600125 
    22.5      158.1891    17.4172     1.338                       F029300600126 
    22.5      165.1072    21.8638     1.5848                      F029300600127 
    22.5      172.1653    20.7469     1.1614                      F029300600128 
ENDDATA            114          0                                 F029300600129 
ENDSUBENT          128          0                                 F029300699999 
SUBENT        F0293007   19991202                             0000F029300700001 
BIB                  3          5                                 F029300700002 
REACTION   (11-NA-23(P,A)10-NE-20,PAR,DA,,,EXP)                   F029300700003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F029300700004 
           (DATA-ERR) Error bars contain the statistical error    F029300700005 
           (DATA-ERR1) Digitizing error                           F029300700006 
STATUS     (CURVE) Fig.6                                          F029300700007 
ENDBIB               5          0                                 F029300700008 
COMMON               3          3                                 F029300700009 
E-LVL      ANG-ERR    DATA-ERR1                                   F029300700010 
MEV        ADEG       PER-CENT                                    F029300700011 
 4.25       1.0         0.3                                       F029300700012 
ENDCOMMON            3          0                                 F029300700013 
DATA                 4        112                                 F029300700014 
EN         ANG-CM     DATA-CM    DATA-ERR                         F029300700015 
MEV        ADEG       MU-B/SR    MU-B/SR                          F029300700016 
    10.        23.905   1414.51      68.9351                      F029300700017 
    10.        35.5498  1810.6508   109.6845                      F029300700018 
    10.        46.8567  2260.4661    96.1009                      F029300700019 
    10.        57.3876  2339.6584    89.288                       F029300700020 
    10.        68.3183  2218.97      90.5297                      F029300700021 
    10.        78.5777  1985.1956   104.7345                      F029300700022 
    10.        88.9168  2115.47     119.8208                      F029300700023 
    10.        98.82    1908.3531    81.1313                      F029300700024 
    10.       109.2433  2402.1365   136.0577                      F029300700025 
    10.       119.4317  2445.1365   119.2057                      F029300700026 
    10.       128.9214  2468.082    115.5655                      F029300700027 
    10.       138.4524  2311.3665   108.2729                      F029300700028 
    10.       147.0384  1772.297     86.4666                      F029300700029 
    10.       156.1953  1255.6635    58.8939                      F029300700030 
    10.       164.8999  1068.4484    52.1082                      F029300700031 
    10.       173.8942  1017.3516    47.6765                      F029300700032 
    15.        26.0822   416.7313    18.6532                      F029300700033 
    15.        30.1432   403.3222    17.1458                      F029300700034 
    15.        34.5437   400.2322    17.9147                      F029300700035 
    15.        38.6457   356.4251    14.5343                      F029300700036 
    15.        43.0503   350.7633    14.3034                      F029300700037 
    15.        47.6778   313.6969    14.691                       F029300700038 
    15.        51.6794   342.5382    17.5368                      F029300700039 
    15.        56.0717   345.6184    15.4702                      F029300700040 
    15.        60.4537   356.0571    13.586                       F029300700041 
    15.        64.488    363.753     15.4541                      F029300700042 
    15.        68.7331   346.2467    15.4983                      F029300700043 
    15.        72.929    364.1937    15.4441                      F029300700044 
    15.        77.3233   365.9429    14.9136                      F029300700045 
    15.        81.186    370.745     16.5859                      F029300700046 
    15.        85.3532   413.352     20.1414                      F029300700047 
    15.        89.545    438.4103    19.613                       F029300700048 
    15.        93.3789   470.8046    21.0622                      F029300700049 
    15.        97.7793   467.1975    19.0514                      F029300700050 
    15.       101.4436   495.4827    29.9902                      F029300700051 
    15.       105.5518   435.7764    20.3967                      F029300700052 
    15.       109.2447   436.0073    17.769                       F029300700053 
    15.       113.639    438.1014    17.8649                      F029300700054 
    15.       117.3606   413.5298    18.49                        F029300700055 
    15.       121.0167   445.9259    21.718                       F029300700056 
    15.       128.785    419.411     23.3218                      F029300700057 
    15.       132.0606   479.371     23.3468                      F029300700058 
    15.       136.279    481.6612    20.4635                      F029300700059 
    15.       139.5649   539.1859    26.2859                      F029300700060 
    15.       143.7649   562.4338    25.2156                      F029300700061 
    15.       147.4168   611.5631    28.6568                      F029300700062 
    15.       150.613    574.8223    23.4262                      F029300700063 
    15.       154.6535   579.962     24.6398                      F029300700064 
    15.       158.4079   512.1767    30.7343                      F029300700065 
    15.       161.9168   521.035     22.15                        F029300700066 
    15.       165.3339   446.9062    20.9294                      F029300700067 
    15.       169.3703   454.67      22.1438                      F029300700068 
    15.       172.4049   415.077     18.5792                      F029300700069 
    18.        30.3947   136.3745     7.582                       F029300700070 
    18.        34.9017   157.8678     6.4322                      F029300700071 
    18.        39.1351   154.0847     6.2781                      F029300700072 
    18.        43.5043   164.1255     7.6895                      F029300700073 
    18.        47.5865   151.7553     7.3892                      F029300700074 
    18.        52.3285   154.4236     5.8862                      F029300700075 
    18.        56.3821   151.9777     6.7974                      F029300700076 
    18.        60.2789   143.4723     7.9722                      F029300700077 
    18.        64.8659   139.461      6.2376                      F029300700078 
    18.        68.9901   117.6728     0.2049                      F029300700079 
    18.        72.8697   115.3249     6.0708                      F029300700080 
    18.        77.166     98.1234     6.756                       F029300700081 
    18.        81.5352   104.5175     6.3251                      F029300700082 
    18.        85.4834    88.186      4.5164                      F029300700083 
    18.        89.2982    99.5566     5.0988                      F029300700084 
    18.        93.5658    90.1608     6.6067                      F029300700085 
    18.        97.5317   107.445      6.5023                      F029300700086 
