E          EN         EN-RSL     DATA       DATA-ERR              1378600200007 
KEV        MEV        MEV        B          B                     1378600200008 
 575.5        2.916      0.057      0.00007   0.00106             1378601100140 
 575.5        3.020      0.058      0.00006   0.00097             1378601100141 
 575.5        3.128      0.062      0.00208   0.00336             1378601100142 
 575.5        3.245      0.066      0.00599   0.00353             1378601100143 
 575.5        3.370      0.070      0.00502   0.00358             1378601100144 
 575.5        3.500      0.073      0.00279   0.00346             1378601100145 
 575.5        3.638      0.079      0.00551   0.00347             1378601100146 
 575.5        3.787      0.083      0.00403   0.00330             1378601100147 
 575.5        3.941      0.087      0.00466   0.00307             1378601100148 
 575.5        4.106      0.094      0.00005   0.00061             1378601100149 
 575.5        4.281      0.100      0.00655   0.00234             1378601100150 
 575.5        4.470      0.105      0.00113   0.00217             1378601100151 
 575.5        4.667      0.114      0.00246   0.00218             1378601100152 
 575.5        4.882      0.122      0.00159   0.00280             1378601100153 
 575.5        5.112      0.130      0.00340   0.00272             1378601100154 
 575.5        5.357      0.141      0.00183   0.00215             1378601100155 
 575.5        5.623      0.149      0.00004                       1378601100156 
 575.5        5.902      0.161      0.00396   0.00209             1378601100157 
 575.5        6.211      0.177      0.00418   0.00264             1378601100158 
 575.5        6.548      0.187      0.00489   0.00199             1378601100159 
 575.5        6.896      0.202      0.00529   0.00251             1378601100160 
 575.5        7.274      0.221      0.00842   0.00208             1378601100161 
 575.5        7.703      0.244      0.00026   0.00268             1378601100162 
 575.5        8.172      0.264      0.00930   0.00282             1378601100163 
 575.5        8.667      0.287      0.01005   0.00218             1378601100164 
 575.5        9.213      0.315      0.00693   0.00277             1378601100165 
 575.5        9.816      0.349      0.00801   0.00227             1378601100166 
 575.5       10.478      0.381      0.01003   0.00235             1378601100167 
 575.5       11.217      0.430      0.01259   0.00313             1378601100168 
 575.5       12.040      0.472      0.00696   0.00316             1378601100169 
 575.5       12.951      0.531      0.00662   0.00326             1378601100170 
 575.5       13.977      0.596      0.01585   0.00270             1378601100171 
 575.5       15.128      0.667      0.01567   0.00275             1378601100172 
 575.5       16.416      0.756      0.01812   0.00356             1378601100173 
 575.5       17.893      0.870      0.01991   0.00284             1378601100174 
 575.5       19.605      0.998      0.02152   0.00369             1378601100175 
 575.5       21.576      1.152      0.01704   0.00351             1378601100176 
 575.5       23.835      1.333      0.01943   0.00261             1378601100177 
 575.5       26.467      1.571      0.02121   0.00366             1378601100178 
 575.5       29.594      1.854      0.01947   0.00291             1378601100179 
 575.5       33.293      2.229      0.02164   0.00278             1378601100180 
 575.5       37.794      2.698      0.02280   0.00255             1378601100181 
 575.5       43.211      3.310      0.02450   0.00237             1378601100182 
 575.5       49.978      4.153      0.02058   0.00216             1378601100183 
 575.5       58.484      5.268      0.02181   0.00200             1378601100184 
 575.5       69.558      6.987      0.02053   0.00183             1378601100185 
 575.5       84.430      9.454      0.01466   0.00168             1378601100186 
 575.5      105.015     13.384      0.01305   0.00152             1378601100187 
 575.5      134.592     19.607      0.00426   0.00156             1378601100188 
 575.5      177.480     30.028      0.00846   0.00126             1378601100189 
 575.5      227.975     40.624      0.01215   0.00196             1378601100190 
ENDDATA            184          0                                 1378601100191 
ENDSUBENT          190          0                                 1378601199999 
SUBENT        13786012   20031223                             00001378601200001 
BIB                  1          1                                 1378601200002 
REACTION   (92-U-235(N,F)52-TE-128,PAR,SIG,G)                     1378601200003 
