EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004700200009 
MEV        MEV        B          B          B          B          1004700200010 
  5.321       .143     2.1368      .0168      .0101      .0019    1004700400148 
  5.363       .146     2.1213      .0164      .0098      .0017    1004700400149 
  5.407       .147     2.1062      .0167      .0097      .0017    1004700400150 
  5.451       .149     2.1164      .0174      .0100      .0006    1004700400151 
  5.493       .151     2.0700      .0180      .0095     -.0011    1004700400152 
  5.538       .153     2.0724      .0185      .0093      .0004    1004700400153 
  5.584       .154     2.0876      .0185      .0097      .0011    1004700400154 
  5.628       .155     2.0936      .0179      .0099     -.0006    1004700400155 
  5.672       .156     2.1287      .0183      .0100      .0011    1004700400156 
  5.719       .158     2.1654      .0191      .0104      .0020    1004700400157 
  5.766       .159     2.1211      .0185      .0106      .0023    1004700400158 
  5.812       .162     2.1510      .0185      .0108      .0024    1004700400159 
  5.859       .164     2.1827      .0185      .0110      .0028    1004700400160 
  5.905       .166     2.1468      .0177      .0109      .0026    1004700400161 
  5.953       .167     2.1274      .0177      .0111      .0021    1004700400162 
  6.002       .171     2.1317      .0176      .0106      .0019    1004700400163 
  6.053       .173     2.0988      .0179      .0113      .0022    1004700400164 
  6.104       .172     2.0861      .0180      .0109      .0025    1004700400165 
  6.155       .173     2.0707      .0176      .0112      .0029    1004700400166 
  6.208       .176     2.1188      .0185      .0117      .0029    1004700400167 
  6.259       .181     2.1018      .0186      .0110      .0027    1004700400168 
  6.313       .180     2.0664      .0183      .0109      .0026    1004700400169 
  6.366       .180     2.0352      .0178      .0111      .0031    1004700400170 
  6.422       .183     2.0508      .0181      .0114      .0034    1004700400171 
  6.478       .184     2.0561      .0181      .0109      .0032    1004700400172 
  6.535       .188     2.0297      .0174      .0109      .0033    1004700400173 
  6.594       .190     1.9880      .0175      .0114      .0035    1004700400174 
  6.651       .192     2.0127      .0183      .0115      .0033    1004700400175 
  6.710       .193     2.0106      .0184      .0112      .0031    1004700400176 
  6.769       .197     1.9718      .0180      .0111      .0031    1004700400177 
  6.831       .198     1.9646      .0183      .0112      .0034    1004700400178 
  6.892       .202     1.9568      .0181      .0109      .0032    1004700400179 
  6.953       .203     1.9594      .0175      .0112      .0033    1004700400180 
  7.015       .204     1.9803      .0184      .0118      .0038    1004700400181 
  7.078       .211     1.9542      .0187      .0113      .0034    1004700400182 
  7.142       .213     1.9195      .0180      .0112      .0039    1004700400183 
  7.208       .214     1.9134      .0179      .0120      .0045    1004700400184 
  7.272       .216     1.9203      .0183      .0119      .0038    1004700400185 
  7.338       .217     1.8923      .0179      .0110      .0037    1004700400186 
  7.408       .222     1.8545      .0174      .0113      .0039    1004700400187 
  7.478       .227     1.8717      .0181      .0116      .0032    1004700400188 
  7.546       .225     1.9032      .0191      .0115      .0039    1004700400189 
  7.617       .235     1.8721      .0194      .0117      .0033    1004700400190 
  7.686       .232     1.8709      .0196      .0118      .0032    1004700400191 
  7.756       .235     1.8842      .0200      .0113      .0027    1004700400192 
  7.827       .238     1.8636      .0197      .0110      .0022    1004700400193 
  7.901       .243     1.8522      .0204      .0107      .0023    1004700400194 
  7.977       .241     1.8393      .0203      .0113      .0026    1004700400195 
  8.051       .246     1.8459      .0199      .0115      .0026    1004700400196 
  8.129       .249     1.8178      .0194      .0108      .0028    1004700400197 
  8.210       .257     1.7878      .0188      .0113      .0028    1004700400198 
  8.287       .255     1.7910      .0184      .0112      .0028    1004700400199 
  8.368       .259     1.7764      .0184      .0109      .0031    1004700400200 
  8.453       .262     1.8037      .0188      .0115      .0035    1004700400201 
  8.535       .268     1.7875      .0182      .0112      .0037    1004700400202 
  8.620       .270     1.7856      .0176      .0113      .0039    1004700400203 
  8.703       .276     1.7802      .0171      .0113      .0039    1004700400204 
  8.789       .281     1.7830      .0170      .0111      .0037    1004700400205 
  8.878       .281     1.7683      .0168      .0111      .0036    1004700400206 
  8.967       .285     1.7897      .0168      .0109      .0035    1004700400207 
  9.061       .290     1.7990      .0167      .0106      .0029    1004700400208 
  9.157       .294     1.7581      .0165      .0101      .0026    1004700400209 
  9.258       .299     1.7070      .0165      .0099      .0025    1004700400210 
  9.358       .302     1.7021      .0168      .0101      .0027    1004700400211 
  9.456       .307     1.7209      .0166      .0098      .0024    1004700400212 
  9.556       .314     1.7376      .0162      .0097      .0019    1004700400213 
  9.659       .314     1.7623      .0166      .0092      .0020    1004700400214 
  9.766       .323     1.7290      .0162      .0088      .0019    1004700400215 
  9.873       .328     1.6909      .0154      .0084      .0024    1004700400216 
  9.984       .330     1.6928      .0150      .0087      .0026    1004700400217 
 10.092       .334     1.6684      .0142      .0085      .0029    1004700400218 
 10.202       .339     1.6619      .0136      .0085      .0028    1004700400219 
 10.312       .345     1.6678      .0131      .0081      .0026    1004700400220 
 10.427       .348     1.6745      .0127      .0079      .0026    1004700400221 
 10.541       .354     1.6487      .0122      .0075      .0028    1004700400222 
 10.658       .362     1.6410      .0116      .0074      .0029    1004700400223 
 10.774       .366     1.6337      .0110      .0073      .0027    1004700400224 
 10.892       .369     1.6339      .0104      .0069      .0025    1004700400225 
 11.014       .375     1.6138      .0099      .0064      .0021    1004700400226 
 11.144       .381     1.6240      .0095      .0060      .0021    1004700400227 
 11.274       .390     1.6062      .0091      .0057      .0019    1004700400228 
 11.409       .394     1.6103      .0087      .0053      .0018    1004700400229 
 11.548       .400     1.6112      .0082      .0050      .0018    1004700400230 
 11.687       .406     1.6045      .0078      .0048      .0018    1004700400231 
 11.824       .413     1.5920      .0072      .0044      .0015    1004700400232 
 11.967       .421     1.5778      .0067      .0041      .0014    1004700400233 
 12.109       .428     1.5592      .0064      .0039      .0014    1004700400234 
 12.254       .435     1.5558      .0061      .0038      .0013    1004700400235 
 12.400       .443     1.5418      .0060      .0036      .0012    1004700400236 
 12.550       .451     1.5404      .0059      .0035      .0012    1004700400237 
 12.705       .460     1.5348      .0059      .0037      .0013    1004700400238 
 12.855       .468     1.5343      .0060      .0038      .0013    1004700400239 
 13.004       .477     1.5151      .0063      .0038      .0013    1004700400240 
 13.163       .487     1.4969      .0068      .0042      .0014    1004700400241 
 13.323       .499     1.4812      .0075      .0047      .0014    1004700400242 
 13.482       .509     1.4688      .0085      .0051      .0008    1004700400243 
 13.643       .522     1.4494      .0097      .0053     -.0009    1004700400244 
 13.822       .532     1.4750      .0111      .0062      .0001    1004700400245 
 13.989       .534     1.4647      .0123      .0064     -.0012    1004700400246 
 14.169       .542     1.4772      .0124      .0060     -.0013    1004700400247 
 14.351       .547     1.4466      .0114      .0052     -.0011    1004700400248 
 14.543       .558     1.3898      .0101      .0050     -.0013    1004700400249 
 14.734       .560     1.4010      .0093      .0047      .0024    1004700400250 
 14.922       .591     1.4094      .0109      .0097      .0026    1004700400251 
 14.955       .542     1.4177      .0235      .0064     -.0028    1004700400252 
ENDDATA            245          0                                 1004700400253 
ENDSUBENT          252          0                                 1004700499999 
SUBENT        10047005   19990907                             00001004700500001 
BIB                  2          2                                 1004700500002 
REACTION   (3-LI-6(N,TOT),,SIG)                                   1004700500003 
STATUS     Data rec'd on tape, Foster, May 1967.                  1004700500004 
ENDBIB               2          0                                 1004700500005 
NOCOMMON             0          0                                 1004700500006 
DATA                 6        237                                 1004700500007 
EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004700500008 
MEV        MEV        B          B          B          B          1004700500009 
  2.258       .048     1.5870      .0478      .0236     -.0005    1004700500010 
  2.269       .049     1.5029      .0439      .0239     -.0018    1004700500011 
  2.281       .049     1.5238      .0460      .0229      .0025    1004700500012 
  2.292       .049     1.4531      .0425      .0214     -.0017    1004700500013 
  2.304       .050     1.5515      .0428      .0219     -.0007    1004700500014 
  2.316       .050     1.5280      .0406      .0220      .0017    1004700500015 
  2.328       .050     1.5530      .0423      .0224      .0042    1004700500016 
  2.340       .051     1.5765      .0417      .0224     -.0032    1004700500017 
  2.352       .051     1.6521      .0459      .0232     -.0025    1004700500018 
  2.364       .051     1.6610      .0468      .0190     -.0026    1004700500019 
  2.377       .052     1.5603      .0408      .0204     -.0038    1004700500020 
  2.389       .052     1.6370      .0422      .0187     -.0039    1004700500021 
  2.402       .052     1.6587      .0439      .0217     -.0038    1004700500022 
  2.414       .053     1.6676      .0452      .0178     -.0033    1004700500023 
  2.427       .053     1.5669      .0382      .0184     -.0035    1004700500024 
  2.439       .053     1.5961      .0383      .0170     -.0039    1004700500025 
  2.452       .054     1.5602      .0375      .0168     -.0051    1004700500026 
  2.465       .054     1.6148      .0388      .0165     -.0051    1004700500027 
  2.478       .055     1.6330      .0426      .0170     -.0053    1004700500028 
  2.491       .055     1.6062      .0412      .0157     -.0055    1004700500029 
  2.504       .055     1.6274      .0436      .0151     -.0053    1004700500030 
  2.518       .056     1.5949      .0382      .0164     -.0046    1004700500031 
  2.532       .056     1.6798      .0393      .0154     -.0045    1004700500032 
  2.546       .056     1.6943      .0397      .0149     -.0045    1004700500033 
  2.560       .056     1.6657      .0368      .0157     -.0041    1004700500034 
  2.574       .057     1.6542      .0360      .0169     -.0045    1004700500035 
  2.587       .057     1.7496      .0378      .0150     -.0040    1004700500036 
  2.602       .058     1.7212      .0351      .0153     -.0036    1004700500037 
  2.617       .058     1.7297      .0363      .0160     -.0038    1004700500038 
  2.631       .058     1.7313      .0348      .0151     -.0043    1004700500039 
  2.646       .059     1.7224      .0351      .0146     -.0046    1004700500040 
  2.661       .059     1.7322      .0365      .0142     -.0044    1004700500041 
  2.676       .060     1.7429      .0365      .0135     -.0048    1004700500042 
  2.691       .060     1.7488      .0377      .0138     -.0033    1004700500043 
  2.706       .060     1.7360      .0353      .0150     -.0041    1004700500044 
  2.720       .061     1.8139      .0368      .0149     -.0039    1004700500045 
  2.735       .061     1.7806      .0343      .0135     -.0029    1004700500046 
  2.751       .062     1.7778      .0332      .0152     -.0029    1004700500047 
