ENTRY            13527   19951218                             00001352700000001 
SUBENT        13527001   19951218                             00001352700100001 
BIB                 13         22                                 1352700100002 
INSTITUTE  (1USALAS,1USAOHO,1USADAV,1USATNL,2SWDUPP)              1352700100003 
REFERENCE  (J,PR/C,45,1791,9204)                                  1352700100004 
AUTHOR     (B.K.PARK,J.RAPAPORT,J.L.ULLMANN,A.G.LING,D.S.SORENSON,1352700100005 
           F.P.BRADY,J.L.ROMERO,C.R.HOWELL,W.TORNOW,C.T.RONNQVIST)1352700100006 
TITLE      Gamow-Teller and dipole strength distribution in       1352700100007 
            40Ca(n,p)40K reaction.                                1352700100008 
FACILITY   (MESON) LAMPF-WNR                                      1352700100009 
INC-SOURCE White neutron source, spallation neutrons from 800 MeV 1352700100010 
            protons on tungsten                                   1352700100011 
SAMPLE     Natural calcium in multi-target array.                 1352700100012 
DETECTOR   (MWPC) 4 single-plane multiwire proportional counters. 1352700100013 
           (CSICR) To measure energy of detected protons          1352700100014 
MONITOR    (1-H-1(N,EL)1-H-1,,SIG)                                1352700100015 
CORRECTION Corrected for:                                         1352700100016 
           - background                                           1352700100017 
           - misidentification of events due to target chamber    1352700100018 
             inefficiencies                                       1352700100019 
           - angular resolution                                   1352700100020 
ERR-ANALYS (DATA-ERR) statistical uncertainty                     1352700100021 
STATUS     Data received by electronic file transfer, 96/8/6.     1352700100022 
           (APRVD) Approved by B. Park, 96/9/13                   1352700100023 
HISTORY    (911219C)                                              1352700100024 
ENDBIB              22          0                                 1352700100025 
NOCOMMON             0          0                                 1352700100026 
ENDSUBENT           25          0                                 1352700199999 
SUBENT        13527002   19951218                             00001352700200001 
BIB                  1          1                                 1352700200002 
REACTION   (20-CA-40(N,P)19-K-40,,DA/DE)                          1352700200003 
ENDBIB               1          0                                 1352700200004 
COMMON               2          3                                 1352700200005 
EN-MIN     EN-MAX                                                 1352700200006 
MEV        MEV                                                    1352700200007 
 60.        70.                                                   1352700200008 
ENDCOMMON            3          0                                 1352700200009 
DATA                 5        419                                 1352700200010 
ANG-MIN    ANG-MAX    E-EXC      DATA       DATA-ERR              1352700200011 
         6.         8.       50.8 0.1456E+01 0.1153E+00           1352700600597 
         6.         8.       51.3 0.1435E+01 0.1144E+00           1352700600598 
         6.         8.       51.8 0.1342E+01 0.1107E+00           1352700600599 
         6.         8.       52.3 0.1461E+01 0.1163E+00           1352700600600 
         6.         8.       52.8 0.1550E+01 0.1193E+00           1352700600601 
         6.         8.       53.3 0.1567E+01 0.1200E+00           1352700600602 
         6.         8.       53.8 0.1220E+01 0.1057E+00           1352700600603 
         6.         8.       54.3 0.1132E+01 0.1016E+00           1352700600604 
         6.         8.       54.8 0.1587E+01 0.1206E+00           1352700600605 
         6.         8.       55.3 0.1557E+01 0.1196E+00           1352700600606 
         6.         8.       55.8 0.1455E+01 0.1154E+00           1352700600607 
         6.         8.       56.3 0.1936E+01 0.1337E+00           1352700600608 
         6.         8.       56.8 0.1517E+01 0.1177E+00           1352700600609 
         6.         8.       57.3 0.1466E+01 0.1158E+00           1352700600610 
         6.         8.       57.8 0.1558E+01 0.1194E+00           1352700600611 
         6.         8.       58.3 0.1439E+01 0.1145E+00           1352700600612 
         6.         8.       58.8 0.1131E+01 0.1013E+00           1352700600613 
         6.         8.       59.3 0.1285E+01 0.1078E+00           1352700600614 
         6.         8.       59.8 0.1335E+01 0.1099E+00           1352700600615 
         6.         8.       60.3 0.1077E+01 0.9824E-01           1352700600616 
         6.         8.       60.8 0.1348E+01 0.1103E+00           1352700600617 
         6.         8.       61.3 0.1133E+01 0.1007E+00           1352700600618 
         6.         8.       61.8 0.1331E+01 0.1095E+00           1352700600619 
         6.         8.       62.3 0.8116E+00 0.8476E-01           1352700600620 
         6.         8.       62.8 0.1209E+01 0.1039E+00           1352700600621 
         6.         8.       63.3 0.1157E+01 0.1015E+00           1352700600622 
         6.         8.       63.8 0.1105E+01 0.9900E-01           1352700600623 
         6.         8.       64.3 0.9245E+00 0.9025E-01           1352700600624 
         6.         8.       64.8 0.9183E+00 0.8987E-01           1352700600625 
         6.         8.       65.3 0.9079E+00 0.8916E-01           1352700600626 
         6.         8.       65.8 0.8935E+00 0.8837E-01           1352700600627 
         6.         8.       66.3 0.5844E+00 0.7097E-01           1352700600628 
         6.         8.       66.8 0.9665E+00 0.9167E-01           1352700600629 
         6.         8.       67.3 0.5979E+00 0.7144E-01           1352700600630 
         6.         8.       67.8 0.7668E+00 0.8122E-01           1352700600631 
         6.         8.       68.3 0.5584E+00 0.6888E-01           1352700600632 
         6.         8.       68.8 0.4033E+00 0.5823E-01           1352700600633 
         6.         8.       69.3 0.2935E+00 0.4952E-01           1352700600634 
         6.         8.       69.8 0.5654E+00 0.6899E-01           1352700600635 
         6.         8.       70.3 0.5278E+00 0.6649E-01           1352700600636 
         6.         8.       70.8 0.2393E+00 0.4446E-01           1352700600637 
         6.         8.       71.3 0.3933E+00 0.5699E-01           1352700600638 
         6.         8.       71.8 0.3090E+00 0.5031E-01           1352700600639 
         6.         8.       72.3 0.2607E+00 0.4621E-01           1352700600640 
         6.         8.       72.8 0.2953E+00 0.4903E-01           1352700600641 
         6.         8.       73.3 0.1648E+00 0.3636E-01           1352700600642 
         6.         8.       73.8 0.1995E+00 0.4002E-01           1352700600643 
         6.         8.       74.3 0.1052E+00 0.2895E-01           1352700600644 
         6.         8.       74.8 0.1283E+00 0.3202E-01           1352700600645 
         6.         8.       75.3 0.5808E-01 0.2137E-01           1352700600646 
         6.         8.       75.8 0.4632E-01 0.1903E-01           1352700600647 
         6.         8.       76.3 0.1153E-01 0.9461E-02           1352700600648 
         8.        10.       -2.7 0.1419E-01 0.1166E-01           1352700600649 
         8.        10.       -2.2 0.9924E-01 0.3092E-01           1352700600650 
         8.        10.       -1.7 0.5659E-01 0.2329E-01           1352700600651 
         8.        10.       -1.2 0.1271E+00 0.3498E-01           1352700600652 
         8.        10.       -0.7 0.1409E+00 0.3692E-01           1352700600653 
         8.        10.       -0.2 0.3232E+00 0.5651E-01           1352700600654 
         8.        10.        0.3 0.1124E+00 0.3304E-01           1352700600655 
         8.        10.        0.8 0.2951E+00 0.5382E-01           1352700600656 
         8.        10.        1.3 0.9281E+00 0.9640E-01           1352700600657 
         8.        10.        1.8 0.6895E+00 0.8300E-01           1352700600658 
         8.        10.        2.3 0.7465E+00 0.8635E-01           1352700600659 
         8.        10.        2.8 0.6626E+00 0.8113E-01           1352700600660 
         8.        10.        3.3 0.5222E+00 0.7192E-01           1352700600661 
         8.        10.        3.8 0.3110E+00 0.5528E-01           1352700600662 
         8.        10.        4.3 0.3540E+00 0.5962E-01           1352700600663 
         8.        10.        4.8 0.3544E+00 0.5905E-01           1352700600664 
         8.        10.        5.3 0.4830E+00 0.6922E-01           1352700600665 
         8.        10.        5.8 0.4124E+00 0.6393E-01           1352700600666 
         8.        10.        6.3 0.4424E+00 0.6677E-01           1352700600667 
         8.        10.        6.8 0.6578E+00 0.8168E-01           1352700600668 
         8.        10.        7.3 0.5592E+00 0.7529E-01           1352700600669 
         8.        10.        7.8 0.8325E+00 0.9243E-01           1352700600670 
         8.        10.        8.3 0.1167E+01 0.1104E+00           1352700600671 
         8.        10.        8.8 0.1359E+01 0.1191E+00           1352700600672 
         8.        10.        9.3 0.1247E+01 0.1140E+00           1352700600673 
         8.        10.        9.8 0.8582E+00 0.9430E-01           1352700600674 
         8.        10.       10.3 0.1122E+01 0.1086E+00           1352700600675 
         8.        10.       10.8 0.1693E+01 0.1344E+00           1352700600676 
         8.        10.       11.3 0.1124E+01 0.1088E+00           1352700600677 
         8.        10.       11.8 0.1447E+01 0.1242E+00           1352700600678 
         8.        10.       12.3 0.1640E+01 0.1322E+00           1352700600679 
         8.        10.       12.8 0.1407E+01 0.1226E+00           1352700600680 
         8.        10.       13.3 0.1364E+01 0.1204E+00           1352700600681 
         8.        10.       13.8 0.1762E+01 0.1375E+00           1352700600682 
         8.        10.       14.3 0.1381E+01 0.1211E+00           1352700600683 
         8.        10.       14.8 0.1102E+01 0.1088E+00           1352700600684 
         8.        10.       15.3 0.1205E+01 0.1131E+00           1352700600685 
         8.        10.       15.8 0.1605E+01 0.1311E+00           1352700600686 
         8.        10.       16.3 0.1590E+01 0.1308E+00           1352700600687 
         8.        10.       16.8 0.1031E+01 0.1048E+00           1352700600688 
         8.        10.       17.3 0.9428E+00 0.9960E-01           1352700600689 
         8.        10.       17.8 0.1106E+01 0.1081E+00           1352700600690 
         8.        10.       18.3 0.1091E+01 0.1082E+00           1352700600691 
         8.        10.       18.8 0.6334E+00 0.8138E-01           1352700600692 
         8.        10.       19.3 0.1076E+01 0.1067E+00           1352700600693 
         8.        10.       19.8 0.1033E+01 0.1043E+00           1352700600694 
         8.        10.       20.3 0.1536E+01 0.1282E+00           1352700600695 
         8.        10.       20.8 0.1182E+01 0.1120E+00           1352700600696 
         8.        10.       21.3 0.1080E+01 0.1070E+00           1352700600697 
         8.        10.       21.8 0.9173E+00 0.9854E-01           1352700600698 
         8.        10.       22.3 0.1127E+01 0.1095E+00           1352700600699 
         8.        10.       22.8 0.1291E+01 0.1177E+00           1352700600700 
         8.        10.       23.3 0.1249E+01 0.1156E+00           1352700600701 
         8.        10.       23.8 0.1578E+01 0.1306E+00           1352700600702 
         8.        10.       24.3 0.1088E+01 0.1079E+00           1352700600703 
         8.        10.       24.8 0.9998E+00 0.1035E+00           1352700600704 
         8.        10.       25.3 0.1031E+01 0.1054E+00           1352700600705 
         8.        10.       25.8 0.9424E+00 0.1006E+00           1352700600706 
         8.        10.       26.3 0.8094E+00 0.9300E-01           1352700600707 
         8.        10.       26.8 0.1186E+01 0.1132E+00           1352700600708 
         8.        10.       27.3 0.1202E+01 0.1141E+00           1352700600709 
         8.        10.       27.8 0.1038E+01 0.1061E+00           1352700600710 
         8.        10.       28.3 0.1207E+01 0.1144E+00           1352700600711 
         8.        10.       28.8 0.9366E+00 0.1011E+00           1352700600712 
         8.        10.       29.3 0.9839E+00 0.1034E+00           1352700600713 
         8.        10.       29.8 0.1380E+01 0.1229E+00           1352700600714 
         8.        10.       30.3 0.1198E+01 0.1141E+00           1352700600715 
         8.        10.       30.8 0.1136E+01 0.1113E+00           1352700600716 
         8.        10.       31.3 0.1227E+01 0.1155E+00           1352700600717 
         8.        10.       31.8 0.9227E+00 0.9956E-01           1352700600718 
         8.        10.       32.3 0.1026E+01 0.1053E+00           1352700600719 
         8.        10.       32.8 0.1145E+01 0.1114E+00           1352700600720 
         8.        10.       33.3 0.9327E+00 0.1002E+00           1352700600721 
         8.        10.       33.8 0.1007E+01 0.1042E+00           1352700600722 
         8.        10.       34.3 0.1094E+01 0.1084E+00           1352700600723 
         8.        10.       34.8 0.1241E+01 0.1157E+00           1352700600724 
         8.        10.       35.3 0.1149E+01 0.1108E+00           1352700600725 
         8.        10.       35.8 0.1220E+01 0.1142E+00           1352700600726 
         8.        10.       36.3 0.8312E+00 0.9391E-01           1352700600727 
         8.        10.       36.8 0.9463E+00 0.9982E-01           1352700600728 
         8.        10.       37.3 0.1268E+01 0.1160E+00           1352700600729 
         8.        10.       37.8 0.1366E+01 0.1203E+00           1352700600730 
         8.        10.       38.3 0.7599E+00 0.8908E-01           1352700600731 
         8.        10.       38.8 0.8883E+00 0.9657E-01           1352700600732 
         8.        10.       39.3 0.1161E+01 0.1100E+00           1352700600733 
         8.        10.       39.8 0.1011E+01 0.1022E+00           1352700600734 
         8.        10.       40.3 0.9224E+00 0.9738E-01           1352700600735 
         8.        10.       40.8 0.1267E+01 0.1146E+00           1352700600736 
         8.        10.       41.3 0.1467E+01 0.1237E+00           1352700600737 
         8.        10.       41.8 0.1049E+01 0.1044E+00           1352700600738 
         8.        10.       42.3 0.1207E+01 0.1116E+00           1352700600739 
         8.        10.       42.8 0.1120E+01 0.1074E+00           1352700600740 
         8.        10.       43.3 0.1220E+01 0.1122E+00           1352700600741 
         8.        10.       43.8 0.1406E+01 0.1210E+00           1352700600742 
         8.        10.       44.3 0.1607E+01 0.1295E+00           1352700600743 
         8.        10.       44.8 0.1119E+01 0.1074E+00           1352700600744 
         8.        10.       45.3 0.7453E+00 0.8735E-01           1352700600745 
         8.        10.       45.8 0.9173E+00 0.9719E-01           1352700600746 
         8.        10.       46.3 0.1163E+01 0.1100E+00           1352700600747 
         8.        10.       46.8 0.1149E+01 0.1088E+00           1352700600748 
         8.        10.       47.3 0.1207E+01 0.1117E+00           1352700600749 
         8.        10.       47.8 0.1092E+01 0.1060E+00           1352700600750 
         8.        10.       48.3 0.1367E+01 0.1194E+00           1352700600751 
         8.        10.       48.8 0.1253E+01 0.1141E+00           1352700600752 
         8.        10.       49.3 0.1067E+01 0.1050E+00           1352700600753 
         8.        10.       49.8 0.1300E+01 0.1164E+00           1352700600754 
         8.        10.       50.3 0.1142E+01 0.1088E+00           1352700600755 
         8.        10.       50.8 0.9836E+00 0.1009E+00           1352700600756 
         8.        10.       51.3 0.1115E+01 0.1079E+00           1352700600757 
         8.        10.       51.8 0.9422E+00 0.9865E-01           1352700600758 
         8.        10.       52.3 0.1104E+01 0.1074E+00           1352700600759 
         8.        10.       52.8 0.1061E+01 0.1051E+00           1352700600760 
         8.        10.       53.3 0.6108E+00 0.7907E-01           1352700600761 
         8.        10.       53.8 0.9765E+00 0.1010E+00           1352700600762 
         8.        10.       54.3 0.1315E+01 0.1177E+00           1352700600763 
         8.        10.       54.8 0.1097E+01 0.1073E+00           1352700600764 
         8.        10.       55.3 0.1172E+01 0.1112E+00           1352700600765 
         8.        10.       55.8 0.1292E+01 0.1170E+00           1352700600766 
         8.        10.       56.3 0.1324E+01 0.1186E+00           1352700600767 
         8.        10.       56.8 0.1076E+01 0.1067E+00           1352700600768 
         8.        10.       57.3 0.1078E+01 0.1068E+00           1352700600769 
         8.        10.       57.8 0.7400E+00 0.8827E-01           1352700600770 
         8.        10.       58.3 0.1187E+01 0.1124E+00           1352700600771 
         8.        10.       58.8 0.8767E+00 0.9647E-01           1352700600772 
