ENTRY            13737   20211005                             149313737  0    1 
SUBENT        13737001   20211005                             149313737  1    1 
BIB                 12         20                                 13737  1    2 
TITLE      89Y+n resonances for E=10-740 keV and                  13737  1    3 
           intermediate structure                                 13737  1    4 
AUTHOR     (H.M.Agrawal,J.B.Garg,J.A.Harvey)                      13737  1    5 
REFERENCE  (J,NP/A,501,18,1989)                                   13737  1    6 
           #doi:10.1016/0375-9474(89)90563-0                      13737  1    7 
REL-REF    (I,10725001,M.S.Pandey+,J,PR/C,15,600,1977) ORELA      13737  1    8 
           neutron spectrometer.                                  13737  1    9 
INSTITUTE  (1USAORL,1USAALB)                                      13737  1   10 
FACILITY   (LINAC,1USAORL) ORELA.                                 13737  1   11 
INC-SOURCE (PHOTO) Photoneutrons from 5 nsec wide                 13737  1   12 
           electron pulses.                                       13737  1   13 
SAMPLE     Yttrium metal, 10.16cm diameter, 2,54 cm thick.        13737  1   14 
DETECTOR   (SCIN) NE-110 for neutron energies above 20 keV.       13737  1   15 
           (GLASD) 6Li glass detector for neutrons below 20 keV.  13737  1   16 
METHOD     (TOF) Flight path 200 m.                               13737  1   17 
CORRECTION Corrected for deadtime and background                  13737  1   18 
HISTORY    (20000217C) TK                                         13737  1   19 
           (20060309C) DR name of first author corrected          13737  1   20 
           (20211005A) BP: Updated entry, added doi. Digitized    13737  1   21 
                       data.                                      13737  1   22 
ENDBIB              20          0                                 13737  1   23 
NOCOMMON             0          0                                 13737  1   24 
ENDSUBENT           23          0                                 13737  199999 
SUBENT        13737002   20211005                             149313737  2    1 
BIB                  4          6                                 13737  2    2 
REACTION  1(39-Y-89(N,0),,EN)                                     13737  2    3 
          2(39-Y-89(N,EL),,WID,,G)                                13737  2    4 
          3(39-Y-89(N,0),,J)                                      13737  2    5 
ANALYSIS   Generalized R-matrix fits.                             13737  2    6 
ERR-ANALYS (DATA-ERR) Absolute uncertainty.                       13737  2    7 
STATUS     (TABLE) Table 1, pages 27-29.                          13737  2    8 
ENDBIB               6          0                                 13737  2    9 
COMMON               1          3                                 13737  2   10 
MOMENTUM L                                                        13737  2   11 
NO-DIM                                                            13737  2   12 
         0.                                                       13737  2   13 
ENDCOMMON            3          0                                 13737  2   14 
DATA                 5        144                                 13737  2   15 
DATA      1DATA-ERR  1DATA      2DATA-ERR  2DATA      3           13737  2   16 
KEV        KEV        EV         EV         NO-DIM                13737  2   17 
    301.350      0.030        65.         7.         0.           13737  3  231 
    301.850      0.030       400.        40.         2.           13737  3  232 
    302.925      0.030      1115.       115.         1.           13737  3  233 
    304.200      0.030       144.        15.         0.           13737  3  234 
    305.470      0.030      842.5        85.         2.           13737  3  235 
    306.510      0.030      1100.       120.         2.           13737  3  236 
    307.954      0.030       100.        10.         0.           13737  3  237 
    308.710      0.040      1300.       130.         2.           13737  3  238 
    310.375      0.030       124.        12.         0.           13737  3  239 
    313.403      0.031       258.        26.         0.           13737  3  240 
    314.450      0.032       209.        20.         1.           13737  3  241 
    314.830      0.032        50.         5.         0.           13737  3  242 
    315.325      0.032       400.        40.         2.           13737  3  243 
    319.960      0.032       355.        36.         2.           13737  3  244 
    320.520      0.032       305.        31.         1.           13737  3  245 
    321.000      0.032        58.         6.         0.           13737  3  246 
    323.303      0.032       302.        30.         2.           13737  3  247 
    324.010      0.032        82.         9.         0.           13737  3  248 
    325.975      0.032       156.        15.         1.           13737  3  249 
    327.814      0.033        99.        10.         0.           13737  3  250 
    328.566      0.033       243.        25.         1.           13737  3  251 
    329.250      0.050      1150.       120.         2.           13737  3  252 
    329.999      0.034       31.5         3.         0.           13737  3  253 
    331.375      0.034       162.        16.         1.           13737  3  254 
    333.041      0.034       295.        30.         2.           13737  3  255 
    335.620      0.034       614.        62.         1.           13737  3  256 
    335.990      0.034       645.        65.         1.           13737  3  257 
    336.672      0.034       403.        40.         2.           13737  3  258 
    338.100      0.034       100.        10.         0.           13737  3  259 
    338.634      0.034        65.         7.         0.           13737  3  260 
    339.060      0.034        34.         4.         0.           13737  3  261 
    339.675      0.034       353.        35.         2.           13737  3  262 
    341.148      0.035       272.        28.         2.           13737  3  263 
    342.714      0.050      1161.       125.         2.           13737  3  264 
    344.065      0.035       165.        16.         1.           13737  3  265 
    344.488      0.035        51.         5.         0.           13737  3  266 
    345.100      0.035       700.         7.         2.           13737  3  267 
    346.183      0.035       283.        29.         1.           13737  3  268 
    347.360      0.035       167.        16.         1.           13737  3  269 
    348.758      0.035        25.         3.         0.           13737  3  270 
    349.292      0.035       203.        20.         1.           13737  3  271 
    349.813      0.035        88.         9.         0.           13737  3  272 
    350.236      0.035      126.5        12.         0.           13737  3  273 
    350.780      0.040       650.        65.         2.           13737  3  274 
    355.577      0.035       370.        37.         0.           13737  3  275 
    358.296      0.060      2391.       240.         1.           13737  3  276 
    358.670      0.035       138.        14.         0.           13737  3  277 
    359.350      0.035       242.        25.         0.           13737  3  278 
    360.000      0.035       41.5         4.         0.           13737  3  279 
    361.295      0.040       721.        75.         2.           13737  3  280 
    363.299      0.035       349.        35.         2.           13737  3  281 
    363.910      0.040      1259.       125.         1.           13737  3  282 
    366.120      0.050      2420.       250.         2.           13737  3  283 
    368.220      0.050      1169.       117.         1.           13737  3  284 
    369.060      0.040       959.        96.         2.           13737  3  285 
    369.760      0.035       355.        36.         2.           13737  3  286 
    371.785      0.035       100.        10.         0.           13737  3  287 
    372.894      0.038       400.        40.         1.           13737  3  288 
    372.970      0.038       390.        39.         1.           13737  3  289 
    374.725      0.038        45.         5.         0.           13737  3  290 
    375.280      0.038       325.        33.         1.           13737  3  291 
    376.100      0.039       652.        66.         0.           13737  3  292 
    377.482      0.039       460.        47.         2.           13737  3  293 
    379.375      0.060      3726.       375.         1.           13737  3  294 
    379.800      0.050      1629.       165.         2.           13737  3  295 
    382.550      0.040      163.5        17.         0.           13737  3  296 
    384.220      0.040      2400.       250.         2.           13737  3  297 
    386.630      0.040       500.        50.         2.           13737  3  298 
    386.800      0.040        98.        10.         0.           13737  3  299 
    388.300      0.040       280.        30.         1.           13737  3  300 
    390.220      0.040       428.        45.         1.           13737  3  301 
    392.300      0.040       225.        23.         0.           13737  3  302 
    392.963      0.040       314.        32.         1.           13737  3  303 
    393.337      0.040       155.        16.         1.           13737  3  304 
    394.820      0.040       133.        14.         1.           13737  3  305 
    398.328      0.040       269.        27.         2.           13737  3  306 
    401.550      0.040        92.        10.         0.           13737  3  307 
    401.960      0.040       162.        17.         0.           13737  3  308 
    402.079      0.040       166.        17.         1.           13737  3  309 
    402.925      0.040        92.         9.         0.           13737  3  310 
    404.380      0.040       316.        32.         1.           13737  3  311 
    405.560      0.050      1448.       150.         1.           13737  3  312 
    406.866      0.040        66.         7.         0.           13737  3  313 
    407.710      0.040       798.        80.         1.           13737  3  314 
    408.934      0.040       260.        26.         1.           13737  3  315 
    409.330      0.060      3000.       300.         2.           13737  3  316 
    410.614      0.040       120.        12.         0.           13737  3  317 
    411.340      0.040      1107.       110.         2.           13737  3  318 
    412.238      0.040       229.        23.         1.           13737  3  319 
    412.710      0.042       200.        20.         0.           13737  3  320 
    413.154      0.042       202.        20.         2.           13737  3  321 
    413.540      0.042       320.        32.         2.           13737  3  322 
    414.520      0.042       405.        40.         0.           13737  3  323 
    415.640      0.042       600.        60.         2.           13737  3  324 
    418.010      0.042       226.        23.         1.           13737  3  325 
    418.560      0.042       102.        10.         0.           13737  3  326 
    419.080      0.042       325.        33.         2.           13737  3  327 
    420.820      0.042      1306.       130.         2.           13737  3  328 
    422.352      0.042       683.        70.         1.           13737  3  329 
    423.536      0.060      1316.       135.         2.           13737  3  330 
    424.321      0.060      1457.       145.         1.           13737  3  331 
    425.170      0.060      1599.       160.         2.           13737  3  332 
    426.800      0.044       733.        75.         1.           13737  3  333 
    427.630      0.044       600.        60.         2.           13737  3  334 
    430.583      0.060      1268.       130.         1.           13737  3  335 
    432.500      0.060      1487.       150.         2.           13737  3  336 
    433.426      0.044       210.        22.         0.           13737  3  337 
    434.620      0.044       383.        38.         2.           13737  3  338 
    435.500      0.044       312.        32.         1.           13737  3  339 
    436.410      0.044       592.        60.         2.           13737  3  340 
    438.500      0.044      366.5        40.         0.           13737  3  341 
    440.011      0.045       460.        50.         1.           13737  3  342 
    440.360      0.045       282.        30.         2.           13737  3  343 
    440.850      0.045       154.        16.         0.           13737  3  344 
    441.290      0.045       476.        48.         1.           13737  3  345 
    442.180      0.045       590.        60.         1.           13737  3  346 
    443.750      0.045        69.         7.         0.           13737  3  347 
    445.300      0.075      4000.       400.         2.           13737  3  348 
    445.521      0.045       110.        11.         0.           13737  3  349 
    446.725      0.045       309.        35.         1.           13737  3  350 
    447.900      0.045       110.        15.         0.           13737  3  351 
    448.475      0.045        66.         7.         0.           13737  3  352 
    452.170      0.060      1336.        15.         1.           13737  3  353 
    453.100      0.045       226.        25.         0.           13737  3  354 
    453.800      0.046       373.        40.         2.           13737  3  355 
    455.600      0.046       901.        90.         2.           13737  3  356 
    458.065      0.046      248.5        25.         1.           13737  3  357 
    459.560      0.046       227.        25.         0.           13737  3  358 
    462.570      0.060      1801.       180.         2.           13737  3  359 
    464.595      0.046       229.        30.         1.           13737  3  360 
    465.021      0.046       153.        15.         0.           13737  3  361 
    465.980      0.050       138.        14.         0.           13737  3  362 
    466.925      0.050       242.        24.         1.           13737  3  363 
    468.000      0.050        87.         9.         0.           13737  3  364 
    469.066      0.050       251.        25.         2.           13737  3  365 
    470.105      0.070      3035.       300.         2.           13737  3  366 
    470.400      0.050       450.        45.         1.           13737  3  367 
    475.000      0.070      1408.       150.         1.           13737  3  368 
    476.627      0.050       314.        35.         0.           13737  3  369 
    477.035      0.050       271.        28.         1.           13737  3  370 
    479.490      0.070     1000.5       100.         2.           13737  3  371 
    480.090      0.070      1842.       185.         2.           13737  3  372 
    480.267      0.050       156.        16.         0.           13737  3  373 
    482.170      0.050       245.        25.         1.           13737  3  374 
    482.733      0.050       120.        12.         0.           13737  3  375 
    483.020      0.050       167.        17.         0.           13737  3  376 
    484.455      0.050       204.        20.         1.           13737  3  377 
    486.720      0.050       265.        27.         1.           13737  3  378 
    488.615      0.060      2000.       200.         2.           13737  3  379 
    490.010      0.050       557.        56.         2.           13737  3  380 
    490.663      0.050       700.        70.         2.           13737  3  381 
    491.203      0.050       485.        49.         1.           13737  3  382 
    492.020      0.060      1000.       100.         2.           13737  3  383 
    493.050      0.070      2501.       250.         2.           13737  3  384 
    495.300      0.050       919.        92.         1.           13737  3  385 
    496.460      0.060      1523.       153.         2.           13737  3  386 
    498.440      0.050       700.        70.         2.           13737  3  387 
    500.934      0.050       277.        23.         1.           13737  3  388 
    501.493      0.060      1315.       135.         1.           13737  3  389 
    502.300      0.065      3100.       320.         2.           13737  3  390 
    503.177      0.050       274.        28.         1.           13737  3  391 
    503.710      0.050       700.        70.         2.           13737  3  392 
    505.706      0.060      1727.       175.         1.           13737  3  393 
    506.322      0.060      1629.       170.         2.           13737  3  394 
    508.575      0.050       171.        17.         1.           13737  3  395 
    509.450      0.050       315.        32.         0.           13737  3  396 
    510.162      0.060      1151.       120.         2.           13737  3  397 
    512.645      0.052       825.        83.         1.           13737  3  398 
    513.600      0.052       750.        75.         2.           13737  3  399 
    514.580      0.060      1444.       145.         2.           13737  3  400 
    518.250      0.052       535.        54.         2.           13737  3  401 
    520.550      0.052        96.        10.         1.           13737  3  402 
    521.230      0.052        23.        2.5         0.           13737  3  403 
    521.600      0.052       344.        35.         0.           13737  3  404 
    522.780      0.055      1019.       105.         0.           13737  3  405 
    524.050      0.070      3216.       325.         2.           13737  3  406 
    525.130      0.060      1353.       140.         1.           13737  3  407 
    525.500      0.060      2192.       220.         2.           13737  3  408 
    526.160      0.055       456.        46.         1.           13737  3  409 
