EN         EN-RSL-FW  ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1028500200015 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1028500200016 
            2.295      2.420      7.54       0.06        93.95    1028500400331 
      4.08    36.1       19.0                                     1028500400332 
            2.295      2.420      7.54       0.06       101.43    1028500400333 
      3.28    27.7       40.4                                     1028500400334 
            2.295      2.420      7.54       0.06       108.89    1028500400335 
      4.61    20.1       24.6                                     1028500400336 
            2.295      2.420      7.54       0.06       120.76    1028500400337 
      4.00    30.4       32.6                                     1028500400338 
            2.295      2.420      7.54       0.06       128.16    1028500400339 
      2.68    20.4       22.0                                     1028500400340 
            2.295      2.420      7.54       0.06       135.54    1028500400341 
      3.19    27.8       24.0                                     1028500400342 
            2.295      2.420      8.04       0.05        71.34    1028500400343 
      2.96    33.3       24.7                                     1028500400344 
            2.295      2.420      8.04       0.05        78.90    1028500400345 
      3.98    28.7       26.1                                     1028500400346 
            2.295      2.420      8.04       0.05        86.42    1028500400347 
      2.78    29.8       20.7                                     1028500400348 
            2.295      2.420      8.56       0.05        43.46    1028500400349 
      4.78    31.0       24.5                                     1028500400350 
            2.295      2.420      8.56       0.05        48.54    1028500400351 
      2.48    20.5       40.1                                     1028500400352 
            2.295      2.420      8.56       0.05        56.16    1028500400353 
      2.69    34.8       28.5                                     1028500400354 
            2.295      2.420      8.56       0.05        63.76    1028500400355 
      2.38    25.8       32.2                                     1028500400356 
            2.295      2.420      8.56       0.05        78.88    1028500400357 
      1.83    47.8       36.8                                     1028500400358 
            2.295      2.420      8.56       0.05        93.91    1028500400359 
      2.50    41.1       23.3                                     1028500400360 
            2.295      2.420      8.56       0.05        93.91    1028500400361 
      1.85    49.0       32.9                                     1028500400362 
            2.295      2.420      8.56       0.05       101.39    1028500400363 
      1.66    86.5       37.5                                     1028500400364 
            2.295      2.420      8.56       0.05       108.85    1028500400365 
      2.47    30.7       24.2                                     1028500400366 
            2.295      2.420      8.56       0.05       128.13    1028500400367 
      2.85    43.3       28.3                                     1028500400368 
             2.295      3.000     4.65       0.07        71.63    1028500400369 
     16.44    17.1       17.1                                     1028500400370 
             2.295      3.000     4.65       0.07        79.19    1028500400371 
     16.29    15.3       15.3                                     1028500400372 
 2.420                            4.65       0.07        71.65    1028500400373 
      9.30    16.0       21.9                                     1028500400374 
 2.420                            4.65       0.07        79.22    1028500400375 
      8.49    34.0       34.0                                     1028500400376 
 2.420                            5.23       0.05        71.56    1028500400377 
      6.68    26.2       26.2                                     1028500400378 
 3.000                            4.07       0.08        79.89    1028500400379 
      4.11    47.3       37.4                                     1028500400380 
 3.000                            4.07       0.08        87.43    1028500400381 
