E          ANG        EN         EN-ERR     DATA       ERR-S      1375000200008 
MEV        ADEG       MEV        MEV        MB/SR      MB/SR      1375000200009 
  3.684    150.        15.35      0.05        7.9019     1.6116   1375000601622 
  3.684    150.        15.45      0.05        8.7532     1.6491   1375000601623 
  3.684    150.        15.55      0.05        4.8509     1.5778   1375000601624 
  3.684    150.        15.65      0.05        3.5872     1.5158   1375000601625 
  3.684    150.        15.75      0.05        6.4379     1.6016   1375000601626 
  3.684    150.        15.85      0.05        6.6838     1.6403   1375000601627 
  3.684    150.        15.95      0.05        7.2421     1.6671   1375000601628 
  3.684    150.        16.075     0.075       6.1887     1.3712   1375000601629 
  3.684    150.        16.225     0.075       4.7397     1.3194   1375000601630 
  3.684    150.        16.375     0.075       4.3680     1.3040   1375000601631 
  3.684    150.        16.525     0.075       5.0833     1.3554   1375000601632 
  3.684    150.        16.675     0.075       4.2239     1.3204   1375000601633 
  3.684    150.        16.825     0.075       2.6662     1.2702   1375000601634 
  3.684    150.        16.975     0.075       1.0190     1.0835   1375000601635 
  3.684    150.        17.125     0.075       1.9193     1.2129   1375000601636 
  3.684    150.        17.275     0.075       3.5366     1.3313   1375000601637 
  3.684    150.        17.425     0.075       3.1776     1.2894   1375000601638 
  3.684    150.        17.575     0.075       3.6340     1.3521   1375000601639 
  3.684    150.        17.725     0.075       4.5501     1.4086   1375000601640 
  3.684    150.        17.875     0.075       5.7219     1.4673   1375000601641 
  3.684    150.        18.025     0.075       2.9270     1.4138   1375000601642 
  3.684    150.        18.175     0.075       3.3872     1.4461   1375000601643 
  3.684    150.        18.325     0.075       3.7377     1.4096   1375000601644 
  3.684    150.        18.475     0.075       4.5317     1.4681   1375000601645 
  3.684    150.        18.625     0.075       3.8391     1.4887   1375000601646 
  3.684    150.        18.775     0.075       3.1842     1.4477   1375000601647 
  3.684    150.        18.925     0.075       2.8758     1.4280   1375000601648 
  3.684    150.        19.075     0.075       2.3763     1.4094   1375000601649 
  3.684    150.        19.225     0.075       3.4608     1.5295   1375000601650 
  3.684    150.        19.375     0.075       2.4874     1.3476   1375000601651 
  3.684    150.        19.525     0.075       1.5041     1.3020   1375000601652 
  3.684    150.        19.675     0.075       2.8963     1.5353   1375000601653 
  3.684    150.        19.825     0.075       0.5878     1.1323   1375000601654 
  3.684    150.        19.975     0.075      -1.2116     1.3499   1375000601655 
  3.684    150.        20.125     0.075       2.6356     1.5115   1375000601656 
  3.684    150.        20.35      0.15        3.0924     1.1389   1375000601657 
  3.684    150.        20.65      0.15        4.0652     1.1137   1375000601658 
  3.684    150.        20.95      0.15        4.0497     1.0806   1375000601659 
  3.684    150.        21.25      0.15        2.7325     1.0526   1375000601660 
  3.684    150.        21.55      0.15        2.0338     1.0184   1375000601661 
  3.684    150.        21.85      0.15        3.6478     1.0884   1375000601662 
  3.684    150.        22.15      0.15        2.0413     0.9902   1375000601663 
  3.684    150.        22.45      0.15        1.7060     0.9996   1375000601664 
  3.684    150.        22.75      0.15        1.1888     0.9787   1375000601665 
  3.684    150.        23.05      0.15        1.4406     0.9998   1375000601666 
  3.684    150.        23.35      0.15        1.7643     1.0069   1375000601667 
  3.684    150.        23.65      0.15        1.6621     1.0271   1375000601668 
  3.684    150.        23.95      0.15        2.1451     1.0137   1375000601669 
  3.684    150.        24.25      0.15        1.8043     0.9959   1375000601670 
  3.684    150.        24.55      0.15        2.1780     1.0151   1375000601671 
  3.684    150.        24.85      0.15        2.3080     1.0099   1375000601672 
  3.684    150.        25.15      0.15        1.8495     1.0153   1375000601673 
  3.684    150.        25.45      0.15        1.2828     1.0480   1375000601674 
  3.684    150.        25.75      0.15        0.5909     1.0339   1375000601675 
  3.684    150.        26.05      0.15        2.3701     0.9944   1375000601676 
  3.684    150.        26.35      0.15        0.5158     1.0053   1375000601677 
  3.684    150.        26.65      0.15        2.2602     1.0122   1375000601678 
  3.684    150.        26.95      0.15        1.6453     1.0080   1375000601679 
  3.684    150.        27.25      0.15        0.6702     1.0324   1375000601680 
  3.684    150.        27.55      0.15        0.7614     1.0403   1375000601681 
  3.684    150.        27.85      0.15        0.0981     1.0252   1375000601682 
  3.684    150.        28.15      0.15        0.6274     1.0207   1375000601683 
  3.684    150.        28.45      0.15        0.5933     1.0157   1375000601684 
  3.684    150.        28.75      0.15        0.8918     0.9931   1375000601685 
  3.684    150.        29.05      0.15        1.4251     0.9784   1375000601686 
  3.684    150.        29.35      0.15        1.1540     0.9743   1375000601687 
  3.684    150.        29.65      0.15        1.4093     0.9959   1375000601688 
  3.684    150.        29.95      0.15        1.7831     1.0019   1375000601689 
  3.684    150.        30.25      0.15        1.8405     0.9818   1375000601690 
  3.684    150.        31.0       0.6         0.9995     0.4700   1375000601691 
  3.684    150.        32.2       0.6         0.9830     0.4656   1375000601692 
  3.684    150.        33.4       0.6         0.2766     0.4595   1375000601693 
  3.684    150.        34.6       0.6         0.4267     0.4694   1375000601694 
  3.684    150.        35.8       0.6         0.3118     0.4530   1375000601695 
  3.684    150.        37.0       0.6         0.5179     0.4566   1375000601696 
  3.684    150.        38.2       0.6         0.2093     0.4615   1375000601697 
  3.684    150.        39.4       0.6         0.5664     0.4603   1375000601698 
  3.684    150.        40.6       0.6         0.5242     0.4675   1375000601699 
  3.684    150.        41.8       0.6         0.3448     0.4585   1375000601700 
  3.684    150.        43.0       0.6         0.9335     0.4602   1375000601701 
  3.684    150.        44.2       0.6         0.6091     0.4525   1375000601702 
  3.684    150.        45.4       0.6         0.6803     0.4590   1375000601703 
  3.684    150.        46.6       0.6         0.6775     0.4481   1375000601704 
  3.684    150.        47.8       0.6         0.0578     0.4385   1375000601705 
  3.684    150.        49.0       0.6         0.9886     0.4419   1375000601706 
  3.684    150.        50.2       0.6         1.3432     0.4487   1375000601707 
  3.684    150.        53.3       2.5         0.2510     0.2135   1375000601708 
  3.684    150.        58.3       2.5         0.3362     0.2143   1375000601709 
  3.684    150.        63.3       2.5         0.7790     0.2141   1375000601710 
  3.684    150.        68.3       2.5         0.8577     0.2177   1375000601711 
  3.684    150.        73.3       2.5         0.7116     0.2164   1375000601712 
  3.684    150.        78.3       2.5         0.6577     0.2188   1375000601713 
  3.684    150.        83.3       2.5         0.8754     0.2201   1375000601714 
  3.684    150.        88.3       2.5         1.1327     0.2174   1375000601715 
  3.684    150.        93.3       2.5         0.8171     0.2227   1375000601716 
  3.684    150.        98.3       2.5         0.5844     0.2216   1375000601717 
  3.684    150.       103.3       2.5         0.5841     0.2241   1375000601718 
  3.684    150.       108.3       2.5         0.7957     0.2212   1375000601719 
  3.684    150.       115.8       5.0         0.7251     0.1569   1375000601720 
  3.684    150.       125.8       5.0         0.4769     0.1594   1375000601721 
  3.684    150.       135.8       5.0         0.5767     0.1649   1375000601722 
  3.684    150.       145.8       5.0         0.5289     0.1708   1375000601723 
  3.684    150.       155.8       5.0         0.5062     0.1763   1375000601724 
  3.684    150.       165.8       5.0         0.4618     0.1821   1375000601725 
  3.684    150.       175.8       5.0         0.3196     0.1881   1375000601726 
  3.684    150.       185.8       5.0         0.4505     0.1926   1375000601727 
  3.684    150.       195.8       5.0         0.6113     0.1994   1375000601728 
  3.684    150.       205.8       5.0         0.5357     0.2070   1375000601729 
  3.684    159.         5.025     0.025       0.1093     0.3974   1375000601730 
  3.684    159.         5.075     0.025       0.9122     0.4056   1375000601731 
  3.684    159.         5.125     0.025       0.7233     0.3977   1375000601732 
  3.684    159.         5.175     0.025       0.4552     0.4021   1375000601733 
  3.684    159.         5.225     0.025       0.5070     0.4053   1375000601734 
  3.684    159.         5.275     0.025      -0.2070     0.4282   1375000601735 
  3.684    159.         5.325     0.025       0.3996     0.4367   1375000601736 
  3.684    159.         5.375     0.025      -0.1531     0.4621   1375000601737 
  3.684    159.         5.425     0.025       0.6274     0.4501   1375000601738 
  3.684    159.         5.475     0.025       0.4234     0.4478   1375000601739 
  3.684    159.         5.525     0.025       0.5764     0.4476   1375000601740 
  3.684    159.         5.575     0.025       0.6558     0.4422   1375000601741 
  3.684    159.         5.625     0.025       0.0617     0.4599   1375000601742 
  3.684    159.         5.675     0.025       0.6933     0.4631   1375000601743 
  3.684    159.         5.725     0.025      -0.1033     0.4904   1375000601744 
  3.684    159.         5.775     0.025       0.6661     0.5255   1375000601745 
  3.684    159.         5.825     0.025       1.1907     0.5018   1375000601746 
  3.684    159.         5.875     0.025       0.6640     0.5272   1375000601747 
  3.684    159.         5.925     0.025       0.9951     0.5227   1375000601748 
  3.684    159.         5.975     0.025       0.0025     0.5053   1375000601749 
  3.684    159.         6.025     0.025       0.4104     0.5139   1375000601750 
  3.684    159.         6.075     0.025       0.3507     0.5368   1375000601751 
  3.684    159.         6.125     0.025       0.0692     0.5452   1375000601752 
  3.684    159.         6.175     0.025       0.9133     0.5339   1375000601753 
  3.684    159.         6.225     0.025       1.0993     0.5673   1375000601754 
  3.684    159.         6.275     0.025      -0.1544     0.6836   1375000601755 
  3.684    159.         6.325     0.025       0.3600     0.6583   1375000601756 
