ENTRY            D0512   20180522                             D117D051200000001 
SUBENT        D0512001   20180522                             D117D051200100001 
BIB                 11         32                                 D051200100002 
TITLE      Competition of coalescence and "fireball" processes    D051200100003 
            in nonequilibrium emission of light charged particles D051200100004 
            from p + Au collisions                                D051200100005 
AUTHOR     (A.Budzanowski, M.Fidelus, D.Filges, F.Goldenbaum,     D051200100006 
            H.Hodde, L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,   D051200100007 
            St.Kliczewski, A.Kowalczyk, E.Kozik, P.Kulessa,       D051200100008 
            H.Machner, A.Magiera, B.Piskor-Ignatowicz, K.Pysz,    D051200100009 
            Z.Rudy, R.Siudak, M.Wojciechowski)                    D051200100010 
INSTITUTE  (3POLIFJ,3POLUJK,2GERJUL,2GERBON)                      D051200100011 
REFERENCE  (J,PR/C,78,024603,2008)                                D051200100012 
FACILITY   (SYNCY,2GERJUL) Synchrotron COSY                       D051200100013 
SAMPLE     Self-supporting Au target (300 ug/cm2 thick)           D051200100014 
DETECTOR   (TELES,SIBAR,CSICR) Telescopes consisting of Si        D051200100015 
            detectors of the following thicknesses:               D051200100016 
             50+400+6000 um (at 35 and 50 deg),                   D051200100017 
             50+400 um (at 80 deg),                               D051200100018 
             50+400+1000+2000 um (at 100 deg).                    D051200100019 
           Si telescope at 100 deg was also supplied with 7.5 cm  D051200100020 
            CsI scintillator detector standing outside the        D051200100021 
            scattering chamber.                                   D051200100022 
           At 15.6, 20, and 65 deg, the telescopes built of Si    D051200100023 
            detectors of the thickness of 90+1000+1000+90 um      D051200100024 
            each of them, with 7.5 cm CsI scintillator detectors  D051200100025 
            standing behind them are positioned outside the       D051200100026 
            chamber.                                              D051200100027 
MONITOR    (79-AU-197(P,X)4-BE-7,,SIG)                            D051200100028 
MONIT-REF  (,A.Bubak+,J,NIM/B,226,507,2004)                       D051200100029 
STATUS     (TABLE) Data were received from Dr.A.Bubak             D051200100030 
           (APRVD) Entry approved by Dr.A.Bubak                   D051200100031 
HISTORY    (20080904C) SD                                         D051200100032 
           (20090520A) SD: EN: MeV - GeV                          D051200100033 
           (20180522U) On. AUTHOR corrected.                      D051200100034 
ENDBIB              32          0                                 D051200100035 
COMMON               1          3                                 D051200100036 
ERR-1                                                             D051200100037 
PER-CENT                                                          D051200100038 
 10.0                                                             D051200100039 
ENDCOMMON            3          0                                 D051200100040 
ENDSUBENT           39          0                                 D051200199999 
SUBENT        D0512002   20090717                             D068D051200200001 
BIB                  1          1                                 D051200200002 
REACTION   (79-AU-197(P,X)1-H-1,,DA/DE)                           D051200200003 
ENDBIB               1          0                                 D051200200004 
NOCOMMON             0          0                                 D051200200005 
DATA                 5        819                                 D051200200006 
EN         ANG        E          DATA       DATA-ERR              D051200200007 
        1.2        20.       83.5      0.197 1.6000E-02           D051200600100 
        1.2        20.       86.5      0.154 1.5000E-02           D051200600101 
        1.2        20.       89.5 8.9000E-02 1.1000E-02           D051200600102 
        1.2        20.       92.5 8.0000E-02 1.1000E-02           D051200600103 
        1.2        20.       95.5 6.6400E-02 9.6000E-03           D051200600104 
        1.2        20.       98.5 6.6400E-02 9.6000E-03           D051200600105 
        1.2        20.      101.5 5.8100E-02 9.0000E-03           D051200600106 
        1.2        20.      104.5 5.4000E-02 8.6000E-03           D051200600107 
        1.2        20.      107.5 4.5700E-02 8.0000E-03           D051200600108 
        1.2        20.      110.5 3.6000E-02 7.1000E-03           D051200600109 
        1.2        20.      113.5 4.0100E-02 7.5000E-03           D051200600110 
        1.2        20.      116.5 2.7700E-02 6.2000E-03           D051200600111 
        1.2        20.      119.5 2.2100E-02 5.5000E-03           D051200600112 
        1.2        20.      122.5 1.9400E-02 5.2000E-03           D051200600113 
        1.2        20.      125.5 3.0500E-02 6.5000E-03           D051200600114 
        1.2        20.      128.5 2.4900E-02 5.9000E-03           D051200600115 
        1.2        20.      131.5 1.5200E-02 4.6000E-03           D051200600116 
        1.2        20.      134.5 2.2100E-02 5.5000E-03           D051200600117 
        1.2        20.      137.5 8.3000E-03 3.4000E-03           D051200600118 
        1.2        20.      140.5 2.0800E-02 5.4000E-03           D051200600119 
        1.2        20.      143.5 1.9400E-02 5.2000E-03           D051200600120 
        1.2        20.      146.5 9.9000E-03 3.7000E-03           D051200600121 
        1.2        20.      149.5 1.6600E-02 4.8000E-03           D051200600122 
        1.2        20.      152.5 9.7000E-03 3.7000E-03           D051200600123 
        1.2        20.      155.5 1.5200E-02 4.6000E-03           D051200600124 
        1.2        20.      158.5 8.3000E-03 3.7000E-03           D051200600125 
        1.2        20.      161.5 8.3000E-03 3.4000E-03           D051200600126 
        1.2        20.      164.5 8.3000E-03 3.4000E-03           D051200600127 
        1.2        20.      167.5 1.5200E-02 4.6000E-03           D051200600128 
        1.2        20.      170.5 5.5000E-03 2.8000E-03           D051200600129 
        1.2        20.      173.5 5.5000E-03 3.1000E-03           D051200600130 
        1.2        20.      179.5 4.2000E-03 2.8000E-03           D051200600131 
        1.2        20.      182.5 1.2500E-02 4.4000E-03           D051200600132 
        1.2        20.      185.5 2.8000E-03 2.4000E-03           D051200600133 
        1.2        20.      188.5 9.7000E-03 3.7000E-03           D051200600134 
        1.2        20.      191.5 4.2000E-03 3.1000E-03           D051200600135 
        1.2        20.      194.5 4.2000E-03 2.8000E-03           D051200600136 
        1.2        20.      197.5 5.5000E-03 2.8000E-03           D051200600137 
        1.2        20.      200.5 5.5000E-03 2.8000E-03           D051200600138 
        1.2        20.      203.5 4.2000E-03 2.8000E-03           D051200600139 
        1.2        20.      206.5 8.3000E-03 3.4000E-03           D051200600140 
        1.2        35.        9.5      0.273 1.2000E-02           D051200600141 
        1.2        35.       12.5      0.857 2.0000E-02           D051200600142 
        1.2        35.       15.5      3.116 5.6000E-02           D051200600143 
        1.2        35.       18.5       6.56       0.13           D051200600144 
        1.2        35.       21.5       7.03       0.14           D051200600145 
        1.2        35.       24.5       5.11       0.12           D051200600146 
        1.2        35.       27.5      3.265 9.5000E-02           D051200600147 
        1.2        35.       30.5      2.484 8.1000E-02           D051200600148 
        1.2        35.       33.5      1.265 2.2000E-02           D051200600149 
        1.2        35.       36.5       1.14 2.0000E-02           D051200600150 
        1.2        35.       39.5      0.861 1.7000E-02           D051200600151 
        1.2        35.       42.5      0.738 1.6000E-02           D051200600152 
        1.2        35.       45.5      0.625 1.5000E-02           D051200600153 
        1.2        35.       48.5      0.543 1.4000E-02           D051200600154 
        1.2        35.       51.5      0.434 1.2000E-02           D051200600155 
        1.2        35.       54.5      0.376 1.2000E-02           D051200600156 
        1.2        35.       57.5      0.305 1.0000E-02           D051200600157 
        1.2        35.       60.5      0.289 1.0000E-02           D051200600158 
        1.2        35.       63.5     0.2469 9.3000E-03           D051200600159 
        1.2        35.       66.5     0.2149 8.6000E-03           D051200600160 
        1.2        35.       69.5     0.1913 8.2000E-03           D051200600161 
        1.2        35.       72.5     0.1742 7.8000E-03           D051200600162 
        1.2        35.       75.5     0.1495 7.2000E-03           D051200600163 
        1.2        35.       78.5     0.1419 7.0000E-03           D051200600164 
        1.2        35.       81.5     0.1214 6.5000E-03           D051200600165 
        1.2        35.       84.5     0.1113 6.2000E-03           D051200600166 
        1.2        35.       87.5 9.3900E-02 5.7000E-03           D051200600167 
        1.2        35.       90.5 8.9400E-02 5.6000E-03           D051200600168 
        1.2        35.       93.5 7.8900E-02 5.9000E-03           D051200600169 
        1.2        35.       96.5 6.3600E-02 4.7000E-03           D051200600170 
        1.2        35.       99.5 4.6300E-02 4.8000E-03           D051200600171 
        1.2        35.      102.5 7.0000E-02 1.2000E-02           D051200600172 
        1.2        35.      105.5 4.1700E-02 9.8000E-03           D051200600173 
        1.2        35.      108.5 3.4800E-02 9.7000E-03           D051200600174 
        1.2        35.      111.5 5.3000E-02 1.2000E-02           D051200600175 
        1.2        35.      114.5 5.8000E-02 1.3000E-02           D051200600176 
        1.2        35.      117.5 3.0600E-02 9.2000E-03           D051200600177 
        1.2        35.      120.5 4.2000E-02 1.1000E-02           D051200600178 
        1.2        50.        8.5     0.2127 8.2000E-03           D051200600179 
        1.2        50.       11.5      0.576 1.4000E-02           D051200600180 
        1.2        50.       14.5      1.898 6.0000E-02           D051200600181 
        1.2        50.       17.5       4.36 1.0000E-01           D051200600182 
        1.2        50.       20.5       5.23       0.11           D051200600183 
        1.2        50.       23.5       4.21 1.0000E-01           D051200600184 
        1.2        50.       26.5      2.732 8.3000E-02           D051200600185 
        1.2        50.       29.5      2.096 6.5000E-02           D051200600186 
        1.2        50.       32.5      1.061 2.1000E-02           D051200600187 
        1.2        50.       35.5      0.988 1.9000E-02           D051200600188 
        1.2        50.       38.5      0.802 1.7000E-02           D051200600189 
        1.2        50.       41.5      0.585 1.4000E-02           D051200600190 
        1.2        50.       44.5      0.489 1.2000E-02           D051200600191 
        1.2        50.       47.5      0.453 1.2000E-02           D051200600192 
        1.2        50.       50.5      0.379 1.1000E-02           D051200600193 
        1.2        50.       53.5     0.3114 9.9000E-03           D051200600194 
        1.2        50.       56.5     0.2861 9.5000E-03           D051200600195 
        1.2        50.       59.5     0.2503 8.9000E-03           D051200600196 
        1.2        50.       62.5     0.2153 8.5000E-03           D051200600197 
        1.2        50.       65.5     0.1958 7.8000E-03           D051200600198 
        1.2        50.       68.5     0.1582 7.0000E-03           D051200600199 
        1.2        50.       71.5     0.1542 6.9000E-03           D051200600200 
        1.2        50.       74.5     0.1263 6.3000E-03           D051200600201 
        1.2        50.       77.5     0.1053 5.7000E-03           D051200600202 
        1.2        50.       80.5     0.1059 5.8000E-03           D051200600203 
        1.2        50.       83.5 9.2400E-02 5.4000E-03           D051200600204 
        1.2        50.       86.5 7.4900E-02 4.8000E-03           D051200600205 
        1.2        50.       89.5 6.5500E-02 4.5000E-03           D051200600206 
        1.2        50.       92.5 5.8000E-02 4.3000E-03           D051200600207 
        1.2        50.       95.5 6.2400E-02 4.4000E-03           D051200600208 
        1.2        50.       98.5 4.9800E-02 4.0000E-03           D051200600209 
        1.2        50.      101.5 4.5100E-02 4.4000E-03           D051200600210 
        1.2        50.      104.5 4.0400E-02 4.3000E-03           D051200600211 
        1.2        50.      107.5 2.8800E-02 3.0000E-03           D051200600212 
        1.2        50.      110.5 3.2300E-02 5.7000E-03           D051200600213 
        1.2        50.      113.5 3.1600E-02 7.7000E-03           D051200600214 
        1.2        65.       23.5      5.009 2.4000E-02           D051200600215 
        1.2        65.       26.5      3.278 2.0000E-02           D051200600216 
        1.2        65.       29.5      2.127 1.6000E-02           D051200600217 
        1.2        65.       32.5      1.434 2.4000E-02           D051200600218 
        1.2        65.       35.5      1.042 3.1000E-02           D051200600219 
        1.2        65.       38.5      0.757 2.6000E-02           D051200600220 
        1.2        65.       41.5      0.657 2.5000E-02           D051200600221 
        1.2        65.       44.5      0.495 2.1000E-02           D051200600222 
        1.2        65.       47.5      0.375 1.9000E-02           D051200600223 
        1.2        65.       50.5      0.319 1.7000E-02           D051200600224 
        1.2        65.       53.5      0.252 1.5000E-02           D051200600225 
        1.2        65.       56.5      0.195 6.0000E-03           D051200600226 
        1.2        65.       59.5        0.2 1.1000E-02           D051200600227 
        1.2        65.       62.5      0.179 1.3000E-02           D051200600228 
        1.2        65.       65.5      0.141 1.2000E-02           D051200600229 
        1.2        65.       68.5      0.135 1.1000E-02           D051200600230 
        1.2        65.       71.5      0.115 1.1000E-02           D051200600231 
        1.2        65.       74.5       0.11 1.0000E-02           D051200600232 
        1.2        65.       77.5 9.7700E-02 9.7000E-03           D051200600233 
        1.2        65.       80.5 6.5900E-02 8.0000E-03           D051200600234 
        1.2        65.       83.5 5.7100E-02 7.4000E-03           D051200600235 
        1.2        65.       86.5 4.3600E-02 6.5000E-03           D051200600236 
        1.2        65.       89.5 3.4900E-02 5.8000E-03           D051200600237 
        1.2        65.       92.5 4.0700E-02 6.3000E-03           D051200600238 
        1.2        65.       95.5 3.4900E-02 5.8000E-03           D051200600239 
        1.2        65.       98.5 2.4200E-02 4.8000E-03           D051200600240 
        1.2        65.      101.5 2.1300E-02 4.5000E-03           D051200600241 
        1.2        65.      104.5 2.6200E-02 5.0000E-03           D051200600242 
        1.2        65.      107.5 2.1300E-02 4.5000E-03           D051200600243 
        1.2        65.      110.5 2.5200E-02 4.9000E-03           D051200600244 
        1.2        65.      113.5 1.3600E-02 3.8000E-03           D051200600245 
        1.2        65.      116.5 1.5500E-02 3.9000E-03           D051200600246 
        1.2        65.      119.5 1.0700E-02 3.2000E-03           D051200600247 
        1.2        65.      122.5 1.7400E-02 4.1000E-03           D051200600248 
        1.2        65.      125.5 8.7000E-03 2.9000E-03           D051200600249 
        1.2        65.      128.5 1.4500E-02 3.8000E-03           D051200600250 
        1.2        65.      131.5 1.4500E-02 3.8000E-03           D051200600251 
        1.2        65.      134.5 5.8000E-03 2.6000E-03           D051200600252 
        1.2        65.      137.5 1.3600E-02 3.6000E-03           D051200600253 
        1.2        65.      140.5 5.8000E-03 2.4000E-03           D051200600254 
        1.2        65.      143.5 7.7000E-03 2.7000E-03           D051200600255 
        1.2        65.      146.5 8.7000E-03 2.9000E-03           D051200600256 
        1.2        65.      149.5 8.7000E-03 2.9000E-03           D051200600257 
        1.2        65.      152.5 4.8000E-03 2.4000E-03           D051200600258 
        1.2        65.      155.5 7.7000E-03 2.7000E-03           D051200600259 
        1.2        65.      158.5 3.9000E-03 2.4000E-03           D051200600260 
        1.2        65.      161.5 4.8000E-03 2.2000E-03           D051200600261 
        1.2        65.      164.5 3.9000E-03 2.2000E-03           D051200600262 
        1.2        65.      167.5 3.9000E-03 2.4000E-03           D051200600263 
        1.2        80.       13.5      1.712 2.5000E-02           D051200600264 
        1.2        80.       16.5      4.582 5.7000E-02           D051200600265 
        1.2        80.       19.5      6.536 7.1000E-02           D051200600266 
        1.2        80.       22.5      5.254 6.3000E-02           D051200600267 
        1.2        80.       25.5      3.235 4.8000E-02           D051200600268 
        1.2       100.        9.5      0.282 7.3000E-03           D051200600269 
        1.2       100.       12.5      1.079 2.2000E-02           D051200600270 
        1.2       100.       15.5      3.238 6.5000E-02           D051200600271 
        1.2       100.       18.5        5.7 9.3000E-02           D051200600272 
        1.2       100.       21.5      5.364 9.0000E-02           D051200600273 
        1.2       100.       24.5      3.694 7.5000E-02           D051200600274 
        1.2       100.       27.5      2.355 5.8000E-02           D051200600275 
        1.2       100.       30.5      1.374 3.8000E-02           D051200600276 
        1.2       100.       33.5      0.901 1.4000E-02           D051200600277 
        1.2       100.       36.5      0.624 1.6000E-02           D051200600278 
        1.2       100.       39.5      0.425 2.0000E-02           D051200600279 
        1.2       100.       42.5      0.338 2.3000E-02           D051200600280 
        1.2       100.       45.5      0.259 2.1000E-02           D051200600281 
        1.2       100.       48.5      0.192 1.8000E-02           D051200600282 
        1.2       100.       51.5      0.165 1.7000E-02           D051200600283 
        1.2       100.       54.5      0.151 1.6000E-02           D051200600284 
        1.2       100.       57.5      0.115 1.4000E-02           D051200600285 
        1.2       100.       60.5 9.4000E-02 1.2000E-02           D051200600286 
        1.2       100.       63.5 6.5200E-02 4.1000E-03           D051200600287 
        1.2       100.       66.5 6.1800E-02 3.7000E-03           D051200600288 
        1.2       100.       69.5 4.7500E-02 3.2000E-03           D051200600289 
        1.2       100.       72.5 3.9100E-02 2.9000E-03           D051200600290 
        1.2       100.       75.5 3.6500E-02 2.8000E-03           D051200600291 
        1.2       100.       78.5 2.7200E-02 2.4000E-03           D051200600292 
        1.2       100.       81.5 2.4400E-02 2.3000E-03           D051200600293 
        1.2       100.       84.5 2.1400E-02 2.1000E-03           D051200600294 
        1.2       100.       87.5 1.9000E-02 2.0000E-03           D051200600295 
        1.2       100.       90.5 1.5600E-02 1.8000E-03           D051200600296 
        1.2       100.       93.5 1.2100E-02 1.6000E-03           D051200600297 
        1.9       15.6       23.5      7.201 3.3000E-02           D051200600298 
        1.9       15.6       26.5      5.172 2.9000E-02           D051200600299 
        1.9       15.6       29.5      3.625 4.1000E-02           D051200600300 
        1.9       15.6       32.5      2.638 5.4000E-02           D051200600301 
        1.9       15.6       35.5      1.935 4.8000E-02           D051200600302 
        1.9       15.6       38.5      1.522 4.2000E-02           D051200600303 
        1.9       15.6       41.5      1.206 3.8000E-02           D051200600304 
        1.9       15.6       44.5      1.009 3.5000E-02           D051200600305 
        1.9       15.6       47.5       0.81 3.1000E-02           D051200600306 
        1.9       15.6       50.5      0.738 3.0000E-02           D051200600307 
        1.9       15.6       53.5       0.63 2.7000E-02           D051200600308 
        1.9       15.6       56.5      0.374 1.6000E-02           D051200600309 
        1.9       15.6       59.5      0.379 2.2000E-02           D051200600310 
        1.9       15.6       62.5      0.343 2.1000E-02           D051200600311 
        1.9       15.6       65.5       0.36 2.1000E-02           D051200600312 
        1.9       15.6       68.5      0.323 2.0000E-02           D051200600313 
        1.9       15.6       71.5      0.266 1.8000E-02           D051200600314 
        1.9       15.6       74.5      0.234 1.7000E-02           D051200600315 
        1.9       15.6       77.5      0.233 1.7000E-02           D051200600316 
        1.9       15.6       80.5      0.163 1.4000E-02           D051200600317 
        1.9       15.6       83.5      0.148 1.4000E-02           D051200600318 
        1.9       15.6       86.5      0.121 1.2000E-02           D051200600319 
        1.9       15.6       89.5      0.143 1.3000E-02           D051200600320 
        1.9       15.6       92.5      0.102 1.1000E-02           D051200600321 
        1.9       15.6       95.5 9.2000E-02 1.1000E-02           D051200600322 
        1.9       15.6       98.5 7.5900E-02 9.7000E-03           D051200600323 
        1.9       15.6      101.5 7.2100E-02 9.5000E-03           D051200600324 
        1.9       15.6      104.5 7.4600E-02 9.6000E-03           D051200600325 
        1.9       15.6      107.5 6.4700E-02 9.0000E-03           D051200600326 
        1.9       15.6      110.5 5.9700E-02 8.6000E-03           D051200600327 
        1.9       15.6      113.5 5.2200E-02 8.1000E-03           D051200600328 
        1.9       15.6      116.5 5.1000E-02 8.0000E-03           D051200600329 
        1.9       15.6      119.5 6.4700E-02 9.0000E-03           D051200600330 
        1.9       15.6      122.5 4.2300E-02 7.3000E-03           D051200600331 
        1.9       15.6      125.5 3.9800E-02 7.0000E-03           D051200600332 
        1.9       15.6      128.5 3.6100E-02 6.7000E-03           D051200600333 
        1.9       15.6      131.5 3.9800E-02 7.0000E-03           D051200600334 
        1.9       15.6      134.5 3.4800E-02 6.6000E-03           D051200600335 
        1.9       15.6      137.5 2.9800E-02 6.1000E-03           D051200600336 
        1.9       15.6      140.5 3.1100E-02 6.2000E-03           D051200600337 
        1.9       15.6      143.5 3.4800E-02 6.6000E-03           D051200600338 
        1.9       15.6      146.5 2.4900E-02 5.6000E-03           D051200600339 
        1.9       15.6      149.5 2.7400E-02 5.8000E-03           D051200600340 
        1.9       15.6      152.5 3.1100E-02 6.2000E-03           D051200600341 
        1.9       15.6      155.5 2.7400E-02 5.8000E-03           D051200600342 
        1.9       15.6      158.5 2.8600E-02 6.0000E-03           D051200600343 
        1.9       15.6      161.5 2.6100E-02 5.7000E-03           D051200600344 
        1.9       15.6      164.5 2.6100E-02 5.7000E-03           D051200600345 
        1.9       15.6      167.5 2.2400E-02 5.3000E-03           D051200600346 
        1.9       15.6      170.5 3.3600E-02 6.5000E-03           D051200600347 
        1.9       15.6      173.5 1.6200E-02 4.5000E-03           D051200600348 
        1.9       15.6      176.5 1.7400E-02 4.7000E-03           D051200600349 
        1.9       15.6      179.5 1.9900E-02 5.0000E-03           D051200600350 
        1.9       15.6      182.5 1.2400E-02 3.9000E-03           D051200600351 
        1.9       15.6      185.5 2.1300E-02 5.1000E-03           D051200600352 
        1.9       15.6      188.5 2.1100E-02 5.1000E-03           D051200600353 
        1.9       15.6      191.5 2.4900E-02 5.6000E-03           D051200600354 
        1.9       15.6      194.5 1.7400E-02 4.7000E-03           D051200600355 
        1.9       15.6      197.5 1.7400E-02 4.7000E-03           D051200600356 
        1.9       15.6      200.5 1.7400E-02 4.7000E-03           D051200600357 
        1.9       15.6      203.5 1.9900E-02 5.0000E-03           D051200600358 
        1.9       15.6      206.5 9.9000E-03 3.5000E-03           D051200600359 
        1.9       15.6      209.5 1.3700E-02 4.1000E-03           D051200600360 
        1.9       15.6      212.5 8.7000E-03 3.3000E-03           D051200600361 
        1.9       15.6      215.5 9.9000E-03 3.5000E-03           D051200600362 
        1.9       15.6      218.5 1.7400E-02 4.7000E-03           D051200600363 
        1.9       15.6      221.5 1.3700E-02 4.1000E-03           D051200600364 
        1.9       15.6      224.5 1.1200E-02 3.7000E-03           D051200600365 
        1.9       15.6      227.5 7.5000E-03 3.1000E-03           D051200600366 
        1.9       15.6      230.5 8.7000E-03 3.3000E-03           D051200600367 
        1.9       15.6      233.5 8.7000E-03 3.3000E-03           D051200600368 
        1.9       15.6      236.5 7.5000E-03 3.1000E-03           D051200600369 
        1.9       15.6      239.5 7.6000E-03 3.1000E-03           D051200600370 
        1.9       15.6      242.5 1.4900E-02 4.3000E-03           D051200600371 
        1.9       15.6      245.5 5.0000E-03 2.5000E-03           D051200600372 
        1.9       15.6      248.5 7.5000E-03 3.3000E-03           D051200600373 
        1.9       15.6      251.5 7.5000E-03 3.0000E-03           D051200600374 
        1.9       15.6      254.5 8.7000E-03 3.3000E-03           D051200600375 
        1.9       15.6      257.5 8.7000E-03 3.3000E-03           D051200600376 
        1.9       15.6      260.5 1.1200E-02 3.7000E-03           D051200600377 
        1.9       15.6      263.5 5.0000E-03 2.8000E-03           D051200600378 
        1.9       15.6      266.5 2.5000E-03 2.5000E-03           D051200600379 
        1.9       15.6      269.5 5.0000E-03 2.5000E-03           D051200600380 
        1.9       15.6      272.5 7.5000E-03 3.0000E-03           D051200600381 
        1.9       15.6      275.5 3.7000E-03 2.2000E-03           D051200600382 
        1.9       15.6      278.5 6.2000E-03 2.8000E-03           D051200600383 
        1.9       15.6      281.5 7.5000E-03 3.0000E-03           D051200600384 
        1.9       15.6      284.5 9.9000E-03 3.5000E-03           D051200600385 
        1.9       15.6      287.5 5.0000E-03 2.5000E-03           D051200600386 
        1.9       15.6      290.5 3.7000E-03 2.2000E-03           D051200600387 
        1.9       15.6      293.5 8.7000E-03 3.3000E-03           D051200600388 
        1.9       15.6      296.5 6.2000E-03 2.8000E-03           D051200600389 
        1.9       15.6      298.5 3.7000E-03 3.7000E-03           D051200600390 
        1.9        20.       23.5      7.305 3.2000E-02           D051200600391 
        1.9        20.       26.5      5.263 2.7000E-02           D051200600392 
        1.9        20.       29.5      3.643 2.3000E-02           D051200600393 
        1.9        20.       32.5      2.574 2.9000E-02           D051200600394 
        1.9        20.       35.5      1.951 4.3000E-02           D051200600395 
        1.9        20.       38.5      1.487 3.9000E-02           D051200600396 
        1.9        20.       41.5      1.205 3.6000E-02           D051200600397 
        1.9        20.       44.5      0.962 3.2000E-02           D051200600398 
        1.9        20.       47.5      0.776 2.8000E-02           D051200600399 
        1.9        20.       50.5      0.681 2.7000E-02           D051200600400 
        1.9        20.       53.5      0.535 2.4000E-02           D051200600401 
        1.9        20.       56.5      0.403 1.5000E-02           D051200600402 
        1.9        20.       59.5      0.441 2.2000E-02           D051200600403 
        1.9        20.       62.5      0.382 2.0000E-02           D051200600404 
        1.9        20.       65.5      0.311 1.8000E-02           D051200600405 
        1.9        20.       68.5      0.293 1.8000E-02           D051200600406 
        1.9        20.       71.5      0.244 1.6000E-02           D051200600407 
        1.9        20.       74.5      0.238 1.6000E-02           D051200600408 
        1.9        20.       77.5      0.221 1.6000E-02           D051200600409 
        1.9        20.       80.5       0.16 1.3000E-02           D051200600410 
        1.9        20.       89.5      0.124 1.2000E-02           D051200600411 
        1.9        20.       92.5      0.112 1.1000E-02           D051200600412 
        1.9        20.       95.5 9.8000E-02 1.0000E-02           D051200600413 
        1.9        20.       98.5      0.133 1.2000E-02           D051200600414 
        1.9        20.      101.5 8.1500E-02 9.5000E-03           D051200600415 
        1.9        20.      104.5 6.3900E-02 8.4000E-03           D051200600416 
        1.9        20.      107.5 6.7200E-02 8.6000E-03           D051200600417 
        1.9        20.      110.5 6.2800E-02 8.3000E-03           D051200600418 
        1.9        20.      113.5 5.1800E-02 7.5000E-03           D051200600419 
        1.9        20.      116.5 5.4000E-02 7.7000E-03           D051200600420 
        1.9        20.      119.5 3.7400E-02 6.4000E-03           D051200600421 
        1.9        20.      122.5 4.7300E-02 7.2000E-03           D051200600422 
        1.9        20.      125.5 3.8500E-02 6.5000E-03           D051200600423 
        1.9        20.      128.5 5.0700E-02 7.5000E-03           D051200600424 
        1.9        20.      131.5 2.6400E-02 5.4000E-03           D051200600425 
        1.9        20.      134.5 2.9700E-02 5.7000E-03           D051200600426 
        1.9        20.      137.5 3.8500E-02 6.5000E-03           D051200600427 
        1.9        20.      140.5 2.5300E-02 5.3000E-03           D051200600428 
        1.9        20.      143.5 2.9700E-02 5.7000E-03           D051200600429 
        1.9        20.      146.5 2.6400E-02 5.4000E-03           D051200600430 
        1.9        20.      149.5 3.8500E-02 6.5000E-03           D051200600431 
        1.9        20.      152.5 2.7500E-02 5.5000E-03           D051200600432 
        1.9        20.      155.5 2.0900E-02 4.8000E-03           D051200600433 
        1.9        20.      158.5 2.0900E-02 4.8000E-03           D051200600434 
        1.9        20.      161.5 1.6500E-02 4.3000E-03           D051200600435 
        1.9        20.      164.5 1.8700E-02 4.5000E-03           D051200600436 
        1.9        20.      167.5 1.6500E-02 4.3000E-03           D051200600437 
        1.9        20.      170.5 1.6500E-02 4.3000E-03           D051200600438 
        1.9        20.      173.5 1.8700E-02 4.5000E-03           D051200600439 
        1.9        20.      176.5 1.4300E-02 4.0000E-03           D051200600440 
        1.9        20.      179.5 1.4300E-02 4.0000E-03           D051200600441 
        1.9        20.      182.5 6.6000E-03 2.9000E-03           D051200600442 
        1.9        20.      185.5 1.3200E-02 3.8000E-03           D051200600443 
        1.9        20.      188.5 8.8000E-03 3.1000E-03           D051200600444 
        1.9        20.      191.5 8.8000E-03 3.1000E-03           D051200600445 
        1.9        20.      194.5 8.8000E-03 3.1000E-03           D051200600446 
        1.9        20.      197.5 6.6000E-03 2.9000E-03           D051200600447 
        1.9        20.      200.5 9.9000E-03 3.3000E-03           D051200600448 
        1.9        20.      203.5 8.8000E-03 3.1000E-03           D051200600449 
        1.9        20.      206.5 6.6000E-03 2.7000E-03           D051200600450 
        1.9        20.      209.5 9.9000E-03 3.3000E-03           D051200600451 
        1.9        20.      212.5 4.4000E-03 2.5000E-03           D051200600452 
        1.9        20.      215.5 4.4000E-03 2.2000E-03           D051200600453 
        1.9        20.      218.5 7.7000E-03 2.9000E-03           D051200600454 
        1.9        20.      221.5 5.5000E-03 2.7000E-03           D051200600455 
        1.9        20.      224.5 8.8000E-03 3.3000E-03           D051200600456 
        1.9        20.      227.5 1.3200E-02 3.8000E-03           D051200600457 
        1.9        20.      230.5 7.7000E-03 3.1000E-03           D051200600458 
        1.9        20.      233.5 4.4000E-03 2.2000E-03           D051200600459 
        1.9        20.      236.5 5.5000E-03 2.7000E-03           D051200600460 
        1.9        35.        9.5      0.684 1.6000E-02           D051200600461 
        1.9        35.       12.5      2.001 2.6000E-02           D051200600462 
        1.9        35.       15.5      5.294 6.3000E-02           D051200600463 
        1.9        35.       18.5       8.59       0.13           D051200600464 
        1.9        35.       21.5       8.87       0.14           D051200600465 
        1.9        35.       24.5       6.84       0.12           D051200600466 
        1.9        35.       27.5        4.5 1.0000E-01           D051200600467 
        1.9        35.       30.5      3.447 8.5000E-02           D051200600468 
        1.9        35.       33.5      1.747 2.3000E-02           D051200600469 
        1.9        35.       36.5      1.594 2.1000E-02           D051200600470 
        1.9        35.       39.5      1.316 1.9000E-02           D051200600471 
        1.9        35.       42.5      1.048 1.7000E-02           D051200600472 
        1.9        35.       45.5      0.867 1.6000E-02           D051200600473 
        1.9        35.       48.5      0.707 1.4000E-02           D051200600474 
