ENTRY            D0182   20040929                             0000D018200000001 
SUBENT        D0182001   20040929                             0000D018200100001 
BIB                 10         20                                 D018200100002 
TITLE      Interplay of mean field and nucleon-nucleon            D018200100003 
           interactions in the production of Carbon fragments     D018200100004 
           in 16O induced reactions at incident energies          D018200100005 
           up to 25 MeV/amu                                       D018200100006 
AUTHOR     (E.Gadioli,G.F.Steyn,C.Birattari,C.Catarisano,         D018200100007 
           M.Cavinato,S.H.Connell,A.A.Cowley,E.Fabrici,           D018200100008 
           S.V.Fortsch,E.Gadioli Erba,J.J.Lawrie,                 D018200100009 
           J.P.F.Sellschop,E.Sideras Haddad)                      D018200100010 
INSTITUTE  (3SAFITH,2ITYMIL,3SAFWIT,3SAFSTL)                      D018200100011 
REFERENCE  (J,NP/A,708,391,2002)                                  D018200100012 
FACILITY   (CYCLO,3SAFITH)                                        D018200100013 
METHOD     (EDE)                                                  D018200100014 
DETECTOR   (TELES,SIBAR,SIBAR) Two identical detector telescopes  D018200100015 
           mounted in a 1.5 m diameter scattering chamber. Each   D018200100016 
           telescope consisted of a 25 mu-m thick Si surface      D018200100017 
           barrier dE detector, followed by a 2 mm thick Si       D018200100018 
           surface barrier stopping (E) detector.                 D018200100019 
ERR-ANALYS (ERR-SYS) systematic error of the cross sections       D018200100020 
STATUS     (TABLE)Tables received from Dr. E.Gadioli              D018200100021 
HISTORY    (20040929C) SD                                         D018200100022 
ENDBIB              20          0                                 D018200100023 
COMMON               1          3                                 D018200100024 
ERR-SYS                                                           D018200100025 
PER-CENT                                                          D018200100026 
  10.                                                             D018200100027 
ENDCOMMON            3          0                                 D018200100028 
ENDSUBENT           27          0                                 D018200199999 
SUBENT        D0182002   20040929                             0000D018200200001 
BIB                  2          3                                 D018200200002 
REACTION   (27-CO-59(8-O-16,X)6-C-12,,SIG)                        D018200200003 
           The cross section production of 12C in 16O break-up    D018200200004 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200200005 
ENDBIB               3          0                                 D018200200006 
NOCOMMON             0          0                                 D018200200007 
DATA                 2          3                                 D018200200008 
EN         DATA                                                   D018200200009 
MEV        MB                                                     D018200200010 
   100.      147.                                                 D018200200011 
   250.      181.                                                 D018200200012 
   400.      288.                                                 D018200200013 
ENDDATA              5          0                                 D018200200014 
ENDSUBENT           13          0                                 D018200299999 
SUBENT        D0182003   20040929                             0000D018200300001 
BIB                  2          3                                 D018200300002 
REACTION   (41-NB-93(8-O-16,X)6-C-12,,SIG)                        D018200300003 
           The cross section production of 12C in 16O break-up    D018200300004 
SAMPLE     93Nb target with thicknesses of 2.7 mg/cm2.            D018200300005 
ENDBIB               3          0                                 D018200300006 
NOCOMMON             0          0                                 D018200300007 
DATA                 2          2                                 D018200300008 
EN         DATA                                                   D018200300009 
MEV        MB                                                     D018200300010 
   250.     150.                                                  D018200300011 
   400.     339.                                                  D018200300012 
ENDDATA              4          0                                 D018200300013 
ENDSUBENT           12          0                                 D018200399999 
SUBENT        D0182004   20040929                             0000D018200400001 
BIB                  3          3                                 D018200400002 
REACTION   (27-CO-59(8-O-16,X)5-B-11,,DA/DE)                      D018200400003 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200400004 
ERR-ANALYS (ERR-T) Total error                                    D018200400005 
ENDBIB               3          0                                 D018200400006 
NOCOMMON             0          0                                 D018200400007 
DATA                 5       3626                                 D018200400008 
EN         ANG-CM     E-EXC      DATA-CM    ERR-T                 D018200400009 
MEV        ADEG       MEV        MUB/SR/MEV MUB/SR/MEV            D018200400010 
  250.0       30.0        91.00  .173157E+03.697668E+01           D018200700897 
  250.0       30.0        93.00  .153199E+03.656231E+01           D018200700898 
  250.0       30.0        95.00  .158259E+03.666980E+01           D018200700899 
  250.0       30.0        97.00  .143922E+03.636054E+01           D018200700900 
  250.0       30.0        99.00  .145047E+03.638533E+01           D018200700901 
  250.0       30.0       101.00  .137457E+03.621603E+01           D018200700902 
  250.0       30.0       103.00  .135208E+03.616497E+01           D018200700903 
  250.0       30.0       105.00  .113002E+03.563601E+01           D018200700904 
  250.0       30.0       107.00  .120029E+03.580862E+01           D018200700905 
  250.0       30.0       109.00  .109347E+03.554413E+01           D018200700906 
  250.0       30.0       111.00  .119467E+03.579500E+01           D018200700907 
  250.0       30.0       113.00  .115813E+03.570568E+01           D018200700908 
  250.0       30.0       115.00  .101195E+03.533347E+01           D018200700909 
  250.0       30.0       117.00  .922003E+02.509091E+01           D018200700910 
  250.0       30.0       119.00  .815186E+02.478694E+01           D018200700911 
  250.0       30.0       121.00  .697125E+02.442675E+01           D018200700912 
  250.0       30.0       123.00  .750533E+02.459319E+01           D018200700913 
  250.0       30.0       125.00  .708368E+02.446230E+01           D018200700914 
  250.0       30.0       127.00  .638094E+02.423518E+01           D018200700915 
  250.0       30.0       129.00  .624039E+02.418827E+01           D018200700916 
  250.0       30.0       131.00  .525654E+02.384397E+01           D018200700917 
  250.0       30.0       133.00  .449758E+02.355565E+01           D018200700918 
  250.0       30.0       135.00  .382294E+02.327814E+01           D018200700919 
  250.0       30.0       137.00  .356995E+02.316782E+01           D018200700920 
  250.0       30.0       139.00  .328885E+02.304055E+01           D018200700921 
  250.0       30.0       141.00  .286721E+02.283896E+01           D018200700922 
  250.0       30.0       143.00  .261422E+02.271082E+01           D018200700923 
  250.0       30.0       145.00  .213635E+02.245056E+01           D018200700924 
  250.0       30.0       147.00  .165848E+02.215916E+01           D018200700925 
  250.0       30.0       149.00  .140549E+02.198767E+01           D018200700926 
  250.0       30.0       151.00  .171470E+02.219545E+01           D018200700927 
  250.0       30.0       153.00  .118061E+02.182173E+01           D018200700928 
  250.0       30.0       155.00  .134927E+02.194751E+01           D018200700929 
  250.0       30.0       157.00  .927625E+01.161479E+01           D018200700930 
  250.0       30.0       159.00  .674637E+01.137710E+01           D018200700931 
  250.0       30.0       161.00  .337318E+01.973754E+00           D018200700932 
  250.0       30.0       163.00  .393538E+01.105177E+01           D018200700933 
  250.0       30.0       165.00  .590307E+01.128816E+01           D018200700934 
  250.0       30.0       167.00  .252989E+01.843296E+00           D018200700935 
  250.0       30.0       169.00  .168659E+01.688548E+00           D018200700936 
  250.0       30.0       171.00  .843296E+00.486877E+00           D018200700937 
  250.0       30.0       173.00  .196769E+01.743717E+00           D018200700938 
  250.0       30.0       175.00  .562197E+00.397533E+00           D018200700939 
  250.0       30.0       181.00  .562197E+00.397533E+00           D018200700940 
  250.0       30.0       185.00  .281099E+00.281099E+00           D018200700941 
  250.0       30.0       187.00  .281099E+00.281099E+00           D018200700942 
  250.0       30.0       189.00  .281099E+00.281099E+00           D018200700943 
  250.0       30.0       221.00  .281099E+00.281099E+00           D018200700944 
  250.0       40.0        21.00  .137499E+00.137499E+00           D018200700945 
  250.0       40.0        23.00  .687494E+01.972263E+00           D018200700946 
  250.0       40.0        25.00  .160874E+02.148728E+01           D018200700947 
  250.0       40.0        27.00  .263998E+02.190524E+01           D018200700948 
  250.0       40.0        29.00  .226873E+02.176620E+01           D018200700949 
  250.0       40.0        31.00  .390496E+02.231717E+01           D018200700950 
  250.0       40.0        33.00  .478496E+02.256501E+01           D018200700951 
  250.0       40.0        35.00  .598120E+02.286776E+01           D018200700952 
  250.0       40.0        37.00  .727368E+02.316247E+01           D018200700953 
  250.0       40.0        39.00  .834617E+02.338761E+01           D018200700954 
  250.0       40.0        41.00  .992741E+02.369460E+01           D018200700955 
  250.0       40.0        43.00  .107799E+03.384996E+01           D018200700956 
  250.0       40.0        45.00  .112749E+03.393736E+01           D018200700957 
  250.0       40.0        47.00  .120311E+03.406727E+01           D018200700958 
  250.0       40.0        49.00  .119486E+03.405330E+01           D018200700959 
  250.0       40.0        51.00  .121824E+03.409275E+01           D018200700960 
  250.0       40.0        53.00  .115361E+03.398272E+01           D018200700961 
  250.0       40.0        55.00  .118524E+03.403694E+01           D018200700962 
  250.0       40.0        57.00  .109999E+03.388905E+01           D018200700963 
  250.0       40.0        59.00  .112749E+03.393736E+01           D018200700964 
  250.0       40.0        61.00  .104912E+03.379805E+01           D018200700965 
  250.0       40.0        63.00  .100924E+03.372518E+01           D018200700966 
  250.0       40.0        65.00  .101337E+03.373278E+01           D018200700967 
  250.0       40.0        67.00  .955616E+02.362486E+01           D018200700968 
  250.0       40.0        69.00  .948741E+02.361180E+01           D018200700969 
  250.0       40.0        71.00  .851117E+02.342093E+01           D018200700970 
  250.0       40.0        73.00  .823617E+02.336521E+01           D018200700971 
  250.0       40.0        75.00  .800243E+02.331711E+01           D018200700972 
  250.0       40.0        77.00  .750743E+02.321288E+01           D018200700973 
  250.0       40.0        79.00  .723243E+02.315349E+01           D018200700974 
  250.0       40.0        81.00  .709494E+02.312337E+01           D018200700975 
  250.0       40.0        83.00  .598120E+02.286776E+01           D018200700976 
  250.0       40.0        85.00  .587120E+02.284127E+01           D018200700977 
  250.0       40.0        87.00  .556870E+02.276711E+01           D018200700978 
  250.0       40.0        89.00  .551370E+02.275341E+01           D018200700979 
  250.0       40.0        91.00  .481246E+02.257237E+01           D018200700980 
  250.0       40.0        93.00  .459246E+02.251288E+01           D018200700981 
  250.0       40.0        95.00  .450996E+02.249021E+01           D018200700982 
  250.0       40.0        97.00  .406996E+02.236562E+01           D018200700983 
  250.0       40.0        99.00  .345122E+02.217839E+01           D018200700984 
  250.0       40.0       101.00  .305247E+02.204869E+01           D018200700985 
  250.0       40.0       103.00  .307997E+02.205789E+01           D018200700986 
  250.0       40.0       105.00  .292872E+02.200673E+01           D018200700987 
  250.0       40.0       107.00  .263998E+02.190524E+01           D018200700988 
  250.0       40.0       109.00  .197998E+02.164998E+01           D018200700989 
  250.0       40.0       111.00  .184248E+02.159166E+01           D018200700990 
  250.0       40.0       113.00  .167748E+02.151872E+01           D018200700991 
  250.0       40.0       115.00  .166373E+02.151249E+01           D018200700992 
  250.0       40.0       117.00  .152624E+02.144864E+01           D018200700993 
  250.0       40.0       119.00  .130624E+02.134017E+01           D018200700994 
  250.0       40.0       121.00  .101749E+02.118281E+01           D018200700995 
  250.0       40.0       123.00  .921242E+01.112548E+01           D018200700996 
  250.0       40.0       125.00  .824992E+01.106506E+01           D018200700997 
  250.0       40.0       127.00  .742493E+01.101041E+01           D018200700998 
  250.0       40.0       129.00  .701244E+01.981937E+00           D018200700999 
  250.0       40.0       131.00  .398746E+01.740453E+00           D018200701000 
  250.0       40.0       133.00  .549995E+01.869618E+00           D018200701001 
  250.0       40.0       135.00  .508745E+01.836372E+00           D018200701002 
  250.0       40.0       137.00  .329997E+01.673604E+00           D018200701003 
  250.0       40.0       139.00  .247498E+01.583358E+00           D018200701004 
  250.0       40.0       141.00  .123749E+01.412496E+00           D018200701005 
  250.0       40.0       143.00  .206248E+01.532530E+00           D018200701006 
  250.0       40.0       145.00  .274997E+01.614913E+00           D018200701007 
  250.0       40.0       147.00  .123749E+01.412496E+00           D018200701008 
  250.0       40.0       149.00  .687494E+00.307457E+00           D018200701009 
  250.0       40.0       151.00  .824992E+00.336802E+00           D018200701010 
  250.0       40.0       153.00  .412496E+00.238155E+00           D018200701011 
  250.0       40.0       155.00  .824992E+00.336802E+00           D018200701012 
  250.0       40.0       157.00  .137499E+00.137499E+00           D018200701013 
  250.0       40.0       159.00  .412496E+00.238155E+00           D018200701014 
  250.0       40.0       161.00  .137499E+00.137499E+00           D018200701015 
  250.0       40.0       163.00  .137499E+00.137499E+00           D018200701016 
  250.0       40.0       165.00  .274997E+00.194453E+00           D018200701017 
  250.0       40.0       169.00  .137499E+00.137499E+00           D018200701018 
  250.0       40.0       171.00  .137499E+00.137499E+00           D018200701019 
  250.0       40.0       173.00  .274997E+00.194453E+00           D018200701020 
  250.0       50.0        23.00  .581466E+01.126886E+01           D018200701021 
  250.0       50.0        25.00  .166133E+02.214477E+01           D018200701022 
  250.0       50.0        27.00  .204897E+02.238188E+01           D018200701023 
  250.0       50.0        29.00  .279657E+02.278269E+01           D018200701024 
  250.0       50.0        31.00  .420870E+02.341371E+01           D018200701025 
  250.0       50.0        33.00  .484555E+02.366289E+01           D018200701026 
  250.0       50.0        35.00  .656225E+02.426264E+01           D018200701027 
  250.0       50.0        37.00  .717141E+02.445610E+01           D018200701028 
  250.0       50.0        39.00  .775287E+02.463323E+01           D018200701029 
  250.0       50.0        41.00  .811283E+02.473956E+01           D018200701030 
  250.0       50.0        43.00  .819589E+02.476377E+01           D018200701031 
  250.0       50.0        45.00  .733754E+02.450742E+01           D018200701032 
  250.0       50.0        47.00  .764212E+02.460001E+01           D018200701033 
  250.0       50.0        49.00  .708834E+02.443021E+01           D018200701034 
  250.0       50.0        51.00  .719910E+02.446469E+01           D018200701035 
  250.0       50.0        53.00  .681145E+02.434282E+01           D018200701036 
  250.0       50.0        55.00  .611923E+02.411624E+01           D018200701037 
  250.0       50.0        57.00  .609154E+02.410692E+01           D018200701038 
  250.0       50.0        59.00  .567621E+02.396444E+01           D018200701039 
  250.0       50.0        61.00  .509475E+02.375590E+01           D018200701040 
  250.0       50.0        63.00  .484555E+02.366289E+01           D018200701041 
  250.0       50.0        65.00  .528857E+02.382667E+01           D018200701042 
  250.0       50.0        67.00  .420870E+02.341371E+01           D018200701043 
  250.0       50.0        69.00  .415333E+02.339118E+01           D018200701044 
  250.0       50.0        71.00  .335035E+02.304577E+01           D018200701045 
  250.0       50.0        73.00  .332266E+02.303316E+01           D018200701046 
  250.0       50.0        75.00  .301808E+02.289080E+01           D018200701047 
  250.0       50.0        77.00  .240893E+02.258264E+01           D018200701048 
  250.0       50.0        79.00  .199360E+02.234948E+01           D018200701049 
  250.0       50.0        81.00  .210435E+02.241386E+01           D018200701050 
  250.0       50.0        83.00  .193822E+02.231661E+01           D018200701051 
  250.0       50.0        85.00  .155057E+02.207204E+01           D018200701052 
  250.0       50.0        87.00  .171671E+02.218022E+01           D018200701053 
  250.0       50.0        89.00  .141213E+02.197738E+01           D018200701054 
  250.0       50.0        91.00  .886043E+01.156632E+01           D018200701055 
  250.0       50.0        93.00  .124600E+02.185742E+01           D018200701056 
  250.0       50.0        95.00  .886043E+01.156632E+01           D018200701057 
  250.0       50.0        97.00  .969109E+01.163809E+01           D018200701058 
  250.0       50.0        99.00  .470710E+01.114164E+01           D018200701059 
  250.0       50.0       101.00  .747599E+01.143875E+01           D018200701060 
  250.0       50.0       103.00  .359955E+01.998335E+00           D018200701061 
  250.0       50.0       105.00  .359955E+01.998335E+00           D018200701062 
  250.0       50.0       107.00  .443021E+01.110755E+01           D018200701063 
  250.0       50.0       109.00  .332266E+01.959169E+00           D018200701064 
  250.0       50.0       111.00  .221511E+01.783159E+00           D018200701065 
  250.0       50.0       113.00  .249200E+01.830665E+00           D018200701066 
  250.0       50.0       115.00  .221511E+01.783159E+00           D018200701067 
  250.0       50.0       117.00  .221511E+01.783159E+00           D018200701068 
  250.0       50.0       119.00  .276888E+01.875598E+00           D018200701069 
  250.0       50.0       121.00  .166133E+01.678235E+00           D018200701070 
  250.0       50.0       123.00  .553777E+00.391579E+00           D018200701071 
  250.0       50.0       125.00  .553777E+00.391579E+00           D018200701072 
  250.0       50.0       127.00  .193822E+01.732578E+00           D018200701073 
  250.0       50.0       129.00  .830665E+00.479585E+00           D018200701074 
  250.0       50.0       131.00  .553777E+00.391579E+00           D018200701075 
  250.0       50.0       135.00  .553777E+00.391579E+00           D018200701076 
  250.0       50.0       141.00  .830665E+00.479585E+00           D018200701077 
  400.0        4.0       195.00  .880550E+04.624206E+03           D018200701078 
  400.0        4.0       197.00  .969048E+04.654822E+03           D018200701079 
  400.0        4.0       199.00  .880550E+04.624206E+03           D018200701080 
  400.0        4.0       201.00  .849576E+04.613129E+03           D018200701081 
  400.0        4.0       203.00  .898250E+04.630448E+03           D018200701082 
  400.0        4.0       205.00  .840727E+04.609927E+03           D018200701083 
  400.0        4.0       207.00  .880550E+04.624206E+03           D018200701084 
  400.0        4.0       209.00  .915949E+04.636629E+03           D018200701085 
  400.0        4.0       211.00  .911525E+04.635089E+03           D018200701086 
  400.0        4.0       213.00  .924799E+04.639697E+03           D018200701087 
  400.0        4.0       215.00  .973473E+04.656315E+03           D018200701088 
  400.0        4.0       217.00  .951348E+04.648814E+03           D018200701089 
  400.0        4.0       219.00  .933649E+04.642750E+03           D018200701090 
  400.0        4.0       221.00  .915949E+04.636629E+03           D018200701091 
  400.0        4.0       223.00  .995597E+04.663731E+03           D018200701092 
  400.0        4.0       225.00  .973473E+04.656315E+03           D018200701093 
  400.0        4.0       227.00  .977898E+04.657805E+03           D018200701094 
  400.0        4.0       229.00  .920374E+04.638165E+03           D018200701095 
  400.0        4.0       231.00  .898250E+04.630448E+03           D018200701096 
  400.0        4.0       233.00  .104427E+05.679762E+03           D018200701097 
  400.0        4.0       235.00  .893825E+04.628893E+03           D018200701098 
  400.0        4.0       237.00  .845151E+04.611530E+03           D018200701099 
  400.0        4.0       239.00  .929224E+04.641226E+03           D018200701100 
  400.0        4.0       241.00  .105312E+05.682637E+03           D018200701101 
  400.0        4.0       243.00  .995597E+04.663731E+03           D018200701102 
  400.0        4.0       245.00  .827452E+04.605093E+03           D018200701103 
  400.0        4.0       247.00  .991172E+04.662255E+03           D018200701104 
  400.0        4.0       249.00  .889400E+04.627335E+03           D018200701105 
  400.0        4.0       251.00  .929224E+04.641226E+03           D018200701106 
  400.0        4.0       253.00  .743379E+04.573530E+03           D018200701107 
  400.0        4.0       255.00  .884975E+04.625772E+03           D018200701108 
  400.0        4.0       257.00  .862851E+04.617900E+03           D018200701109 
  400.0        4.0       259.00  .871701E+04.621061E+03           D018200701110 
  400.0        4.0       261.00  .814177E+04.600219E+03           D018200701111 
  400.0        4.0       263.00  .818602E+04.601848E+03           D018200701112 
  400.0        4.0       265.00  .677006E+04.547327E+03           D018200701113 
  400.0        4.0       267.00  .654882E+04.538309E+03           D018200701114 
  400.0        4.0       269.00  .601783E+04.516025E+03           D018200701115 
  400.0        4.0       271.00  .575234E+04.504514E+03           D018200701116 
  400.0        4.0       273.00  .597358E+04.514124E+03           D018200701117 
  400.0        4.0       275.00  .539835E+04.488744E+03           D018200701118 
  400.0        4.0       277.00  .455762E+04.449076E+03           D018200701119 
  400.0        4.0       279.00  .438063E+04.440270E+03           D018200701120 
  400.0        4.0       281.00  .420363E+04.431284E+03           D018200701121 
  400.0        4.0       283.00  .402664E+04.422106E+03           D018200701122 
  400.0        4.0       285.00  .323016E+04.378062E+03           D018200701123 
  400.0        4.0       287.00  .358415E+04.398239E+03           D018200701124 
  400.0        4.0       289.00  .287617E+04.356745E+03           D018200701125 
  400.0        4.0       291.00  .252218E+04.334071E+03           D018200701126 
  400.0        4.0       293.00  .230094E+04.319082E+03           D018200701127 
  400.0        4.0       295.00  .194695E+04.293513E+03           D018200701128 
  400.0        4.0       297.00  .225669E+04.315999E+03           D018200701129 
  400.0        4.0       299.00  .168145E+04.272768E+03           D018200701130 
  400.0        4.0       301.00  .159296E+04.265493E+03           D018200701131 
  400.0        4.0       303.00  .154871E+04.261779E+03           D018200701132 
  400.0        4.0       305.00  .115047E+04.225625E+03           D018200701133 
  400.0        4.0       307.00  .796478E+03.187732E+03           D018200701134 
  400.0        4.0       309.00  .619483E+03.165564E+03           D018200701135 
  400.0        4.0       311.00  .486736E+03.146757E+03           D018200701136 
  400.0        4.0       313.00  .929224E+03.202773E+03           D018200701137 
  400.0        4.0       315.00  .442488E+03.139927E+03           D018200701138 
  400.0        4.0       317.00  .398239E+03.132746E+03           D018200701139 
  400.0        4.0       319.00  .398239E+03.132746E+03           D018200701140 
  400.0        4.0       321.00  .176995E+03.884975E+02           D018200701141 
  400.0        4.0       323.00  .619483E+03.165564E+03           D018200701142 
  400.0        4.0       325.00  .132746E+03.766411E+02           D018200701143 
  400.0        4.0       327.00  .884975E+02.625772E+02           D018200701144 
  400.0        4.0       329.00  .884975E+02.625772E+02           D018200701145 
  400.0        4.0       333.00  .442488E+02.442488E+02           D018200701146 
  400.0        4.0       335.00  .442488E+02.442488E+02           D018200701147 
  400.0        4.0       337.00  .442488E+02.442488E+02           D018200701148 
  400.0        4.0       347.00  .442488E+02.442488E+02           D018200701149 
  400.0        6.0       195.00  .584582E+04.300676E+03           D018200701150 
  400.0        6.0       197.00  .620151E+04.309689E+03           D018200701151 
  400.0        6.0       199.00  .581489E+04.299880E+03           D018200701152 
  400.0        6.0       201.00  .635617E+04.313526E+03           D018200701153 
  400.0        6.0       203.00  .620151E+04.309689E+03           D018200701154 
  400.0        6.0       205.00  .638710E+04.314288E+03           D018200701155 
  400.0        6.0       207.00  .595407E+04.303448E+03           D018200701156 
  400.0        6.0       209.00  .635617E+04.313526E+03           D018200701157 
  400.0        6.0       211.00  .716035E+04.332770E+03           D018200701158 
  400.0        6.0       213.00  .646442E+04.316185E+03           D018200701159 
  400.0        6.0       215.00  .702117E+04.329520E+03           D018200701160 
  400.0        6.0       217.00  .722221E+04.334204E+03           D018200701161 
  400.0        6.0       219.00  .695930E+04.328065E+03           D018200701162 
  400.0        6.0       221.00  .731500E+04.336344E+03           D018200701163 
  400.0        6.0       223.00  .688198E+04.326237E+03           D018200701164 
  400.0        6.0       225.00  .835117E+04.359377E+03           D018200701165 
  400.0        6.0       227.00  .685105E+04.325503E+03           D018200701166 
  400.0        6.0       229.00  .728407E+04.335632E+03           D018200701167 
  400.0        6.0       231.00  .748512E+04.340233E+03           D018200701168 
  400.0        6.0       233.00  .697477E+04.328429E+03           D018200701169 
  400.0        6.0       235.00  .702117E+04.329520E+03           D018200701170 
  400.0        6.0       237.00  .746965E+04.339881E+03           D018200701171 
  400.0        6.0       239.00  .733047E+04.336700E+03           D018200701172 
  400.0        6.0       241.00  .700570E+04.329157E+03           D018200701173 
  400.0        6.0       243.00  .638710E+04.314288E+03           D018200701174 
  400.0        6.0       245.00  .722221E+04.334204E+03           D018200701175 
  400.0        6.0       247.00  .658814E+04.319197E+03           D018200701176 
  400.0        6.0       249.00  .624791E+04.310845E+03           D018200701177 
  400.0        6.0       251.00  .675826E+04.323291E+03           D018200701178 
  400.0        6.0       253.00  .677372E+04.323661E+03           D018200701179 
  400.0        6.0       255.00  .612419E+04.307752E+03           D018200701180 
  400.0        6.0       257.00  .589221E+04.301867E+03           D018200701181 
  400.0        6.0       259.00  .617058E+04.308916E+03           D018200701182 
  400.0        6.0       261.00  .593861E+04.303053E+03           D018200701183 
  400.0        6.0       263.00  .532000E+04.286835E+03           D018200701184 
  400.0        6.0       265.00  .457768E+04.266072E+03           D018200701185 
  400.0        6.0       267.00  .451582E+04.264268E+03           D018200701186 
  400.0        6.0       269.00  .428384E+04.257391E+03           D018200701187 
  400.0        6.0       271.00  .457768E+04.266072E+03           D018200701188 
  400.0        6.0       273.00  .412919E+04.252702E+03           D018200701189 
  400.0        6.0       275.00  .369616E+04.239085E+03           D018200701190 
  400.0        6.0       277.00  .355698E+04.234540E+03           D018200701191 
  400.0        6.0       279.00  .323221E+04.223577E+03           D018200701192 
  400.0        6.0       281.00  .273733E+04.205750E+03           D018200701193 
  400.0        6.0       283.00  .262907E+04.201641E+03           D018200701194 
  400.0        6.0       285.00  .242802E+04.193777E+03           D018200701195 
  400.0        6.0       287.00  .214965E+04.182331E+03           D018200701196 
  400.0        6.0       289.00  .210326E+04.180353E+03           D018200701197 
  400.0        6.0       291.00  .174756E+04.164396E+03           D018200701198 
  400.0        6.0       293.00  .153105E+04.153876E+03           D018200701199 
  400.0        6.0       295.00  .150012E+04.152314E+03           D018200701200 
  400.0        6.0       297.00  .108256E+04.129390E+03           D018200701201 
  400.0        6.0       299.00  .958838E+03.121772E+03           D018200701202 
  400.0        6.0       301.00  .912442E+03.118790E+03           D018200701203 
  400.0        6.0       303.00  .695930E+03.103743E+03           D018200701204 
  400.0        6.0       305.00  .572210E+03.940707E+02           D018200701205 
  400.0        6.0       307.00  .556744E+03.927907E+02           D018200701206 
  400.0        6.0       309.00  .463954E+03.847060E+02           D018200701207 
  400.0        6.0       311.00  .525814E+03.901764E+02           D018200701208 
  400.0        6.0       313.00  .417558E+03.803591E+02           D018200701209 
  400.0        6.0       315.00  .231977E+03.598962E+02           D018200701210 
  400.0        6.0       317.00  .324768E+03.708701E+02           D018200701211 
  400.0        6.0       319.00  .262907E+03.637643E+02           D018200701212 
  400.0        6.0       321.00  .108256E+03.409169E+02           D018200701213 
  400.0        6.0       323.00  .618605E+02.309302E+02           D018200701214 
  400.0        6.0       325.00  .773256E+02.345811E+02           D018200701215 
  400.0        6.0       327.00  .618605E+02.309302E+02           D018200701216 
  400.0        6.0       329.00  .154651E+02.154651E+02           D018200701217 
  400.0        6.0       331.00  .463954E+02.267864E+02           D018200701218 
  400.0        6.0       333.00  .773256E+02.345811E+02           D018200701219 
  400.0        6.0       335.00  .309302E+02.218710E+02           D018200701220 
  400.0        8.0        19.00  .123484E+03.269465E+02           D018200701221 
  400.0        8.0        21.00  .129365E+03.275806E+02           D018200701222 
  400.0        8.0        23.00  .411615E+02.155576E+02           D018200701223 
  400.0        8.0        25.00  .352813E+02.144035E+02           D018200701224 
  400.0        8.0        27.00  .123484E+03.269465E+02           D018200701225 
  400.0        8.0        29.00  .170526E+03.316659E+02           D018200701226 
  400.0        8.0        31.00  .135245E+03.282005E+02           D018200701227 
  400.0        8.0        33.00  .182287E+03.327396E+02           D018200701228 
  400.0        8.0        35.00  .188167E+03.332635E+02           D018200701229 
  400.0        8.0        37.00  .246969E+03.381081E+02           D018200701230 
  400.0        8.0        39.00  .235208E+03.371897E+02           D018200701231 
  400.0        8.0        41.00  .288130E+03.411615E+02           D018200701232 
  400.0        8.0        43.00  .246969E+03.381081E+02           D018200701233 
  400.0        8.0        45.00  .358693E+03.459259E+02           D018200701234 
  400.0        8.0        47.00  .505698E+03.545308E+02           D018200701235 
  400.0        8.0        49.00  .493938E+03.538930E+02           D018200701236 
  400.0        8.0        51.00  .564500E+03.576141E+02           D018200701237 
  400.0        8.0        53.00  .646823E+03.616722E+02           D018200701238 
  400.0        8.0        55.00  .529219E+03.557846E+02           D018200701239 
  400.0        8.0        57.00  .652704E+03.619519E+02           D018200701240 
  400.0        8.0        59.00  .705625E+03.644145E+02           D018200701241 
  400.0        8.0        61.00  .735026E+03.657428E+02           D018200701242 
  400.0        8.0        63.00  .693865E+03.638755E+02           D018200701243 
  400.0        8.0        65.00  .740907E+03.660052E+02           D018200701244 
  400.0        8.0        67.00  .840870E+03.703171E+02           D018200701245 
  400.0        8.0        69.00  .852631E+03.708071E+02           D018200701246 
  400.0        8.0        71.00  .929073E+03.739131E+02           D018200701247 
  400.0        8.0        73.00  .887912E+03.722573E+02           D018200701248 
  400.0        8.0        75.00  .817349E+03.693267E+02           D018200701249 
  400.0        8.0        77.00  .811469E+03.690768E+02           D018200701250 
  400.0        8.0        79.00  .870271E+03.715359E+02           D018200701251 
  400.0        8.0        81.00  .946714E+03.746115E+02           D018200701252 
  400.0        8.0        83.00  .987876E+03.762163E+02           D018200701253 
  400.0        8.0        85.00  .110548E+04.806254E+02           D018200701254 
  400.0        8.0        87.00  .917313E+03.734438E+02           D018200701255 
  400.0        8.0        89.00  .109372E+04.801954E+02           D018200701256 
  400.0        8.0        91.00  .102316E+04.775653E+02           D018200701257 
  400.0        8.0        93.00  .111724E+04.810531E+02           D018200701258 
  400.0        8.0        95.00  .993756E+03.764428E+02           D018200701259 
  400.0        8.0        97.00  .114076E+04.819019E+02           D018200701260 
  400.0        8.0        99.00  .101728E+04.773421E+02           D018200701261 
  400.0        8.0       101.00  .103492E+04.780098E+02           D018200701262 
  400.0        8.0       103.00  .114076E+04.819019E+02           D018200701263 
  400.0        8.0       105.00  .109960E+04.804107E+02           D018200701264 
  400.0        8.0       107.00  .101140E+04.771183E+02           D018200701265 
  400.0        8.0       109.00  .122308E+04.848056E+02           D018200701266 
