ENTRY            D0182   20040929                             0000D018200000001 
SUBENT        D0182001   20040929                             0000D018200100001 
BIB                 10         20                                 D018200100002 
TITLE      Interplay of mean field and nucleon-nucleon            D018200100003 
           interactions in the production of Carbon fragments     D018200100004 
           in 16O induced reactions at incident energies          D018200100005 
           up to 25 MeV/amu                                       D018200100006 
AUTHOR     (E.Gadioli,G.F.Steyn,C.Birattari,C.Catarisano,         D018200100007 
           M.Cavinato,S.H.Connell,A.A.Cowley,E.Fabrici,           D018200100008 
           S.V.Fortsch,E.Gadioli Erba,J.J.Lawrie,                 D018200100009 
           J.P.F.Sellschop,E.Sideras Haddad)                      D018200100010 
INSTITUTE  (3SAFITH,2ITYMIL,3SAFWIT,3SAFSTL)                      D018200100011 
REFERENCE  (J,NP/A,708,391,2002)                                  D018200100012 
FACILITY   (CYCLO,3SAFITH)                                        D018200100013 
METHOD     (EDE)                                                  D018200100014 
DETECTOR   (TELES,SIBAR,SIBAR) Two identical detector telescopes  D018200100015 
           mounted in a 1.5 m diameter scattering chamber. Each   D018200100016 
           telescope consisted of a 25 mu-m thick Si surface      D018200100017 
           barrier dE detector, followed by a 2 mm thick Si       D018200100018 
           surface barrier stopping (E) detector.                 D018200100019 
ERR-ANALYS (ERR-SYS) systematic error of the cross sections       D018200100020 
STATUS     (TABLE)Tables received from Dr. E.Gadioli              D018200100021 
HISTORY    (20040929C) SD                                         D018200100022 
ENDBIB              20          0                                 D018200100023 
COMMON               1          3                                 D018200100024 
ERR-SYS                                                           D018200100025 
PER-CENT                                                          D018200100026 
  10.                                                             D018200100027 
ENDCOMMON            3          0                                 D018200100028 
ENDSUBENT           27          0                                 D018200199999 
SUBENT        D0182002   20040929                             0000D018200200001 
BIB                  2          3                                 D018200200002 
REACTION   (27-CO-59(8-O-16,X)6-C-12,,SIG)                        D018200200003 
           The cross section production of 12C in 16O break-up    D018200200004 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200200005 
ENDBIB               3          0                                 D018200200006 
NOCOMMON             0          0                                 D018200200007 
DATA                 2          3                                 D018200200008 
EN         DATA                                                   D018200200009 
MEV        MB                                                     D018200200010 
   100.      147.                                                 D018200200011 
   250.      181.                                                 D018200200012 
   400.      288.                                                 D018200200013 
ENDDATA              5          0                                 D018200200014 
ENDSUBENT           13          0                                 D018200299999 
SUBENT        D0182003   20040929                             0000D018200300001 
BIB                  2          3                                 D018200300002 
REACTION   (41-NB-93(8-O-16,X)6-C-12,,SIG)                        D018200300003 
           The cross section production of 12C in 16O break-up    D018200300004 
SAMPLE     93Nb target with thicknesses of 2.7 mg/cm2.            D018200300005 
ENDBIB               3          0                                 D018200300006 
NOCOMMON             0          0                                 D018200300007 
DATA                 2          2                                 D018200300008 
EN         DATA                                                   D018200300009 
MEV        MB                                                     D018200300010 
   250.     150.                                                  D018200300011 
   400.     339.                                                  D018200300012 
ENDDATA              4          0                                 D018200300013 
ENDSUBENT           12          0                                 D018200399999 
SUBENT        D0182004   20040929                             0000D018200400001 
BIB                  3          3                                 D018200400002 
REACTION   (27-CO-59(8-O-16,X)5-B-11,,DA/DE)                      D018200400003 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200400004 
ERR-ANALYS (ERR-T) Total error                                    D018200400005 
ENDBIB               3          0                                 D018200400006 
NOCOMMON             0          0                                 D018200400007 
DATA                 5       3626                                 D018200400008 
EN         ANG-CM     E-EXC      DATA-CM    ERR-T                 D018200400009 
MEV        ADEG       MEV        MUB/SR/MEV MUB/SR/MEV            D018200400010 
  400.0       35.0        63.00  .217781E+03.106776E+02           D018200403227 
  400.0       35.0        65.00  .214639E+03.106003E+02           D018200403228 
  400.0       35.0        67.00  .206787E+03.104046E+02           D018200403229 
  400.0       35.0        69.00  .219351E+03.107160E+02           D018200403230 
  400.0       35.0        71.00  .210975E+03.105094E+02           D018200403231 
  400.0       35.0        73.00  .199458E+03.102185E+02           D018200403232 
  400.0       35.0        75.00  .211498E+03.105224E+02           D018200403233 
  400.0       35.0        77.00  .184799E+03.983588E+01           D018200403234 
  400.0       35.0        79.00  .183229E+03.979399E+01           D018200403235 
  400.0       35.0        81.00  .166476E+03.933554E+01           D018200403236 
  400.0       35.0        83.00  .181658E+03.975193E+01           D018200403237 
  400.0       35.0        85.00  .149724E+03.885337E+01           D018200403238 
  400.0       35.0        87.00  .166476E+03.933554E+01           D018200403239 
  400.0       35.0        89.00  .150248E+03.886884E+01           D018200403240 
  400.0       35.0        91.00  .140824E+03.858622E+01           D018200403241 
  400.0       35.0        93.00  .155483E+03.902202E+01           D018200403242 
  400.0       35.0        95.00  .135589E+03.842511E+01           D018200403243 
  400.0       35.0        97.00  .116219E+03.780014E+01           D018200403244 
  400.0       35.0        99.00  .142395E+03.863396E+01           D018200403245 
  400.0       35.0       101.00  .129831E+03.824426E+01           D018200403246 
  400.0       35.0       103.00  .136113E+03.844136E+01           D018200403247 
  400.0       35.0       105.00  .125119E+03.809328E+01           D018200403248 
  400.0       35.0       107.00  .112031E+03.765830E+01           D018200403249 
  400.0       35.0       109.00  .106796E+03.747723E+01           D018200403250 
  400.0       35.0       111.00  .107843E+03.751379E+01           D018200403251 
  400.0       35.0       113.00  .106273E+03.745888E+01           D018200403252 
  400.0       35.0       115.00  .106273E+03.745888E+01           D018200403253 
  400.0       35.0       117.00  .947555E+02.704312E+01           D018200403254 
  400.0       35.0       119.00  .106796E+03.747723E+01           D018200403255 
  400.0       35.0       121.00  .931849E+02.698451E+01           D018200403256 
  400.0       35.0       123.00  .978965E+02.715890E+01           D018200403257 
  400.0       35.0       125.00  .858558E+02.670421E+01           D018200403258 
  400.0       35.0       127.00  .910909E+02.690558E+01           D018200403259 
  400.0       35.0       129.00  .806207E+02.649660E+01           D018200403260 
  400.0       35.0       131.00  .889968E+02.682575E+01           D018200403261 
  400.0       35.0       133.00  .790501E+02.643301E+01           D018200403262 
  400.0       35.0       135.00  .727680E+02.617210E+01           D018200403263 
  400.0       35.0       137.00  .832382E+02.660122E+01           D018200403264 
  400.0       35.0       139.00  .701505E+02.606008E+01           D018200403265 
  400.0       35.0       141.00  .659624E+02.587640E+01           D018200403266 
  400.0       35.0       143.00  .643918E+02.580602E+01           D018200403267 
  400.0       35.0       145.00  .664859E+02.589967E+01           D018200403268 
  400.0       35.0       147.00  .628213E+02.573477E+01           D018200403269 
  400.0       35.0       149.00  .612508E+02.566264E+01           D018200403270 
  400.0       35.0       151.00  .544451E+02.533878E+01           D018200403271 
  400.0       35.0       153.00  .455454E+02.488298E+01           D018200403272 
  400.0       35.0       155.00  .528746E+02.526122E+01           D018200403273 
  400.0       35.0       157.00  .476395E+02.499398E+01           D018200403274 
  400.0       35.0       159.00  .408338E+02.462352E+01           D018200403275 
  400.0       35.0       161.00  .374927E+02.443033E+01           D018200403276 
  400.0       35.0       163.00  .404822E+02.460357E+01           D018200403277 
  400.0       35.0       165.00  .381480E+02.446888E+01           D018200403278 
  400.0       35.0       167.00  .330602E+02.416021E+01           D018200403279 
  400.0       35.0       169.00  .338945E+02.421238E+01           D018200403280 
  400.0       35.0       171.00  .325352E+02.412705E+01           D018200403281 
  400.0       35.0       173.00  .367119E+02.438396E+01           D018200403282 
  400.0       35.0       175.00  .269319E+02.375488E+01           D018200403283 
  400.0       35.0       177.00  .282982E+02.384895E+01           D018200403284 
  400.0       35.0       179.00  .251191E+02.362631E+01           D018200403285 
  400.0       35.0       181.00  .276410E+02.380400E+01           D018200403286 
  400.0       35.0       183.00  .273007E+02.378050E+01           D018200403287 
  400.0       35.0       185.00  .257805E+02.367374E+01           D018200403288 
  400.0       35.0       187.00  .224587E+02.342890E+01           D018200403289 
  400.0       35.0       189.00  .208656E+02.330505E+01           D018200403290 
  400.0       35.0       191.00  .150337E+02.280541E+01           D018200403291 
  400.0       35.0       193.00  .157711E+02.287338E+01           D018200403292 
  400.0       35.0       195.00  .159083E+02.288586E+01           D018200403293 
  400.0       35.0       197.00  .172811E+02.300780E+01           D018200403294 
  400.0       35.0       199.00  .996084E+01.228355E+01           D018200403295 
  400.0       35.0       201.00  .156992E+02.286683E+01           D018200403296 
  400.0       35.0       203.00  .158358E+02.287928E+01           D018200403297 
  400.0       35.0       205.00  .958417E+01.223996E+01           D018200403298 
  400.0       35.0       207.00  .109566E+02.239497E+01           D018200403299 
  400.0       35.0       209.00  .845146E+01.210343E+01           D018200403300 
  400.0       35.0       211.00  .104923E+02.234368E+01           D018200403301 
  400.0       35.0       213.00  .145524E+02.276014E+01           D018200403302 
  400.0       35.0       215.00  .800676E+01.204735E+01           D018200403303 
  400.0       35.0       217.00  .673036E+01.187708E+01           D018200403304 
  400.0       35.0       219.00  .678892E+01.188523E+01           D018200403305 
  400.0       35.0       221.00  .123264E+02.254028E+01           D018200403306 
  400.0       35.0       223.00  .483530E+01.159102E+01           D018200403307 
  400.0       35.0       225.00  .487737E+01.159792E+01           D018200403308 
  400.0       35.0       227.00  .351415E+01.135635E+01           D018200403309 
  400.0       35.0       229.00  .141789E+01.861558E+00           D018200403310 
  400.0       35.0       231.00  .214534E+01.105977E+01           D018200403311 
  400.0       35.0       233.00  .504936E+01.162585E+01           D018200403312 
  400.0       35.0       235.00  .363807E+01.138006E+01           D018200403313 
  400.0       35.0       237.00  .220183E+01.107363E+01           D018200403314 
  400.0       35.0       239.00  .148066E+01.880422E+00           D018200403315 
  400.0       35.0       241.00  .746772E+00.625255E+00           D018200403316 
  400.0       35.0       245.00  .759824E+00.630695E+00           D018200403317 
  400.0       35.0       247.00  .229931E+01.109714E+01           D018200403318 
  400.0       35.0       249.00  .154621E+01.899698E+00           D018200403319 
  400.0       35.0       251.00  .311932E+01.127789E+01           D018200403320 
  400.0       35.0       253.00  .786617E+00.641718E+00           D018200403321 
  400.0       35.0       261.00  .814354E+00.652934E+00           D018200403322 
  400.0       35.0       269.00  .843069E+00.664346E+00           D018200403323 
  400.0       35.0       283.00  .895778E+00.684799E+00           D018200403324 
  400.0       35.0       299.00  .960065E+00.708946E+00           D018200403325 
  400.0       40.0        21.00  .227588E+01.101780E+01           D018200403326 
  400.0       40.0        23.00  .323175E+02.383538E+01           D018200403327 
  400.0       40.0        25.00  .769247E+02.591728E+01           D018200403328 
  400.0       40.0        27.00  .969524E+02.664307E+01           D018200403329 
  400.0       40.0        29.00  .892144E+02.637246E+01           D018200403330 
  400.0       40.0        31.00  .122897E+03.747930E+01           D018200403331 
  400.0       40.0        33.00  .143380E+03.807856E+01           D018200403332 
  400.0       40.0        35.00  .150208E+03.826867E+01           D018200403333 
  400.0       40.0        37.00  .173877E+03.889632E+01           D018200403334 
  400.0       40.0        39.00  .198001E+03.949344E+01           D018200403335 
  400.0       40.0        41.00  .185712E+03.919410E+01           D018200403336 
  400.0       40.0        43.00  .200732E+03.955869E+01           D018200403337 
  400.0       40.0        45.00  .198457E+03.950434E+01           D018200403338 
  400.0       40.0        47.00  .200277E+03.954784E+01           D018200403339 
  400.0       40.0        49.00  .205284E+03.966645E+01           D018200403340 
  400.0       40.0        51.00  .183436E+03.913759E+01           D018200403341 
  400.0       40.0        53.00  .202553E+03.960194E+01           D018200403342 
  400.0       40.0        55.00  .202098E+03.959114E+01           D018200403343 
  400.0       40.0        57.00  .196636E+03.946065E+01           D018200403344 
  400.0       40.0        59.00  .179794E+03.904644E+01           D018200403345 
  400.0       40.0        61.00  .161132E+03.856408E+01           D018200403346 
  400.0       40.0        63.00  .174332E+03.890796E+01           D018200403347 
  400.0       40.0        65.00  .160677E+03.855197E+01           D018200403348 
  400.0       40.0        67.00  .167960E+03.874364E+01           D018200403349 
  400.0       40.0        69.00  .161587E+03.857616E+01           D018200403350 
  400.0       40.0        71.00  .137918E+03.792319E+01           D018200403351 
  400.0       40.0        73.00  .148387E+03.821841E+01           D018200403352 
  400.0       40.0        75.00  .124718E+03.753450E+01           D018200403353 
  400.0       40.0        77.00  .126994E+03.760293E+01           D018200403354 
  400.0       40.0        79.00  .117435E+03.731120E+01           D018200403355 
  400.0       40.0        81.00  .136097E+03.787072E+01           D018200403356 
  400.0       40.0        83.00  .111518E+03.712462E+01           D018200403357 
  400.0       40.0        85.00  .107877E+03.700734E+01           D018200403358 
  400.0       40.0        87.00  .101049E+03.678196E+01           D018200403359 
  400.0       40.0        89.00  .113339E+03.718255E+01           D018200403360 
  400.0       40.0        91.00  .107877E+03.700734E+01           D018200403361 
  400.0       40.0        93.00  .102870E+03.684279E+01           D018200403362 
  400.0       40.0        95.00  .969524E+02.664307E+01           D018200403363 
  400.0       40.0        97.00  .905799E+02.642104E+01           D018200403364 
  400.0       40.0        99.00  .864834E+02.627416E+01           D018200403365 
  400.0       40.0       101.00  .892144E+02.637246E+01           D018200403366 
  400.0       40.0       103.00  .782902E+02.596957E+01           D018200403367 
  400.0       40.0       105.00  .660005E+02.548104E+01           D018200403368 
  400.0       40.0       107.00  .732833E+02.577553E+01           D018200403369 
  400.0       40.0       109.00  .669108E+02.551871E+01           D018200403370 
  400.0       40.0       111.00  .710074E+02.568514E+01           D018200403371 
  400.0       40.0       113.00  .655453E+02.546211E+01           D018200403372 
  400.0       40.0       115.00  .641798E+02.540491E+01           D018200403373 
  400.0       40.0       117.00  .582625E+02.514972E+01           D018200403374 
  400.0       40.0       119.00  .500693E+02.477392E+01           D018200403375 
  400.0       40.0       121.00  .482486E+02.468632E+01           D018200403376 
  400.0       40.0       123.00  .546211E+02.498620E+01           D018200403377 
  400.0       40.0       125.00  .541659E+02.496538E+01           D018200403378 
  400.0       40.0       127.00  .432417E+02.443650E+01           D018200403379 
  400.0       40.0       129.00  .450624E+02.452894E+01           D018200403380 
  400.0       40.0       131.00  .496141E+02.475217E+01           D018200403381 
  400.0       40.0       133.00  .418762E+02.436589E+01           D018200403382 
  400.0       40.0       135.00  .441520E+02.448296E+01           D018200403383 
  400.0       40.0       137.00  .432417E+02.443650E+01           D018200403384 
  400.0       40.0       139.00  .327726E+02.386229E+01           D018200403385 
  400.0       40.0       141.00  .318623E+02.380827E+01           D018200403386 
  400.0       40.0       143.00  .332278E+02.388902E+01           D018200403387 
  400.0       40.0       145.00  .332278E+02.388902E+01           D018200403388 
  400.0       40.0       147.00  .282209E+02.358406E+01           D018200403389 
  400.0       40.0       149.00  .282209E+02.358406E+01           D018200403390 
  400.0       40.0       151.00  .227588E+02.321858E+01           D018200403391 
  400.0       40.0       153.00  .223036E+02.318623E+01           D018200403392 
  400.0       40.0       155.00  .172967E+02.280589E+01           D018200403393 
  400.0       40.0       157.00  .168415E+02.276872E+01           D018200403394 
  400.0       40.0       159.00  .172967E+02.280589E+01           D018200403395 
  400.0       40.0       161.00  .218484E+02.315355E+01           D018200403396 
  400.0       40.0       163.00  .159311E+02.269285E+01           D018200403397 
  400.0       40.0       165.00  .236691E+02.328232E+01           D018200403398 
  400.0       40.0       167.00  .200277E+02.301929E+01           D018200403399 
  400.0       40.0       169.00  .213933E+02.312053E+01           D018200403400 
  400.0       40.0       171.00  .100139E+02.213496E+01           D018200403401 
  400.0       40.0       173.00  .118346E+02.232095E+01           D018200403402 
  400.0       40.0       175.00  .955869E+01.208588E+01           D018200403403 
  400.0       40.0       177.00  .104690E+02.218295E+01           D018200403404 
  400.0       40.0       179.00  .109242E+02.222990E+01           D018200403405 
  400.0       40.0       181.00  .109242E+02.222990E+01           D018200403406 
  400.0       40.0       183.00  .819316E+01.193115E+01           D018200403407 
  400.0       40.0       185.00  .682763E+01.176289E+01           D018200403408 
  400.0       40.0       187.00  .819316E+01.193115E+01           D018200403409 
  400.0       40.0       189.00  .546211E+01.157677E+01           D018200403410 
  400.0       40.0       191.00  .364140E+01.128743E+01           D018200403411 
  400.0       40.0       193.00  .500693E+01.150965E+01           D018200403412 
