ENTRY            D0275   20120502                             D083D027500000001 
SUBENT        D0275001   20120502                             D083D027500100001 
BIB                  9         18                                 D027500100002 
TITLE      Nuclear structure of 159Gd                             D027500100003 
AUTHOR     (C.Granja, S.Pospisil, A.Aprahamian, H.Borner,         D027500100004 
            H.Lehmann, T.von Egidy, H.-F.Wirth, G.Graw,           D027500100005 
            R.Hertenberger, Y.Eisermann, D.Nosek,                 D027500100006 
            L.Rubacek, S.A.Telezhnikov)                           D027500100007 
INSTITUTE  (2GERMUN,1USANOT,2FR ILL,2GERGAR,3CZRCHU,3CZRCTI)      D027500100008 
REFERENCE  (J,PR/C,70,034316,2004)                                D027500100009 
           (T,GRANJA,2001) Tables from thesis (partly)            D027500100010 
REL-REF    (O,22768002,C.Granja+,J,PR/C,70,034316,2004)           D027500100011 
            158Gd(n,g)159Gd spectra from the same work given      D027500100012 
METHOD     Faraday cup                                            D027500100013 
ERR-ANALYS (E-LVL-ERR) A systematic error                         D027500100014 
           (ERR-S) Statistical uncertainties                      D027500100015 
STATUS     (TABLE) Tables were received from Dr. C.Granja         D027500100016 
           (APRVD) Entry approved by Dr. C.Granja                 D027500100017 
HISTORY    (20060614C) SD                                         D027500100018 
           (20080124U) SD. Entry number for ADD-RES was added.    D027500100019 
           (20120502U) On. REL-REF added and ADD-RES removed      D027500100020 
ENDBIB              18          0                                 D027500100021 
NOCOMMON             0          0                                 D027500100022 
ENDSUBENT           21          0                                 D027500199999 
SUBENT        D0275002   20120502                             D083D027500200001 
BIB                  5         15                                 D027500200002 
REACTION   (64-GD-158(D,P)64-GD-159,PAR,DA)                       D027500200003 
FACILITY   (VDGT,2GERMUN)                                         D027500200004 
SAMPLE     (64-GD-158,ENR=0.970)                                  D027500200005 
           The target consisted of a 130 ug/cm2 thick layer of    D027500200006 
            Gd2O3 (enriched in 158Gd to 97.0%) evaporated on a    D027500200007 
            5.6 ug/cm2 thick carbon foil.                         D027500200008 
DETECTOR   (TELES,PROPC,SCIN) The reaction products were analysed D027500200009 
            with the Q3D magnetic spectrograph and detected in    D027500200010 
            its 1.8 m long focal plane.                           D027500200011 
           A long position sensitive detector consisting of two   D027500200012 
            single wire proportional chambers, a multiwire        D027500200013 
            proportional chamber and a plastic scintillator with  D027500200014 
            dE/Erest particle identification for background       D027500200015 
            suppression.                                          D027500200016 
HISTORY    (20120502U) On. SAMPLE: Irrelevant information removed D027500200017 
ENDBIB              15          0                                 D027500200018 
COMMON               1          3                                 D027500200019 
EN                                                                D027500200020 
MEV                                                               D027500200021 
 18.0                                                             D027500200022 
ENDCOMMON            3          0                                 D027500200023 
DATA                 5        819                                 D027500200024 
E-LVL      E-LVL-ERR  ANG        DATA       ERR-S                 D027500200025 
   2125.5   30.0          5.6      0.6         1.                 D027500300726 
   2125.5   35.0          5.9      0.6         1.                 D027500300727 
   2136.0   12.0         67.8      5.7         2.                 D027500300728 
   2136.0   16.0         29.1      1.7         2.                 D027500300729 
   2136.0   20.0         29.1      1.2         2.                 D027500300730 
   2136.0   25.0         15.1      0.7         2.                 D027500300731 
   2136.0   30.0         15.0      0.9         2.                 D027500300732 
   2136.0   35.0         10.5      0.7         2.                 D027500300733 
   2149.9   12.0         81.3      7.4         2.                 D027500300734 
   2149.9   16.0         37.9      1.9         2.                 D027500300735 
   2149.9   20.0         28.7      1.2         2.                 D027500300736 
   2149.9   25.0         20.8      0.8         2.                 D027500300737 
   2149.9   30.0         25.1      1.1         2.                 D027500300738 
   2149.9   35.0         18.4      0.9         2.                 D027500300739 
   2162.0   12.0         62.6      7.1         2.                 D027500300740 
   2162.0   16.0         23.9      1.8         2.                 D027500300741 
   2162.0   20.0         27.5      1.3         2.                 D027500300742 
   2162.0   25.0         20.7      1.2         2.                 D027500300743 
   2162.0   30.0         23.6      1.5         2.                 D027500300744 
   2162.0   35.0         20.9      1.0         2.                 D027500300745 
   2169.0   12.0         55.8      7.3         2.                 D027500300746 
   2169.0   16.0         25.4      2.2         2.                 D027500300747 
   2169.0   20.0         17.4      1.3         2.                 D027500300748 
   2169.0   25.0         14.3      1.2         2.                 D027500300749 
   2169.0   30.0         16.2      1.4         2.                 D027500300750 
   2176.0   12.0         58.8      7.4         2.                 D027500300751 
   2176.0   16.0          9.5      2.1         2.                 D027500300752 
   2176.0   20.0          6.2      1.1         2.                 D027500300753 
   2176.0   25.0          9.3      0.9         2.                 D027500300754 
   2176.0   30.0          7.6      1.1         2.                 D027500300755 
   2176.0   35.0         10.5      0.8         2.                 D027500300756 
   2186.0   12.0         39.2      5.5         2.                 D027500300757 
   2186.0   16.0         15.7      2.6         2.                 D027500300758 
   2186.0   20.0         23.0      2.0         2.                 D027500300759 
   2186.0   25.0         10.5      1.5         2.                 D027500300760 
   2186.0   30.0         10.9      1.5         2.                 D027500300761 
   2186.0   35.0          8.6      0.9         2.                 D027500300762 
   2194.3   12.0         44.6     22.5         2.                 D027500300763 
   2194.3   16.0         43.8      3.0         2.                 D027500300764 
   2194.3   20.0         26.4      2.1         2.                 D027500300765 
   2194.3   25.0         18.3      1.6         2.                 D027500300766 
   2194.3   30.0         21.7      1.7         2.                 D027500300767 
   2194.3   35.0         15.8      1.2         2.                 D027500300768 
   2203.0   12.0         32.6      6.0         2.                 D027500300769 
   2203.0   16.0         32.5      2.1         2.                 D027500300770 
   2203.0   20.0         23.0      2.0         2.                 D027500300771 
   2203.0   25.0         18.8      1.7         2.                 D027500300772 
   2203.0   30.0         21.5      1.3         2.                 D027500300773 
   2203.0   35.0         19.5      1.2         2.                 D027500300774 
   2212.8   12.0         38.9      5.0         2.                 D027500300775 
   2212.8   16.0         36.9      2.2         2.                 D027500300776 
   2212.8   20.0         32.7      1.6         2.                 D027500300777 
   2212.8   25.0         23.1      1.1         2.                 D027500300778 
   2212.8   30.0         23.3      1.4         2.                 D027500300779 
   2212.8   35.0         22.9      1.2         2.                 D027500300780 
   2221.6   12.0         11.1      3.5         2.                 D027500300781 
   2221.6   16.0         16.4      1.6         2.                 D027500300782 
   2221.6   20.0          9.7      1.1         2.                 D027500300783 
   2221.6   25.0          7.9      0.8         2.                 D027500300784 
   2221.6   30.0          7.8      1.0         2.                 D027500300785 
   2221.6   35.0          6.5      0.8         2.                 D027500300786 
   2233.0   12.0         14.9      4.3         1.                 D027500300787 
   2233.0   16.0         15.7      1.8         1.                 D027500300788 
   2233.0   20.0         10.9      1.4         1.                 D027500300789 
   2233.0   25.0         11.7      1.1         1.                 D027500300790 
   2233.0   30.0          5.3      0.8         1.                 D027500300791 
   2233.0   35.0          8.1      1.0         1.                 D027500300792 
   2242.2   12.0        135.5      8.4         2.                 D027500300793 
   2242.2   16.0        169.8      4.2         2.                 D027500300794 
   2242.2   20.0         84.6      2.3         2.                 D027500300795 
   2242.2   25.0         61.6      1.7         2.                 D027500300796 
   2242.2   30.0         92.6      2.3         2.                 D027500300797 
   2242.2   35.0         67.3      1.9         2.                 D027500300798 
   2252.8   12.0         44.7      8.3         2.                 D027500300799 
   2252.8   16.0         76.0      3.1         2.                 D027500300800 
   2252.8   20.0         30.3      1.9         2.                 D027500300801 
   2252.8   25.0         23.8      1.5         2.                 D027500300802 
   2252.8   30.0         31.6      1.7         2.                 D027500300803 
   2252.8   35.0         24.1      1.9         2.                 D027500300804 
   2260.0   12.0         17.0      6.7         0.                 D027500300805 
   2260.0   16.0         39.7      2.3         0.                 D027500300806 
   2260.0   20.0         16.1      1.9         0.                 D027500300807 
   2260.0   25.0         10.8      1.5         0.                 D027500300808 
   2260.0   30.0         11.8      1.4         0.                 D027500300809 
   2260.0   35.0         10.0      2.0         0.                 D027500300810 
   2272.0   12.0          4.9      2.0         0.                 D027500300811 
   2272.0   16.0         31.2      2.0         0.                 D027500300812 
   2272.0   20.0          6.8      0.8         0.                 D027500300813 
   2272.0   25.0          6.0      0.6         0.                 D027500300814 
   2272.0   30.0          8.0      0.7         0.                 D027500300815 
   2272.0   35.0          5.1      0.6         0.                 D027500300816 
   2284.5   12.0         11.0      2.5         0.                 D027500300817 
   2284.5   16.0         36.2      2.0         0.                 D027500300818 
   2284.5   20.0         16.3      1.0         0.                 D027500300819 
   2284.5   25.0         13.6      0.7         0.                 D027500300820 
   2284.5   30.0         11.3      0.8         0.                 D027500300821 
   2284.5   35.0          9.8      0.7         0.                 D027500300822 
   2297.0   12.0         15.6      5.0         0.                 D027500300823 
   2297.0   16.0         40.9      2.2         0.                 D027500300824 
   2297.0   20.0         12.9      1.4         0.                 D027500300825 
   2297.0   25.0         12.4      1.2         0.                 D027500300826 
   2297.0   30.0         15.0      1.3         0.                 D027500300827 
   2297.0   35.0         12.3      1.3         0.                 D027500300828 
   2306.0   12.0          5.8      4.6         0.                 D027500300829 
   2306.0   16.0         29.1      2.1         0.                 D027500300830 
   2306.0   20.0         10.6      1.4         0.                 D027500300831 
   2306.0   25.0          6.3      1.0         0.                 D027500300832 
   2306.0   30.0          6.7      1.1         0.                 D027500300833 
   2306.0   35.0          4.6      1.1         0.                 D027500300834 
   2316.0   12.0         38.5      6.0         2.                 D027500300835 
   2316.0   16.0         43.2      2.2         2.                 D027500300836 
   2316.0   20.0         33.2      1.4         2.                 D027500300837 
   2316.0   25.0         20.8      2.9         2.                 D027500300838 
   2316.0   30.0         21.2      1.8         2.                 D027500300839 
   2316.0   35.0         17.2      1.9         2.                 D027500300840 
   2325.0   12.0         12.2      4.5         2.                 D027500300841 
   2325.0   16.0         13.7      1.3         2.                 D027500300842 
   2325.0   20.0          7.5      1.1         2.                 D027500300843 
   2325.0   25.0         10.1      2.9         2.                 D027500300844 
   2325.0   30.0          7.9      1.6         2.                 D027500300845 
   2325.0   35.0          7.5      1.7         2.                 D027500300846 
