ENTRY            D0275   20120502                             D083D027500000001 
SUBENT        D0275001   20120502                             D083D027500100001 
BIB                  9         18                                 D027500100002 
TITLE      Nuclear structure of 159Gd                             D027500100003 
AUTHOR     (C.Granja, S.Pospisil, A.Aprahamian, H.Borner,         D027500100004 
            H.Lehmann, T.von Egidy, H.-F.Wirth, G.Graw,           D027500100005 
            R.Hertenberger, Y.Eisermann, D.Nosek,                 D027500100006 
            L.Rubacek, S.A.Telezhnikov)                           D027500100007 
INSTITUTE  (2GERMUN,1USANOT,2FR ILL,2GERGAR,3CZRCHU,3CZRCTI)      D027500100008 
REFERENCE  (J,PR/C,70,034316,2004)                                D027500100009 
           (T,GRANJA,2001) Tables from thesis (partly)            D027500100010 
REL-REF    (O,22768002,C.Granja+,J,PR/C,70,034316,2004)           D027500100011 
            158Gd(n,g)159Gd spectra from the same work given      D027500100012 
METHOD     Faraday cup                                            D027500100013 
ERR-ANALYS (E-LVL-ERR) A systematic error                         D027500100014 
           (ERR-S) Statistical uncertainties                      D027500100015 
STATUS     (TABLE) Tables were received from Dr. C.Granja         D027500100016 
           (APRVD) Entry approved by Dr. C.Granja                 D027500100017 
HISTORY    (20060614C) SD                                         D027500100018 
           (20080124U) SD. Entry number for ADD-RES was added.    D027500100019 
           (20120502U) On. REL-REF added and ADD-RES removed      D027500100020 
ENDBIB              18          0                                 D027500100021 
NOCOMMON             0          0                                 D027500100022 
ENDSUBENT           21          0                                 D027500199999 
SUBENT        D0275002   20120502                             D083D027500200001 
BIB                  5         15                                 D027500200002 
REACTION   (64-GD-158(D,P)64-GD-159,PAR,DA)                       D027500200003 
FACILITY   (VDGT,2GERMUN)                                         D027500200004 
SAMPLE     (64-GD-158,ENR=0.970)                                  D027500200005 
           The target consisted of a 130 ug/cm2 thick layer of    D027500200006 
            Gd2O3 (enriched in 158Gd to 97.0%) evaporated on a    D027500200007 
            5.6 ug/cm2 thick carbon foil.                         D027500200008 
DETECTOR   (TELES,PROPC,SCIN) The reaction products were analysed D027500200009 
            with the Q3D magnetic spectrograph and detected in    D027500200010 
            its 1.8 m long focal plane.                           D027500200011 
           A long position sensitive detector consisting of two   D027500200012 
            single wire proportional chambers, a multiwire        D027500200013 
            proportional chamber and a plastic scintillator with  D027500200014 
            dE/Erest particle identification for background       D027500200015 
            suppression.                                          D027500200016 
HISTORY    (20120502U) On. SAMPLE: Irrelevant information removed D027500200017 
ENDBIB              15          0                                 D027500200018 
COMMON               1          3                                 D027500200019 
EN                                                                D027500200020 
MEV                                                               D027500200021 
 18.0                                                             D027500200022 
ENDCOMMON            3          0                                 D027500200023 
DATA                 5        819                                 D027500200024 
E-LVL      E-LVL-ERR  ANG        DATA       ERR-S                 D027500200025 
   1420.2   30.0         29.7      2.4         4.                 D027500300291 
   1420.2   35.0         26.8      2.1         4.                 D027500300292 
   1429.4   12.0        187.9      2.9         2.                 D027500300293 
   1429.4   16.0        149.2      2.7         2.                 D027500300294 
   1429.4   20.0         87.4      2.1         2.                 D027500300295 
   1429.4   25.0        118.8      2.5         2.                 D027500300296 
   1429.4   30.0        101.2      2.1         2.                 D027500300297 
   1429.4   35.0         64.4      1.6         2.                 D027500300298 
   1442.3   12.0          9.8      1.0         5.                 D027500300299 
   1442.3   16.0         12.0      1.0         5.                 D027500300300 
   1442.3   20.0         14.4      0.9         5.                 D027500300301 
   1442.3   25.0         19.3      1.1         5.                 D027500300302 
   1442.3   30.0         25.5      1.2         5.                 D027500300303 
   1442.3   35.0         16.9      0.9         5.                 D027500300304 
   1455.0   12.0          4.7      0.6         0.                 D027500300305 
   1455.0   16.0         12.9      0.8         0.                 D027500300306 
   1455.0   20.0         12.4      0.8         0.                 D027500300307 
   1455.0   25.0          5.4      0.6         0.                 D027500300308 
   1455.0   30.0          7.0      0.6         0.                 D027500300309 
   1455.0   35.0          4.8      0.5         0.                 D027500300310 
   1468.0   12.0          3.2      0.5         1.                 D027500300311 
   1468.0   16.0          3.2      0.6         1.                 D027500300312 
   1468.0   20.0          3.1      0.5         1.                 D027500300313 
   1468.0   25.0          3.0      0.5         1.                 D027500300314 
   1468.0   30.0          2.8      0.5         1.                 D027500300315 
   1468.0   35.0          2.1      0.4         1.                 D027500300316 
   1478.4   12.0         14.2      0.9         2.                 D027500300317 
   1478.4   16.0          9.8      0.8         2.                 D027500300318 
   1478.4   20.0          6.1      0.6         2.                 D027500300319 
   1478.4   25.0          5.8      0.7         2.                 D027500300320 
   1478.4   30.0          4.6      0.6         2.                 D027500300321 
   1478.4   35.0          2.2      0.4         2.                 D027500300322 
   1487.8   12.0         11.0      1.2         4.                 D027500300323 
   1487.8   16.0         11.8      1.3         4.                 D027500300324 
   1487.8   20.0         16.4      1.0         4.                 D027500300325 
   1487.8   25.0         19.9      1.5         4.                 D027500300326 
   1487.8   30.0         16.5      1.1         4.                 D027500300327 
   1487.8   35.0         11.1      0.7         4.                 D027500300328 
   1493.8   12.0          3.5      1.1         3.                 D027500300329 
   1493.8   16.0          4.6      1.5         3.                 D027500300330 
   1493.8   20.0          3.9      0.8         3.                 D027500300331 
   1493.8   25.0          3.1      1.3         3.                 D027500300332 
   1493.8   30.0          2.6      1.0         3.                 D027500300333 
   1493.8   35.0          1.6      0.5         3.                 D027500300334 
   1508.4   12.0         68.7      1.8         2.                 D027500300335 
   1508.4   16.0         73.3      1.8         2.                 D027500300336 
   1508.4   20.0         39.7      1.4         2.                 D027500300337 
   1508.4   25.0         27.4      1.2         2.                 D027500300338 
   1508.4   30.0         36.8      1.3         2.                 D027500300339 
   1508.4   35.0         24.4      1.0         2.                 D027500300340 
   1520.4   12.0          9.1      0.8         2.                 D027500300341 
   1520.4   16.0          9.5      0.9         2.                 D027500300342 
   1520.4   20.0         10.7      0.9         2.                 D027500300343 
   1520.4   25.0          8.7      0.9         2.                 D027500300344 
   1520.4   30.0          7.3      0.7         2.                 D027500300345 
   1520.4   35.0          4.4      0.5         2.                 D027500300346 
   1532.2   12.0          3.8      0.6         4.                 D027500300347 
   1532.2   16.0          6.3      0.7         4.                 D027500300348 
   1532.2   20.0         12.1      0.8         4.                 D027500300349 
   1532.2   25.0         16.2      1.1         4.                 D027500300350 
   1532.2   30.0         12.0      0.8         4.                 D027500300351 
   1532.2   35.0          8.5      0.7         4.                 D027500300352 
   1541.0   12.0         52.4      1.8         2.                 D027500300353 
   1541.0   16.0         47.7      1.7         2.                 D027500300354 
   1541.0   20.0         33.7      1.4         2.                 D027500300355 
   1541.0   25.0         24.1      1.6         2.                 D027500300356 
   1541.0   30.0         29.2      1.4         2.                 D027500300357 
   1541.0   35.0         20.9      1.1         2.                 D027500300358 
   1549.1   12.0          4.4      1.0         2.                 D027500300359 
   1549.1   16.0          4.2      1.5         2.                 D027500300360 
   1549.1   20.0          4.6      0.9         2.                 D027500300361 
   1549.1   25.0          5.0      2.0         2.                 D027500300362 
   1549.1   30.0          1.7      1.0         2.                 D027500300363 
   1549.1   35.0          4.1      0.8         2.                 D027500300364 
   1561.5   12.0         34.5      1.2         1.                 D027500300365 
   1561.5   16.0         27.3      1.3         1.                 D027500300366 
   1561.5   20.0         42.8      1.6         1.                 D027500300367 
   1561.5   25.0         32.3      1.1         1.                 D027500300368 
   1561.5   30.0         16.2      0.7         1.                 D027500300369 
   1561.5   35.0         24.4      0.9         1.                 D027500300370 
   1572.2   12.0         72.7      1.9         0.                 D027500300371 
   1572.2   16.0        194.6      3.3         0.                 D027500300372 
   1572.2   20.0        180.5      3.5         0.                 D027500300373 
   1572.2   25.0         91.3      1.9         0.                 D027500300374 
   1572.2   30.0         99.9      1.8         0.                 D027500300375 
   1572.2   35.0         82.3      1.8         0.                 D027500300376 
   1580.5   12.0         97.9      2.1         2.                 D027500300377 
   1580.5   16.0        100.3      2.6         2.                 D027500300378 
   1580.5   20.0         78.5      2.6         2.                 D027500300379 
   1580.5   25.0         46.7      1.6         2.                 D027500300380 
   1580.5   30.0         54.2      1.5         2.                 D027500300381 
   1580.5   35.0         49.2      1.5         2.                 D027500300382 
   1592.4   12.0         14.5      0.9         2.                 D027500300383 
   1592.4   16.0         19.0      1.2         2.                 D027500300384 
   1592.4   20.0         11.1      1.0         2.                 D027500300385 
   1592.4   25.0          6.8      0.7         2.                 D027500300386 
   1592.4   30.0          7.6      0.6         2.                 D027500300387 
   1592.4   35.0          9.7      0.7         2.                 D027500300388 
   1603.2   12.0         50.4      1.6         1.                 D027500300389 
   1603.2   16.0         13.6      1.1         1.                 D027500300390 
   1603.2   20.0         33.4      1.5         1.                 D027500300391 
   1603.2   25.0         29.1      1.2         1.                 D027500300392 
   1603.2   30.0         14.9      0.9         1.                 D027500300393 
   1603.2   35.0         19.0      0.9         1.                 D027500300394 
   1611.1   12.0          4.1      0.8         3.                 D027500300395 
   1611.1   16.0          4.8      0.9         3.                 D027500300396 
   1611.1   20.0          5.9      0.9         3.                 D027500300397 
   1611.1   25.0          3.3      1.0         3.                 D027500300398 
   1611.1   30.0          2.1      0.7         3.                 D027500300399 
   1611.1   35.0          3.1      0.6         3.                 D027500300400 
   1622.2   12.0          5.7      0.7         5.                 D027500300401 
   1622.2   16.0          9.1      0.9         5.                 D027500300402 
   1622.2   20.0         13.6      0.9         5.                 D027500300403 
   1622.2   25.0         14.8      0.8         5.                 D027500300404 
   1622.2   30.0         15.9      0.7         5.                 D027500300405 
   1622.2   35.0         12.0      0.8         5.                 D027500300406 
   1631.4   12.0          4.7      0.7         4.                 D027500300407 
   1631.4   16.0          3.3      0.8         4.                 D027500300408 
   1631.4   20.0          6.3      0.8         4.                 D027500300409 
   1631.4   25.0          6.8      2.0         4.                 D027500300410 
   1631.4   30.0          8.8      0.9         4.                 D027500300411 
   1631.4   35.0          4.1      0.7         4.                 D027500300412 
   1637.9   12.0         12.5      0.9         1.                 D027500300413 
   1637.9   16.0          6.3      0.8         1.                 D027500300414 
   1637.9   20.0          7.6      0.8         1.                 D027500300415 
   1637.9   25.0          8.4      1.3         1.                 D027500300416 
   1637.9   30.0          6.3      1.0         1.                 D027500300417 
   1637.9   35.0          6.8      0.7         1.                 D027500300418 
   1644.0   12.0          6.0      0.7         3.                 D027500300419 
   1644.0   16.0          8.0      0.9         3.                 D027500300420 
   1644.0   20.0          5.9      0.7         3.                 D027500300421 
   1644.0   25.0          6.8      1.1         3.                 D027500300422 
   1644.0   30.0          3.6      1.0         3.                 D027500300423 
   1644.0   35.0          5.4      0.6         3.                 D027500300424 
   1657.1   12.0         64.9      1.7         2.                 D027500300425 
   1657.1   16.0         64.4      1.8         2.                 D027500300426 
   1657.1   20.0         36.1      1.5         2.                 D027500300427 
   1657.1   25.0         28.1      1.1         2.                 D027500300428 
   1657.1   30.0         34.7      1.1         2.                 D027500300429 
   1657.1   35.0         23.9      0.9         2.                 D027500300430 
   1668.3   12.0         25.5      1.6         2.                 D027500300431 
   1668.3   16.0         29.8      1.9         2.                 D027500300432 
   1668.3   20.0         24.8      1.8         2.                 D027500300433 
   1668.3   25.0         16.2      2.4         2.                 D027500300434 
   1668.3   30.0         25.4      1.0         2.                 D027500300435 
   1668.3   35.0         18.5      1.1         2.                 D027500300436 
   1673.0   12.0          3.7      1.8         4.                 D027500300437 
   1673.0   16.0          4.5      1.3         4.                 D027500300438 
   1673.0   20.0          5.8      1.4         4.                 D027500300439 
   1673.0   25.0          6.9      1.5         4.                 D027500300440 
   1673.0   30.0          3.5      0.6         4.                 D027500300441 
   1673.0   35.0          4.2      0.9         4.                 D027500300442 
   1682.9   12.0          1.8      0.5         3.                 D027500300443 
   1682.9   16.0          2.4      0.7         3.                 D027500300444 
   1682.9   20.0          3.0      0.6         3.                 D027500300445 
   1682.9   25.0          1.4      0.5         3.                 D027500300446 
   1682.9   30.0          0.7      0.2         3.                 D027500300447 
   1682.9   35.0          3.1      1.0         3.                 D027500300448 
   1690.6   12.0         39.8      1.3         2.                 D027500300449 
   1690.6   16.0         45.9      1.6         2.                 D027500300450 
   1690.6   20.0         26.0      1.2         2.                 D027500300451 
   1690.6   25.0         14.0      0.8         2.                 D027500300452 
   1690.6   30.0         21.7      0.9         2.                 D027500300453 
   1690.6   35.0         15.0      1.5         2.                 D027500300454 
   1702.8   12.0         13.7      1.3         3.                 D027500300455 
   1702.8   16.0         25.0      1.3         3.                 D027500300456 
   1702.8   20.0         21.8      1.2         3.                 D027500300457 
   1702.8   25.0         10.1      0.7         3.                 D027500300458 
   1702.8   30.0         11.6      0.6         3.                 D027500300459 
   1702.8   35.0         10.4      0.8         3.                 D027500300460 
   1713.0   12.0          2.0      1.2         2.                 D027500300461 
   1713.0   16.0          2.7      0.8         2.                 D027500300462 
   1713.0   20.0          1.9      0.7         2.                 D027500300463 
   1713.0   25.0          0.4      0.2         2.                 D027500300464 
   1713.0   30.0          2.3      0.5         2.                 D027500300465 
   1713.0   35.0          0.6      0.5         2.                 D027500300466 
   1719.0   12.0          5.3      0.6         2.                 D027500300467 
   1719.0   16.0          9.9      0.8         2.                 D027500300468 
   1719.0   20.0          6.4      1.0         2.                 D027500300469 
   1719.0   25.0          3.9      0.6         2.                 D027500300470 
   1719.0   30.0          2.1      0.5         2.                 D027500300471 
   1719.0   35.0          3.8      0.4         2.                 D027500300472 
   1730.5   12.0          4.1      0.6         3.                 D027500300473 
   1730.5   16.0          7.6      0.8         3.                 D027500300474 
   1730.5   20.0          7.9      0.7         3.                 D027500300475 
   1730.5   25.0          4.5      0.5         3.                 D027500300476 
   1730.5   30.0          3.2      0.4         3.                 D027500300477 
   1730.5   35.0          3.7      0.4         3.                 D027500300478 
   1745.8   12.0          6.2      0.7         2.                 D027500300479 
   1745.8   16.0          4.4      0.9         2.                 D027500300480 
   1745.8   20.0          3.9      0.6         2.                 D027500300481 
   1745.8   25.0          3.0      0.5         2.                 D027500300482 
   1745.8   30.0          2.0      0.4         2.                 D027500300483 
   1745.8   35.0          2.2      1.2         2.                 D027500300484 
   1753.0   12.0          1.4      0.7         0.                 D027500300485 
   1753.0   16.0          3.0      0.7         0.                 D027500300486 
   1753.0   20.0          2.8      0.6         0.                 D027500300487 
   1753.0   25.0          2.6      0.5         0.                 D027500300488 
   1753.0   30.0          3.2      0.4         0.                 D027500300489 
   1753.0   35.0          1.5      0.8         0.                 D027500300490 
   1760.0   12.0          2.8      0.6         1.                 D027500300491 
   1760.0   20.0          2.5      0.6         1.                 D027500300492 
   1760.0   25.0          1.8      0.4         1.                 D027500300493 
   1760.0   30.0          0.4      0.1         1.                 D027500300494 
   1760.0   35.0          1.2      0.7         1.                 D027500300495 
   1773.4   12.0         13.9      0.9         1.                 D027500300496 
   1773.4   16.0          7.2      0.6         1.                 D027500300497 
   1773.4   20.0         12.0      0.7         1.                 D027500300498 
   1773.4   25.0         10.7      0.6         1.                 D027500300499 
   1773.4   30.0          5.3      0.4         1.                 D027500300500 
   1773.4   35.0          5.6      0.4         1.                 D027500300501 
   1783.8   12.0         11.4      0.9         3.                 D027500300502 
   1783.8   16.0         10.6      0.8         3.                 D027500300503 
   1783.8   20.0         16.2      0.8         3.                 D027500300504 
   1783.8   25.0         11.9      0.7         3.                 D027500300505 
   1783.8   30.0          5.9      0.7         3.                 D027500300506 
   1783.8   35.0          6.7      0.6         3.                 D027500300507 
   1792.0   12.0          1.3      0.7         4.                 D027500300508 
   1792.0   16.0          1.5      0.5         4.                 D027500300509 
   1792.0   20.0          3.4      0.4         4.                 D027500300510 
   1792.0   25.0          1.1      0.3         4.                 D027500300511 
   1792.0   30.0          2.0      0.4         4.                 D027500300512 
   1792.0   35.0          1.3      0.4         4.                 D027500300513 
   1807.1   12.0          2.7      0.6         3.                 D027500300514 
   1807.1   16.0          7.2      1.0         3.                 D027500300515 
   1807.1   20.0         10.7      0.9         3.                 D027500300516 
   1807.1   25.0          3.5      0.5         3.                 D027500300517 
   1807.1   30.0          4.0      0.6         3.                 D027500300518 
   1807.1   35.0          4.4      0.5         3.                 D027500300519 
   1813.3   12.0         48.7      1.6         2.                 D027500300520 
   1813.3   16.0         48.5      1.6         2.                 D027500300521 
   1813.3   20.0         32.0      1.3         2.                 D027500300522 
   1813.3   25.0         23.3      1.0         2.                 D027500300523 
   1813.3   30.0         25.2      1.2         2.                 D027500300524 
   1813.3   35.0         19.1      0.8         2.                 D027500300525 
   1823.8   12.0          4.2      0.7         1.                 D027500300526 
   1823.8   16.0          2.5      0.6         1.                 D027500300527 
   1823.8   20.0          4.7      0.6         1.                 D027500300528 
   1823.8   25.0          1.9      0.5         1.                 D027500300529 
   1823.8   30.0          1.6      0.7         1.                 D027500300530 
   1823.8   35.0          1.7      0.4         1.                 D027500300531 
   1830.8   12.0          8.7      0.8         2.                 D027500300532 
   1830.8   16.0          7.6      0.7         2.                 D027500300533 
   1830.8   20.0          6.2      0.6         2.                 D027500300534 
   1830.8   25.0          3.3      0.5         2.                 D027500300535 
   1830.8   30.0          4.6      0.5         2.                 D027500300536 
   1830.8   35.0          2.9      0.4         2.                 D027500300537 
   1841.1   12.0         47.5      1.6         0.                 D027500300538 
   1841.1   16.0        197.0      2.9         0.                 D027500300539 
   1841.1   20.0        183.0      2.8         0.                 D027500300540 
   1841.1   25.0         83.9      1.6         0.                 D027500300541 
   1841.1   30.0         89.7      1.6         0.                 D027500300542 
   1841.1   35.0         63.1      1.4         0.                 D027500300543 
   1850.8   12.0          4.4      0.7         0.                 D027500300544 
   1850.8   16.0          9.8      1.0         0.                 D027500300545 
   1850.8   20.0         11.3      1.1         0.                 D027500300546 
   1850.8   25.0          4.0      0.5         0.                 D027500300547 
   1850.8   30.0          4.0      0.5         0.                 D027500300548 
   1850.8   35.0          4.7      0.7         0.                 D027500300549 
   1859.4   12.0          2.7      0.5         3.                 D027500300550 
   1859.4   16.0          3.5      0.6         3.                 D027500300551 
   1859.4   20.0          4.4      0.6         3.                 D027500300552 
   1859.4   25.0          2.7      0.6         3.                 D027500300553 
   1859.4   30.0          2.9      0.4         3.                 D027500300554 
   1859.4   35.0          2.0      0.4         3.                 D027500300555 
   1868.2   12.0         31.7      1.6         2.                 D027500300556 
   1868.2   16.0         38.0      1.7         2.                 D027500300557 
   1868.2   20.0         28.5      1.3         2.                 D027500300558 
   1868.2   25.0         15.7      1.0         2.                 D027500300559 
   1868.2   30.0         17.4      1.0         2.                 D027500300560 
   1868.2   35.0         15.7      0.9         2.                 D027500300561 
   1874.2   12.0         19.8      1.5         2.                 D027500300562 
   1874.2   16.0         24.7      1.5         2.                 D027500300563 
   1874.2   20.0         16.4      1.2         2.                 D027500300564 
   1874.2   25.0          8.1      0.9         2.                 D027500300565 
   1874.2   30.0         11.5      1.0         2.                 D027500300566 
   1874.2   35.0          9.7      0.8         2.                 D027500300567 
   1883.5   12.0         41.2      1.6         2.                 D027500300568 
   1883.5   16.0         31.4      1.3         2.                 D027500300569 
   1883.5   20.0         31.2      1.2         2.                 D027500300570 
   1883.5   25.0         19.5      0.9         2.                 D027500300571 
   1883.5   30.0         18.4      0.8         2.                 D027500300572 
   1883.5   35.0         21.2      0.8         2.                 D027500300573 
   1891.5   12.0          6.9      0.9         2.                 D027500300574 
   1891.5   16.0          8.6      0.9         2.                 D027500300575 
   1891.5   20.0          5.8      0.7         2.                 D027500300576 
   1891.5   25.0          2.3      0.6         2.                 D027500300577 
   1891.5   30.0          4.6      0.6         2.                 D027500300578 
   1891.5   35.0          5.5      0.5         2.                 D027500300579 
   1899.7   12.0          9.2      0.8         2.                 D027500300580 
   1899.7   16.0          9.7      0.7         2.                 D027500300581 
   1899.7   20.0          8.3      0.7         2.                 D027500300582 
   1899.7   25.0          6.2      0.5         2.                 D027500300583 
   1899.7   30.0          7.6      0.5         2.                 D027500300584 
   1899.7   35.0          5.0      0.5         2.                 D027500300585 
   1909.4   12.0         10.6      0.9         2.                 D027500300586 
   1909.4   16.0         12.8      0.9         2.                 D027500300587 
   1909.4   20.0          7.3      0.6         2.                 D027500300588 
   1909.4   25.0          4.6      0.5         2.                 D027500300589 
   1909.4   30.0          6.5      0.5         2.                 D027500300590 
   1909.4   35.0          4.3      0.4         2.                 D027500300591 
   1917.9   12.0         14.5      1.0         2.                 D027500300592 
   1917.9   16.0         18.6      1.0         2.                 D027500300593 
   1917.9   20.0         11.4      0.7         2.                 D027500300594 
   1917.9   25.0          7.2      0.6         2.                 D027500300595 
   1917.9   30.0         12.1      0.8         2.                 D027500300596 
   1917.9   35.0         10.9      0.6         2.                 D027500300597 
   1925.9   12.0          6.9      1.0         2.                 D027500300598 
   1925.9   16.0          2.3      0.7         2.                 D027500300599 
   1925.9   25.0          3.9      0.9         2.                 D027500300600 
   1925.9   30.0          5.2      0.6         2.                 D027500300601 
   1930.0   12.0          5.3      1.1         3.                 D027500300602 
   1930.0   16.0          6.0      2.0         3.                 D027500300603 
   1930.0   20.0          8.2      0.6         3.                 D027500300604 
   1930.0   25.0          4.7      0.8         3.                 D027500300605 
   1930.0   30.0          2.9      0.5         3.                 D027500300606 
   1930.0   35.0          5.5      0.5         3.                 D027500300607 
   1938.4   12.0          4.6      0.7         4.                 D027500300608 
   1938.4   16.0          5.7      0.7         4.                 D027500300609 
   1938.4   20.0          8.9      0.7         4.                 D027500300610 
   1938.4   25.0          8.3      0.6         4.                 D027500300611 
   1938.4   30.0          6.5      0.6         4.                 D027500300612 
   1938.4   35.0          4.3      0.5         4.                 D027500300613 
   1946.2   12.0         11.1      0.9         1.                 D027500300614 
   1946.2   16.0          4.5      0.6         1.                 D027500300615 
   1946.2   20.0          6.1      0.6         1.                 D027500300616 
   1946.2   25.0          6.3      0.6         1.                 D027500300617 
   1946.2   30.0          4.4      0.5         1.                 D027500300618 
   1946.2   35.0          4.6      0.5         1.                 D027500300619 
   1954.6   12.0         21.4      1.8         1.                 D027500300620 
   1954.6   16.0          6.3      1.2         1.                 D027500300621 
   1954.6   20.0         13.2      1.1         1.                 D027500300622 
   1954.6   25.0         14.8      1.1         1.                 D027500300623 
   1954.6   30.0          7.0      0.7         1.                 D027500300624 
   1954.6   35.0          7.6      0.7         1.                 D027500300625 
   1964.6   12.0        664.0      9.1         2.                 D027500300626 
   1964.6   16.0        707.0      9.6         2.                 D027500300627 
   1964.6   20.0        408.1      5.6         2.                 D027500300628 
   1964.6   25.0        253.1      4.5         2.                 D027500300629 
   1964.6   30.0        404.7      4.8         2.                 D027500300630 
   1964.6   35.0        311.7      4.0         2.                 D027500300631 
   1972.5   12.0         41.6      3.5         2.                 D027500300632 
   1972.5   16.0         45.6      4.0         2.                 D027500300633 
   1972.5   20.0         23.8      2.3         2.                 D027500300634 
   1972.5   25.0         22.6      2.3         2.                 D027500300635 
   1972.5   30.0         30.2      2.3         2.                 D027500300636 
   1972.5   35.0         28.9      2.1         2.                 D027500300637 
   1980.3   12.0         23.3      2.1         0.                 D027500300638 
   1980.3   16.0         45.6      2.9         0.                 D027500300639 
   1980.3   20.0         34.4      1.7         0.                 D027500300640 
   1980.3   25.0         21.3      1.6         0.                 D027500300641 
   1980.3   30.0         25.8      1.4         0.                 D027500300642 
   1980.3   35.0         17.4      1.2         0.                 D027500300643 
   1989.0   12.0         22.3      4.6         1.                 D027500300644 
   1989.0   16.0          9.1      1.7         1.                 D027500300645 
   1989.0   20.0          7.7      1.1         1.                 D027500300646 
   1989.0   25.0          7.2      1.3         1.                 D027500300647 
   1989.0   30.0          6.4      0.8         1.                 D027500300648 
   1989.0   35.0          8.4      0.9         1.                 D027500300649 
   1997.1   12.0         44.6      4.8         0.                 D027500300650 
   1997.1   16.0        142.2      4.3         0.                 D027500300651 
   1997.1   20.0        150.9      3.3         0.                 D027500300652 
   1997.1   25.0         74.9      2.4         0.                 D027500300653 
   1997.1   30.0         70.8      1.9         0.                 D027500300654 
   1997.1   35.0         56.6      1.6         0.                 D027500300655 
   2006.4   12.0         11.9      2.2         3.                 D027500300656 
   2006.4   16.0         18.7      2.4         3.                 D027500300657 
   2006.4   20.0         16.8      1.5         3.                 D027500300658 
   2006.4   25.0         11.2      1.4         3.                 D027500300659 
   2006.4   30.0         11.6      1.0         3.                 D027500300660 
   2006.4   35.0          9.5      0.9         3.                 D027500300661 
   2012.9   12.0         16.1      2.6         3.                 D027500300662 
   2012.9   16.0         12.9      2.0         3.                 D027500300663 
   2012.9   20.0         11.6      1.2         3.                 D027500300664 
   2012.9   25.0         12.9      1.1         3.                 D027500300665 
   2012.9   30.0          5.4      0.7         3.                 D027500300666 
   2012.9   35.0          6.4      0.8         3.                 D027500300667 
   2032.7   12.0        123.5      4.8         2.                 D027500300668 
   2032.7   16.0        129.6      5.4         2.                 D027500300669 
   2032.7   20.0         82.1      3.3         2.                 D027500300670 
   2032.7   25.0         49.7      3.7         2.                 D027500300671 
   2032.7   30.0         73.1      2.6         2.                 D027500300672 
   2032.7   35.0         60.5      2.3         2.                 D027500300673 
   2039.3   12.0         98.9      4.8         2.                 D027500300674 
   2039.3   16.0         94.5      6.0         2.                 D027500300675 
   2039.3   20.0         56.2      3.8         2.                 D027500300676 
   2039.3   25.0         41.3      3.4         2.                 D027500300677 
   2039.3   30.0         59.4      3.1         2.                 D027500300678 
   2039.3   35.0         41.0      2.3         2.                 D027500300679 
   2044.5   12.0         21.0      3.1         3.                 D027500300680 
   2044.5   16.0         33.2      5.7         3.                 D027500300681 
   2044.5   20.0         23.4      3.7         3.                 D027500300682 
   2044.5   25.0         19.9      3.4         3.                 D027500300683 
   2044.5   30.0         16.9      2.9         3.                 D027500300684 
   2044.5   35.0         12.3      2.0         3.                 D027500300685 
   2051.9   12.0         15.9      2.0         0.                 D027500300686 
   2051.9   16.0         33.5      2.4         0.                 D027500300687 
   2051.9   20.0         34.8      1.8         0.                 D027500300688 
   2051.9   25.0         16.5      1.3         0.                 D027500300689 
   2051.9   30.0         16.3      1.1         0.                 D027500300690 
   2051.9   35.0         14.0      1.1         0.                 D027500300691 
   2073.7   12.0         48.6      5.7         1.                 D027500300692 
   2073.7   16.0         22.3      1.8         1.                 D027500300693 
   2073.7   20.0         36.2      1.6         1.                 D027500300694 
   2073.7   25.0         28.7      1.0         1.                 D027500300695 
   2073.7   30.0         21.3      1.1         1.                 D027500300696 
   2073.7   35.0         20.5      1.1         1.                 D027500300697 
   2081.5   12.0         13.1      4.2         1.                 D027500300698 
   2081.5   16.0         15.2      1.6         1.                 D027500300699 
   2081.5   20.0         14.1      1.3         1.                 D027500300700 
   2081.5   25.0         12.3      0.8         1.                 D027500300701 
   2081.5   30.0         14.3      1.0         1.                 D027500300702 
   2081.5   35.0         12.7      0.9         1.                 D027500300703 
   2092.7   12.0        117.2      7.1         2.                 D027500300704 
   2092.7   16.0        128.3      3.4         2.                 D027500300705 
   2092.7   20.0         80.6      2.0         2.                 D027500300706 
   2092.7   25.0         46.2      1.2         2.                 D027500300707 
   2092.7   30.0         76.1      1.8         2.                 D027500300708 
   2092.7   35.0         57.2      3.0         2.                 D027500300709 
   2104.5   12.0         51.0      4.9         2.                 D027500300710 
   2104.5   16.0         52.9      2.3         2.                 D027500300711 
   2104.5   20.0         32.4      1.3         2.                 D027500300712 
   2104.5   25.0         21.2      0.9         2.                 D027500300713 
   2104.5   30.0         30.7      1.3         2.                 D027500300714 
   2104.5   35.0         21.0      1.3         2.                 D027500300715 
   2114.9   12.0         43.4      4.5         2.                 D027500300716 
   2114.9   16.0         25.5      1.7         2.                 D027500300717 
   2114.9   20.0         27.0      1.2         2.                 D027500300718 
   2114.9   25.0         26.1      1.0         2.                 D027500300719 
   2114.9   30.0         20.8      1.1         2.                 D027500300720 
   2114.9   35.0         17.2      0.9         2.                 D027500300721 
   2125.5   12.0         52.6      5.1         1.                 D027500300722 
   2125.5   16.0         10.6      1.1         1.                 D027500300723 
   2125.5   20.0         10.3      0.8         1.                 D027500300724 
   2125.5   25.0          6.2      0.5         1.                 D027500300725 
