ENTRY            D0977   20200414                             D127D097700000001 
SUBENT        D0977001   20200414                             D127D097700100001 
BIB                 10         25                                 D097700100002 
TITLE      Differential cross section measurements of the         D097700100003 
            9Be(3He,p)11B reaction for NRA applications           D097700100004 
AUTHOR     (G.Provatas, S.Fazinic, N.Soic, N.Vukman, D.Cosic,     D097700100005 
            M.Krmpotic, M.Vuksic, A.Crnjac, R.Popocovski,         D097700100006 
            L.Palada, P.Colovic, D.Dell'Aquila, I.Gasparic,       D097700100007 
            D.Jelavic Malenica, T.Mijatovic, M.Uroic)             D097700100008 
INSTITUTE  (3CRORBZ)                                              D097700100009 
REFERENCE  (J,NIM/B,472,36,2020)                                  D097700100010 
FACILITY   (VDGT,3CRORBZ) 1 MV Tandetron accelerator (TDT)        D097700100011 
SAMPLE     A thin 9Be layer (65(10%) ug/cm2 thick) evaporated on  D097700100012 
            top of a self supporting Au foil (73(10%) ug/cm2      D097700100013 
            thick).                                               D097700100014 
           The nominal thickness was checked by proton-EBS        D097700100015 
            measurement at Ep=2 MeV which also confirmed that     D097700100016 
            C and O impurities were not greater than 5 ug/cm2.    D097700100017 
METHOD     (BCINT)                                                D097700100018 
DETECTOR   (SISD) Two double-sided Si strip detectors (1.5 mm     D097700100019 
            thick 16x16 segments, 50x50 mm2 area) placed 12 cm    D097700100020 
            from the target.                                      D097700100021 
           The solid angle was determined by measurement of       D097700100022 
            elastic scattering by additional irradiation with     D097700100023 
            an accuracy of 3%.                                    D097700100024 
STATUS     (APRVD) Approved by Georgios Provatas (2020-04-14)     D097700100025 
HISTORY    (20190409R) On. Data received from Georgios Provatas.  D097700100026 
           (20190409C) On                                         D097700100027 
ENDBIB              25          0                                 D097700100028 
NOCOMMON             0          0                                 D097700100029 
ENDSUBENT           28          0                                 D097700199999 
SUBENT        D0977002   20200414                             D127D097700200001 
BIB                  3          8                                 D097700200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA)                           D097700200003 
ERR-ANALYS (EN-ERR) Energy straggling in the target determined    D097700200004 
            with SRIM                                             D097700200005 
           (ERR-T) Total uncertainty originated from statistics   D097700200006 
            as well as                                            D097700200007 
           (ERR-1) solid angle determination (3%)                 D097700200008 
           (ERR-2) target thickness          (3%)                 D097700200009 
STATUS     (TABLE) On. Data received from Georgios Provatas.      D097700200010 
ENDBIB               8          0                                 D097700200011 
COMMON               2          3                                 D097700200012 
ERR-1      ERR-2                                                  D097700200013 
PER-CENT   PER-CENT                                               D097700200014 
 3.         3.                                                    D097700200015 
ENDCOMMON            3          0                                 D097700200016 
DATA                 6       4680                                 D097700200017 
Q-VAL      ANG        EN         EN-ERR     DATA       ERR-T      D097700200018 
  5876.92   147.00     2797.050   52.810     0.392      0.041     D097700202227 
  5876.92   147.00     2857.910   52.120     0.344      0.040     D097700202228 
  5876.92   149.00     1275.550   80.010     0.078      0.009     D097700202229 
  5876.92   149.00     1336.410   78.370     0.104      0.012     D097700202230 
  5876.92   149.00     1397.270   76.790     0.093      0.011     D097700202231 
  5876.92   149.00     1458.130   75.270     0.122      0.011     D097700202232 
  5876.92   149.00     1518.990   73.800     0.137      0.014     D097700202233 
  5876.92   149.00     1579.850   72.390     0.222      0.019     D097700202234 
  5876.92   149.00     1640.710   71.030     0.286      0.024     D097700202235 
  5876.92   149.00     1701.570   69.730     0.298      0.027     D097700202236 
  5876.92   149.00     1762.430   68.470     0.294      0.027     D097700202237 
  5876.92   149.00     1823.290   67.260     0.324      0.030     D097700202238 
  5876.92   149.00     1884.150   66.090     0.348      0.033     D097700202239 
  5876.92   149.00     1945.010   64.970     0.343      0.030     D097700202240 
  5876.92   149.00     2005.870   63.890     0.301      0.028     D097700202241 
  5876.92   149.00     2066.730   62.850     0.265      0.028     D097700202242 
  5876.92   149.00     2127.590   61.850     0.309      0.033     D097700202243 
  5876.92   149.00     2188.450   60.880     0.303      0.031     D097700202244 
  5876.92   149.00     2249.310   59.950     0.351      0.037     D097700202245 
  5876.92   149.00     2310.170   59.050     0.315      0.035     D097700202246 
  5876.92   149.00     2371.030   58.190     0.286      0.032     D097700202247 
  5876.92   149.00     2431.890   57.350     0.282      0.031     D097700202248 
  5876.92   149.00     2492.750   56.530     0.242      0.028     D097700202249 
  5876.92   149.00     2553.610   55.750     0.340      0.036     D097700202250 
  5876.92   149.00     2614.470   54.980     0.249      0.032     D097700202251 
  5876.92   149.00     2675.330   54.240     0.299      0.039     D097700202252 
  5876.92   149.00     2705.760   53.880     0.273      0.034     D097700202253 
  5876.92   149.00     2736.190   53.520     0.322      0.036     D097700202254 
  5876.92   149.00     2797.050   52.810     0.372      0.038     D097700202255 
  5876.92   149.00     2857.910   52.120     0.314      0.046     D097700202256 
  5876.92   151.00     1275.550   80.010     0.080      0.010     D097700202257 
  5876.92   151.00     1336.410   78.370     0.096      0.012     D097700202258 
  5876.92   151.00     1397.270   76.790     0.099      0.012     D097700202259 
  5876.92   151.00     1458.130   75.270     0.133      0.012     D097700202260 
  5876.92   151.00     1518.990   73.800     0.138      0.014     D097700202261 
  5876.92   151.00     1579.850   72.390     0.225      0.020     D097700202262 
  5876.92   151.00     1640.710   71.030     0.295      0.025     D097700202263 
  5876.92   151.00     1701.570   69.730     0.306      0.029     D097700202264 
  5876.92   151.00     1762.430   68.470     0.282      0.027     D097700202265 
  5876.92   151.00     1823.290   67.260     0.292      0.029     D097700202266 
  5876.92   151.00     1884.150   66.090     0.337      0.033     D097700202267 
  5876.92   151.00     1945.010   64.970     0.331      0.030     D097700202268 
  5876.92   151.00     2005.870   63.890     0.293      0.028     D097700202269 
  5876.92   151.00     2066.730   62.850     0.255      0.028     D097700202270 
  5876.92   151.00     2127.590   61.850     0.245      0.029     D097700202271 
  5876.92   151.00     2188.450   60.880     0.266      0.029     D097700202272 
  5876.92   151.00     2249.310   59.950     0.293      0.034     D097700202273 
  5876.92   151.00     2310.170   59.050     0.263      0.032     D097700202274 
  5876.92   151.00     2371.030   58.190     0.293      0.033     D097700202275 
  5876.92   151.00     2431.890   57.350     0.250      0.029     D097700202276 
  5876.92   151.00     2492.750   56.530     0.263      0.030     D097700202277 
  5876.92   151.00     2553.610   55.750     0.318      0.034     D097700202278 
  5876.92   151.00     2614.470   54.980     0.278      0.033     D097700202279 
  5876.92   151.00     2675.330   54.240     0.294      0.039     D097700202280 
  5876.92   151.00     2705.760   53.880     0.229      0.032     D097700202281 
  5876.92   151.00     2736.190   53.520     0.349      0.039     D097700202282 
  5876.92   151.00     2797.050   52.810     0.384      0.040     D097700202283 
  5876.92   151.00     2857.910   52.120     0.306      0.039     D097700202284 
  5876.92   153.00     1275.550   80.010     0.080      0.009     D097700202285 
  5876.92   153.00     1336.410   78.370     0.094      0.011     D097700202286 
  5876.92   153.00     1397.270   76.790     0.091      0.010     D097700202287 
  5876.92   153.00     1458.130   75.270     0.114      0.011     D097700202288 
  5876.92   153.00     1518.990   73.800     0.129      0.013     D097700202289 
  5876.92   153.00     1579.850   72.390     0.217      0.019     D097700202290 
  5876.92   153.00     1640.710   71.030     0.265      0.023     D097700202291 
  5876.92   153.00     1701.570   69.730     0.276      0.026     D097700202292 
  5876.92   153.00     1762.430   68.470     0.283      0.026     D097700202293 
  5876.92   153.00     1823.290   67.260     0.296      0.028     D097700202294 
  5876.92   153.00     1884.150   66.090     0.323      0.031     D097700202295 
  5876.92   153.00     1945.010   64.970     0.284      0.026     D097700202296 
  5876.92   153.00     2005.870   63.890     0.279      0.026     D097700202297 
  5876.92   153.00     2066.730   62.850     0.274      0.028     D097700202298 
  5876.92   153.00     2127.590   61.850     0.240      0.027     D097700202299 
  5876.92   153.00     2188.450   60.880     0.217      0.025     D097700202300 
  5876.92   153.00     2249.310   59.950     0.241      0.028     D097700202301 
  5876.92   153.00     2310.170   59.050     0.259      0.030     D097700202302 
  5876.92   153.00     2371.030   58.190     0.265      0.029     D097700202303 
  5876.92   153.00     2431.890   57.350     0.198      0.024     D097700202304 
  5876.92   153.00     2492.750   56.530     0.249      0.028     D097700202305 
  5876.92   153.00     2553.610   55.750     0.276      0.030     D097700202306 
  5876.92   153.00     2614.470   54.980     0.201      0.031     D097700202307 
  5876.92   153.00     2675.330   54.240     0.326      0.040     D097700202308 
  5876.92   153.00     2705.760   53.880     0.243      0.031     D097700202309 
  5876.92   153.00     2736.190   53.520     0.309      0.034     D097700202310 
  5876.92   153.00     2797.050   52.810     0.333      0.035     D097700202311 
  5876.92   153.00     2857.910   52.120     0.303      0.035     D097700202312 
  5876.92   154.00     1275.550   80.010     0.088      0.010     D097700202313 
  5876.92   154.00     1336.410   78.370     0.090      0.011     D097700202314 
  5876.92   154.00     1397.270   76.790     0.098      0.012     D097700202315 
  5876.92   154.00     1458.130   75.270     0.123      0.012     D097700202316 
  5876.92   154.00     1518.990   73.800     0.134      0.014     D097700202317 
  5876.92   154.00     1579.850   72.390     0.218      0.019     D097700202318 
  5876.92   154.00     1640.710   71.030     0.297      0.026     D097700202319 
  5876.92   154.00     1701.570   69.730     0.282      0.027     D097700202320 
  5876.92   154.00     1762.430   68.470     0.290      0.028     D097700202321 
  5876.92   154.00     1823.290   67.260     0.291      0.028     D097700202322 
  5876.92   154.00     1884.150   66.090     0.294      0.030     D097700202323 
  5876.92   154.00     1945.010   64.970     0.326      0.029     D097700202324 
  5876.92   154.00     2005.870   63.890     0.279      0.027     D097700202325 
  5876.92   154.00     2066.730   62.850     0.285      0.030     D097700202326 
  5876.92   154.00     2127.590   61.850     0.259      0.029     D097700202327 
  5876.92   154.00     2188.450   60.880     0.236      0.027     D097700202328 
  5876.92   154.00     2249.310   59.950     0.259      0.031     D097700202329 
  5876.92   154.00     2310.170   59.050     0.268      0.032     D097700202330 
  5876.92   154.00     2371.030   58.190     0.234      0.028     D097700202331 
  5876.92   154.00     2431.890   57.350     0.234      0.028     D097700202332 
  5876.92   154.00     2492.750   56.530     0.220      0.027     D097700202333 
  5876.92   154.00     2553.610   55.750     0.312      0.034     D097700202334 
  5876.92   154.00     2614.470   54.980     0.231      0.033     D097700202335 
  5876.92   154.00     2675.330   54.240     0.349      0.043     D097700202336 
  5876.92   154.00     2705.760   53.880     0.248      0.033     D097700202337 
  5876.92   154.00     2736.190   53.520     0.380      0.042     D097700202338 
  5876.92   154.00     2797.050   52.810     0.364      0.038     D097700202339 
  5876.92   154.00     2857.910   52.120     0.325      0.039     D097700202340 
  5876.92   156.00     1275.550   80.010     0.089      0.011     D097700202341 
  5876.92   156.00     1336.410   78.370     0.091      0.011     D097700202342 
  5876.92   156.00     1397.270   76.790     0.095      0.011     D097700202343 
  5876.92   156.00     1458.130   75.270     0.119      0.012     D097700202344 
  5876.92   156.00     1518.990   73.800     0.142      0.014     D097700202345 
  5876.92   156.00     1579.850   72.390     0.213      0.019     D097700202346 
  5876.92   156.00     1640.710   71.030     0.298      0.026     D097700202347 
  5876.92   156.00     1701.570   69.730     0.315      0.029     D097700202348 
  5876.92   156.00     1762.430   68.470     0.291      0.028     D097700202349 
  5876.92   156.00     1823.290   67.260     0.288      0.028     D097700202350 
  5876.92   156.00     1884.150   66.090     0.347      0.033     D097700202351 
  5876.92   156.00     1945.010   64.970     0.287      0.027     D097700202352 
  5876.92   156.00     2005.870   63.890     0.301      0.029     D097700202353 
  5876.92   156.00     2066.730   62.850     0.227      0.026     D097700202354 
  5876.92   156.00     2127.590   61.850     0.230      0.028     D097700202355 
  5876.92   156.00     2188.450   60.880     0.276      0.030     D097700202356 
  5876.92   156.00     2249.310   59.950     0.209      0.028     D097700202357 
  5876.92   156.00     2310.170   59.050     0.250      0.030     D097700202358 
  5876.92   156.00     2371.030   58.190     0.265      0.031     D097700202359 
  5876.92   156.00     2431.890   57.350     0.261      0.030     D097700202360 
  5876.92   156.00     2492.750   56.530     0.229      0.027     D097700202361 
  5876.92   156.00     2553.610   55.750     0.284      0.033     D097700202362 
  5876.92   156.00     2614.470   54.980     0.210      0.031     D097700202363 
  5876.92   156.00     2675.330   54.240     0.333      0.042     D097700202364 
  5876.92   156.00     2705.760   53.880     0.238      0.032     D097700202365 
  5876.92   156.00     2736.190   53.520     0.285      0.034     D097700202366 
  5876.92   156.00     2797.050   52.810     0.379      0.039     D097700202367 
  5876.92   156.00     2857.910   52.120     0.329      0.038     D097700202368 
  5876.92   158.00     1275.550   80.010     0.080      0.009     D097700202369 
  5876.92   158.00     1336.410   78.370     0.086      0.010     D097700202370 
  5876.92   158.00     1397.270   76.790     0.098      0.011     D097700202371 
  5876.92   158.00     1458.130   75.270     0.123      0.012     D097700202372 
  5876.92   158.00     1518.990   73.800     0.124      0.013     D097700202373 
  5876.92   158.00     1579.850   72.390     0.222      0.019     D097700202374 
  5876.92   158.00     1640.710   71.030     0.308      0.026     D097700202375 
  5876.92   158.00     1701.570   69.730     0.304      0.028     D097700202376 
  5876.92   158.00     1762.430   68.470     0.307      0.028     D097700202377 
  5876.92   158.00     1823.290   67.260     0.337      0.032     D097700202378 
  5876.92   158.00     1884.150   66.090     0.316      0.032     D097700202379 
  5876.92   158.00     1945.010   64.970     0.322      0.029     D097700202380 
  5876.92   158.00     2005.870   63.890     0.286      0.027     D097700202381 
  5876.92   158.00     2066.730   62.850     0.244      0.027     D097700202382 
  5876.92   158.00     2127.590   61.850     0.242      0.027     D097700202383 
  5876.92   158.00     2188.450   60.880     0.245      0.027     D097700202384 
  5876.92   158.00     2249.310   59.950     0.217      0.027     D097700202385 
  5876.92   158.00     2310.170   59.050     0.232      0.029     D097700202386 
  5876.92   158.00     2371.030   58.190     0.230      0.028     D097700202387 
  5876.92   158.00     2431.890   57.350     0.251      0.029     D097700202388 
  5876.92   158.00     2492.750   56.530     0.259      0.029     D097700202389 
  5876.92   158.00     2553.610   55.750     0.265      0.030     D097700202390 
  5876.92   158.00     2614.470   54.980     0.193      0.029     D097700202391 
  5876.92   158.00     2675.330   54.240     0.281      0.037     D097700202392 
  5876.92   158.00     2705.760   53.880     0.192      0.028     D097700202393 
  5876.92   158.00     2736.190   53.520     0.323      0.037     D097700202394 
  5876.92   158.00     2797.050   52.810     0.358      0.038     D097700202395 
  5876.92   158.00     2857.910   52.120     0.402      0.041     D097700202396 
  5876.92   160.00     1275.550   80.010     0.078      0.010     D097700202397 
  5876.92   160.00     1336.410   78.370     0.105      0.012     D097700202398 
  5876.92   160.00     1397.270   76.790     0.113      0.012     D097700202399 
  5876.92   160.00     1458.130   75.270     0.131      0.012     D097700202400 
  5876.92   160.00     1518.990   73.800     0.150      0.014     D097700202401 
  5876.92   160.00     1579.850   72.390     0.198      0.018     D097700202402 
  5876.92   160.00     1640.710   71.030     0.325      0.027     D097700202403 
  5876.92   160.00     1701.570   69.730     0.293      0.028     D097700202404 
  5876.92   160.00     1762.430   68.470     0.297      0.028     D097700202405 
  5876.92   160.00     1823.290   67.260     0.331      0.031     D097700202406 
  5876.92   160.00     1884.150   66.090     0.337      0.032     D097700202407 
  5876.92   160.00     1945.010   64.970     0.312      0.028     D097700202408 
  5876.92   160.00     2005.870   63.890     0.271      0.026     D097700202409 
  5876.92   160.00     2066.730   62.850     0.249      0.027     D097700202410 
  5876.92   160.00     2127.590   61.850     0.234      0.027     D097700202411 
  5876.92   160.00     2188.450   60.880     0.224      0.026     D097700202412 
  5876.92   160.00     2249.310   59.950     0.210      0.026     D097700202413 
  5876.92   160.00     2310.170   59.050     0.205      0.027     D097700202414 
  5876.92   160.00     2371.030   58.190     0.202      0.025     D097700202415 
  5876.92   160.00     2431.890   57.350     0.246      0.029     D097700202416 
  5876.92   160.00     2492.750   56.530     0.207      0.025     D097700202417 
  5876.92   160.00     2553.610   55.750     0.281      0.031     D097700202418 
  5876.92   160.00     2614.470   54.980     0.239      0.035     D097700202419 
  5876.92   160.00     2675.330   54.240     0.236      0.034     D097700202420 
  5876.92   160.00     2705.760   53.880     0.243      0.033     D097700202421 
  5876.92   160.00     2736.190   53.520     0.290      0.034     D097700202422 
  5876.92   160.00     2797.050   52.810     0.399      0.040     D097700202423 
  5876.92   160.00     2857.910   52.120     0.310      0.037     D097700202424 
  5876.92   162.00     1275.550   80.010     0.078      0.012     D097700202425 
  5876.92   162.00     1336.410   78.370     0.094      0.014     D097700202426 
  5876.92   162.00     1397.270   76.790     0.116      0.016     D097700202427 
  5876.92   162.00     1458.130   75.270     0.117      0.014     D097700202428 
  5876.92   162.00     1518.990   73.800     0.151      0.018     D097700202429 
  5876.92   162.00     1579.850   72.390     0.224      0.023     D097700202430 
  5876.92   162.00     1640.710   71.030     0.290      0.029     D097700202431 
  5876.92   162.00     1701.570   69.730     0.301      0.034     D097700202432 
  5876.92   162.00     1762.430   68.470     0.306      0.034     D097700202433 
  5876.92   162.00     1823.290   67.260     0.306      0.035     D097700202434 
  5876.92   162.00     1884.150   66.090     0.333      0.040     D097700202435 
  5876.92   162.00     1945.010   64.970     0.318      0.034     D097700202436 
  5876.92   162.00     2005.870   63.890     0.252      0.030     D097700202437 
  5876.92   162.00     2066.730   62.850     0.233      0.033     D097700202438 
  5876.92   162.00     2127.590   61.850     0.257      0.035     D097700202439 
  5876.92   162.00     2188.450   60.880     0.279      0.037     D097700202440 
  5876.92   162.00     2249.310   59.950     0.251      0.037     D097700202441 
  5876.92   162.00     2310.170   59.050     0.282      0.042     D097700202442 
  5876.92   162.00     2371.030   58.190     0.234      0.037     D097700202443 
  5876.92   162.00     2431.890   57.350     0.220      0.033     D097700202444 
  5876.92   162.00     2492.750   56.530     0.219      0.034     D097700202445 
  5876.92   162.00     2553.610   55.750     0.265      0.038     D097700202446 
  5876.92   162.00     2614.470   54.980     0.224      0.042     D097700202447 
  5876.92   162.00     2675.330   54.240     0.348      0.054     D097700202448 
  5876.92   162.00     2705.760   53.880     0.365      0.051     D097700202449 
  5876.92   162.00     2736.190   53.520     0.358      0.051     D097700202450 
  5876.92   162.00     2797.050   52.810     0.430      0.052     D097700202451 
  5876.92   162.00     2857.910   52.120     0.361      0.048     D097700202452 
  5876.92   164.00     1275.550   80.010     0.075      0.107     D097700202453 
  5876.92   164.00     1397.270   76.790     0.109      0.137     D097700202454 
  5876.92   164.00     1458.130   75.270     0.124      0.017     D097700202455 
  5876.92   164.00     1518.990   73.800     0.128      0.020     D097700202456 
  5876.92   164.00     1579.850   72.390     0.211      0.026     D097700202457 
  5876.92   164.00     1640.710   71.030     0.326      0.036     D097700202458 
  5876.92   164.00     1701.570   69.730     0.322      0.042     D097700202459 
  5876.92   164.00     1762.430   68.470     0.313      0.042     D097700202460 
  5876.92   164.00     1823.290   67.260     0.339      0.045     D097700202461 
  5876.92   164.00     1884.150   66.090     0.367      0.049     D097700202462 
  5876.92   164.00     1945.010   64.970     0.365      0.044     D097700202463 
  5876.92   164.00     2005.870   63.890     0.292      0.039     D097700202464 
  5876.92   164.00     2188.450   60.880     0.233      0.040     D097700202465 
  5876.92   164.00     2310.170   59.050     0.275      0.049     D097700202466 
  5876.92   164.00     2371.030   58.190     0.241      0.043     D097700202467 
  5876.92   164.00     2431.890   57.350     0.199      0.037     D097700202468 
  5876.92   164.00     2492.750   56.530     0.230      0.041     D097700202469 
  5876.92   164.00     2553.610   55.750     0.353      0.055     D097700202470 
  5876.92   164.00     2614.470   54.980     0.346      0.055     D097700202471 
  5876.92   164.00     2736.190   53.520     0.358      0.060     D097700202472 
  5876.92   164.00     2797.050   52.810     0.479      0.066     D097700202473 
  5876.92   164.00     2857.910   52.120     0.369      0.064     D097700202474 
  5302.69   107.00     1275.550   80.010     0.054      0.009     D097700202475 
  5302.69   107.00     1336.410   78.370     0.068      0.012     D097700202476 
  5302.69   107.00     1397.270   76.790     0.065      0.012     D097700202477 
  5302.69   107.00     1458.130   75.270     0.068      0.010     D097700202478 
  5302.69   107.00     1518.990   73.800     0.102      0.015     D097700202479 
  5302.69   107.00     1579.850   72.390     0.122      0.016     D097700202480 
  5302.69   107.00     1640.710   71.030     0.184      0.022     D097700202481 
  5302.69   107.00     1701.570   69.730     0.159      0.023     D097700202482 
  5302.69   107.00     1762.430   68.470     0.145      0.021     D097700202483 
  5302.69   107.00     1823.290   67.260     0.234      0.031     D097700202484 
  5302.69   107.00     1945.010   64.970     0.293      0.033     D097700202485 
  5302.69   109.00     1275.550   80.010     0.065      0.010     D097700202486 
  5302.69   109.00     1336.410   78.370     0.061      0.010     D097700202487 
  5302.69   109.00     1397.270   76.790     0.046      0.009     D097700202488 
  5302.69   109.00     1458.130   75.270     0.071      0.009     D097700202489 
  5302.69   109.00     1518.990   73.800     0.097      0.013     D097700202490 
  5302.69   109.00     1579.850   72.390     0.131      0.015     D097700202491 
  5302.69   109.00     1640.710   71.030     0.152      0.018     D097700202492 
  5302.69   109.00     1701.570   69.730     0.144      0.020     D097700202493 
  5302.69   109.00     1762.430   68.470     0.163      0.021     D097700202494 
  5302.69   109.00     1823.290   67.260     0.172      0.022     D097700202495 
  5302.69   109.00     1843.580   66.860     0.125      0.022     D097700202496 
  5302.69   109.00     1884.150   66.090     0.237      0.029     D097700202497 
  5302.69   109.00     1945.010   64.970     0.279      0.030     D097700202498 
  5302.69   110.00     1275.550   80.010     0.057      0.009     D097700202499 
  5302.69   110.00     1336.410   78.370     0.074      0.011     D097700202500 
  5302.69   110.00     1397.270   76.790     0.055      0.009     D097700202501 
  5302.69   110.00     1458.130   75.270     0.053      0.008     D097700202502 
  5302.69   110.00     1518.990   73.800     0.082      0.012     D097700202503 
  5302.69   110.00     1579.850   72.390     0.100      0.012     D097700202504 
  5302.69   110.00     1640.710   71.030     0.164      0.019     D097700202505 
  5302.69   110.00     1701.570   69.730     0.164      0.022     D097700202506 
  5302.69   110.00     1762.430   68.470     0.160      0.022     D097700202507 
  5302.69   110.00     1823.290   67.260     0.180      0.023     D097700202508 
  5302.69   110.00     1884.150   66.090     0.203      0.027     D097700202509 
  5302.69   110.00     1945.010   64.970     0.212      0.025     D097700202510 
  5302.69   110.00     2005.870   63.890     0.198      0.023     D097700202511 
  5302.69   110.00     2066.730   62.850     0.243      0.030     D097700202512 
  5302.69   110.00     2127.590   61.850     0.239      0.030     D097700202513 
  5302.69   110.00     2188.450   60.880     0.278      0.033     D097700202514 
  5302.69   110.00     2249.310   59.950     0.241      0.032     D097700202515 
  5302.69   110.00     2310.170   59.050     0.337      0.041     D097700202516 
  5302.69   110.00     2371.030   58.190     0.280      0.036     D097700202517 
  5302.69   110.00     2431.890   57.350     0.314      0.036     D097700202518 
  5302.69   110.00     2675.330   54.240     0.358      0.050     D097700202519 
  5302.69   112.00     1275.550   80.010     0.052      0.008     D097700202520 
  5302.69   112.00     1336.410   78.370     0.050      0.009     D097700202521 
  5302.69   112.00     1397.270   76.790     0.050      0.009     D097700202522 
  5302.69   112.00     1458.130   75.270     0.055      0.008     D097700202523 
  5302.69   112.00     1518.990   73.800     0.073      0.011     D097700202524 
  5302.69   112.00     1579.850   72.390     0.109      0.013     D097700202525 
  5302.69   112.00     1640.710   71.030     0.164      0.020     D097700202526 
  5302.69   112.00     1701.570   69.730     0.144      0.020     D097700202527 
  5302.69   112.00     1762.430   68.470     0.157      0.021     D097700202528 
  5302.69   112.00     1823.290   67.260     0.201      0.026     D097700202529 
  5302.69   112.00     1884.150   66.090     0.198      0.026     D097700202530 
  5302.69   112.00     1945.010   64.970     0.217      0.025     D097700202531 
  5302.69   114.00     1275.550   80.010     0.038      0.007     D097700202532 
  5302.69   114.00     1336.410   78.370     0.058      0.010     D097700202533 
  5302.69   114.00     1397.270   76.790     0.053      0.009     D097700202534 
  5302.69   114.00     1458.130   75.270     0.053      0.007     D097700202535 
  5302.69   114.00     1518.990   73.800     0.072      0.010     D097700202536 
  5302.69   114.00     1579.850   72.390     0.093      0.012     D097700202537 
  5302.69   114.00     1640.710   71.030     0.122      0.016     D097700202538 
  5302.69   114.00     1701.570   69.730     0.164      0.021     D097700202539 
  5302.69   114.00     1762.430   68.470     0.140      0.020     D097700202540 
  5302.69   114.00     1823.290   67.260     0.159      0.022     D097700202541 
  5302.69   114.00     1884.150   66.090     0.214      0.028     D097700202542 
  5302.69   114.00     1945.010   64.970     0.240      0.027     D097700202543 
  5302.69   116.00     1275.550   80.010     0.048      0.008     D097700202544 
  5302.69   116.00     1336.410   78.370     0.057      0.010     D097700202545 
  5302.69   116.00     1397.270   76.790     0.066      0.010     D097700202546 
  5302.69   116.00     1458.130   75.270     0.051      0.007     D097700202547 
  5302.69   116.00     1518.990   73.800     0.086      0.012     D097700202548 
  5302.69   116.00     1579.850   72.390     0.093      0.012     D097700202549 
  5302.69   116.00     1640.710   71.030     0.150      0.018     D097700202550 
  5302.69   116.00     1701.570   69.730     0.157      0.022     D097700202551 
  5302.69   116.00     1762.430   68.470     0.166      0.022     D097700202552 
  5302.69   116.00     1823.290   67.260     0.159      0.023     D097700202553 
  5302.69   116.00     1884.150   66.090     0.191      0.027     D097700202554 
  5302.69   116.00     1945.010   64.970     0.220      0.027     D097700202555 
  5302.69   116.00     2005.870   63.890     0.189      0.024     D097700202556 
  5302.69   116.00     2127.590   61.850     0.188      0.027     D097700202557 
  5302.69   118.00     1275.550   80.010     0.033      0.007     D097700202558 
  5302.69   118.00     1336.410   78.370     0.049      0.008     D097700202559 
  5302.69   118.00     1397.270   76.790     0.046      0.008     D097700202560 
  5302.69   118.00     1458.130   75.270     0.056      0.007     D097700202561 
  5302.69   118.00     1518.990   73.800     0.049      0.008     D097700202562 
  5302.69   118.00     1579.850   72.390     0.120      0.013     D097700202563 
  5302.69   118.00     1640.710   71.030     0.141      0.016     D097700202564 
  5302.69   118.00     1701.570   69.730     0.151      0.020     D097700202565 
  5302.69   118.00     1762.430   68.470     0.172      0.021     D097700202566 
  5302.69   118.00     1823.290   67.260     0.179      0.023     D097700202567 
  5302.69   118.00     1884.150   66.090     0.189      0.026     D097700202568 
  5302.69   118.00     1945.010   64.970     0.260      0.028     D097700202569 
  5302.69   118.00     2005.870   63.890     0.246      0.028     D097700202570 
  5302.69   120.00     1275.550   80.010     0.039      0.007     D097700202571 
  5302.69   120.00     1336.410   78.370     0.055      0.009     D097700202572 
  5302.69   120.00     1397.270   76.790     0.049      0.008     D097700202573 
  5302.69   120.00     1458.130   75.270     0.056      0.008     D097700202574 
  5302.69   120.00     1518.990   73.800     0.045      0.008     D097700202575 
  5302.69   120.00     1579.850   72.390     0.095      0.012     D097700202576 
  5302.69   120.00     1640.710   71.030     0.115      0.015     D097700202577 
  5302.69   120.00     1701.570   69.730     0.129      0.019     D097700202578 
  5302.69   120.00     1762.430   68.470     0.142      0.019     D097700202579 
  5302.69   120.00     1823.290   67.260     0.237      0.028     D097700202580 
  5302.69   120.00     1884.150   66.090     0.203      0.026     D097700202581 
  5302.69   120.00     1945.010   64.970     0.199      0.025     D097700202582 
  5302.69   120.00     2005.870   63.890     0.215      0.025     D097700202583 
  5302.69   121.00     1275.550   80.010     0.044      0.008     D097700202584 
  5302.69   121.00     1336.410   78.370     0.049      0.008     D097700202585 
  5302.69   121.00     1397.270   76.790     0.049      0.012     D097700202586 
  5302.69   121.00     1458.130   75.270     0.056      0.008     D097700202587 
  5302.69   121.00     1518.990   73.800     0.071      0.010     D097700202588 
  5302.69   121.00     1579.850   72.390     0.093      0.012     D097700202589 
  5302.69   121.00     1640.710   71.030     0.143      0.017     D097700202590 
  5302.69   121.00     1701.570   69.730     0.162      0.022     D097700202591 
  5302.69   121.00     1762.430   68.470     0.162      0.021     D097700202592 
  5302.69   121.00     1823.290   67.260     0.194      0.025     D097700202593 
  5302.69   121.00     1884.150   66.090     0.195      0.027     D097700202594 
  5302.69   121.00     1945.010   64.970     0.252      0.028     D097700202595 
  5302.69   121.00     2005.870   63.890     0.243      0.029     D097700202596 
  5302.69   123.00     1275.550   80.010     0.031      0.005     D097700202597 
