ENTRY            C1739   20130426                             C130C173900000001 
SUBENT        C1739001   20130426                             C130C173900100001 
BIB                  8         29                                 C173900100002 
TITLE      Systematic study of the alpha-optical potential via    C173900100003 
            elastic scattering near the Z = 50 region for         C173900100004 
            p-process nuclei                                      C173900100005 
AUTHOR     (A.Palumbo, W.P.Tan, J.Gorres, A.Best, M.Couder,       C173900100006 
            R.Crowter, R.J.Deboer, S.Falahat, P.J.Leblanc,        C173900100007 
            H.Y.Lee, S.O'Brien, E.Strandberg, M.Wiescher,         C173900100008 
            J.P.Greene, Zs.Fulop, G.G.Kiss,  E.Somorjai,          C173900100009 
            N.Ozkan, G.Efe, R.T.Guray)                            C173900100010 
INSTITUTE  (1USANOT,1USAANL,3HUNDEB,2TUKKOC)                      C173900100011 
REFERENCE  (J,PR/C,85,035808,2012) Main reference                 C173900100012 
           (C,2008MACKIN,,(046),2008) preliminary data on 120Te   C173900100013 
FACILITY   (VDGT,1USANOT) FN tandem accelerator                   C173900100014 
DETECTOR   (SI) Thirty Si pin diode detectors were mounted on a   C173900100015 
            rotatable table which spanned an angular range from   C173900100016 
            22.5deg to 167.5deg in 2.5deg increments.             C173900100017 
           Two monitor detectors were placed at 15deg on either   C173900100018 
            side of the beam axis to correct for deviations in    C173900100019 
            the beam spot.                                        C173900100020 
ERR-ANALYS (ERR-T) Quadrature sum of the uncertainties due to     C173900100021 
                    - counting statistics                         C173900100022 
                    - angular position                            C173900100023 
                    - beam energy,                                C173900100024 
           (ERR-1)  - solid angle (1%)                            C173900100025 
HISTORY    (20090918C) Compiled by S.H.                           C173900100026 
           (20120331A) Main reference compiled by S.H.            C173900100027 
                       All data replaced by data from author.     C173900100028 
                       Subentry 2 updated - differential cross    C173900100029 
                       section added, subentries 3,4 deleted      C173900100030 
                       and subentries 5-10 added                  C173900100031 
ENDBIB              29          0                                 C173900100032 
COMMON               2          3                                 C173900100033 
ANG-ERR    ERR-1                                                  C173900100034 
ADEG       PER-CENT                                               C173900100035 
 0.01       1.                                                    C173900100036 
ENDCOMMON            3          0                                 C173900100037 
ENDSUBENT           36          0                                 C173900199999 
SUBENT        C1739002   20130426                             C130C173900200001 
BIB                  4         11                                 C173900200002 
REACTION  1(52-TE-120(A,EL)52-TE-120,,DA)                         C173900200003 
          2(52-TE-120(A,EL)52-TE-120,,DA,,RTH)                    C173900200004 
SAMPLE     (52-TE-120,ENR=0.994) Target in oxide form TeO2 with   C173900200005 
                                 thickness of 130 - 210 mu-g/cm2  C173900200006 
STATUS     (TABLE) Data presented in fig. 4 of the main reference C173900200007 
                   sent by author (W.P.T)                         C173900200008 
HISTORY    (20120331A) S.H. Data in original subentry 2 contained C173900200009 
            only ratios to Rutherford cross sections. DifferentialC173900200010 
            cross sections from main reference were added for     C173900200011 
            several incident energies                             C173900200012 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900200013 
ENDBIB              11          0                                 C173900200014 
NOCOMMON             0          0                                 C173900200015 
DATA                 6        296                                 C173900200016 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900200017 
       19.0       37.7   3.59E+03   3.58E+01   1.05E+00    .996   C173900700082 
       19.0       40.2   2.91E+03   2.91E+01   1.09E+00   1.00    C173900700083 
       19.0       42.7   2.36E+03   2.37E+01   1.12E+00   1.00    C173900700084 
       19.0       45.2   1.90E+03   1.92E+01   1.11E+00   1.01    C173900700085 
       19.0       47.7   1.53E+03   1.56E+01   1.10E+00   1.02    C173900700086 
       19.0       50.2   1.25E+03   1.28E+01   1.08E+00   1.03    C173900700087 
       19.0       52.7   1.00E+03   1.04E+01   1.04E+00   1.04    C173900700088 
       19.0       55.2   8.07E+02   8.46E+00   9.89E-01   1.05    C173900700089 
       19.0       57.7   6.44E+02   6.86E+00   9.28E-01   1.06    C173900700090 
       19.0       60.2   5.15E+02   5.59E+00   8.65E-01   1.08    C173900700091 
       19.0       62.7   4.14E+02   4.59E+00   8.01E-01   1.11    C173900700092 
       19.0       65.2   3.35E+02   3.80E+00   7.44E-01   1.14    C173900700093 
       19.0       67.7   2.71E+02   3.18E+00   6.88E-01   1.17    C173900700094 
       19.0       70.2   2.20E+02   2.67E+00   6.33E-01   1.21    C173900700095 
       19.0       72.7   1.77E+02   2.23E+00   5.71E-01   1.26    C173900700096 
       19.0       75.2   1.43E+02   1.88E+00   5.18E-01   1.31    C173900700097 
       19.0       77.7   1.18E+02   1.64E+00   4.78E-01   1.39    C173900700098 
       19.0       80.2   9.81E+01   1.41E+00   4.39E-01   1.44    C173900700099 
       19.0       82.7   8.00E+01   1.22E+00   3.95E-01   1.52    C173900700100 
       19.0       85.2   6.57E+01   1.06E+00   3.57E-01   1.62    C173900700101 
       19.0       87.7   5.61E+01   9.59E-01   3.33E-01   1.71    C173900700102 
       19.0       90.2   4.63E+01   8.48E-01   3.00E-01   1.83    C173900700103 
       19.0       92.7   3.80E+01   7.50E-01   2.67E-01   1.98    C173900700104 
       19.0       95.2   3.14E+01   4.11E-01   2.39E-01   1.31    C173900700105 
       19.0       97.7   2.69E+01   3.70E-01   2.21E-01   1.38    C173900700106 
       19.0      100.2   2.23E+01   3.20E-01   1.96E-01   1.44    C173900700107 
       19.0      102.7   1.89E+01   2.88E-01   1.78E-01   1.53    C173900700108 
       19.0      105.2   1.66E+01   2.58E-01   1.67E-01   1.56    C173900700109 
       19.0      107.7   1.46E+01   2.50E-01   1.57E-01   1.72    C173900700110 
       19.0      110.2   1.21E+01   2.21E-01   1.39E-01   1.82    C173900700111 
       19.0      112.7   1.10E+01   2.08E-01   1.33E-01   1.89    C173900700112 
       19.0      115.2   9.54E+00   1.93E-01   1.22E-01   2.03    C173900700113 
       19.0      117.7   8.48E+00   1.77E-01   1.14E-01   2.09    C173900700114 
       19.0      120.2   7.30E+00   1.61E-01   1.03E-01   2.20    C173900700115 
       19.0      122.7   6.25E+00   1.46E-01   9.25E-02   2.34    C173900700116 
       19.0      125.2   5.60E+00   1.38E-01   8.64E-02   2.46    C173900700117 
       19.0      127.7   5.10E+00   1.30E-01   8.21E-02   2.56    C173900700118 
       19.0      130.2   4.49E+00   1.22E-01   7.52E-02   2.72    C173900700119 
       19.0      132.8   4.07E+00   1.17E-01   7.08E-02   2.87    C173900700120 
       19.0      135.2   3.87E+00   1.15E-01   6.97E-02   2.96    C173900700121 
       19.0      137.7   3.66E+00   1.09E-01   6.82E-02   2.97    C173900700122 
       19.0      140.2   3.16E+00   1.03E-01   6.08E-02   3.26    C173900700123 
       19.0      142.7   2.98E+00   9.72E-02   5.89E-02   3.26    C173900700124 
       19.0      145.2   2.58E+00   8.95E-02   5.23E-02   3.48    C173900700125 
       19.0      147.7   2.47E+00   8.80E-02   5.15E-02   3.56    C173900700126 
       19.0      150.2   2.30E+00   8.51E-02   4.90E-02   3.70    C173900700127 
       19.0      152.7   2.28E+00   8.49E-02   4.95E-02   3.73    C173900700128 
       19.0      155.2   2.05E+00   8.03E-02   4.55E-02   3.91    C173900700129 
       19.0      157.7   2.06E+00   8.01E-02   4.65E-02   3.88    C173900700130 
       19.0      160.2   1.92E+00   7.72E-02   4.39E-02   4.02    C173900700131 
       19.0      162.7   1.91E+00   7.77E-02   4.43E-02   4.07    C173900700132 
       19.0      165.2   1.98E+00   8.01E-02   4.65E-02   4.04    C173900700133 
       22.0       15.3   8.74E+04   8.79E+02   1.00E+00   1.01    C173900700134 
       22.0       22.7   1.67E+04   1.66E+02   9.25E-01    .989   C173900700135 
       22.0       25.3   1.16E+04   1.15E+02   9.67E-01    .988   C173900700136 
       22.0       27.7   8.22E+03   8.12E+01   9.91E-01    .987   C173900700137 
       22.0       30.3   6.26E+03   6.19E+01   1.06E+00    .988   C173900700138 
       22.0       32.7   4.85E+03   4.77E+01   1.11E+00    .984   C173900700139 
       22.0       35.2   3.70E+03   3.64E+01   1.13E+00    .985   C173900700140 
       22.0       37.7   2.70E+03   2.67E+01   1.07E+00    .986   C173900700141 
       22.0       40.2   2.02E+03   2.00E+01   1.02E+00    .987   C173900700142 
       22.0       42.7   1.50E+03   1.49E+01   9.57E-01    .990   C173900700143 
       22.0       45.2   1.11E+03   1.10E+01   8.77E-01    .993   C173900700144 
       22.0       47.7   8.15E+02   8.13E+00   7.86E-01    .997   C173900700145 
       22.0       50.2   6.08E+02   6.09E+00   7.08E-01   1.00    C173900700146 
       22.0       52.7   4.52E+02   4.57E+00   6.30E-01   1.01    C173900700147 
       22.0       55.2   3.35E+02   3.42E+00   5.54E-01   1.02    C173900700148 
       22.0       57.7   2.55E+02   2.63E+00   4.95E-01   1.03    C173900700149 
       22.0       60.2   1.90E+02   1.98E+00   4.28E-01   1.05    C173900700150 
       22.0       62.7   1.44E+02   1.53E+00   3.74E-01   1.07    C173900700151 
       22.0       65.2   1.11E+02   1.21E+00   3.33E-01   1.09    C173900700152 
       22.0       67.7   8.57E+01   9.61E-01   2.92E-01   1.12    C173900700153 
       22.0       70.3   6.68E+01   7.72E-01   2.58E-01   1.16    C173900700154 
       22.0       72.7   5.22E+01   6.27E-01   2.27E-01   1.20    C173900700155 
       22.0       75.2   4.06E+01   5.07E-01   1.98E-01   1.25    C173900700156 
       22.0       77.7   3.21E+01   4.25E-01   1.74E-01   1.32    C173900700157 
       22.0       80.2   2.58E+01   3.56E-01   1.55E-01   1.38    C173900700158 
       22.0       82.7   2.00E+01   2.94E-01   1.32E-01   1.47    C173900700159 
       22.0       85.2   1.63E+01   2.55E-01   1.19E-01   1.56    C173900700160 
       22.0       87.7   1.34E+01   2.23E-01   1.07E-01   1.67    C173900700161 
       22.0       90.2   1.09E+01   1.96E-01   9.50E-02   1.79    C173900700162 
       22.0       92.7   8.91E+00   1.72E-01   8.41E-02   1.93    C173900700163 
       22.0       95.2   6.95E+00   8.95E-02   7.10E-02   1.29    C173900700164 
       22.0       97.7   5.92E+00   7.99E-02   6.52E-02   1.35    C173900700165 
       22.0      100.2   4.83E+00   6.82E-02   5.72E-02   1.41    C173900700166 
       22.0      102.7   4.16E+00   6.20E-02   5.28E-02   1.49    C173900700167 
       22.0      105.2   3.58E+00   5.48E-02   4.85E-02   1.53    C173900700168 
       22.0      107.8   3.00E+00   5.11E-02   4.33E-02   1.70    C173900700169 
       22.0      110.2   2.46E+00   4.46E-02   3.76E-02   1.82    C173900700170 
       22.0      112.7   2.07E+00   4.00E-02   3.35E-02   1.93    C173900700171 
       22.0      115.2   1.74E+00   3.66E-02   2.98E-02   2.10    C173900700172 
       22.0      117.7   1.56E+00   3.36E-02   2.81E-02   2.16    C173900700173 
       22.0      120.3   1.34E+00   3.05E-02   2.54E-02   2.28    C173900700174 
       22.0      122.8   1.23E+00   2.90E-02   2.44E-02   2.36    C173900700175 
       22.0      125.2   1.11E+00   2.75E-02   2.30E-02   2.47    C173900700176 
       22.0      127.8   1.03E+00   2.62E-02   2.22E-02   2.55    C173900700177 
       22.0      130.3   9.12E-01   2.47E-02   2.05E-02   2.70    C173900700178 
       22.0      132.8   7.53E-01   2.24E-02   1.76E-02   2.97    C173900700179 
       22.0      135.3   6.84E-01   2.14E-02   1.65E-02   3.13    C173900700180 
       22.0      137.8   5.78E-01   1.91E-02   1.45E-02   3.30    C173900700181 
       22.0      140.3   5.31E-01   1.87E-02   1.37E-02   3.53    C173900700182 
       22.0      142.8   5.03E-01   1.77E-02   1.33E-02   3.53    C173900700183 
       22.0      145.3   4.38E-01   1.64E-02   1.19E-02   3.75    C173900700184 
       22.0      147.8   4.78E-01   1.73E-02   1.33E-02   3.62    C173900700185 
       22.0      150.2   4.23E-01   1.63E-02   1.21E-02   3.85    C173900700186 
       22.0      152.8   3.86E-01   1.55E-02   1.12E-02   4.03    C173900700187 
       22.0      155.2   4.10E-01   1.61E-02   1.22E-02   3.92    C173900700188 
       22.0      157.7   3.79E-01   1.53E-02   1.14E-02   4.05    C173900700189 
       22.0      160.2   3.50E-01   1.47E-02   1.07E-02   4.20    C173900700190 
       22.0      162.7   3.24E-01   1.43E-02   1.01E-02   4.40    C173900700191 
       22.0      165.2   3.04E-01   1.39E-02   9.56E-03   4.58    C173900700192 
       24.5       15.3   6.99E+04   7.03E+02   1.00E+00   1.01    C173900700193 
       24.5       22.7   1.46E+04   1.51E+02   9.94E-01   1.04    C173900700194 
       24.5       25.2   1.04E+04   1.09E+02   1.07E+00   1.05    C173900700195 
       24.5       27.7   7.44E+03   7.98E+01   1.11E+00   1.07    C173900700196 
       24.5       30.2   5.33E+03   5.94E+01   1.11E+00   1.11    C173900700197 
       24.5       32.7   3.72E+03   3.67E+01   1.05E+00    .986   C173900700198 
       24.5       35.2   2.62E+03   2.59E+01   9.87E-01    .988   C173900700199 
       24.5       37.7   1.82E+03   1.80E+01   8.91E-01    .990   C173900700200 
       24.5       40.2   1.27E+03   1.27E+01   7.97E-01    .995   C173900700201 
       24.5       42.7   8.64E+02   8.64E+00   6.80E-01   1.00    C173900700202 
       24.5       45.2   6.06E+02   6.12E+00   5.92E-01   1.01    C173900700203 
       24.5       47.7   4.28E+02   4.37E+00   5.11E-01   1.02    C173900700204 
       24.5       50.2   3.11E+02   3.22E+00   4.48E-01   1.04    C173900700205 
       24.5       52.7   2.22E+02   2.36E+00   3.84E-01   1.06    C173900700206 
       24.5       55.2   1.53E+02   1.67E+00   3.13E-01   1.09    C173900700207 
       24.5       57.7   1.11E+02   1.24E+00   2.65E-01   1.13    C173900700208 
       24.5       60.2   8.29E+01   9.70E-01   2.32E-01   1.17    C173900700209 
       24.5       62.7   6.35E+01   7.77E-01   2.05E-01   1.22    C173900700210 
       24.5       65.2   4.76E+01   6.16E-01   1.76E-01   1.29    C173900700211 
       24.5       67.7   3.50E+01   4.88E-01   1.48E-01   1.39    C173900700212 
       24.5       70.2   2.56E+01   3.91E-01   1.23E-01   1.52    C173900700213 
       24.5       72.7   1.96E+01   3.27E-01   1.06E-01   1.67    C173900700214 
       24.5       75.2   1.54E+01   2.74E-01   9.29E-02   1.78    C173900700215 
       24.5       77.7   1.28E+01   2.48E-01   8.58E-02   1.95    C173900700216 
       24.5       80.2   9.71E+00   2.05E-01   7.24E-02   2.12    C173900700217 
       24.5       82.7   7.57E+00   1.77E-01   6.23E-02   2.33    C173900700218 
       24.5       85.2   5.89E+00   1.53E-01   5.33E-02   2.60    C173900700219 
       24.5       87.7   4.53E+00   1.33E-01   4.47E-02   2.94    C173900700220 
       24.5       90.2   3.68E+00   1.19E-01   3.97E-02   3.23    C173900700221 
       24.5       92.7   2.83E+00   1.03E-01   3.31E-02   3.65    C173900700222 
       24.5       95.2   2.50E+00   4.05E-02   3.17E-02   1.62    C173900700223 
       24.5       97.8   2.07E+00   3.56E-02   2.84E-02   1.72    C173900700224 
       24.5      100.3   1.65E+00   3.04E-02   2.42E-02   1.85    C173900700225 
       24.5      102.8   1.38E+00   2.77E-02   2.17E-02   2.02    C173900700226 
       24.5      105.3   1.12E+00   2.39E-02   1.89E-02   2.13    C173900700227 
       24.5      107.8   9.16E-01   2.25E-02   1.64E-02   2.46    C173900700228 
       24.5      110.3   7.48E-01   2.00E-02   1.42E-02   2.67    C173900700229 
       24.5      112.8   6.35E-01   1.82E-02   1.28E-02   2.87    C173900700230 
       24.5      115.3   5.71E-01   1.76E-02   1.21E-02   3.08    C173900700231 
       24.5      117.8   4.79E-01   1.56E-02   1.07E-02   3.27    C173900700232 
       24.5      120.3   4.23E-01   1.45E-02   9.93E-03   3.43    C173900700233 
       24.5      122.8   3.81E-01   1.37E-02   9.38E-03   3.60    C173900700234 
       24.5      125.3   3.21E-01   1.26E-02   8.26E-03   3.92    C173900700235 
       24.5      127.8   2.81E-01   1.17E-02   7.55E-03   4.17    C173900700236 
       24.5      130.3   2.38E-01   1.08E-02   6.64E-03   4.54    C173900700237 
       24.5      132.8   2.17E-01   1.04E-02   6.29E-03   4.80    C173900700238 
       24.5      135.3   1.83E-01   9.64E-03   5.49E-03   5.27    C173900700239 
       24.5      137.8   1.89E-01   9.58E-03   5.87E-03   5.06    C173900700240 
       24.5      140.3   1.68E-01   9.26E-03   5.36E-03   5.53    C173900700241 
       24.5      142.8   1.84E-01   9.47E-03   6.05E-03   5.15    C173900700242 
       24.5      145.3   1.62E-01   8.84E-03   5.48E-03   5.45    C173900700243 
       24.5      147.8   1.41E-01   8.26E-03   4.88E-03   5.86    C173900700244 
       24.5      150.3   1.19E-01   7.63E-03   4.23E-03   6.39    C173900700245 
       24.5      152.8   1.11E-01   7.36E-03   4.00E-03   6.66    C173900700246 
       24.5      155.3   1.04E-01   7.12E-03   3.82E-03   6.88    C173900700247 
       24.5      157.8   8.16E-02   6.27E-03   3.06E-03   7.68    C173900700248 
       24.5      160.3   8.51E-02   6.41E-03   3.24E-03   7.54    C173900700249 
       24.5      162.8   9.57E-02   6.88E-03   3.69E-03   7.19    C173900700250 
       24.5      165.3   8.78E-02   6.65E-03   3.43E-03   7.58    C173900700251 
       27.0       15.1   6.14E+04   6.18E+02   1.00E+00   1.01    C173900700252 
       27.0       22.8   1.40E+04   1.42E+02   1.17E+00   1.02    C173900700253 
       27.0       25.3   9.73E+03   9.99E+01   1.23E+00   1.03    C173900700254 
       27.0       27.8   6.21E+03   6.50E+01   1.14E+00   1.05    C173900700255 
       27.0       30.3   4.02E+03   4.36E+01   1.03E+00   1.09    C173900700256 
       27.0       32.8   2.71E+03   2.67E+01   9.37E-01    .986   C173900700257 
       27.0       35.3   1.83E+03   1.81E+01   8.43E-01    .987   C173900700258 
       27.0       37.8   1.15E+03   1.14E+01   6.89E-01    .990   C173900700259 
       27.0       40.3   7.49E+02   7.46E+00   5.73E-01    .996   C173900700260 
       27.0       42.8   5.04E+02   5.04E+00   4.84E-01   1.00    C173900700261 
       27.0       45.3   3.59E+02   3.63E+00   4.28E-01   1.01    C173900700262 
       27.0       47.8   2.40E+02   2.46E+00   3.49E-01   1.03    C173900700263 
       27.0       50.3   1.60E+02   1.68E+00   2.82E-01   1.05    C173900700264 
       27.0       52.8   1.10E+02   1.18E+00   2.31E-01   1.08    C173900700265 
       27.0       55.3   7.88E+01   8.74E-01   1.96E-01   1.11    C173900700266 
       27.0       57.8   5.94E+01   6.79E-01   1.74E-01   1.14    C173900700267 
       27.0       60.3   4.18E+01   5.03E-01   1.42E-01   1.21    C173900700268 
       27.0       62.7   2.93E+01   3.79E-01   1.15E-01   1.29    C173900700269 
       27.0       65.3   2.13E+01   2.96E-01   9.62E-02   1.39    C173900700270 
       27.0       67.8   1.64E+01   2.45E-01   8.43E-02   1.50    C173900700271 
       27.0       70.3   1.29E+01   2.09E-01   7.55E-02   1.62    C173900700272 
       27.0       72.8   9.25E+00   1.68E-01   6.06E-02   1.82    C173900700273 
       27.0       75.3   6.68E+00   1.35E-01   4.91E-02   2.01    C173900700274 
       27.0       77.8   5.34E+00   1.20E-01   4.37E-02   2.25    C173900700275 
       27.0       80.3   4.17E+00   1.02E-01   3.79E-02   2.44    C173900700276 
       27.0       82.8   3.33E+00   8.93E-02   3.34E-02   2.68    C173900700277 
       27.0       85.3   2.47E+00   7.57E-02   2.71E-02   3.07    C173900700278 
       27.0       87.8   1.88E+00   6.57E-02   2.26E-02   3.49    C173900700279 
       27.0       90.3   1.41E+00   5.65E-02   1.85E-02   4.01    C173900700280 
       27.0       92.8   1.16E+00   5.10E-02   1.65E-02   4.41    C173900700281 
       27.0       95.0   1.03E+00   1.43E-02   1.57E-02   1.39    C173900700282 
       27.0       97.5   9.20E-01   1.31E-02   1.52E-02   1.42    C173900700283 
       27.0      100.0   7.14E-01   1.08E-02   1.27E-02   1.51    C173900700284 
       27.0      102.5   5.34E-01   8.99E-03   1.01E-02   1.68    C173900700285 
       27.0      105.0   3.88E-01   7.13E-03   7.88E-03   1.84    C173900700286 
       27.0      107.5   3.25E-01   6.55E-03   7.02E-03   2.02    C173900700287 
       27.0      110.0   2.87E-01   6.05E-03   6.58E-03   2.11    C173900700288 
       27.0      112.5   2.76E-01   5.92E-03   6.71E-03   2.14    C173900700289 
       27.0      115.0   2.56E-01   5.76E-03   6.56E-03   2.25    C173900700290 
       27.0      117.5   1.94E-01   4.80E-03   5.23E-03   2.48    C173900700291 
       27.0      120.0   1.55E-01   4.20E-03   4.40E-03   2.71    C173900700292 
       27.0      122.5   1.28E-01   3.77E-03   3.81E-03   2.94    C173900700293 
       27.0      125.0   9.91E-02   3.29E-03   3.08E-03   3.32    C173900700294 
       27.0      127.5   9.31E-02   3.17E-03   3.02E-03   3.41    C173900700295 
       27.0      130.0   9.11E-02   3.16E-03   3.07E-03   3.47    C173900700296 
       27.0      132.6   8.97E-02   3.17E-03   3.14E-03   3.54    C173900700297 
       27.0      135.0   8.09E-02   3.03E-03   2.94E-03   3.75    C173900700298 
       27.0      137.5   7.60E-02   2.86E-03   2.85E-03   3.77    C173900700299 
       27.0      140.0   6.21E-02   2.64E-03   2.40E-03   4.26    C173900700300 
       27.0      142.5   5.06E-02   2.32E-03   2.02E-03   4.57    C173900700301 
       27.0      145.0   3.98E-02   2.04E-03   1.63E-03   5.11    C173900700302 
       27.0      147.5   3.33E-02   1.86E-03   1.40E-03   5.60    C173900700303 
       27.0      150.0   3.62E-02   1.96E-03   1.55E-03   5.41    C173900700304 
       27.0      152.5   3.75E-02   2.00E-03   1.64E-03   5.34    C173900700305 
       27.0      155.0   3.92E-02   2.05E-03   1.75E-03   5.23    C173900700306 
       27.0      157.5   4.15E-02   2.10E-03   1.89E-03   5.06    C173900700307 
       27.0      160.0   3.87E-02   2.03E-03   1.79E-03   5.23    C173900700308 
       27.0      162.5   3.76E-02   2.02E-03   1.76E-03   5.36    C173900700309 
       27.0      165.0   3.28E-02   1.90E-03   1.56E-03   5.78    C173900700310 
       27.0      167.5   2.91E-02   1.75E-03   1.39E-03   6.01    C173900700311 
ENDDATA            298          0                                 C173900700312 
ENDSUBENT          311          0                                 C173900799999 
SUBENT        C1739008   20130426                             C130C173900800001 
BIB                  4          8                                 C173900800002 
REACTION  1(52-TE-130(A,EL)52-TE-130,,DA)                         C173900800003 
          2(52-TE-130(A,EL)52-TE-130,,DA,,RTH)                    C173900800004 
SAMPLE     (52-TE-130,ENR=0.995) Target in metalic form Te with   C173900800005 
                                 thickness of 130 - 160 mu-g/cm2  C173900800006 
STATUS     (TABLE) Data presented in fig. 8 of the main reference C173900800007 
                   sent by author (W.P.T)                         C173900800008 
HISTORY    (20120331C) S.H.                                       C173900800009 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900800010 
ENDBIB               8          0                                 C173900800011 
NOCOMMON             0          0                                 C173900800012 
DATA                 6        297                                 C173900800013 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900800014 
MEV        ADEG       MB/SR      MB/SR      NO-DIM     PER-CENT   C173900800015 
       17.0       15.2   1.49E+05   1.50E+03   1.00E+00   1.01    C173900800016 
       17.0       22.7   3.00E+04   3.00E+02   9.73E-01   1.00    C173900800017 
       17.0       25.2   2.03E+04   2.04E+02   9.97E-01   1.00    C173900800018 
       17.0       27.7   1.39E+04   1.40E+02   9.85E-01   1.01    C173900800019 
       17.0       30.2   9.83E+03   1.01E+02   9.79E-01   1.02    C173900800020 
       17.0       32.7   7.28E+03   7.29E+01   9.86E-01   1.00    C173900800021 
       17.0       35.2   5.48E+03   5.52E+01   9.88E-01   1.01    C173900800022 
       17.0       37.6   4.13E+03   4.19E+01   9.69E-01   1.02    C173900800023 
       17.0       40.2   3.26E+03   3.34E+01   9.78E-01   1.03    C173900800024 
       17.0       42.7   2.65E+03   2.74E+01   1.00E+00   1.03    C173900800025 
       17.0       45.2   2.16E+03   2.26E+01   1.01E+00   1.05    C173900800026 
       17.0       47.7   1.78E+03   1.89E+01   1.02E+00   1.06    C173900800027 
       17.0       50.2   1.52E+03   1.63E+01   1.05E+00   1.07    C173900800028 
       17.0       52.6   1.29E+03   1.41E+01   1.07E+00   1.09    C173900800029 
       17.0       55.2   1.09E+03   1.21E+01   1.07E+00   1.11    C173900800030 
       17.0       57.7   9.25E+02   1.04E+01   1.07E+00   1.13    C173900800031 
       17.0       60.2   7.72E+02   8.93E+00   1.04E+00   1.16    C173900800032 
       17.0       62.6   6.62E+02   7.85E+00   1.02E+00   1.19    C173900800033 
       17.0       65.2   5.60E+02   6.81E+00   9.97E-01   1.22    C173900800034 
       17.0       67.7   4.72E+02   5.96E+00   9.57E-01   1.26    C173900800035 
       17.0       70.2   4.04E+02   5.26E+00   9.28E-01   1.30    C173900800036 
       17.0       72.7   3.41E+02   4.63E+00   8.82E-01   1.36    C173900800037 
       17.0       75.2   2.91E+02   4.07E+00   8.43E-01   1.40    C173900800038 
       17.0       77.6   2.45E+02   3.64E+00   7.92E-01   1.48    C173900800039 
       17.0       80.2   2.10E+02   3.23E+00   7.53E-01   1.54    C173900800040 
       17.0       82.6   1.79E+02   2.88E+00   7.06E-01   1.61    C173900800041 
       17.0       85.1   1.53E+02   2.59E+00   6.63E-01   1.70    C173900800042 
       17.0       87.6   1.30E+02   2.33E+00   6.15E-01   1.80    C173900800043 
       17.0       90.1   1.14E+02   2.16E+00   5.92E-01   1.89    C173900800044 
       17.0       92.6   9.71E+01   1.96E+00   5.46E-01   2.02    C173900800045 
       17.0       95.2   8.41E+01   1.18E+00   5.12E-01   1.40    C173900800046 
       17.0       97.7   7.50E+01   1.11E+00   4.93E-01   1.48    C173900800047 
       17.0      100.2   6.35E+01   9.82E-01   4.48E-01   1.55    C173900800048 
       17.0      102.7   5.66E+01   9.22E-01   4.28E-01   1.63    C173900800049 
       17.0      105.2   4.92E+01   8.23E-01   3.98E-01   1.67    C173900800050 
       17.0      107.7   4.36E+01   8.25E-01   3.75E-01   1.89    C173900800051 
       17.0      110.2   3.76E+01   7.50E-01   3.44E-01   1.99    C173900800052 
       17.0      112.7   3.37E+01   7.01E-01   3.26E-01   2.08    C173900800053 
       17.0      115.2   3.04E+01   6.70E-01   3.10E-01   2.21    C173900800054 
       17.0      117.7   2.62E+01   6.03E-01   2.82E-01   2.30    C173900800055 
       17.0      120.2   2.45E+01   5.76E-01   2.77E-01   2.35    C173900800056 
       17.0      122.7   2.17E+01   5.37E-01   2.57E-01   2.47    C173900800057 
       17.0      125.2   1.93E+01   5.04E-01   2.38E-01   2.62    C173900800058 
       17.0      127.7   1.74E+01   4.75E-01   2.25E-01   2.73    C173900800059 
       17.0      130.2   1.56E+01   4.50E-01   2.10E-01   2.88    C173900800060 
       17.0      132.8   1.46E+01   4.38E-01   2.04E-01   3.00    C173900800061 
       17.0      135.2   1.35E+01   4.24E-01   1.95E-01   3.13    C173900800062 
       17.0      137.7   1.30E+01   4.05E-01   1.93E-01   3.12    C173900800063 
       17.0      140.2   1.22E+01   4.03E-01   1.88E-01   3.30    C173900800064 
       17.0      142.7   1.15E+01   3.81E-01   1.83E-01   3.30    C173900800065 
       17.0      145.2   1.00E+01   3.51E-01   1.63E-01   3.51    C173900800066 
       17.0      147.7   9.16E+00   3.36E-01   1.53E-01   3.67    C173900800067 
       17.0      150.2   8.97E+00   3.35E-01   1.53E-01   3.73    C173900800068 
       17.0      152.7   9.37E+00   3.44E-01   1.63E-01   3.67    C173900800069 
       17.0      155.2   8.63E+00   3.29E-01   1.53E-01   3.81    C173900800070 
       17.0      157.7   7.97E+00   3.13E-01   1.44E-01   3.93    C173900800071 
       17.0      160.2   7.79E+00   3.10E-01   1.43E-01   3.98    C173900800072 
       17.0      162.7   7.42E+00   3.05E-01   1.38E-01   4.11    C173900800073 
       17.0      165.2   6.48E+00   2.87E-01   1.22E-01   4.42    C173900800074 
       19.0       15.2   1.18E+05   1.19E+03   1.00E+00   1.01    C173900800075 
       19.0       22.7   2.46E+04   2.45E+02   9.98E-01    .994   C173900800076 
       19.0       25.2   1.63E+04   1.62E+02   9.96E-01    .994   C173900800077 
