ENTRY            E0078   20181127                             E119E007800000001 
SUBENT        E0078001   20181127                             E119E007800100001 
BIB                 13         19                                 E007800100002 
TITLE      Measurement and semi-phenomenological analysis of the  E007800100003 
           2H(a,pa)n reaction at 18 MeV                           E007800100004 
AUTHOR     (K.Sagara, T.Motobayashi, N.Takahashi, Y.Hashimoto,    E007800100005 
            M.Hara, Y.Nogami, H.Nakamura, H.Noya)                 E007800100006 
INSTITUTE  (2JPNTOK) Department of Physics                        E007800100007 
           (2JPNAOY) College of Science and Engineering           E007800100008 
           (2JPNHOS) Department of Physics                        E007800100009 
REFERENCE  (J,NP/A,299,77,1978)                                   E007800100010 
PART-DET   (P,A)                                                  E007800100011 
INC-SOURCE Beam intensity is 30 to 100 nA.                        E007800100012 
SAMPLE     - Chemical-form of target is element. (CD2)N           E007800100013 
           - Physical-form of target is solid.                    E007800100014 
           - Target-thickness is 0.25 to 0.4 mg/cm2.              E007800100015 
METHOD     (COINC,EDE)                                            E007800100016 
FACILITY   (CYCLO,2JPNIPC)                                        E007800100017 
DETECTOR   (SI) Two Si-SSD detectors are used.                    E007800100018 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E007800100019 
ADD-RES    (COMP) PWIA (Plane wave impulse approximation)         E007800100020 
HISTORY    (20110511C) NK, AM                                     E007800100021 
ENDBIB              19          0                                 E007800100022 
COMMON               1          3                                 E007800100023 
EN                                                                E007800100024 
MEV                                                               E007800100025 
 18.                                                              E007800100026 
ENDCOMMON            3          0                                 E007800100027 
ENDSUBENT           26          0                                 E007800199999 
SUBENT        E0078002   20181127                             E119E007800200001 
BIB                  4          8                                 E007800200002 
REACTION   (1-H-2(A,N+P)2-HE-4,,DA/DA/DE,P/A/P)                   E007800200003 
EN-SEC     - ANG1 is polar angle (lab.) between beam and proton   E007800200004 
           - ANG2 is polar angle (lab.) between beam and A        E007800200005 
           (E,P)                                                  E007800200006 
COMMENT    On the upper kinetic locus on (Ep,Ea) plane. See also  E007800200007 
           fig1.                                                  E007800200008 
STATUS     (CURVE) Fig.3, 4 and 5 - top panel of Nucl. Phys. A    E007800200009 
                   299(1978)77                                    E007800200010 
ENDBIB               8          0                                 E007800200011 
NOCOMMON             0          0                                 E007800200012 
DATA                 5        744                                 E007800200013 
ANG1       ANG2       E          DATA       DATA-ERR              E007800200014 
       42.5       13.5       4.09      19.00       2.86           E007800300137 
       42.5       13.5       4.26      20.42       2.86           E007800300138 
       42.5       13.5       4.43      20.98       2.86           E007800300139 
       42.5       13.5       4.61      22.11       2.87           E007800300140 
       42.5       13.5       4.79      25.53       2.58           E007800300141 
       42.5       13.5       4.96      31.53       3.72           E007800300142 
       42.5       13.5       5.13      35.82       3.44           E007800300143 
       42.5       13.5       5.32      37.24       3.73           E007800300144 
       42.5       13.5       5.49      34.07       3.72           E007800300145 
       42.5       13.5       5.65      24.90       3.15           E007800300146 
       42.5       13.5       5.82      18.01       2.29           E007800300147 
       42.5       13.5       6.02      13.70       2.01           E007800300148 
       42.5       13.5       6.19      10.25       2.57           E007800300149 
       42.5       13.5       6.35       9.67       3.44           E007800300150 
       42.5       13.5       6.54       4.79       2.29           E007800300151 
       42.4       10.3       2.09       3.21       1.98           E007800300152 
       42.4       10.3       2.25       3.54       2.64           E007800300153 
       42.4       10.3       2.41       6.51       2.64           E007800300154 
       42.4       10.3       2.56       7.83       2.97           E007800300155 
       42.4       10.3       2.72       7.83       2.31           E007800300156 
       42.4       10.3       2.88      11.46       3.96           E007800300157 
       42.4       10.3       3.04      10.80       3.96           E007800300158 
       42.4       10.3       3.19      10.80       3.96           E007800300159 
       42.4       10.3       3.37      11.79       4.29           E007800300160 
       42.4       10.3       3.51      16.08       4.29           E007800300161 
       42.4       10.3       3.68      25.65       5.28           E007800300162 
       42.4       10.3       3.82      27.29       5.28           E007800300163 
       42.4       10.3       3.98      18.64       5.03           E007800300164 
       42.4       10.3       4.13      12.81       3.92           E007800300165 
       42.4       10.3       4.29      18.06       3.96           E007800300166 
       42.4       10.3       4.45      29.51       5.52           E007800300167 
       42.4       10.3       4.62      28.61       6.27           E007800300168 
       42.4       10.3       4.78      24.85       5.41           E007800300169 
       42.4       10.3       4.93      31.45       5.74           E007800300170 
       42.4       10.3       5.10      38.44       6.86           E007800300171 
       42.4       10.3       5.24      39.61       6.71           E007800300172 
       42.4       10.3       5.41      28.35       5.34           E007800300173 
       42.4       10.3       5.54      19.03       4.93           E007800300174 
       42.4       10.3       5.71      13.20       3.73           E007800300175 
       42.4       10.3       5.88      14.10       3.63           E007800300176 
       42.4       10.3       6.04      19.03       4.97           E007800300177 
       42.4       10.3       6.19      22.13       5.73           E007800300178 
       42.4       10.3       6.34      13.59       4.47           E007800300179 
       42.4       10.3       6.50       1.17       2.25           E007800300180 
       40.5       21.0       1.80       3.69                      E007800300181 
       40.5       21.0       1.96       8.52                      E007800300182 
       40.5       21.0       2.10       6.70                      E007800300183 
       40.5       21.0       2.25       3.69                      E007800300184 
       40.5       21.0       2.42       6.70                      E007800300185 
       40.5       21.0       2.60       7.31                      E007800300186 
       40.5       21.0       2.77      10.33                      E007800300187 
       40.5       21.0       2.93      10.33                      E007800300188 
       40.5       21.0       3.08      10.33                      E007800300189 
       40.5       21.0       3.23      16.36                      E007800300190 
       40.5       21.0       3.41      16.36                      E007800300191 
       40.5       21.0       3.57      16.36                      E007800300192 
       40.5       21.0       3.72      15.76                      E007800300193 
       40.5       21.0       3.87      15.15                      E007800300194 
       40.5       21.0       4.03      16.36                      E007800300195 
       40.5       21.0       4.18      18.17                      E007800300196 
       40.5       21.0       4.36      21.79       3.62           E007800300197 
       40.5       21.0       4.52      23.60       3.62           E007800300198 
       40.5       21.0       4.67      28.43       4.83           E007800300199 
       40.5       21.0       4.83      36.88       4.83           E007800300200 
       40.5       21.0       5.00      52.57       6.04           E007800300201 
       40.5       21.0       5.16      73.09       7.24           E007800300202 
       40.5       21.0       5.29     103.30       7.85           E007800300203 
       40.5       21.0       5.47     139.50       8.45           E007800300204 
       40.5       21.0       5.62     157.60       9.66           E007800300205 
       40.5       21.0       5.77     129.80       9.66           E007800300206 
       40.5       21.0       5.95      54.38       6.64           E007800300207 
       36.8       11.0       1.99       1.87       1.14           E007800300208 
       36.8       11.0       2.16       3.51       1.46           E007800300209 
       36.8       11.0       2.32       3.52       1.47           E007800300210 
       36.8       11.0       2.50       3.21       1.63           E007800300211 
       36.8       11.0       2.68       5.02       1.95           E007800300212 
       36.8       11.0       2.86       4.87       1.95           E007800300213 
       36.8       11.0       3.05       4.56       1.95           E007800300214 
       36.8       11.0       3.20       6.03       2.12           E007800300215 
       36.8       11.0       3.41       7.68       2.44           E007800300216 
       36.8       11.0       3.58       9.64       2.76           E007800300217 
       36.8       11.0       3.74      11.44       2.93           E007800300218 
       36.8       11.0       3.92      12.43       3.09           E007800300219 
       36.8       11.0       4.11      11.31       2.93           E007800300220 
       36.8       11.0       4.28      10.51       2.44           E007800300221 
       36.8       11.0       4.45      11.66       2.93           E007800300222 
       36.8       11.0       4.65      14.61       3.25           E007800300223 
       36.8       11.0       4.81      16.25       3.25           E007800300224 
       36.8       11.0       5.00      19.68       3.09           E007800300225 
       36.8       11.0       5.16      18.39       3.58           E007800300226 
       36.8       11.0       5.34      15.48       3.09           E007800300227 
       36.8       11.0       5.53      18.58       3.25           E007800300228 
       36.8       11.0       5.69      22.01       3.25           E007800300229 
       36.8       11.0       5.87      23.16       3.74           E007800300230 
       36.8       11.0       6.06      21.23       3.58           E007800300231 
       36.8       11.0       6.23      19.61       3.25           E007800300232 
       36.8       11.0       6.39      16.05       2.93           E007800300233 
       36.8       11.0       6.58       9.07       2.44           E007800300234 
       36.8       11.0       6.76       5.84       1.95           E007800300235 
       36.8       11.0       6.92       6.66       1.95           E007800300236 
       36.8       11.0       7.11       7.49       2.11           E007800300237 
       36.8       11.0       7.29       5.88       2.11           E007800300238 
       35.3        8.0       2.46       2.05       1.47           E007800300239 
       35.3        8.0       2.83       1.74       1.96           E007800300240 
       35.3        8.0       2.94       1.91       1.80           E007800300241 
       35.3        8.0       3.07       2.09       1.64           E007800300242 
       35.3        8.0       3.20       2.42       1.47           E007800300243 
       35.3        8.0       3.31       2.92       1.80           E007800300244 
       35.3        8.0       3.44       4.73       2.29           E007800300245 
       35.3        8.0       3.59       6.04       1.96           E007800300246 
       35.3        8.0       3.70       9.16       2.78           E007800300247 
       35.3        8.0       3.79       9.98       3.43           E007800300248 
       35.3        8.0       3.91       7.37       2.94           E007800300249 
       35.3        8.0       4.05       7.22       2.78           E007800300250 
       35.3        8.0       4.16       7.88       2.78           E007800300251 
       35.3        8.0       4.29      13.28       4.09           E007800300252 
       35.3        8.0       4.41      17.05       4.42           E007800300253 
       35.3        8.0       4.55      12.81       4.09           E007800300254 
       35.3        8.0       4.66      13.31       4.41           E007800300255 
       35.3        8.0       4.77      14.13       4.25           E007800300256 
       35.3        8.0       4.90      10.54       3.76           E007800300257 
       35.3        8.0       5.01      10.55       4.25           E007800300258 
       35.3        8.0       5.13      10.88       3.92           E007800300259 
       35.3        8.0       5.25      18.25       5.07           E007800300260 
       35.3        8.0       5.38      17.77       5.07           E007800300261 
       35.3        8.0       5.49      11.24       4.09           E007800300262 
       35.3        8.0       5.62      12.06       4.25           E007800300263 
       35.3        8.0       5.73      13.21       4.25           E007800300264 
       35.3        8.0       5.86      17.31       4.25           E007800300265 
       35.3        8.0       5.99      17.48       4.58           E007800300266 
       35.3        8.0       6.12      14.06       4.42           E007800300267 
       35.3        8.0       6.23      15.04       4.58           E007800300268 
       35.3        8.0       6.34      17.01       4.58           E007800300269 
       35.3        8.0       6.47      18.17       4.58           E007800300270 
       35.3        8.0       6.60      20.14       5.07           E007800300271 
       35.3        8.0       6.73      18.35       4.74           E007800300272 
       35.3        8.0       6.84      13.29       4.25           E007800300273 
       35.3        8.0       6.96       5.94       3.27           E007800300274 
       35.0       18.0       2.20       4.47       1.70           E007800300275 
       35.0       18.0       2.36       5.34       1.99           E007800300276 
       35.0       18.0       2.51       4.78       2.27           E007800300277 
       35.0       18.0       2.67       3.66                      E007800300278 
       35.0       18.0       2.81       2.82                      E007800300279 
       35.0       18.0       2.97       2.55                      E007800300280 
       35.0       18.0       3.16       6.82       1.42           E007800300281 
       35.0       18.0       3.30      10.52       1.99           E007800300282 
       35.0       18.0       3.47       9.97       2.27           E007800300283 
       35.0       18.0       3.63      10.27       2.27           E007800300284 
       35.0       18.0       3.78      12.83       2.27           E007800300285 
       35.0       18.0       3.94      12.28       2.84           E007800300286 
       35.0       18.0       4.09      12.29       2.27           E007800300287 
       35.0       18.0       4.26      15.43       2.56           E007800300288 
       35.0       18.0       4.43      16.29       2.84           E007800300289 
       35.0       18.0       4.59      14.89       2.84           E007800300290 
       35.0       18.0       4.74      14.61       2.84           E007800300291 
       35.0       18.0       4.90      15.76       2.27           E007800300292 
       35.0       18.0       5.06      18.05       2.84           E007800300293 
       35.0       18.0       5.22      18.06       2.55           E007800300294 
       35.0       18.0       5.39      19.49       2.55           E007800300295 
       35.0       18.0       5.54      22.34       3.12           E007800300296 
       35.0       18.0       5.70      25.76       3.41           E007800300297 
       35.0       18.0       5.85      30.60       3.41           E007800300298 
       35.0       18.0       6.02      36.86       4.54           E007800300299 
       35.0       18.0       6.17      41.70       4.54           E007800300300 
       35.0       18.0       6.33      41.71       4.26           E007800300301 
       35.0       18.0       6.50      39.74       4.54           E007800300302 
       35.0       18.0       6.65      32.08       3.97           E007800300303 
       35.0       18.0       6.81      26.99       2.84           E007800300304 
       35.0       18.0       6.95      23.31       3.12           E007800300305 
       35.0       18.0       7.12      21.62       2.84           E007800300306 
       35.0       18.0       7.26      15.96       2.55           E007800300307 
       29.0        9.0       1.11       2.10       1.95           E007800300308 
       29.0        9.0       1.27       2.09       1.95           E007800300309 
       29.0        9.0       1.45       3.38       1.95           E007800300310 
       29.0        9.0       1.60       2.88       2.28           E007800300311 
       29.0        9.0       1.76       1.24       1.63           E007800300312 
       29.0        9.0       1.90       1.23       1.14           E007800300313 
       29.0        9.0       2.07       1.70       1.47           E007800300314 
       29.0        9.0       2.23       1.69       1.30           E007800300315 
       29.0        9.0       2.39       2.65       1.46           E007800300316 
       29.0        9.0       2.54       3.78       1.63           E007800300317 
       29.0        9.0       2.70       1.98       1.63           E007800300318 
       29.0        9.0       2.88       1.15       1.14           E007800300319 
       29.0        9.0       3.03       1.95       1.63           E007800300320 
       29.0        9.0       3.19       2.10       1.79           E007800300321 
       29.0        9.0       3.36       3.06       1.63           E007800300322 
       29.0        9.0       3.50       3.86       1.95           E007800300323 
       29.0        9.0       3.67       5.47       2.28           E007800300324 
       29.0        9.0       3.83       5.79       2.28           E007800300325 
       29.0        9.0       3.99       5.77       2.28           E007800300326 
       29.0        9.0       4.14       8.52       2.76           E007800300327 
       29.0        9.0       4.31       8.51       2.76           E007800300328 
       29.0        9.0       4.47       9.96       2.77           E007800300329 
       29.0        9.0       4.62      12.55       3.09           E007800300330 
       29.0        9.0       4.78      14.33       3.25           E007800300331 
       29.0        9.0       4.95      13.83       3.09           E007800300332 
       29.0        9.0       5.09      12.67       3.25           E007800300333 
       29.0        9.0       5.26      13.64       3.25           E007800300334 
       29.0        9.0       5.42      17.53       3.42           E007800300335 
       29.0        9.0       5.57      17.19       3.58           E007800300336 
       29.0        9.0       5.73      13.76       2.93           E007800300337 
       29.0        9.0       5.89      14.72       3.09           E007800300338 
       29.0        9.0       6.06      14.22       3.42           E007800300339 
       29.0        9.0       6.22      11.45       3.41           E007800300340 
       29.0        9.0       6.38      14.20       3.25           E007800300341 
       29.0        9.0       6.53      19.22       3.42           E007800300342 
       29.0        9.0       6.68      19.38       3.58           E007800300343 
       29.0        9.0       6.86      22.29       4.39           E007800300344 
       29.0        9.0       6.99      22.76       4.06           E007800300345 
       29.0        9.0       7.17      23.08       4.23           E007800300346 
       29.0        9.0       7.32      20.62       3.58           E007800300347 
       29.0        9.0       7.48      16.38       2.93           E007800300348 
       29.0        9.0       7.64      15.56       3.25           E007800300349 
       29.0        9.0       7.80      13.59       3.09           E007800300350 
       29.0        9.0       7.96      12.93       2.93           E007800300351 
       29.0        9.0       8.11       9.34       2.44           E007800300352 
       29.0        9.0       8.26       2.82       1.46           E007800300353 
       25.1       10.6       1.98       0.68       1.49           E007800300354 
       25.1       10.6       2.18      -0.82       1.49           E007800300355 
       25.1       10.6       2.34      -0.32       1.49           E007800300356 
       25.1       10.6       2.52       1.67       1.66           E007800300357 
       25.1       10.6       2.69       1.51       1.83           E007800300358 
       25.1       10.6       2.87       0.68       1.16           E007800300359 
       25.1       10.6       3.07       3.00       1.83           E007800300360 
       25.1       10.6       3.23       2.83       1.99           E007800300361 
       25.1       10.6       3.40       0.68       1.83           E007800300362 
       25.1       10.6       3.58       1.01       1.99           E007800300363 
       25.1       10.6       3.76       2.34       1.49           E007800300364 
       25.1       10.6       3.94       2.83       1.66           E007800300365 
       25.1       10.6       4.11       3.50       1.99           E007800300366 
       25.1       10.6       4.29       7.15       2.82           E007800300367 
       25.1       10.6       4.45       9.64       3.15           E007800300368 
       25.1       10.6       4.65       9.80       2.99           E007800300369 
       25.1       10.6       4.82       7.98       3.32           E007800300370 
       25.1       10.6       5.00      10.46       3.82           E007800300371 
       25.1       10.6       5.18      11.13       3.48           E007800300372 
       25.1       10.6       5.34       9.47       3.32           E007800300373 
       25.1       10.6       5.53      11.63       3.48           E007800300374 
       25.1       10.6       5.71      11.13       3.48           E007800300375 
       25.1       10.6       5.87       9.30       3.82           E007800300376 
       25.1       10.6       6.05       7.48       3.32           E007800300377 
       25.1       10.6       6.23       7.81       3.48           E007800300378 
       25.1       10.6       6.41       9.30       3.82           E007800300379 
       25.1       10.6       6.58       9.30       3.32           E007800300380 
       25.1       10.6       6.76      11.63       3.48           E007800300381 
       25.1       10.6       6.94      15.61       3.82           E007800300382 
       25.1       10.6       7.12      12.62       3.98           E007800300383 
       25.1       10.6       7.29      11.96       3.82           E007800300384 
       25.1       10.6       7.45      15.28       3.98           E007800300385 
       25.1       10.6       7.63      18.76       4.15           E007800300386 
       25.1       10.6       7.83      19.26       4.15           E007800300387 
       25.1       10.6       7.99      11.46       3.15           E007800300388 
       25.1       10.6       8.16       6.98       2.82           E007800300389 
       25.1       10.6       8.34       6.82       2.65           E007800300390 
       25.1       10.6       8.50       6.65       2.65           E007800300391 
       25.1       10.6       8.70       4.66       2.49           E007800300392 
       25.0       18.0       2.21       1.33       0.85           E007800300393 
       25.0       18.0       2.36       1.76       0.71           E007800300394 
       25.0       18.0       2.52       1.47       0.71           E007800300395 
       25.0       18.0       2.69       0.61                      E007800300396 
       25.0       18.0       2.84       1.18       0.85           E007800300397 
       25.0       18.0       2.99       1.61       0.85           E007800300398 
       25.0       18.0       3.15       1.89       1.00           E007800300399 
       25.0       18.0       3.31       1.75       0.85           E007800300400 
       25.0       18.0       3.49       1.46       0.85           E007800300401 
       25.0       18.0       3.64       2.74       1.14           E007800300402 
       25.0       18.0       3.80       3.45       1.28           E007800300403 
       25.0       18.0       3.97       4.30       1.14           E007800300404 
       25.0       18.0       4.14       5.29       1.14           E007800300405 
       25.0       18.0       4.30       5.72       1.57           E007800300406 
       25.0       18.0       4.44       5.15       1.42           E007800300407 
       25.0       18.0       4.60       6.57       1.71           E007800300408 
       25.0       18.0       4.75       9.84       2.14           E007800300409 
       25.0       18.0       4.90       9.41       2.14           E007800300410 
       25.0       18.0       5.07       5.99       1.85           E007800300411 
       25.0       18.0       5.23       6.13       1.99           E007800300412 
       25.0       18.0       5.38       7.27       1.99           E007800300413 
       25.0       18.0       5.54       7.13       2.14           E007800300414 
       25.0       18.0       5.70       8.69       2.14           E007800300415 
       25.0       18.0       5.87       6.55       1.99           E007800300416 
       25.0       18.0       6.01       5.98       1.85           E007800300417 
       25.0       18.0       6.17       8.40       1.99           E007800300418 
       25.0       18.0       6.34       8.97       2.28           E007800300419 
       25.0       18.0       6.50       9.67       2.14           E007800300420 
       25.0       18.0       6.66      11.38       2.42           E007800300421 
       25.0       18.0       6.82      12.66       2.42           E007800300422 
       25.0       18.0       6.97      17.64       3.13           E007800300423 
       25.0       18.0       7.13      20.34       2.99           E007800300424 
       25.0       18.0       7.29      18.06       2.99           E007800300425 
       25.0       18.0       7.45      16.07       2.71           E007800300426 
       25.0       18.0       7.60      15.64       2.85           E007800300427 
       25.0       18.0       7.76      15.35       2.85           E007800300428 
       25.0       18.0       7.93      21.04       3.13           E007800300429 
       25.0       18.0       8.06      28.02       3.56           E007800300430 
       25.0       18.0       8.23      18.05       2.71           E007800300431 
       25.0       18.0       8.39       3.95       1.42           E007800300432 
       25.0       16.0       1.67       2.70       1.52           E007800300433 
       25.0       16.0       1.86       3.31       1.37           E007800300434 
       25.0       16.0       2.02       1.63       1.37           E007800300435 
       25.0       16.0       2.17       1.33       1.06           E007800300436 
       25.0       16.0       2.34       2.24       1.22           E007800300437 
       25.0       16.0       2.50       1.17       1.22           E007800300438 
       25.0       16.0       2.67       1.02       0.91           E007800300439 
       25.0       16.0       2.82       1.63       1.06           E007800300440 
       25.0       16.0       3.00       2.39       1.37           E007800300441 
       25.0       16.0       3.15       3.14       1.52           E007800300442 
       25.0       16.0       3.32       6.18       1.97           E007800300443 
       25.0       16.0       3.48       5.87       1.97           E007800300444 
       25.0       16.0       3.65       3.90       1.67           E007800300445 
       25.0       16.0       3.81       4.35       1.67           E007800300446 
       25.0       16.0       3.96       7.24       1.97           E007800300447 
       25.0       16.0       4.12       9.97       2.43           E007800300448 
       25.0       16.0       4.27       8.75       2.28           E007800300449 
       25.0       16.0       4.44       7.69       2.28           E007800300450 
       25.0       16.0       4.60      10.87       2.73           E007800300451 
       25.0       16.0       4.76      11.63       2.89           E007800300452 
       25.0       16.0       4.94       9.05       2.73           E007800300453 
       25.0       16.0       5.08       9.20       2.58           E007800300454 
       25.0       16.0       5.25      11.63       2.89           E007800300455 
       25.0       16.0       5.41      12.08       2.73           E007800300456 
       25.0       16.0       5.58      13.14       2.89           E007800300457 
       25.0       16.0       5.75      14.21       3.34           E007800300458 
       25.0       16.0       5.91      10.86       3.19           E007800300459 
       25.0       16.0       6.08      12.99       3.04           E007800300460 
       25.0       16.0       6.23      12.99       3.04           E007800300461 
       25.0       16.0       6.39       9.04       2.89           E007800300462 
       25.0       16.0       6.54      11.01       2.89           E007800300463 
       25.0       16.0       6.72      13.74       3.34           E007800300464 
       25.0       16.0       6.87      13.29       3.04           E007800300465 
       25.0       16.0       7.04      12.37       3.04           E007800300466 
       25.0       16.0       7.21      13.74       3.34           E007800300467 
       25.0       16.0       7.37      16.93       3.49           E007800300468 
       25.0       16.0       7.53      16.62       3.64           E007800300469 
       25.0       16.0       7.68      12.82       3.04           E007800300470 
       25.0       16.0       7.84      10.85       3.04           E007800300471 
       25.0       16.0       8.01       9.78       2.43           E007800300472 
       25.0       16.0       8.16       7.96       2.28           E007800300473 
       25.0       16.0       8.33       9.33       2.73           E007800300474 
       25.0       16.0       8.49      12.97       2.89           E007800300475 
       25.0       16.0       8.65      11.30       2.58           E007800300476 
       25.0       16.0       8.80       6.13       1.97           E007800300477 
       20.5        8.0       1.92       1.26                      E007800300478 
       20.5        8.0       2.08       0.93                      E007800300479 
       20.5        8.0       2.22       0.44                      E007800300480 
       20.5        8.0       2.42       0.11                      E007800300481 
       20.5        8.0       2.54       0.77                      E007800300482 
       20.5        8.0       2.70       2.09       1.15           E007800300483 
       20.5        8.0       2.86       1.27       1.15           E007800300484 
       20.5        8.0       3.02       1.28       1.15           E007800300485 
       20.5        8.0       3.18       1.44       1.15           E007800300486 
       20.5        8.0       3.33       2.27       0.99           E007800300487 
       20.5        8.0       3.49       2.93       1.48           E007800300488 
       20.5        8.0       3.65       3.10       1.48           E007800300489 
       20.5        8.0       3.81       3.76       1.48           E007800300490 
       20.5        8.0       3.97       4.58       1.48           E007800300491 
       20.5        8.0       4.13       4.42       1.48           E007800300492 
       20.5        8.0       4.29       4.42       1.32           E007800300493 
       20.5        8.0       4.45       6.56       1.97           E007800300494 
       20.5        8.0       4.59       7.55       1.98           E007800300495 
       20.5        8.0       4.77       7.23       2.14           E007800300496 
       20.5        8.0       4.91       7.23       1.97           E007800300497 
       20.5        8.0       5.07       9.86       2.30           E007800300498 
       20.5        8.0       5.23      11.34       2.47           E007800300499 
       20.5        8.0       5.39       9.37       2.14           E007800300500 
       20.5        8.0       5.53      13.65       2.14           E007800300501 
       20.5        8.0       5.69      15.14       2.96           E007800300502 
       20.5        8.0       5.85      13.33       2.80           E007800300503 
       20.5        8.0       6.01      15.80       3.13           E007800300504 
       20.5        8.0       6.16      15.31       3.13           E007800300505 
       20.5        8.0       6.32      13.50       2.96           E007800300506 
       20.5        8.0       6.48      13.17       2.96           E007800300507 
       20.5        8.0       6.62      14.82       2.96           E007800300508 
       20.5        8.0       6.78      18.61       3.13           E007800300509 
       20.5        8.0       6.96      19.43       3.29           E007800300510 
       20.5        8.0       7.12      20.26       3.13           E007800300511 
       20.5        8.0       7.26      21.25       3.46           E007800300512 
       20.5        8.0       7.44      21.58       3.62           E007800300513 
       20.5        8.0       7.60      21.09       3.46           E007800300514 
       20.5        8.0       7.74      23.06       3.13           E007800300515 
       20.5        8.0       7.90      26.19       3.62           E007800300516 
       20.5        8.0       8.08      22.74       3.62           E007800300517 
       20.5        8.0       8.22      17.31       2.80           E007800300518 
       20.5        8.0       8.38      15.34       2.63           E007800300519 
       20.5        8.0       8.54      10.57       2.30           E007800300520 
       20.5        8.0       8.69       7.94       1.97           E007800300521 
       20.5        8.0       8.85       9.75       2.14           E007800300522 
       20.5        8.0       9.01       9.26       2.14           E007800300523 
       20.5        8.0       9.15       4.33       1.32           E007800300524 
       18.2        9.0       2.09       0.74                      E007800300525 
       18.2        9.0       2.24       1.04       1.20           E007800300526 
       18.2        9.0       2.38       0.59                      E007800300527 
       18.2        9.0       2.56       1.79       1.35           E007800300528 
       18.2        9.0       2.71       1.49       1.05           E007800300529 
       18.2        9.0       2.87      -0.31                      E007800300530 
       18.2        9.0       3.03       1.34       1.50           E007800300531 
       18.2        9.0       3.19       1.34       1.35           E007800300532 
       18.2        9.0       3.34       1.64       1.35           E007800300533 
       18.2        9.0       3.50       2.54       1.65           E007800300534 
       18.2        9.0       3.64       1.94       1.35           E007800300535 
       18.2        9.0       3.80       3.88       1.50           E007800300536 
       18.2        9.0       3.97       4.03       1.50           E007800300537 
       18.2        9.0       4.12       3.58       1.50           E007800300538 
       18.2        9.0       4.28       4.93       1.95           E007800300539 
       18.2        9.0       4.43       6.28       2.55           E007800300540 
       18.2        9.0       4.59       6.73       2.40           E007800300541 
       18.2        9.0       4.74       5.98       2.40           E007800300542 
       18.2        9.0       4.90       9.42       2.84           E007800300543 
       18.2        9.0       5.06      12.72       3.14           E007800300544 
       18.2        9.0       5.23      12.72       3.29           E007800300545 
       18.2        9.0       5.37      10.17       3.29           E007800300546 
       18.2        9.0       5.55       9.42       2.84           E007800300547 
       18.2        9.0       5.70      11.97       3.14           E007800300548 
       18.2        9.0       5.84      13.46       3.59           E007800300549 
       18.2        9.0       6.02      15.56       3.74           E007800300550 
       18.2        9.0       6.17      17.51       4.04           E007800300551 
       18.2        9.0       6.32      18.70       4.34           E007800300552 
       18.2        9.0       6.49      16.91       4.19           E007800300553 
       18.2        9.0       6.64      14.06       3.89           E007800300554 
       18.2        9.0       6.79      14.51       4.04           E007800300555 
       18.2        9.0       6.95      14.06       3.89           E007800300556 
       18.2        9.0       7.11      15.41       4.04           E007800300557 
       18.2        9.0       7.27      18.70       4.49           E007800300558 
       18.2        9.0       7.42      18.85       4.34           E007800300559 
       18.2        9.0       7.58      19.45       4.19           E007800300560 
       18.2        9.0       7.73      25.59       4.94           E007800300561 
       18.2        9.0       7.89      32.62       5.54           E007800300562 
       18.2        9.0       8.05      27.38       5.39           E007800300563 
       18.2        9.0       8.20      20.20       4.19           E007800300564 
       18.2        9.0       8.36      17.21       4.04           E007800300565 
       18.2        9.0       8.51      10.02       2.99           E007800300566 
       18.2        9.0       8.69       8.37       2.84           E007800300567 
       18.2        9.0       8.83      10.32       2.69           E007800300568 
       18.2        9.0       9.00       6.58       2.25           E007800300569 
       18.2        9.0       9.14       3.73       1.80           E007800300570 
       18.2        9.0       9.30       7.78       2.40           E007800300571 
       18.2        9.0       9.48       6.58       2.25           E007800300572 
       17.0       16.0       2.06       2.21       1.03           E007800300573 
       17.0       16.0       2.26       0.75                      E007800300574 
       17.0       16.0       2.41       0.77                      E007800300575 
       17.0       16.0       2.52       1.22       1.03           E007800300576 
       17.0       16.0       2.70       1.38       1.47           E007800300577 
       17.0       16.0       2.84       0.95       1.03           E007800300578 
       17.0       16.0       3.00       0.81       0.74           E007800300579 
       17.0       16.0       3.17       2.00       1.18           E007800300580 
       17.0       16.0       3.31       2.89       1.47           E007800300581 
       17.0       16.0       3.47       2.46       1.18           E007800300582 
       17.0       16.0       3.62       1.74       1.03           E007800300583 
       17.0       16.0       3.81       1.02       0.44           E007800300584 
       17.0       16.0       3.95       0.73       0.88           E007800300585 
       17.0       16.0       4.11       2.22       1.18           E007800300586 
       17.0       16.0       4.26       3.70       1.47           E007800300587 
       17.0       16.0       4.42       6.21       1.91           E007800300588 
       17.0       16.0       4.58       6.08       2.21           E007800300589 
       17.0       16.0       4.74       5.79       1.91           E007800300590 
       17.0       16.0       4.88       5.36       1.77           E007800300591 
       17.0       16.0       5.06       5.96       1.91           E007800300592 
       17.0       16.0       5.20       8.18       2.65           E007800300593 
       17.0       16.0       5.36       9.08       2.35           E007800300594 
       17.0       16.0       5.51      10.85       2.94           E007800300595 
       17.0       16.0       5.67      10.57       2.35           E007800300596 
       17.0       16.0       5.84      10.58       2.94           E007800300597 
