ENTRY            E2651   20200528                             E126E265100000001 
SUBENT        E2651001   20200528                             E126E265100100001 
BIB                 12         24                                 E265100100002 
TITLE      Low-energy-threshold detector for measuring proton     E265100100003 
           spectra at several tens of MeV using Bragg curve       E265100100004 
           spectroscopy                                           E265100100005 
AUTHOR     (Y.Yamaguchi, T.Sanami, Y.Koba, Y.Uozumi)              E265100100006 
INSTITUTE  (2JPNKYU)                                              E265100100007 
           (2JPNKEK)                                              E265100100008 
           (2JPNIRS)                                              E265100100009 
REFERENCE  (J,NIM/A,953,163158,2020)                              E265100100010 
PART-DET   (P)                                                    E265100100011 
INC-SOURCE Beam intensity is less than 15 nA.                     E265100100012 
METHOD     (EDE)                                                  E265100100013 
FACILITY   (CYCLO,2JPNIRS)                                        E265100100014 
DETECTOR   (IOCH,SIBAR,BGO)                                       E265100100015 
ERR-ANALYS (ERR-1,,10.) entrance window inhomogeneity (<10%)      E265100100016 
           (ERR-2,,5.) particle misidentification (<5%)           E265100100017 
           (ERR-3) beam current (2%)                              E265100100018 
           (ERR-4) target thickness (5%)                          E265100100019 
           (ERR-5) solid angle (5%)                               E265100100020 
           (ERR-S) Statistical uncertainty                        E265100100021 
STATUS     (TABLE) Data received by an email from the authors     E265100100022 
           (APRVD) Approved by Yuji Yamaguchi (2020-03-13)        E265100100023 
HISTORY    (20200312R) On. Received by e-mail from Yuji           E265100100024 
                       Yamaguchi.                                 E265100100025 
           (20200313C) On                                         E265100100026 
ENDBIB              24          0                                 E265100100027 
COMMON               3          3                                 E265100100028 
ERR-3      ERR-4      ERR-5                                       E265100100029 
PER-CENT   PER-CENT   PER-CENT                                    E265100100030 
 2.         5.         5.                                         E265100100031 
ENDCOMMON            3          0                                 E265100100032 
ENDSUBENT           31          0                                 E265100199999 
SUBENT        E2651002   20200528                             E126E265100200001 
BIB                  3          5                                 E265100200002 
REACTION   (6-C-0(P,X)1-H-1,,DA/DE)                               E265100200003 
EN-SEC     ANG is polar angle (lab.) between beam and proton      E265100200004 
           (E,P)                                                  E265100200005 
SAMPLE     - Chemical-form of target: polyethylene                E265100200006 
           - Target-thickness: 11 um thick                        E265100200007 
ENDBIB               5          0                                 E265100200008 
NOCOMMON             0          0                                 E265100200009 
DATA                 5        422                                 E265100200010 
EN         ANG        E          DATA       ERR-S                 E265100200011 
        70.       120.     51.500  0.712E-02  0.183E-02           E265100300343 
        70.       120.     52.500  0.706E-02  0.182E-02           E265100300344 
        70.       120.     53.500  0.543E-02  0.155E-02           E265100300345 
        70.       120.     54.500  0.134E-02  0.577E-03           E265100300346 
        70.       120.     55.500  0.667E-03  0.549E-03           E265100300347 
        70.       120.     56.500  0.173E-02  0.943E-03           E265100300348 
        70.       120.     57.500  0.359E-02  0.135E-02           E265100300349 
        70.       120.     58.500  0.274E-02  0.112E-02           E265100300350 
        70.       120.     59.500  0.368E-02  0.135E-02           E265100300351 
        70.       120.     60.500  0.107E-02  0.574E-03           E265100300352 
        70.       120.     61.500  0.122E-02  0.783E-03           E265100300353 
        70.       120.     62.500  0.725E-03  0.561E-03           E265100300354 
        70.       120.     63.500  0.904E-04  0.618E-04           E265100300355 
        70.       120.     64.500  0.313E-05  0.148E-05           E265100300356 
        70.       120.     65.500  0.407E-07  0.185E-07           E265100300357 
        70.       120.     66.500  0.223E-09  0.140E-09           E265100300358 
        70.       120.     67.500  0.360E-12  0.360E-12           E265100300359 
        70.       120.     68.500  0.000E+00  0.000E+00           E265100300360 
        70.       150.      1.700  0.395E+01  0.717E-01           E265100300361 
        70.       150.      1.900  0.425E+01  0.735E-01           E265100300362 
        70.       150.      4.250  0.264E+01  0.357E-01           E265100300363 
        70.       150.      4.750  0.259E+01  0.354E-01           E265100300364 
        70.       150.      5.250  0.249E+01  0.357E-01           E265100300365 
        70.       150.      5.750  0.228E+01  0.362E-01           E265100300366 
        70.       150.      6.250  0.217E+01  0.392E-01           E265100300367 
        70.       150.      6.750  0.179E+01  0.362E-01           E265100300368 
        70.       150.      8.500  0.119E+01  0.235E-01           E265100300369 
        70.       150.      9.500  0.987E+00  0.285E-01           E265100300370 
        70.       150.     10.500  0.871E+00  0.270E-01           E265100300371 
        70.       150.     11.500  0.718E+00  0.159E-01           E265100300372 
        70.       150.     12.500  0.626E+00  0.151E-01           E265100300373 
        70.       150.     13.500  0.598E+00  0.155E-01           E265100300374 
        70.       150.     14.500  0.485E+00  0.160E-01           E265100300375 
        70.       150.     15.500  0.459E+00  0.140E-01           E265100300376 
        70.       150.     16.500  0.361E+00  0.120E-01           E265100300377 
        70.       150.     17.500  0.283E+00  0.111E-01           E265100300378 
        70.       150.     18.500  0.234E+00  0.101E-01           E265100300379 
        70.       150.     19.500  0.217E+00  0.101E-01           E265100300380 
        70.       150.     20.500  0.203E+00  0.983E-02           E265100300381 
        70.       150.     21.500  0.179E+00  0.912E-02           E265100300382 
        70.       150.     22.500  0.155E+00  0.864E-02           E265100300383 
        70.       150.     23.500  0.123E+00  0.774E-02           E265100300384 
        70.       150.     24.500  0.122E+00  0.805E-02           E265100300385 
        70.       150.     25.500  0.114E+00  0.767E-02           E265100300386 
        70.       150.     26.500  0.814E-01  0.626E-02           E265100300387 
        70.       150.     27.500  0.712E-01  0.617E-02           E265100300388 
        70.       150.     28.500  0.761E-01  0.653E-02           E265100300389 
        70.       150.     29.500  0.523E-01  0.509E-02           E265100300390 
        70.       150.     30.500  0.597E-01  0.594E-02           E265100300391 
        70.       150.     31.500  0.392E-01  0.437E-02           E265100300392 
        70.       150.     32.500  0.434E-01  0.512E-02           E265100300393 
        70.       150.     33.500  0.323E-01  0.413E-02           E265100300394 
        70.       150.     34.500  0.264E-01  0.391E-02           E265100300395 
        70.       150.     35.500  0.266E-01  0.403E-02           E265100300396 
        70.       150.     36.500  0.234E-01  0.367E-02           E265100300397 
        70.       150.     37.500  0.143E-01  0.270E-02           E265100300398 
        70.       150.     38.500  0.132E-01  0.283E-02           E265100300399 
        70.       150.     39.500  0.151E-01  0.306E-02           E265100300400 
        70.       150.     40.500  0.115E-01  0.260E-02           E265100300401 
        70.       150.     41.500  0.122E-01  0.279E-02           E265100300402 
        70.       150.     42.500  0.735E-02  0.200E-02           E265100300403 
        70.       150.     43.500  0.704E-02  0.212E-02           E265100300404 
        70.       150.     44.500  0.647E-02  0.199E-02           E265100300405 
        70.       150.     45.500  0.402E-02  0.152E-02           E265100300406 
        70.       150.     46.500  0.585E-02  0.198E-02           E265100300407 
        70.       150.     47.500  0.176E-02  0.805E-03           E265100300408 
        70.       150.     48.500  0.243E-02  0.131E-02           E265100300409 
        70.       150.     49.500  0.498E-02  0.187E-02           E265100300410 
        70.       150.     50.500  0.155E-02  0.797E-03           E265100300411 
        70.       150.     51.500  0.156E-03  0.948E-04           E265100300412 
        70.       150.     52.500  0.768E-03  0.763E-03           E265100300413 
        70.       150.     53.500  0.889E-03  0.768E-03           E265100300414 
        70.       150.     54.500  0.894E-03  0.769E-03           E265100300415 
        70.       150.     55.500  0.131E-03  0.948E-04           E265100300416 
        70.       150.     56.500  0.768E-03  0.763E-03           E265100300417 
        70.       150.     57.500  0.126E-03  0.948E-04           E265100300418 
        70.       150.     58.500  0.409E-05  0.211E-05           E265100300419 
        70.       150.     59.500  0.507E-07  0.252E-07           E265100300420 
        70.       150.     60.500  0.249E-09  0.149E-09           E265100300421 
        70.       150.     61.500  0.388E-12  0.388E-12           E265100300422 
        70.       150.     62.500  0.000E+00  0.000E+00           E265100300423 
ENDDATA            413          0                                 E265100300424 
ENDSUBENT          423          0                                 E265100399999 
SUBENT        E2651004   20200528                             E126E265100400001 
BIB                  3          5                                 E265100400002 
REACTION   (29-CU-0(P,X)1-H-1,,DA/DE)                             E265100400003 
EN-SEC     ANG is polar angle (lab.) between beam and proton      E265100400004 
           (E,P)                                                  E265100400005 
SAMPLE     - Chemical-form of target is element.                  E265100400006 
           - Target-thickness: 3 um thick                         E265100400007 
ENDBIB               5          0                                 E265100400008 
NOCOMMON             0          0                                 E265100400009 
DATA                 5        423                                 E265100400010 
EN         ANG        E          DATA       ERR-S                 E265100400011 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             E265100400012 
        40.        15.      1.500  0.157E+01  0.223E+00           E265100400013 
        40.        15.      1.700  0.187E+01  0.227E+00           E265100400014 
        40.        15.      1.900  0.258E+01  0.244E+00           E265100400015 
        40.        15.      2.100  0.267E+01  0.229E+00           E265100400016 
        40.        15.      4.750  0.880E+01  0.175E+00           E265100400017 
        40.        15.      5.250  0.932E+01  0.185E+00           E265100400018 
        40.        15.      5.750  0.992E+01  0.207E+00           E265100400019 
        40.        15.      6.250  0.104E+02  0.228E+00           E265100400020 
        40.        15.      6.750  0.104E+02  0.248E+00           E265100400021 
        40.        15.      7.250  0.112E+02  0.272E+00           E265100400022 
        40.        15.      9.500  0.784E+01  0.157E+00           E265100400023 
        40.        15.     10.500  0.828E+01  0.163E+00           E265100400024 
        40.        15.     11.500  0.806E+01  0.160E+00           E265100400025 
        40.        15.     12.500  0.813E+01  0.165E+00           E265100400026 
        40.        60.      0.100  0.000E+00  0.000E+00           E265100400027 
        40.        60.      0.300  0.000E+00  0.000E+00           E265100400028 
        40.        60.      0.500  0.000E+00  0.000E+00           E265100400029 
        40.        60.      0.700  0.000E+00  0.000E+00           E265100400030 
        40.        60.      0.900  0.000E+00  0.000E+00           E265100400031 
        40.        60.      1.100  0.000E+00  0.000E+00           E265100400032 
        40.        60.      1.300  0.000E+00  0.000E+00           E265100400033 
        40.        60.      1.500  0.104E+01  0.722E-01           E265100400034 
        40.        60.      1.700  0.159E+01  0.870E-01           E265100400035 
        40.        60.      1.900  0.231E+01  0.108E+00           E265100400036 
        40.        60.      2.100  0.336E+01  0.141E+00           E265100400037 
        40.        60.      3.250  0.434E+01  0.557E-01           E265100400038 
        40.        60.      3.750  0.609E+01  0.666E-01           E265100400039 
        40.        60.      4.250  0.744E+01  0.705E-01           E265100400040 
        40.        60.      4.750  0.840E+01  0.748E-01           E265100400041 
        40.        60.      5.250  0.901E+01  0.805E-01           E265100400042 
        40.        60.      5.750  0.901E+01  0.862E-01           E265100400043 
        40.        60.      6.250  0.879E+01  0.922E-01           E265100400044 
        40.        60.      6.750  0.687E+01  0.801E-01           E265100400045 
        40.        60.      8.500  0.500E+01  0.600E-01           E265100400046 
        40.        60.      9.500  0.435E+01  0.561E-01           E265100400047 
        40.        60.     10.500  0.366E+01  0.531E-01           E265100400048 
        40.        60.     11.500  0.309E+01  0.490E-01           E265100400049 
        40.        60.     12.500  0.263E+01  0.463E-01           E265100400050 
        40.        60.     13.500  0.259E+01  0.490E-01           E265100400051 
        40.        60.     15.500  0.204E+01  0.446E-01           E265100400052 
        40.        60.     16.500  0.201E+01  0.448E-01           E265100400053 
        40.        60.     17.500  0.180E+01  0.424E-01           E265100400054 
        40.        60.     18.500  0.175E+01  0.433E-01           E265100400055 
        40.        60.     19.500  0.187E+01  0.457E-01           E265100400056 
        40.        60.     20.500  0.183E+01  0.448E-01           E265100400057 
        40.        60.     21.500  0.171E+01  0.572E-01           E265100400058 
        40.        60.     22.500  0.159E+01  0.554E-01           E265100400059 
        40.        60.     23.500  0.147E+01  0.540E-01           E265100400060 
        40.        60.     24.500  0.133E+01  0.518E-01           E265100400061 
        40.        60.     25.500  0.122E+01  0.503E-01           E265100400062 
        40.        60.     26.500  0.110E+01  0.474E-01           E265100400063 
        40.        60.     27.500  0.111E+01  0.489E-01           E265100400064 
        40.        60.     28.500  0.106E+01  0.478E-01           E265100400065 
        40.        60.     29.500  0.111E+01  0.500E-01           E265100400066 
        40.        60.     30.500  0.106E+01  0.481E-01           E265100400067 
        40.        60.     31.500  0.988E+00  0.463E-01           E265100400068 
        40.        60.     32.500  0.970E+00  0.467E-01           E265100400069 
        40.        60.     33.500  0.992E+00  0.478E-01           E265100400070 
        40.        60.     34.500  0.109E+01  0.510E-01           E265100400071 
        40.        60.     35.500  0.117E+01  0.536E-01           E265100400072 
        40.        60.     36.500  0.111E+01  0.507E-01           E265100400073 
        40.        60.     37.500  0.174E+01  0.667E-01           E265100400074 
        40.        60.     38.500  0.470E+01  0.113E+00           E265100400075 
        40.        60.     39.500  0.104E+02  0.167E+00           E265100400076 
        40.        60.     40.500  0.344E+01  0.686E-01           E265100400077 
        40.        60.     41.500  0.419E+00  0.117E-01           E265100400078 
        40.        60.     42.500  0.304E-01  0.525E-02           E265100400079 
        40.        60.     43.500  0.245E-02  0.777E-03           E265100400080 
        40.        60.     44.500  0.110E-03  0.285E-04           E265100400081 
        40.        60.     45.500  0.211E-05  0.562E-06           E265100400082 
        40.        60.     46.500  0.172E-07  0.627E-08           E265100400083 
        40.        60.     47.500  0.419E-10  0.243E-10           E265100400084 
        40.       120.      1.700  0.221E+01  0.713E-01           E265100400085 
        40.       120.      1.900  0.364E+01  0.948E-01           E265100400086 
        40.       120.      2.100  0.456E+01  0.111E+00           E265100400087 
        40.       120.      4.250  0.709E+01  0.469E-01           E265100400088 
        40.       120.      4.750  0.765E+01  0.481E-01           E265100400089 
        40.       120.      5.250  0.777E+01  0.503E-01           E265100400090 
        40.       120.      5.750  0.753E+01  0.532E-01           E265100400091 
        40.       120.      6.250  0.719E+01  0.566E-01           E265100400092 
        40.       120.      6.750  0.608E+01  0.540E-01           E265100400093 
        40.       120.      7.500  0.379E+01  0.379E-01           E265100400094 
        40.       120.      8.500  0.276E+01  0.328E-01           E265100400095 
        40.       120.      9.500  0.202E+01  0.282E-01           E265100400096 
        40.       120.     10.500  0.154E+01  0.249E-01           E265100400097 
        40.       120.     11.500  0.121E+01  0.221E-01           E265100400098 
        40.       120.     12.500  0.100E+01  0.203E-01           E265100400099 
        40.       120.     13.500  0.826E+00  0.184E-01           E265100400100 
        40.       120.     14.500  0.719E+00  0.173E-01           E265100400101 
        40.       120.     15.500  0.611E+00  0.160E-01           E265100400102 
        40.       120.     16.500  0.546E+00  0.152E-01           E265100400103 
        40.       120.     17.500  0.485E+00  0.143E-01           E265100400104 
        40.       120.     18.500  0.446E+00  0.138E-01           E265100400105 
        40.       120.     19.500  0.416E+00  0.133E-01           E265100400106 
        40.       120.     20.500  0.393E+00  0.130E-01           E265100400107 
        40.       120.     21.500  0.336E+00  0.120E-01           E265100400108 
        40.       120.     22.500  0.314E+00  0.116E-01           E265100400109 
        40.       120.     23.500  0.284E+00  0.111E-01           E265100400110 
        40.       120.     24.500  0.228E+00  0.989E-02           E265100400111 
        40.       120.     25.500  0.199E+00  0.929E-02           E265100400112 
        40.       120.     26.500  0.170E+00  0.859E-02           E265100400113 
        40.       120.     27.500  0.143E+00  0.784E-02           E265100400114 
        40.       120.     28.500  0.130E+00  0.756E-02           E265100400115 
        40.       120.     29.500  0.116E+00  0.709E-02           E265100400116 
        40.       120.     30.500  0.971E-01  0.653E-02           E265100400117 
        40.       120.     31.500  0.905E-01  0.630E-02           E265100400118 
        40.       120.     32.500  0.854E-01  0.611E-02           E265100400119 
        40.       120.     33.500  0.742E-01  0.569E-02           E265100400120 
        40.       120.     34.500  0.845E-01  0.611E-02           E265100400121 
        40.       120.     35.500  0.527E-01  0.476E-02           E265100400122 
        40.       120.     36.500  0.579E-01  0.504E-02           E265100400123 
        40.       120.     37.500  0.213E+00  0.980E-02           E265100400124 
        40.       120.     38.500  0.210E+00  0.961E-02           E265100400125 
        40.       120.     39.500  0.124E-01  0.178E-02           E265100400126 
        40.       120.     40.500  0.171E-03  0.442E-04           E265100400127 
        40.       120.     41.500  0.000E+00  0.000E+00           E265100400128 
        40.       150.      1.100  0.174E+01  0.729E-01           E265100400129 
        40.       150.      1.300  0.184E+01  0.674E-01           E265100400130 
        40.       150.      1.500  0.217E+01  0.701E-01           E265100400131 
        40.       150.      1.700  0.283E+01  0.761E-01           E265100400132 
        40.       150.      1.900  0.385E+01  0.892E-01           E265100400133 
        40.       150.      2.100  0.367E+01  0.859E-01           E265100400134 
        40.       150.      3.750  0.563E+01  0.553E-01           E265100400135 
        40.       150.      4.250  0.674E+01  0.574E-01           E265100400136 
        40.       150.      4.750  0.732E+01  0.595E-01           E265100400137 
        40.       150.      5.250  0.750E+01  0.619E-01           E265100400138 
        40.       150.      5.750  0.740E+01  0.658E-01           E265100400139 
        40.       150.      6.250  0.695E+01  0.682E-01           E265100400140 
        40.       150.      6.750  0.642E+01  0.721E-01           E265100400141 
        40.       150.      7.500  0.369E+01  0.321E-01           E265100400142 
        40.       150.      8.500  0.251E+01  0.268E-01           E265100400143 
        40.       150.      9.500  0.178E+01  0.227E-01           E265100400144 
        40.       150.     10.500  0.136E+01  0.200E-01           E265100400145 
        40.       150.     11.500  0.107E+01  0.177E-01           E265100400146 
        40.       150.     12.500  0.875E+00  0.161E-01           E265100400147 
        40.       150.     13.500  0.742E+00  0.149E-01           E265100400148 
        40.       150.     14.500  0.605E+00  0.134E-01           E265100400149 
        40.       150.     15.500  0.528E+00  0.126E-01           E265100400150 
        40.       150.     16.500  0.474E+00  0.119E-01           E265100400151 
        40.       150.     17.500  0.417E+00  0.112E-01           E265100400152 
        40.       150.     18.500  0.369E+00  0.106E-01           E265100400153 
        40.       150.     19.500  0.334E+00  0.100E-01           E265100400154 
        40.       150.     20.500  0.288E+00  0.933E-02           E265100400155 
        40.       150.     21.500  0.240E+00  0.853E-02           E265100400156 
        40.       150.     22.500  0.237E+00  0.850E-02           E265100400157 
        40.       150.     23.500  0.183E+00  0.745E-02           E265100400158 
        40.       150.     24.500  0.169E+00  0.719E-02           E265100400159 
        40.       150.     25.500  0.136E+00  0.643E-02           E265100400160 
        40.       150.     26.500  0.119E+00  0.602E-02           E265100400161 
        40.       150.     27.500  0.110E+00  0.586E-02           E265100400162 
        40.       150.     28.500  0.983E-01  0.551E-02           E265100400163 
        40.       150.     29.500  0.777E-01  0.487E-02           E265100400164 
        40.       150.     30.500  0.687E-01  0.461E-02           E265100400165 
        40.       150.     31.500  0.608E-01  0.433E-02           E265100400166 
        40.       150.     32.500  0.503E-01  0.391E-02           E265100400167 
        40.       150.     33.500  0.509E-01  0.395E-02           E265100400168 
        40.       150.     34.500  0.449E-01  0.372E-02           E265100400169 
        40.       150.     35.500  0.301E-01  0.304E-02           E265100400170 
        40.       150.     36.500  0.369E-01  0.337E-02           E265100400171 
        40.       150.     37.500  0.834E-01  0.509E-02           E265100400172 
        40.       150.     38.500  0.404E-01  0.350E-02           E265100400173 
        40.       150.     39.500  0.926E-03  0.318E-03           E265100400174 
        40.       150.     40.500  0.449E-05  0.449E-05           E265100400175 
        40.       150.     41.500  0.000E+00  0.000E+00           E265100400176 
        70.        15.      1.700  0.192E+01  0.125E+00           E265100400177 
        70.        15.      1.900  0.238E+01  0.128E+00           E265100400178 
        70.        15.      3.250  0.407E+01  0.789E-01           E265100400179 
        70.        15.      3.750  0.581E+01  0.949E-01           E265100400180 
        70.        15.      4.250  0.722E+01  0.100E+00           E265100400181 
        70.        15.      4.750  0.822E+01  0.106E+00           E265100400182 
        70.        15.      5.250  0.889E+01  0.114E+00           E265100400183 
        70.        15.      5.750  0.909E+01  0.123E+00           E265100400184 
        70.        15.      6.250  0.936E+01  0.135E+00           E265100400185 
        70.        15.      6.750  0.909E+01  0.145E+00           E265100400186 
        70.        15.      7.250  0.902E+01  0.157E+00           E265100400187 
        70.        15.      9.500  0.595E+01  0.925E-01           E265100400188 
        70.        15.     10.500  0.571E+01  0.899E-01           E265100400189 
        70.        15.     11.500  0.518E+01  0.855E-01           E265100400190 
        70.        15.     12.500  0.428E+01  0.768E-01           E265100400191 
        70.        15.     13.500  0.414E+01  0.812E-01           E265100400192 
        70.        15.     14.500  0.451E+01  0.872E-01           E265100400193 
        70.        60.      0.100  0.000E+00  0.000E+00           E265100400194 
        70.        60.      0.300  0.000E+00  0.000E+00           E265100400195 
        70.        60.      0.500  0.000E+00  0.000E+00           E265100400196 
        70.        60.      0.700  0.000E+00  0.000E+00           E265100400197 
        70.        60.      0.900  0.000E+00  0.000E+00           E265100400198 
        70.        60.      1.100  0.000E+00  0.000E+00           E265100400199 
        70.        60.      1.300  0.000E+00  0.000E+00           E265100400200 
        70.        60.      1.500  0.879E+00  0.590E-01           E265100400201 
        70.        60.      1.700  0.159E+01  0.760E-01           E265100400202 
        70.        60.      1.900  0.206E+01  0.918E-01           E265100400203 
        70.        60.      2.100  0.269E+01  0.113E+00           E265100400204 
        70.        60.      3.250  0.397E+01  0.720E-01           E265100400205 
        70.        60.      3.750  0.547E+01  0.835E-01           E265100400206 
        70.        60.      4.250  0.679E+01  0.876E-01           E265100400207 
        70.        60.      4.750  0.769E+01  0.930E-01           E265100400208 
        70.        60.      5.250  0.794E+01  0.987E-01           E265100400209 
        70.        60.      5.750  0.773E+01  0.105E+00           E265100400210 
        70.        60.      6.250  0.773E+01  0.108E+00           E265100400211 
        70.        60.      6.750  0.724E+01  0.121E+00           E265100400212 
        70.        60.      7.250  0.687E+01  0.130E+00           E265100400213 
        70.        60.      7.750  0.605E+01  0.127E+00           E265100400214 
        70.        60.      8.500  0.507E+01  0.544E-01           E265100400215 
        70.        60.      9.500  0.454E+01  0.516E-01           E265100400216 
        70.        60.     10.500  0.375E+01  0.477E-01           E265100400217 
        70.        60.     11.500  0.307E+01  0.442E-01           E265100400218 
        70.        60.     12.500  0.263E+01  0.416E-01           E265100400219 
        70.        60.     13.500  0.247E+01  0.425E-01           E265100400220 
        70.        60.     16.500  0.204E+01  0.393E-01           E265100400221 
        70.        60.     17.500  0.184E+01  0.391E-01           E265100400222 
        70.        60.     18.500  0.188E+01  0.407E-01           E265100400223 
        70.        60.     19.500  0.179E+01  0.397E-01           E265100400224 
        70.        60.     20.500  0.177E+01  0.398E-01           E265100400225 
        70.        60.     21.500  0.171E+01  0.393E-01           E265100400226 
        70.        60.     22.500  0.170E+01  0.400E-01           E265100400227 
        70.        60.     23.500  0.154E+01  0.377E-01           E265100400228 
        70.        60.     24.500  0.153E+01  0.388E-01           E265100400229 
        70.        60.     25.500  0.151E+01  0.386E-01           E265100400230 
        70.        60.     26.500  0.153E+01  0.393E-01           E265100400231 
        70.        60.     27.500  0.150E+01  0.388E-01           E265100400232 
        70.        60.     28.500  0.145E+01  0.386E-01           E265100400233 
        70.        60.     29.500  0.158E+01  0.414E-01           E265100400234 
        70.        60.     30.500  0.145E+01  0.386E-01           E265100400235 
        70.        60.     31.500  0.140E+01  0.390E-01           E265100400236 
        70.        60.     32.500  0.139E+01  0.390E-01           E265100400237 
        70.        60.     33.500  0.138E+01  0.388E-01           E265100400238 
        70.        60.     34.500  0.133E+01  0.386E-01           E265100400239 
        70.        60.     35.500  0.124E+01  0.375E-01           E265100400240 
        70.        60.     36.500  0.113E+01  0.353E-01           E265100400241 
        70.        60.     37.500  0.119E+01  0.367E-01           E265100400242 
        70.        60.     38.500  0.110E+01  0.351E-01           E265100400243 
        70.        60.     39.500  0.111E+01  0.360E-01           E265100400244 
        70.        60.     40.500  0.111E+01  0.361E-01           E265100400245 
        70.        60.     41.500  0.977E+00  0.335E-01           E265100400246 
        70.        60.     42.500  0.100E+01  0.347E-01           E265100400247 
        70.        60.     43.500  0.101E+01  0.349E-01           E265100400248 
        70.        60.     44.500  0.937E+00  0.333E-01           E265100400249 
        70.        60.     45.500  0.884E+00  0.326E-01           E265100400250 
        70.        60.     46.500  0.874E+00  0.325E-01           E265100400251 
        70.        60.     47.500  0.928E+00  0.339E-01           E265100400252 
        70.        60.     48.500  0.830E+00  0.316E-01           E265100400253 
        70.        60.     49.500  0.835E+00  0.325E-01           E265100400254 
        70.        60.     50.500  0.860E+00  0.330E-01           E265100400255 
        70.        60.     51.500  0.790E+00  0.312E-01           E265100400256 
        70.        60.     52.500  0.728E+00  0.300E-01           E265100400257 
        70.        60.     53.500  0.711E+00  0.298E-01           E265100400258 
        70.        60.     54.500  0.695E+00  0.295E-01           E265100400259 
        70.        60.     55.500  0.651E+00  0.286E-01           E265100400260 
        70.        60.     56.500  0.604E+00  0.274E-01           E265100400261 
        70.        60.     57.500  0.567E+00  0.268E-01           E265100400262 
        70.        60.     58.500  0.490E+00  0.249E-01           E265100400263 
        70.        60.     59.500  0.511E+00  0.258E-01           E265100400264 
        70.        60.     60.500  0.451E+00  0.240E-01           E265100400265 
        70.        60.     61.500  0.425E+00  0.235E-01           E265100400266 
        70.        60.     62.500  0.447E+00  0.242E-01           E265100400267 
        70.        60.     63.500  0.404E+00  0.226E-01           E265100400268 
        70.        60.     64.500  0.361E+00  0.218E-01           E265100400269 
        70.        60.     65.500  0.335E+00  0.212E-01           E265100400270 
        70.        60.     66.500  0.354E+00  0.218E-01           E265100400271 
        70.        60.     67.500  0.612E+00  0.293E-01           E265100400272 
        70.        60.     68.500  0.104E+01  0.383E-01           E265100400273 
        70.        60.     69.500  0.621E+00  0.274E-01           E265100400274 
        70.        60.     70.500  0.117E+00  0.883E-02           E265100400275 
        70.        60.     71.500  0.118E-01  0.232E-02           E265100400276 
        70.        60.     72.500  0.677E-03  0.212E-03           E265100400277 
        70.        60.     73.500  0.181E-04  0.505E-05           E265100400278 
        70.        60.     74.500  0.154E-02  0.154E-02           E265100400279 
        70.        60.     75.500  0.209E-03  0.146E-03           E265100400280 
        70.        60.     76.500  0.723E-05  0.346E-05           E265100400281 
        70.        60.     77.500  0.101E-06  0.476E-07           E265100400282 
        70.        60.     78.500  0.574E-09  0.377E-09           E265100400283 
        70.        60.     79.500  0.925E-12  0.925E-12           E265100400284 
        70.        60.     80.500  0.000E+00  0.000E+00           E265100400285 
        70.       120.      1.700  0.235E+01  0.515E-01           E265100400286 
        70.       120.      1.900  0.289E+01  0.603E-01           E265100400287 
        70.       120.      2.100  0.359E+01  0.711E-01           E265100400288 
        70.       120.      3.250  0.436E+01  0.272E-01           E265100400289 
        70.       120.      3.750  0.591E+01  0.321E-01           E265100400290 
        70.       120.      4.250  0.702E+01  0.334E-01           E265100400291 
        70.       120.      4.750  0.758E+01  0.343E-01           E265100400292 
        70.       120.      5.250  0.752E+01  0.352E-01           E265100400293 
        70.       120.      5.750  0.687E+01  0.356E-01           E265100400294 
        70.       120.      6.250  0.588E+01  0.351E-01           E265100400295 
        70.       120.      6.500  0.469E+01  0.376E-01           E265100400296 
        70.       120.      7.500  0.410E+01  0.336E-01           E265100400297 
        70.       120.      8.500  0.315E+01  0.297E-01           E265100400298 
        70.       120.      9.500  0.238E+01  0.259E-01           E265100400299 
        70.       120.     10.500  0.185E+01  0.230E-01           E265100400300 
        70.       120.     11.500  0.150E+01  0.208E-01           E265100400301 
        70.       120.     12.500  0.127E+01  0.193E-01           E265100400302 
        70.       120.     13.500  0.106E+01  0.176E-01           E265100400303 
        70.       120.     14.500  0.902E+00  0.164E-01           E265100400304 
        70.       120.     15.500  0.749E+00  0.149E-01           E265100400305 
        70.       120.     16.500  0.676E+00  0.143E-01           E265100400306 
        70.       120.     17.500  0.569E+00  0.131E-01           E265100400307 
        70.       120.     18.500  0.529E+00  0.127E-01           E265100400308 
        70.       120.     19.500  0.496E+00  0.112E-01           E265100400309 
        70.       120.     20.500  0.435E+00  0.106E-01           E265100400310 
        70.       120.     21.500  0.402E+00  0.103E-01           E265100400311 
        70.       120.     22.500  0.384E+00  0.103E-01           E265100400312 
        70.       120.     23.500  0.325E+00  0.930E-02           E265100400313 
        70.       120.     24.500  0.304E+00  0.936E-02           E265100400314 
        70.       120.     25.500  0.280E+00  0.894E-02           E265100400315 
        70.       120.     26.500  0.234E+00  0.816E-02           E265100400316 
        70.       120.     27.500  0.205E+00  0.774E-02           E265100400317 
        70.       120.     28.500  0.205E+00  0.795E-02           E265100400318 
        70.       120.     29.500  0.191E+00  0.769E-02           E265100400319 
        70.       120.     30.500  0.164E+00  0.707E-02           E265100400320 
