ENTRY            E2661   20210604                             E131E266100000001 
SUBENT        E2661001   20210604                             E131E266100100001 
BIB                 12         35                                 E266100100002 
TITLE      Role of Multichance Fission in the Description of      E266100100003 
           Fission-Fragment Mass Distributions at High Energies   E266100100004 
AUTHOR     (K.Hirose, K.Nishio, S.Tanaka, R.Leguillon, H.Makii,   E266100100005 
            I.Nishinaka, R.Orlandi, K.Tsukada, J.Smallcombe,      E266100100006 
            M.J.Vermeulen, S.Chiba, Y.Aritomo, T.Ohtsuki,         E266100100007 
            K.Nakano, S.Araki, Y.Watanabe, R.Tatsuzawa, N.Takaki, E266100100008 
            N.Tamura, S.Goto, I.Tsekhanovich, A.N.Andreyev)       E266100100009 
INSTITUTE  (2JPNJAE) Advanced Science Research Center             E266100100010 
           (2JPNKNK) Faculty of Science and Engineering           E266100100011 
           (1CANTMF)                                              E266100100012 
           (2JPNTIT) Laboratory for Advanced Nuclear Energy,      E266100100013 
                     Institute for Innovative Research            E266100100014 
           (2JPNKTO) Research Reactor Institute                   E266100100015 
           (2JPNKYU) Interdisciplinary Graduate School of         E266100100016 
                     Engineering Sciences                         E266100100017 
           (2JPNJPN) Graduate School of Engineering, Tokyo City   E266100100018 
                     University                                   E266100100019 
           (2JPNNII) Graduate School of Science and Technology    E266100100020 
           (2FR BOR)                                              E266100100021 
           (2UK YRK) Department of Physics                        E266100100022 
REFERENCE  (J,PRL,119,222501,2017)                                E266100100023 
PART-DET   (FF)                                                   E266100100024 
INC-SOURCE Beam intensity is 0.5 particle-nA.                     E266100100025 
SAMPLE     - Chemical-form of target is element.                  E266100100026 
           - Physical-form of target is solid.                    E266100100027 
           - Target-thickness is 0.08 mg/cm2.                     E266100100028 
           - Backing is nickel.                                   E266100100029 
           - Backing-thickness is 0.09 mg/cm2.                    E266100100030 
FACILITY   (VDGT,2JPNJAE)                                         E266100100031 
DETECTOR   (SI)                                                   E266100100032 
           (MWPC)                                                 E266100100033 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E266100100034 
STATUS     (TABLE) Plotted in Fig.3 of Physics Review L 119,      E266100100035 
                   222501 (2017)                                  E266100100036 
HISTORY    (20200831C) Qing Zhao                                  E266100100037 
ENDBIB              35          0                                 E266100100038 
COMMON               1          3                                 E266100100039 
EN                                                                E266100100040 
MEV                                                               E266100100041 
 157.5                                                            E266100100042 
ENDCOMMON            3          0                                 E266100100043 
ENDSUBENT           42          0                                 E266100199999 
SUBENT        E2661002   20210604                             E131E266100200001 
BIB                  2          2                                 E266100200002 
REACTION   (92-U-238(8-O-18,8-O-19+F)MASS,ISP/PRE,FY)             E266100200003 
EN-SEC     (E-EXC,92-U-237)                                       E266100200004 
ENDBIB               2          0                                 E266100200005 
NOCOMMON             0          0                                 E266100200006 
DATA                 5        200                                 E266100200007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266100200008 
        10.        20.      106.5  4.4468546  0.3472410           E266100800026 
        10.        20.      110.5  2.2234273  0.2455365           E266100800027 
        10.        20.      114.5  1.7895879  0.2202830           E266100800028 
        10.        20.      118.5  0.6507592  0.1328357           E266100800029 
        10.        20.      122.5  0.6507592  0.1328357           E266100800030 
        10.        20.      126.5  1.7895879  0.2202830           E266100800031 
        10.        20.      130.5  2.2234273  0.2455365           E266100800032 
        10.        20.      134.5  4.4468546  0.3472410           E266100800033 
        10.        20.      138.5  4.3926249  0.3451172           E266100800034 
        10.        20.      142.5  4.6095443  0.3535359           E266100800035 
        10.        20.      146.5  2.1149673  0.2394729           E266100800036 
        10.        20.      150.5  2.2234273  0.2455365           E266100800037 
        10.        20.      154.5  1.0845987  0.1714901           E266100800038 
        10.        20.      158.5  0.4338395  0.1084599           E266100800039 
        10.        20.      162.5  0.4880694  0.1150391           E266100800040 
        10.        20.      166.5  0.1626898  0.0664178           E266100800041 
        10.        20.      170.5  0.1084599  0.0542299           E266100800042 
        10.        20.      174.5  0.1626898  0.0664178           E266100800043 
        10.        20.      178.5  0.0542299  0.0383464           E266100800044 
        10.        20.      182.5  0.0000000  0.0000000           E266100800045 
        10.        20.      186.5  0.0000000  0.0000000           E266100800046 
        10.        20.      190.5  0.0000000  0.0000000           E266100800047 
        10.        20.      194.5  0.0000000  0.0000000           E266100800048 
        10.        20.      198.5  0.0542299  0.0383464           E266100800049 
        20.        30.       42.5  0.0000000  0.0000000           E266100800050 
        20.        30.       46.5  0.0000000  0.0000000           E266100800051 
        20.        30.       50.5  0.0160462  0.0113464           E266100800052 
        20.        30.       54.5  0.0320924  0.0160462           E266100800053 
        20.        30.       58.5  0.0802311  0.0253713           E266100800054 
        20.        30.       62.5  0.0962773  0.0277929           E266100800055 
        20.        30.       66.5  0.2086008  0.0409100           E266100800056 
        20.        30.       70.5  0.1604621  0.0358804           E266100800057 
        20.        30.       74.5  0.3369705  0.0519957           E266100800058 
        20.        30.       78.5  0.4813864  0.0621467           E266100800059 
        20.        30.       82.5  0.8183569  0.0810294           E266100800060 
        20.        30.       86.5  1.4441592  0.1076413           E266100800061 
        20.        30.       90.5  2.2304237  0.1337719           E266100800062 
        20.        30.       94.5  2.7599487  0.1488065           E266100800063 
        20.        30.       98.5  3.9152761  0.1772362           E266100800064 
        20.        30.      102.5  3.8029525  0.1746754           E266100800065 
        20.        30.      106.5  3.8831837  0.1765083           E266100800066 
        20.        30.      110.5  2.0378690  0.1278673           E266100800067 
        20.        30.      114.5  1.4281130  0.1070416           E266100800068 
        20.        30.      118.5  1.2676508  0.1008489           E266100800069 
        20.        30.      122.5  1.2676508  0.1008489           E266100800070 
        20.        30.      126.5  1.4281130  0.1070416           E266100800071 
        20.        30.      130.5  2.0378690  0.1278673           E266100800072 
        20.        30.      134.5  3.8831837  0.1765083           E266100800073 
        20.        30.      138.5  3.8029525  0.1746754           E266100800074 
        20.        30.      142.5  3.9152761  0.1772362           E266100800075 
        20.        30.      146.5  2.7599487  0.1488065           E266100800076 
        20.        30.      150.5  2.2304237  0.1337719           E266100800077 
        20.        30.      154.5  1.4441592  0.1076413           E266100800078 
        20.        30.      158.5  0.8183569  0.0810294           E266100800079 
        20.        30.      162.5  0.4813864  0.0621467           E266100800080 
        20.        30.      166.5  0.3369705  0.0519957           E266100800081 
        20.        30.      170.5  0.1604621  0.0358804           E266100800082 
        20.        30.      174.5  0.2086008  0.0409100           E266100800083 
        20.        30.      178.5  0.0962773  0.0277929           E266100800084 
        20.        30.      182.5  0.0802311  0.0253713           E266100800085 
        20.        30.      186.5  0.0320924  0.0160462           E266100800086 
        20.        30.      190.5  0.0160462  0.0113464           E266100800087 
        20.        30.      194.5  0.0000000  0.0000000           E266100800088 
        20.        30.      198.5  0.0000000  0.0000000           E266100800089 
        30.        40.       42.5  0.0000000  0.0000000           E266100800090 
        30.        40.       46.5  0.0108038  0.0076394           E266100800091 
        30.        40.       50.5  0.0108038  0.0076394           E266100800092 
        30.        40.       54.5  0.0432152  0.0152789           E266100800093 
        30.        40.       58.5  0.0324114  0.0132319           E266100800094 
        30.        40.       62.5  0.0648228  0.0187127           E266100800095 
        30.        40.       66.5  0.0648228  0.0187127           E266100800096 
        30.        40.       70.5  0.1512532  0.0285842           E266100800097 
        30.        40.       74.5  0.3673293  0.0445452           E266100800098 
        30.        40.       78.5  0.5834054  0.0561382           E266100800099 
        30.        40.       82.5  0.8751080  0.0687550           E266100800100 
        30.        40.       86.5  1.2424374  0.0819239           E266100800101 
        30.        40.       90.5  1.8366464  0.0996061           E266100800102 
        30.        40.       94.5  2.8738115  0.1245956           E266100800103 
        30.        40.       98.5  3.6084702  0.1396159           E266100800104 
        30.        40.      102.5  3.5760589  0.1389875           E266100800105 
        30.        40.      106.5  3.4572170  0.1366585           E266100800106 
        30.        40.      110.5  2.6901472  0.1205484           E266100800107 
        30.        40.      114.5  1.8582541  0.1001904           E266100800108 
        30.        40.      118.5  1.6529819  0.0944947           E266100800109 
        30.        40.      122.5  1.6529819  0.0944947           E266100800110 
        30.        40.      126.5  1.8582541  0.1001904           E266100800111 
        30.        40.      130.5  2.6901472  0.1205484           E266100800112 
        30.        40.      134.5  3.4572170  0.1366585           E266100800113 
        30.        40.      138.5  3.5760589  0.1389875           E266100800114 
        30.        40.      142.5  3.6084702  0.1396159           E266100800115 
        30.        40.      146.5  2.8738115  0.1245956           E266100800116 
        30.        40.      150.5  1.8366464  0.0996061           E266100800117 
        30.        40.      154.5  1.2424374  0.0819239           E266100800118 
        30.        40.      158.5  0.8751080  0.0687550           E266100800119 
        30.        40.      162.5  0.5834054  0.0561382           E266100800120 
        30.        40.      166.5  0.3673293  0.0445452           E266100800121 
        30.        40.      170.5  0.1512532  0.0285842           E266100800122 
        30.        40.      174.5  0.0648228  0.0187127           E266100800123 
        30.        40.      178.5  0.0648228  0.0187127           E266100800124 
        30.        40.      182.5  0.0324114  0.0132319           E266100800125 
        30.        40.      186.5  0.0432152  0.0152789           E266100800126 
        30.        40.      190.5  0.0108038  0.0076394           E266100800127 
        30.        40.      194.5  0.0108038  0.0076394           E266100800128 
        30.        40.      198.5  0.0000000  0.0000000           E266100800129 
        40.        50.       42.5  0.0000000  0.0000000           E266100800130 
        40.        50.       46.5  0.0238663  0.0119332           E266100800131 
        40.        50.       50.5  0.0238663  0.0119332           E266100800132 
        40.        50.       54.5  0.0238663  0.0119332           E266100800133 
        40.        50.       58.5  0.0357995  0.0146151           E266100800134 
        40.        50.       62.5  0.0954654  0.0238663           E266100800135 
        40.        50.       66.5  0.1551313  0.0304237           E266100800136 
        40.        50.       70.5  0.2863962  0.0413377           E266100800137 
        40.        50.       74.5  0.3818616  0.0477327           E266100800138 
        40.        50.       78.5  0.6205250  0.0608475           E266100800139 
        40.        50.       82.5  0.8711218  0.0720945           E266100800140 
        40.        50.       86.5  1.4677805  0.0935823           E266100800141 
        40.        50.       90.5  2.0763724  0.1113052           E266100800142 
        40.        50.       94.5  2.5178995  0.1225694           E266100800143 
        40.        50.       98.5  3.1622910  0.1373611           E266100800144 
        40.        50.      102.5  3.4606204  0.1436944           E266100800145 
        40.        50.      106.5  3.2458234  0.1391635           E266100800146 
        40.        50.      110.5  2.6730309  0.1262888           E266100800147 
        40.        50.      114.5  2.0644391  0.1109849           E266100800148 
        40.        50.      118.5  1.8138424  0.1040310           E266100800149 
        40.        50.      122.5  1.8138424  0.1040310           E266100800150 
        40.        50.      126.5  2.0644391  0.1109849           E266100800151 
        40.        50.      130.5  2.6730309  0.1262888           E266100800152 
        40.        50.      134.5  3.2458234  0.1391635           E266100800153 
        40.        50.      138.5  3.4606204  0.1436944           E266100800154 
        40.        50.      142.5  3.1622910  0.1373611           E266100800155 
        40.        50.      146.5  2.5178995  0.1225694           E266100800156 
        40.        50.      150.5  2.0763724  0.1113052           E266100800157 
        40.        50.      154.5  1.4677805  0.0935823           E266100800158 
        40.        50.      158.5  0.8711218  0.0720945           E266100800159 
        40.        50.      162.5  0.6205250  0.0608475           E266100800160 
        40.        50.      166.5  0.3818616  0.0477327           E266100800161 
        40.        50.      170.5  0.2863962  0.0413377           E266100800162 
        40.        50.      174.5  0.1551313  0.0304237           E266100800163 
        40.        50.      178.5  0.0954654  0.0238663           E266100800164 
        40.        50.      182.5  0.0357995  0.0146151           E266100800165 
        40.        50.      186.5  0.0238663  0.0119332           E266100800166 
        40.        50.      190.5  0.0238663  0.0119332           E266100800167 
        40.        50.      194.5  0.0238663  0.0119332           E266100800168 
        40.        50.      198.5  0.0000000  0.0000000           E266100800169 
        50.        60.       42.5  0.0168350  0.0119042           E266100800170 
        50.        60.       46.5  0.0336700  0.0168350           E266100800171 
        50.        60.       50.5  0.0168350  0.0119042           E266100800172 
        50.        60.       54.5  0.0505051  0.0206186           E266100800173 
        50.        60.       58.5  0.1010101  0.0291591           E266100800174 
        50.        60.       62.5  0.0673401  0.0238083           E266100800175 
        50.        60.       66.5  0.2188552  0.0429210           E266100800176 
        50.        60.       70.5  0.2356902  0.0445413           E266100800177 
        50.        60.       74.5  0.2693603  0.0476166           E266100800178 
        50.        60.       78.5  0.5387206  0.0673401           E266100800179 
        50.        60.       82.5  0.8080808  0.0824744           E266100800180 
        50.        60.       86.5  1.2457913  0.1024034           E266100800181 
        50.        60.       90.5  1.7845118  0.1225608           E266100800182 
        50.        60.       94.5  2.5252526  0.1457955           E266100800183 
        50.        60.       98.5  2.8956230  0.1561215           E266100800184 
        50.        60.      102.5  3.1144781  0.1619140           E266100800185 
        50.        60.      106.5  3.4511786  0.1704416           E266100800186 
        50.        60.      110.5  3.0303030  0.1597110           E266100800187 
        50.        60.      114.5  2.3232324  0.1398422           E266100800188 
        50.        60.      118.5  2.2727273  0.1383138           E266100800189 
        50.        60.      122.5  2.2727273  0.1383138           E266100800190 
        50.        60.      126.5  2.3232324  0.1398422           E266100800191 
        50.        60.      130.5  3.0303030  0.1597110           E266100800192 
        50.        60.      134.5  3.4511786  0.1704416           E266100800193 
        50.        60.      138.5  3.1144781  0.1619140           E266100800194 
        50.        60.      142.5  2.8956230  0.1561215           E266100800195 
        50.        60.      146.5  2.5252526  0.1457955           E266100800196 
        50.        60.      150.5  1.7845118  0.1225608           E266100800197 
        50.        60.      154.5  1.2457913  0.1024034           E266100800198 
        50.        60.      158.5  0.8080808  0.0824744           E266100800199 
        50.        60.      162.5  0.5387206  0.0673401           E266100800200 
        50.        60.      166.5  0.2693603  0.0476166           E266100800201 
        50.        60.      170.5  0.2356902  0.0445413           E266100800202 
        50.        60.      174.5  0.2188552  0.0429210           E266100800203 
        50.        60.      178.5  0.0673401  0.0238083           E266100800204 
        50.        60.      182.5  0.1010101  0.0291591           E266100800205 
        50.        60.      186.5  0.0505051  0.0206186           E266100800206 
        50.        60.      190.5  0.0168350  0.0119042           E266100800207 
        50.        60.      194.5  0.0336700  0.0168350           E266100800208 
        50.        60.      198.5  0.0168350  0.0119042           E266100800209 
ENDDATA            202          0                                 E266100800210 
ENDSUBENT          209          0                                 E266100899999 
SUBENT        E2661009   20210604                             E131E266100900001 
BIB                  2          2                                 E266100900002 
REACTION   (92-U-238(8-O-18,7-N-14+F)MASS,ISP/PRE,FY)             E266100900003 
EN-SEC     (E-EXC,93-NP-242)                                      E266100900004 
ENDBIB               2          0                                 E266100900005 
NOCOMMON             0          0                                 E266100900006 
DATA                 5        200                                 E266100900007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266100900008 
MEV        MEV        NO-DIM     PC/FIS     PC/FIS                E266100900009 
        10.        20.       43.0  0.0000000  0.0000000           E266100900010 
        10.        20.       47.0  0.0000000  0.0000000           E266100900011 
        10.        20.       51.0  0.0000000  0.0000000           E266100900012 
        10.        20.       55.0  0.0000000  0.0000000           E266100900013 
        10.        20.       59.0  0.0000000  0.0000000           E266100900014 
        10.        20.       63.0  0.0000000  0.0000000           E266100900015 
        10.        20.       67.0  0.0000000  0.0000000           E266100900016 
        10.        20.       71.0  0.0000000  0.0000000           E266100900017 
        10.        20.       75.0  0.2808989  0.1986255           E266100900018 
        10.        20.       79.0  0.2808989  0.1986255           E266100900019 
        10.        20.       83.0  1.4044943  0.4441401           E266100900020 
        10.        20.       87.0  1.1235955  0.3972510           E266100900021 
        10.        20.       91.0  1.9662919  0.5255137           E266100900022 
        10.        20.       95.0  1.9662919  0.5255137           E266100900023 
        10.        20.       99.0  4.4943819  0.7945020           E266100900024 
        10.        20.      103.0  5.3370786  0.8657885           E266100900025 
        10.        20.      107.0  2.5280898  0.5958765           E266100900026 
        10.        20.      111.0  4.7752810  0.8189539           E266100900027 
        10.        20.      115.0  0.5617977  0.2808989           E266100900028 
        10.        20.      119.0  0.2808989  0.1986255           E266100900029 
        10.        20.      123.0  0.2808989  0.1986255           E266100900030 
        10.        20.      127.0  0.5617977  0.2808989           E266100900031 
        10.        20.      131.0  4.7752810  0.8189539           E266100900032 
        10.        20.      135.0  2.5280898  0.5958765           E266100900033 
        10.        20.      139.0  5.3370786  0.8657885           E266100900034 
        10.        20.      143.0  4.4943819  0.7945020           E266100900035 
        10.        20.      147.0  1.9662919  0.5255137           E266100900036 
        10.        20.      151.0  1.9662919  0.5255137           E266100900037 
        10.        20.      155.0  1.1235955  0.3972510           E266100900038 
        10.        20.      159.0  1.4044943  0.4441401           E266100900039 
        10.        20.      163.0  0.2808989  0.1986255           E266100900040 
        10.        20.      167.0  0.2808989  0.1986255           E266100900041 
        10.        20.      171.0  0.0000000  0.0000000           E266100900042 
        10.        20.      175.0  0.0000000  0.0000000           E266100900043 
        10.        20.      179.0  0.0000000  0.0000000           E266100900044 
        10.        20.      183.0  0.0000000  0.0000000           E266100900045 
        10.        20.      187.0  0.0000000  0.0000000           E266100900046 
        10.        20.      191.0  0.0000000  0.0000000           E266100900047 
        10.        20.      195.0  0.0000000  0.0000000           E266100900048 
        10.        20.      199.0  0.0000000  0.0000000           E266100900049 
        20.        30.       43.0  0.0000000  0.0000000           E266100900050 
        20.        30.       47.0  0.0000000  0.0000000           E266100900051 
        20.        30.       51.0  0.0000000  0.0000000           E266100900052 
        20.        30.       55.0  0.0000000  0.0000000           E266100900053 
        20.        30.       59.0  0.0912409  0.0645170           E266100900054 
        20.        30.       63.0  0.0000000  0.0000000           E266100900055 
        20.        30.       67.0  0.0000000  0.0000000           E266100900056 
        20.        30.       71.0  0.3649635  0.1290341           E266100900057 
        20.        30.       75.0  0.2737226  0.1117468           E266100900058 
        20.        30.       79.0  0.6386861  0.1706961           E266100900059 
        20.        30.       83.0  1.0036496  0.2139788           E266100900060 
        20.        30.       87.0  1.4598540  0.2580682           E266100900061 
        20.        30.       91.0  1.9160584  0.2956542           E266100900062 
        20.        30.       95.0  3.0109489  0.3706222           E266100900063 
        20.        30.       99.0  3.8321168  0.4181182           E266100900064 
        20.        30.      103.0  3.2846715  0.3871023           E266100900065 
        20.        30.      107.0  3.7408760  0.4131106           E266100900066 
        20.        30.      111.0  2.2810218  0.3225852           E266100900067 
        20.        30.      115.0  1.6423358  0.2737226           E266100900068 
        20.        30.      119.0  1.4598540  0.2580682           E266100900069 
        20.        30.      123.0  1.4598540  0.2580682           E266100900070 
        20.        30.      127.0  1.6423358  0.2737226           E266100900071 
        20.        30.      131.0  2.2810218  0.3225852           E266100900072 
        20.        30.      135.0  3.7408760  0.4131106           E266100900073 
        20.        30.      139.0  3.2846715  0.3871023           E266100900074 
        20.        30.      143.0  3.8321168  0.4181182           E266100900075 
        20.        30.      147.0  3.0109489  0.3706222           E266100900076 
        20.        30.      151.0  1.9160584  0.2956542           E266100900077 
        20.        30.      155.0  1.4598540  0.2580682           E266100900078 
        20.        30.      159.0  1.0036496  0.2139788           E266100900079 
        20.        30.      163.0  0.6386861  0.1706961           E266100900080 
        20.        30.      167.0  0.2737226  0.1117468           E266100900081 
        20.        30.      171.0  0.3649635  0.1290341           E266100900082 
        20.        30.      175.0  0.0000000  0.0000000           E266100900083 
        20.        30.      179.0  0.0000000  0.0000000           E266100900084 
        20.        30.      183.0  0.0912409  0.0645170           E266100900085 
        20.        30.      187.0  0.0000000  0.0000000           E266100900086 
        20.        30.      191.0  0.0000000  0.0000000           E266100900087 
        20.        30.      195.0  0.0000000  0.0000000           E266100900088 
        20.        30.      199.0  0.0000000  0.0000000           E266100900089 
        30.        40.       43.0  0.0000000  0.0000000           E266100900090 
        30.        40.       47.0  0.0000000  0.0000000           E266100900091 
        30.        40.       51.0  0.0000000  0.0000000           E266100900092 
        30.        40.       55.0  0.0694444  0.0491046           E266100900093 
        30.        40.       59.0  0.0694444  0.0491046           E266100900094 
        30.        40.       63.0  0.1388889  0.0694444           E266100900095 
        30.        40.       67.0  0.1388889  0.0694444           E266100900096 
        30.        40.       71.0  0.1388889  0.0694444           E266100900097 
        30.        40.       75.0  0.2777778  0.0982093           E266100900098 
        30.        40.       79.0  0.8333334  0.1701035           E266100900099 
        30.        40.       83.0  0.9027777  0.1770493           E266100900100 
        30.        40.       87.0  1.1111112  0.1964186           E266100900101 
        30.        40.       91.0  2.0138891  0.2644366           E266100900102 
        30.        40.       95.0  3.4027781  0.3437325           E266100900103 
        30.        40.       99.0  3.1250002  0.3294039           E266100900104 
        30.        40.      103.0  3.3333335  0.3402069           E266100900105 
        30.        40.      107.0  3.1944447  0.3330439           E266100900106 
        30.        40.      111.0  2.7083335  0.3066584           E266100900107 
        30.        40.      115.0  2.2916667  0.2820847           E266100900108 
        30.        40.      119.0  1.2500000  0.2083333           E266100900109 
        30.        40.      123.0  1.2500000  0.2083333           E266100900110 
        30.        40.      127.0  2.2916667  0.2820847           E266100900111 
        30.        40.      131.0  2.7083335  0.3066584           E266100900112 
        30.        40.      135.0  3.1944447  0.3330439           E266100900113 
        30.        40.      139.0  3.3333335  0.3402069           E266100900114 
        30.        40.      143.0  3.1250002  0.3294039           E266100900115 
        30.        40.      147.0  3.4027781  0.3437325           E266100900116 
        30.        40.      151.0  2.0138891  0.2644366           E266100900117 
        30.        40.      155.0  1.1111112  0.1964186           E266100900118 
        30.        40.      159.0  0.9027777  0.1770493           E266100900119 
        30.        40.      163.0  0.8333334  0.1701035           E266100900120 
        30.        40.      167.0  0.2777778  0.0982093           E266100900121 
        30.        40.      171.0  0.1388889  0.0694444           E266100900122 
        30.        40.      175.0  0.1388889  0.0694444           E266100900123 
        30.        40.      179.0  0.1388889  0.0694444           E266100900124 
        30.        40.      183.0  0.0694444  0.0491046           E266100900125 
        30.        40.      187.0  0.0694444  0.0491046           E266100900126 
        30.        40.      191.0  0.0000000  0.0000000           E266100900127 
        30.        40.      195.0  0.0000000  0.0000000           E266100900128 
        30.        40.      199.0  0.0000000  0.0000000           E266100900129 
        40.        50.       43.0  0.0000000  0.0000000           E266100900130 
        40.        50.       47.0  0.0000000  0.0000000           E266100900131 
        40.        50.       51.0  0.0000000  0.0000000           E266100900132 
        40.        50.       55.0  0.0838926  0.0593210           E266100900133 
        40.        50.       59.0  0.0000000  0.0000000           E266100900134 
        40.        50.       63.0  0.0000000  0.0000000           E266100900135 
        40.        50.       67.0  0.1677852  0.0838926           E266100900136 
        40.        50.       71.0  0.2516779  0.1027471           E266100900137 
        40.        50.       75.0  0.0838926  0.0593210           E266100900138 
        40.        50.       79.0  0.4194631  0.1326459           E266100900139 
        40.        50.       83.0  1.0067115  0.2054941           E266100900140 
        40.        50.       87.0  1.0906039  0.2138851           E266100900141 
        40.        50.       91.0  2.0973155  0.2966052           E266100900142 
        40.        50.       95.0  2.2651007  0.3082411           E266100900143 
        40.        50.       99.0  3.1879196  0.3656795           E266100900144 
        40.        50.      103.0  3.6073828  0.3889941           E266100900145 
        40.        50.      107.0  3.6912754  0.3934913           E266100900146 
        40.        50.      111.0  3.3557048  0.3751792           E266100900147 
        40.        50.      115.0  2.0973155  0.2966052           E266100900148 
        40.        50.      119.0  1.5939598  0.2585744           E266100900149 
        40.        50.      123.0  1.5939598  0.2585744           E266100900150 
        40.        50.      127.0  2.0973155  0.2966052           E266100900151 
        40.        50.      131.0  3.3557048  0.3751792           E266100900152 
        40.        50.      135.0  3.6912754  0.3934913           E266100900153 
        40.        50.      139.0  3.6073828  0.3889941           E266100900154 
        40.        50.      143.0  3.1879196  0.3656795           E266100900155 
        40.        50.      147.0  2.2651007  0.3082411           E266100900156 
        40.        50.      151.0  2.0973155  0.2966052           E266100900157 
        40.        50.      155.0  1.0906039  0.2138851           E266100900158 
        40.        50.      159.0  1.0067115  0.2054941           E266100900159 
        40.        50.      163.0  0.4194631  0.1326459           E266100900160 
        40.        50.      167.0  0.0838926  0.0593210           E266100900161 
        40.        50.      171.0  0.2516779  0.1027471           E266100900162 
        40.        50.      175.0  0.1677852  0.0838926           E266100900163 
        40.        50.      179.0  0.0000000  0.0000000           E266100900164 
        40.        50.      183.0  0.0000000  0.0000000           E266100900165 
        40.        50.      187.0  0.0838926  0.0593210           E266100900166 
        40.        50.      191.0  0.0000000  0.0000000           E266100900167 
        40.        50.      195.0  0.0000000  0.0000000           E266100900168 
        40.        50.      199.0  0.0000000  0.0000000           E266100900169 
        50.        60.       43.0  0.0000000  0.0000000           E266100900170 
        50.        60.       47.0  0.0000000  0.0000000           E266100900171 
        50.        60.       51.0  0.0000000  0.0000000           E266100900172 
        50.        60.       55.0  0.0000000  0.0000000           E266100900173 
        50.        60.       59.0  0.0000000  0.0000000           E266100900174 
        50.        60.       63.0  0.0000000  0.0000000           E266100900175 
        50.        60.       67.0  0.0000000  0.0000000           E266100900176 
        50.        60.       71.0  0.2857143  0.1428572           E266100900177 
        50.        60.       75.0  0.5714286  0.2020305           E266100900178 
        50.        60.       79.0  1.0000000  0.2672613           E266100900179 
        50.        60.       83.0  1.0000000  0.2672613           E266100900180 
        50.        60.       87.0  1.4285715  0.3194383           E266100900181 
        50.        60.       91.0  2.1428573  0.3912305           E266100900182 
        50.        60.       95.0  3.0000002  0.4629101           E266100900183 
        50.        60.       99.0  3.1428573  0.4738036           E266100900184 
        50.        60.      103.0  1.2857144  0.3030458           E266100900185 
        50.        60.      107.0  3.0000002  0.4629101           E266100900186 
        50.        60.      111.0  2.4285715  0.4164966           E266100900187 
        50.        60.      115.0  3.0000002  0.4629101           E266100900188 
        50.        60.      119.0  2.7142859  0.4403153           E266100900189 
        50.        60.      123.0  2.7142859  0.4403153           E266100900190 
        50.        60.      127.0  3.0000002  0.4629101           E266100900191 
        50.        60.      131.0  2.4285715  0.4164966           E266100900192 
        50.        60.      135.0  3.0000002  0.4629101           E266100900193 
        50.        60.      139.0  1.2857144  0.3030458           E266100900194 
        50.        60.      143.0  3.1428573  0.4738036           E266100900195 
        50.        60.      147.0  3.0000002  0.4629101           E266100900196 
        50.        60.      151.0  2.1428573  0.3912305           E266100900197 
        50.        60.      155.0  1.4285715  0.3194383           E266100900198 
        50.        60.      159.0  1.0000000  0.2672613           E266100900199 
        50.        60.      163.0  1.0000000  0.2672613           E266100900200 
        50.        60.      167.0  0.5714286  0.2020305           E266100900201 
        50.        60.      171.0  0.2857143  0.1428572           E266100900202 
        50.        60.      175.0  0.0000000  0.0000000           E266100900203 
        50.        60.      179.0  0.0000000  0.0000000           E266100900204 
        50.        60.      183.0  0.0000000  0.0000000           E266100900205 
        50.        60.      187.0  0.0000000  0.0000000           E266100900206 
        50.        60.      191.0  0.0000000  0.0000000           E266100900207 
        50.        60.      195.0  0.0000000  0.0000000           E266100900208 
        50.        60.      199.0  0.0000000  0.0000000           E266100900209 
ENDDATA            202          0                                 E266100900210 
ENDSUBENT          209          0                                 E266100999999 
SUBENT        E2661010   20210604                             E131E266101000001 
BIB                  2          2                                 E266101000002 
REACTION   (92-U-238(8-O-18,6-C-15+F)MASS,ISP/PRE,FY)             E266101000003 
EN-SEC     (E-EXC,94-PU-241)                                      E266101000004 
ENDBIB               2          0                                 E266101000005 
NOCOMMON             0          0                                 E266101000006 
DATA                 5        200                                 E266101000007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266101000008 
MEV        MEV        NO-DIM     PC/FIS     PC/FIS                E266101000009 
        10.        20.       42.5  0.0000000  0.0000000           E266101000010 
        10.        20.       46.5  0.0334672  0.0236649           E266101000011 
        10.        20.       50.5  0.0000000  0.0000000           E266101000012 
        10.        20.       54.5  0.0000000  0.0000000           E266101000013 
        10.        20.       58.5  0.0669344  0.0334672           E266101000014 
        10.        20.       62.5  0.0334672  0.0236649           E266101000015 
        10.        20.       66.5  0.2677376  0.0669344           E266101000016 
        10.        20.       70.5  0.2008032  0.0579669           E266101000017 
        10.        20.       74.5  0.5354753  0.0946595           E266101000018 
        10.        20.       78.5  0.5354753  0.0946595           E266101000019 
        10.        20.       82.5  0.5689424  0.0975728           E266101000020 
        10.        20.       86.5  1.0709505  0.1338688           E266101000021 
        10.        20.       90.5  2.1753683  0.1907924           E266101000022 
