ENTRY            T0151   20010723                             0000T015100000001 
SUBENT        T0151001   20010723                             0000T015100100001 
BIB                 11         20                                 T015100100002 
INSTITUTE  (1USALRL)                                              T015100100003 
REFERENCE  (J,ZP/A,311,323,1983)                                  T015100100004 
           (R,HH-79-03,197911) Experimental Data.                 T015100100005 
AUTHOR     (W.SCOBEL,L.F.HANSEN,B.A.POHL,C.WONG,M.BLANN)          T015100100006 
TITLE      Double Differential Cross Sections for (p,xn) ReactionsT015100100007 
            of 64Zn, 65Cu and 89Y with 26 MeV Protons             T015100100008 
FACILITY   (CYGFF,1USALRL)                                        T015100100009 
METHOD     (TOF) 10.75 Meters Flight Path                         T015100100010 
           (BCINT)                                                T015100100011 
           (PSD) Neutron-Gamma Discrimination.                    T015100100012 
DETECTOR   (SCIN) NE213 scintillators, 11.4 cm diameter x 5.1 cm  T015100100013 
            length, shielded by 2-meters long water collimators.  T015100100014 
REL-REF    (R,,S.M.GRIMES+,J,PR/C,13,2224,1976)                   T015100100015 
           (R,,C.WONG+,J,PR/C,7,1895,1973) Both References were   T015100100016 
            Used For Detector Efficiency.                         T015100100017 
CORRECTION Corrected for background.                              T015100100018 
STATUS     Data taken from table in report HH-79-03.              T015100100019 
           (APRVD) Approved by W. Scobel, 14 March 2001.          T015100100020 
HISTORY    (20010212C) Converted from data set O0528 compiled by  T015100100021 
                       CAJaD and updated.                         T015100100022 
ENDBIB              20          0                                 T015100100023 
COMMON               1          3                                 T015100100024 
EN                                                                T015100100025 
MEV                                                               T015100100026 
  26.                                                             T015100100027 
ENDCOMMON            3          0                                 T015100100028 
ENDSUBENT           27          0                                 T015100199999 
SUBENT        T0151002   20010212                             0000T015100200001 
BIB                  5         15                                 T015100200002 
REACTION   (29-CU-65(P,X)0-NN-1,,DA/DE,,AV)                       T015100200003 
SAMPLE     Target thickness 13.63 mg/cm**2.                       T015100200004 
ANALYSIS   After background correction the time-of-flight spectra T015100200005 
            were converted with the kinematics of single nucleon  T015100200006 
            emission into energy spectra by applying the          T015100200007 
            efficiencies and then summed in 1 MeV bins.           T015100200008 
ERR-ANALYS (DATA-ERR) Uncertainties given result from             T015100200009 
           . counting statistics,                                 T015100200010 
           . statistical uncertainty of background subtraction,   T015100200011 
           . estimated error of detector efficiency (7%).         T015100200012 
COMMENT    - By Compiler -                                        T015100200013 
           Compiler could not read the data for 38.7 degrees,     T015100200014 
            because of the quality of text.                       T015100200015 
           Where no errors are gven, compiler could not read      T015100200016 
            uncertainty from tables.                              T015100200017 
ENDBIB              15          0                                 T015100200018 
NOCOMMON             0          0                                 T015100200019 
DATA                 5        368                                 T015100200020 
ANG        E-CM-MIN   E-CM-MAX   DATA-CM    DATA-ERR              T015100200021 
ENDDATA             29          0                                 T015100500041 
ENDSUBENT           40          0                                 T015100599999 
SUBENT        T0151006   20010212                             0000T015100600001 
BIB                  4         10                                 T015100600002 
REACTION   (39-Y-89(P,X)0-NN-1,,DA/DE,,AV)                        T015100600003 
SAMPLE     Target thickness 8.93 mg/cm**2.                        T015100600004 
ANALYSIS   After background correction the time-of-flight spectra T015100600005 
            were converted with the kinematics of single nucleon  T015100600006 
            emission into energy spectra by applying the          T015100600007 
            efficiencies and then summed in 1 MeV bins.           T015100600008 
ERR-ANALYS (DATA-ERR) Uncertainties given result from             T015100600009 
           . counting statistics,                                 T015100600010 
           . statistical uncertainty of background subtraction,   T015100600011 
           . estimated error of detector efficiency (7%).         T015100600012 
ENDBIB              10          0                                 T015100600013 
NOCOMMON             0          0                                 T015100600014 
DATA                 5        360                                 T015100600015 
ANG        E-CM-MIN   E-CM-MAX   DATA-CM    DATA-ERR              T015100600016 
ADEG       MEV        MEV        MB/SR/MEV  MB/SR/MEV             T015100600017 
   3.5        4.         5.        17.0950     0.63373            T015100600018 
   3.5        5.         6.         9.98683    0.34305            T015100600019 
   3.5        6.         7.         6.67028    0.23393            T015100600020 
   3.5        7.         8.         4.73106    0.17576            T015100600021 
   3.5        8.         9.         3.88800    0.14670            T015100600022 
   3.5        9.        10.         3.28031    0.12562            T015100600023 
   3.5       10.        11.         2.96669    0.11252            T015100600024 
   3.5       11.        12.         2.50117    0.09871            T015100600025 
   3.5       12.        13.         2.19756    0.08888            T015100600026 
   3.5       13.        14.         2.40554    0.08704            T015100600027 
   3.5       14.        15.         7.96279    0.13529            T015100600028 
   3.5       15.        16.         1.22630    0.06224            T015100600029 
   3.5       16.        17.         1.17007    0.05920            T015100600030 
   3.5       17.        18.         1.62083    0.06621            T015100600031 
   3.5       18.        19.         0.97947    0.05232            T015100600032 
   3.5       19.        20.         1.09046    0.05344            T015100600033 
   3.5       20.        21.         0.74533    0.04509            T015100600034 
   3.5       21.        22.         0.32540    0.03318            T015100600035 
   3.5       22.        23.         0.18841    0.02797            T015100600036 
   3.5       23.        24.         0.02729    0.02116            T015100600037 
   3.5       24.        25.         0.01290    0.02009            T015100600038 
   3.5       26.        27.         0.00052    0.01801            T015100600039 
   3.5       26.        27.         0.00510    0.01892            T015100600040 
   3.5       29.        30.         0.00163    0.01782            T015100600041 
   3.5       30.        31.         0.01215    0.01768            T015100600042 
   9.2        4.         5.        16.82101    0.61556            T015100600043 
   9.2        5.         6.         8.71636    0.31378            T015100600044 
   9.2        6.         7.         5.24416    0.20279            T015100600045 
   9.2        7.         8.         3.48584    0.14748            T015100600046 
   9.2        8.         9.         2.82239    0.12221            T015100600047 
   9.2        9.        10.         2.36496    0.10428            T015100600048 
   9.2       10.        11.         2.16866    0.09402            T015100600049 
   9.2       11.        12.         1.94774    0.08480            T015100600050 
   9.2       12.        13.         1.64067    0.07481            T015100600051 
   9.2       13.        14.         1.77621    0.07369            T015100600052 
   9.2       14.        15.         5.99828    0.11756            T015100600053 
   9.2       15.        16.         0.89394    0.04982            T015100600054 
   9.2       16.        17.         0.89394    0.04982            T015100600055 
   9.2       17.        18.         1.25181    0.05657            T015100600056 
   9.2       18.        19.         0.79912    0.04511            T015100600057 
   9.2       19.        20.         0.95230    0.04778            T015100600058 
   9.2       20.        21.         0.60781    0.03858            T015100600059 
   9.2       21.        22.         0.22040    0.02536            T015100600060 
   9.2       22.        23.         0.16274    0.02250            T015100600061 
   9.2       23.        24.         0.02011    0.01476            T015100600062 
   9.2       24.        25.         0.00539    0.01300            T015100600063 
   9.2       26.        27.         0.00609    0.01301            T015100600064 
   9.2       27.        28.         0.00106    0.01240            T015100600065 
   9.2       28.        29.         0.00249    0.01229            T015100600066 
   9.2       29.        30.         0.00076    0.01199            T015100600067 
  16.7        4.         5.        15.07002    0.57623            T015100600068 
  16.7        5.         6.         8.26149    0.30276            T015100600069 
  16.7        6.         7.         4.89440    0.19429            T015100600070 
  16.7        7.         8.         3.32200    0.14201            T015100600071 
  16.7        8.         9.         2.66417    0.11681            T015100600072 
  16.7        9.        10.         2.23935    0.09975            T015100600073 
  16.7       10.        11.         2.00718    0.08903            T015100600074 
  16.7       11.        12.         1.78156    0.07983            T015100600075 
  16.7       12.        13.         1.57832    0.07216            T015100600076 
  16.7       13.        14.         1.64023    0.06980            T015100600077 
  16.7       14.        15.         3.42616    0.09042            T015100600078 
  16.7       15.        16.         0.92186    0.05056            T015100600079 
  16.7       16.        17.         0.79939    0.04602            T015100600080 
  16.7       17.        18.         1.04151    0.05086            T015100600081 
  16.7       18.        19.         0.79300    0.04375            T015100600082 
  16.7       19.        20.         0.93981    0.04652            T015100600083 
  16.7       20.        21.         0.48902    0.03363            T015100600084 
  16.7       21.        22.         0.14335    0.02000            T015100600085 
  16.7       22.        23.         0.09808    0.01718            T015100600086 
  16.7       23.        24.         0.00169    0.00997            T015100600087 
  23.8        4.         5.        15.18471    0.59704            T015100600088 
  23.8        5.         6.         8.21437    0.30927            T015100600089 
  23.8        6.         7.         4.97863    0.20128            T015100600090 
  23.8        7.         8.         3.24928    0.14512            T015100600091 
  23.8        8.         9.         2.66644    0.12097            T015100600092 
  23.8        9.        10.         2.23815    0.10336            T015100600093 
  23.8       10.        11.         1.95083    0.09086            T015100600094 
  23.8       11.        12.         1.71780    0.08124            T015100600095 
  23.8       12.        13.         1.53559    0.07383            T015100600096 
  23.8       13.        14.         1.51102    0.06979            T015100600097 
  23.8       14.        15.         1.85164    0.07168            T015100600098 
  23.8       15.        16.         0.81905    0.05045            T015100600099 
  23.8       16.        17.         0.74375    0.04706            T015100600100 
  23.8       17.        18.         0.85269    0.04851            T015100600101 
  23.8       18.        19.         0.82319    0.04673            T015100600102 
  23.8       19.        20.         0.92411    0.04797            T015100600103 
  23.8       20.        21.         0.37340    0.03245            T015100600104 
  23.8       21.        22.         0.11191    0.02222            T015100600105 
  23.8       22.        23.         0.09202    0.02081            T015100600106 
  23.8       23.        24.         0.00573    0.01582            T015100600107 
  23.8       24.        25.         0.00464    0.01542            T015100600108 
  23.8       30.        31.         0.00261    0.01340            T015100600109 
  32.3        4.         5.        15.56955    0.59650            T015100600110 
  32.3        5.         6.         7.88671    0.29934            T015100600111 
  32.3        6.         7.         4.63029    0.19059            T015100600112 
  32.3        7.         8.         3.05727    0.13752            T015100600113 
  32.3        8.         9.         2.51552    0.11469            T015100600114 
  32.3        9.        10.         1.98130    0.09504            T015100600115 
  32.3       10.        11.         1.72318    0.08342            T015100600116 
  32.3       11.        12.         1.54647    0.07520            T015100600117 
  32.3       12.        13.         1.36346    0.06784            T015100600118 
  32.3       13.        14.         1.17945    0.06086            T015100600119 
  32.3       14.        15.         1.53690    0.06511            T015100600120 
  32.3       15.        16.         0.77082    0.04696            T015100600121 
  32.3       16.        17.         0.64791    0.04226            T015100600122 
  32.3       17.        18.         0.69444    0.04243            T015100600123 
  32.3       18.        19.         0.76356    0.04342            T015100600124 
  32.3       19.        20.         0.85961    0.04494            T015100600125 
  32.3       20.        21.         0.34778    0.02922            T015100600126 
  32.3       21.        22.         0.08549    0.01725            T015100600127 
  32.3       22.        23.         0.06564    0.01585            T015100600128 
  32.3       23.        24.         0.00373    0.01100            T015100600129 
  32.3       24.        25.         0.00097    0.01052            T015100600130 
  32.3       28.        29.         0.00333    0.00998            T015100600131 
  32.3       29.        30.         0.00616    0.01007            T015100600132 
  38.7        4.         5.        16.24489    0.61662            T015100600133 
  38.7        5.         6.         8.04555    0.30350            T015100600134 
  38.7        6.         7.         4.69269    0.19251            T015100600135 
  38.7        7.         8.         3.06198    0.13813            T015100600136 
  38.7        8.         9.         2.38720    0.11227            T015100600137 
  38.7        9.        10.         1.92191    0.09401            T015100600138 
  38.7       10.        11.         1.65839    0.08213            T015100600139 
  38.7       11.        12.         1.50717    0.07453            T015100600140 
  38.7       12.        13.         1.22737    0.06470            T015100600141 
  38.7       13.        14.         1.10061    0.05901            T015100600142 
  38.7       14.        15.         1.58127    0.06575            T015100600143 
  38.7       15.        16.         0.68888    0.04465            T015100600144 
  38.7       16.        17.         0.62779    0.04174            T015100600145 
  38.7       17.        18.         0.66972    0.04192            T015100600146 
  38.7       18.        19.         0.78786    0.04413            T015100600147 
  38.7       19.        20.         0.80212    0.04337            T015100600148 
  38.7       20.        21.         0.33957    0.02894            T015100600149 
  38.7       21.        22.         0.08740    0.01755            T015100600150 
  38.7       22.        23.         0.08819    0.01723            T015100600151 
  38.7       23.        24.         0.00957    0.01166            T015100600152 
  38.7       27.        28.         0.00266    0.01020            T015100600153 
  38.7       28.        29.         0.00221    0.01000            T015100600154 
  38.7       29.        30.         0.00551    0.01012            T015100600155 
  38.7       30.        31.         0.00368    0.00961            T015100600156 
  46.3        4.         5.        14.26674    0.58835            T015100600157 
  46.3        5.         6.         7.40481    0.29610            T015100600158 
  46.3        6.         7.         4.25093    0.18589            T015100600159 
  46.3        7.         8.         2.74924    0.13258            T015100600160 
  46.3        8.         9.         2.13572    0.10766            T015100600161 
  46.3        9.        10.         1.70997    0.08999            T015100600162 
  46.3       10.        11.         1.42994    0.07757            T015100600163 
  46.3       11.        12.         1.29842    0.07031            T015100600164 
  46.3       12.        13.         1.06052    0.06118            T015100600165 
  46.3       13.        14.         0.92655    0.05521            T015100600166 
  46.3       14.        15.         1.64951    0.06537            T015100600167 
  46.3       15.        16.         0.57614    0.04195            T015100600168 
  46.3       16.        17.         0.50079    0.03832            T015100600169 
  46.3       17.        18.         0.57894    0.03973            T015100600170 
  46.3       18.        19.         0.67449    0.04155            T015100600171 
  46.3       19.        20.         0.71162    0.04164            T015100600172 
  46.3       20.        21.         0.30638    0.02830            T015100600173 
  46.3       21.        22.         0.05769    0.01662            T015100600174 
  46.3       22.        23.         0.08208    0.01776            T015100600175 
  46.3       23.        24.         0.00673    0.01248            T015100600176 
  46.3       30.        31.         0.00033    0.01035            T015100600177 
  53.7        4.         5.        16.14893    0.62289            T015100600178 
  53.7        5.         6.         7.84394    0.30138            T015100600179 
  53.7        6.         7.         4.50490    0.18895            T015100600180 
  53.7        7.         8.         2.83552    0.13282            T015100600181 
  53.7        8.         9.         2.09746    0.10487            T015100600182 
  53.7        9.        10.         1.62968    0.08614            T015100600183 
  53.7       10.        11.         1.36196    0.07411            T015100600184 
  53.7       11.        12.         1.15491    0.06504            T015100600185 
  53.7       12.        13.         0.99271    0.05782            T015100600186 
  53.7       13.        14.         0.82531    0.05099            T015100600187 
  53.7       14.        15.         1.29301    0.05932            T015100600188 
  53.7       15.        16.         0.53902    0.03912            T015100600189 
  53.7       16.        17.         0.42298    0.03406            T015100600190 
  53.7       17.        18.         0.47799    0.03510            T015100600191 
  53.7       18.        19.         0.61382    0.03860            T015100600192 
  53.7       19.        20.         0.62473    0.03820            T015100600193 
  53.7       20.        21.         0.52427    0.03429            T015100600194 
  53.7       21.        22.         0.12444    0.01777            T015100600195 
  53.7       22.        23.         0.05581    0.01349            T015100600196 
  53.7       23.        24.         0.05785    0.01310            T015100600197 
  53.7       24.        25.         0.00279    0.00835            T015100600198 
  53.7       26.        27.         0.00038    0.00774            T015100600199 
  53.7       29.        30.         0.00211    0.00755            T015100600200 
  53.7       30.        31.         0.00145    0.00729            T015100600201 
  61.4        4.         5.        14.30060    0.62416            T015100600202 
  61.4        5.         6.         7.19345    0.30211            T015100600203 
  61.4        6.         7.         4.00238    0.18699            T015100600204 
  61.4        7.         8.         2.57484    0.13341            T015100600205 
  61.4        8.         9.         1.81494    0.10376            T015100600206 
  61.4        9.        10.         1.44925    0.08671            T015100600207 
  61.4       10.        11.         1.15982    0.07353            T015100600208 
  61.4       11.        12.         1.04688    0.06645            T015100600209 
  61.4       12.        13.         0.80882    0.05680            T015100600210 
  61.4       13.        14.         0.71845    0.05180            T015100600211 
  61.4       14.        15.         0.96928    0.05525            T015100600212 
  61.4       15.        16.         0.44791    0.04002            T015100600213 
  61.4       16.        17.         0.37593    0.03640            T015100600214 
  61.4       17.        18.         0.40198    0.03617            T015100600215 
  61.4       18.        19.         0.46553    0.03729            T015100600216 
  61.4       19.        20.         0.54055    0.03860            T015100600217 
  61.4       20.        21.         0.30617    0.03032            T015100600218 
  61.4       21.        22.         0.05284    0.01931            T015100600219 
  61.4       22.        23.         0.04398    0.01839            T015100600220 
  61.4       23.        24.         0.00784    0.01590            T015100600221 
  61.4       26.        27.         0.01634    0.01644            T015100600222 
  68.7        4.         5.        16.67432    0.65572            T015100600223 
  68.7        5.         6.         7.50553    0.29815            T015100600224 
  68.7        6.         7.         4.09342    0.18097            T015100600225 
  68.7        7.         8.         2.53017    0.12529            T015100600226 
  68.7        8.         9.         1.70528    0.09419            T015100600227 
  68.7        9.        10.         1.38113    0.07899            T015100600228 
  68.7       10.        11.         1.10692    0.06655            T015100600229 
  68.7       11.        12.         0.94357    0.05835            T015100600230 
  68.7       12.        13.         0.75838    0.05019            T015100600231 
  68.7       13.        14.         0.85374    0.05015            T015100600232 
  68.7       14.        15.         0.69662    0.04361            T015100600233 
  68.7       15.        16.         0.33342    0.03050            T015100600234 
  68.7       16.        17.         0.33704    0.02983            T015100600235 
  68.7       17.        18.         0.38141    0.03088            T015100600236 
  68.7       18.        19.         0.37188    0.02986            T015100600237 
  68.7       19.        20.         0.41222    0.03071            T015100600238 
  68.7       20.        21.         0.10713    0.01562            T015100600239 
  68.7       21.        22.         0.02664    0.00928            T015100600240 
  68.7       22.        23.         0.01752    0.00794            T015100600241 
  68.7       24.        25.         0.00031    0.00516            T015100600242 
  68.7       27.        28.         0.00254    0.00531            T015100600243 
  68.7       28.        29.         0.00292    0.00527            T015100600244 
  68.7       29.        30.         0.00301    0.00516            T015100600245 
  83.4        4.         5.        13.62957    0.69621            T015100600246 
  83.4        5.         6.         6.50651    0.31548            T015100600247 
  83.4        6.         7.         2.52048    0.19354            T015100600248 
  83.4        7.         8.         2.16194    0.13665            T015100600249 
  83.4        8.         9.         1.39304    0.10411            T015100600250 
  83.4        9.        10.         1.07970    0.08679            T015100600251 
  83.4       10.        11.         0.85445    0.07403            T015100600252 
  83.4       11.        12.         0.71795    0.06528            T015100600253 
  83.4       12.        13.         0.56858    0.05719            T015100600254 
  83.4       13.        14.         0.49969    0.05223            T015100600255 
  83.4       14.        15.         0.69144    0.05419            T015100600256 
  83.4       15.        16.         0.28808    0.04147            T015100600257 
  83.4       16.        17.         0.24272    0.03839            T015100600258 
  83.4       17.        18.         0.26381    0.03766            T015100600259 
  83.4       18.        19.         0.29823    0.03753            T015100600260 
  83.4       19.        20.         0.39990    0.03942            T015100600261 
  83.4       20.        21.         0.19219    0.03206            T015100600262 
  83.4       21.        22.         0.02482    0.02523            T015100600263 
  83.4       22.        23.         0.02765    0.02471            T015100600264 
  83.4       23.        24.         0.00535    0.02315            T015100600265 
  83.4       24.        25.         0.00301    0.02251            T015100600266 
  83.4       27.        28.         0.00603    0.02128            T015100600267 
  83.4       30.        31.         0.00959    0.02024            T015100600268 
  98.7        4.         5.        14.59751    0.67733            T015100600269 
  98.7        5.         6.         7.15287    0.30705            T015100600270 
  98.7        6.         7.         3.79761    0.18171            T015100600271 
  98.7        7.         8.         2.32918    0.12485            T015100600272 
  98.7        8.         9.         1.40964    0.08907            T015100600273 
  98.7        9.        10.         1.03946    0.07131            T015100600274 
  98.7       10.        11.         0.79580    0.05890            T015100600275 
  98.7       11.        12.         0.68493    0.05193            T015100600276 
  98.7       12.        13.         0.51811    0.04351            T015100600277 
  98.7       13.        14.         0.44246    0.03881            T015100600278 
  98.7       14.        15.         0.72724    0.04555            T015100600279 
  98.7       15.        16.         0.25389    0.02835            T015100600280 
  98.7       16.        17.         0.19581    0.02465            T015100600281 
  98.7       17.        18.         0.20294    0.02434            T015100600282 
  98.7       18.        19.         0.21524    0.02434            T015100600283 
  98.7       19.        20.         0.30118    0.02745            T015100600284 
  98.7       20.        21.         0.22020    0.02343            T015100600285 
  98.7       21.        22.         0.02732    0.01144            T015100600286 
  98.7       22.        23.         0.01622    0.01017            T015100600287 
  98.7       23.        24.         0.00427    0.00853            T015100600288 
  98.7       29.        30.         0.00064    0.00729            T015100600289 
 113.2        4.         5.        12.59171    0.67968            T015100600290 
 113.2        5.         6.         5.95361    0.29256            T015100600291 
 113.2        6.         7.         3.09679    0.17130            T015100600292 
 113.2        7.         8.         1.76611    0.11424            T015100600293 
 113.2        8.         9.         1.07846    0.08277            T015100600294 
 113.2        9.        10.         0.80666    0.06723            T015100600295 
 113.2       10.        11.         0.58156    0.05451            T015100600296 
 113.2       11.        12.         0.47309    0.04715            T015100600297 
 113.2       12.        13.         0.35513    0.04000            T015100600298 
 113.2       13.        14.         0.29885    0.03572            T015100600299 
 113.2       14.        15.         0.37853    0.03677            T015100600300 
 113.2       15.        16.         0.16516    0.02681            T015100600301 
 113.2       16.        17.         0.15429    0.02535            T015100600302 
 113.2       17.        18.         0.14329    0.02396            T015100600303 
 113.2       18.        19.         0.14332    0.02323            T015100600304 
 113.2       19.        20.         0.24262    0.02714            T015100600305 
 113.2       20.        21.         0.10777    0.02017            T015100600306 
 113.2       21.        22.         0.01834    0.01424            T015100600307 
 113.2       22.        23.         0.00619    0.01297            T015100600308 
 113.2       23.        24.         0.00242    0.01231            T015100600309 
 113.2       24.        25.         0.00795    0.01245            T015100600310 
 113.2       27.        28.         0.00332    0.01135            T015100600311 
 113.2       28.        29.         0.00325    0.01116            T015100600312 
 113.2       30.        31.         0.00487    0.01090            T015100600313 
 128.7        4.         5.        17.93941    0.90989            T015100600314 
 128.7        5.         6.         7.71617    0.35995            T015100600315 
 128.7        6.         7.         3.99368    0.21193            T015100600316 
 128.7        7.         8.         2.28438    0.14339            T015100600317 
 128.7        8.         9.         1.38236    0.10558            T015100600318 
 128.7        9.        10.         0.97926    0.08524            T015100600319 
 128.7       10.        11.         0.67141    0.06952            T015100600320 
 128.7       11.        12.         0.57532    0.06148            T015100600321 
 128.7       12.        13.         0.41670    0.05268            T015100600322 
 128.7       13.        14.         0.32969    0.04702            T015100600323 
 128.7       14.        15.         0.60802    0.05230            T015100600324 
 128.7       15.        16.         0.19759    0.03810            T015100600325 
 128.7       16.        17.         0.14577    0.03453            T015100600326 
 128.7       17.        18.         0.15966    0.03372            T015100600327 
 128.7       18.        19.         0.16025    0.03253            T015100600328 
 128.7       19.        20.         0.18824    0.03249            T015100600329 
 128.7       20.        21.         0.12533    0.02932            T015100600330 
 128.7       21.        22.         0.02706    0.02458            T015100600331 
 128.7       23.        24.         0.03155    0.02350            T015100600332 
 128.7       26.        27.         0.00898    0.02108            T015100600333 
 128.7       27.        28.         0.01527    0.02092            T015100600334 
 128.7       28.        29.         0.00123    0.01331            T015100600335 
 128.7       30.        31.         0.00840    0.01964            T015100600336 
 143.9        4.         5.        18.42108    0.92111            T015100600337 
 143.9        5.         6.         7.26929    0.33925            T015100600338 
 143.9        6.         7.         3.62894    0.19245            T015100600339 
 143.9        7.         8.         2.02961    0.12691            T015100600340 
 143.9        8.         9.         1.22459    0.09169            T015100600341 
 143.9        9.        10.         0.85343    0.07244            T015100600342 
 143.9       10.        11.         0.59031    0.05798            T015100600343 
 143.9       11.        12.         0.44996    0.04901            T015100600344 
 143.9       12.        13.         0.34003    0.04189            T015100600345 
 143.9       13.        14.         0.27635    0.03713            T015100600346 
 143.9       14.        15.         0.32264    0.03692            T015100600347 
 143.9       15.        16.         0.13055    0.02750            T015100600348 
 143.9       16.        17.         0.11385    0.02553            T015100600349 
 143.9       17.        18.         0.11492    0.02461            T015100600350 
 143.9       18.        19.         0.11117    0.02359            T015100600351 
 143.9       19.        20.         0.09733    0.02220            T015100600352 
 143.9       20.        21.         0.06004    0.01958            T015100600353 
 143.9       21.        22.         0.00598    0.01575            T015100600354 
 143.9       22.        23.         0.01204    0.01571            T015100600355 
 143.9       23.        24.         0.00746    0.01502            T015100600356 
 143.9       28.        29.         0.00123    0.01310            T015100600357 
 143.9       29.        30.         0.00248    0.01300            T015100600358 
  159.        4.         5.        17.11444    1.82680            T015100600359 
  159.        5.         6.         9.55633    0.64833            T015100600360 
  159.        6.         7.         5.02519    0.39597            T015100600361 
  159.        7.         8.         2.27129    0.27824            T015100600362 
  159.        8.         9.         1.30294    0.22121            T015100600363 
  159.        9.        10.         0.93999    0.18752            T015100600364 
  159.       10.        11.         0.82874    0.16401            T015100600365 
  159.       11.        12.         1.72902    0.15830            T015100600366 
  159.       12.        13.         0.32400    0.12919            T015100600367 
  159.       13.        14.         0.29476    0.11922            T015100600368 
  159.       14.        15.         0.74662    0.11687            T015100600369 
  159.       15.        16.         0.18128    0.10328            T015100600370 
  159.       16.        17.         0.14230    0.09735            T015100600371 
  159.       17.        18.         0.15412    0.09301            T015100600372 
  159.       18.        19.         0.15091    0.08906            T015100600373 
  159.       19.        20.         0.18832    0.08621            T015100600374 
  159.       20.        21.         0.00908    0.08077            T015100600375 
  159.       21.        22.         0.03913    0.07865            T015100600376 
  159.       22.        23.         0.03881    0.07652            T015100600377 
ENDDATA            362          0                                 T015100600378 
ENDSUBENT          377          0                                 T015100699999 
SUBENT        T0151007   20010212                             0000T015100700001 
BIB                  4          6                                 T015100700002 
REACTION   (39-Y-89(P,X)0-NN-1,,DE,,AV)                           T015100700003 
ANALYSIS   (INTAD)                                                T015100700004 
ERR-ANALYS Errors are estimated to be in the order of 10% in the  T015100700005 
            evaporation region and may be go up to 30% at the     T015100700006 
            highest neutron energies.                             T015100700007 
STATUS     (DEP,T0151004)                                         T015100700008 
ENDBIB               6          0                                 T015100700009 
NOCOMMON             0          0                                 T015100700010 
DATA                 3         26                                 T015100700011 
E-CM-MIN   E-CM-MAX   DATA-CM                                     T015100700012 
MEV        MEV        MB/MEV                                      T015100700013 
   4.         5.       193.757                                    T015100700014 
   5.         6.        92.4265                                   T015100700015 
   6.         7.        50.2108                                   T015100700016 
   7.         8.        30.1949                                   T015100700017 
   8.         9.        20.3491                                   T015100700018 
   9.        10.        15.6578                                   T015100700019 
  10.        11.        12.5496                                   T015100700020 
  11.        12.        11.6015                                   T015100700021 
  12.        13.         8.51863                                  T015100700022 
  13.        14.         7.74272                                  T015100700023 
  14.        15.        11.7130                                   T015100700024 
  15.        16.         4.38581                                  T015100700025 
  16.        17.         3.76567                                  T015100700026 
  17.        18.         4.16998                                  T015100700027 
  18.        19.         4.36302                                  T015100700028 
  19.        20.         5.13750                                  T015100700029 
  20.        21.         2.59257                                  T015100700030 
  21.        22.         0.55904                                  T015100700031 
  22.        23.         0.41190                                  T015100700032 
  23.        24.         0.12826                                  T015100700033 
  24.        25.         0.02227                                  T015100700034 
  26.        27.         0.02474                                  T015100700035 
  27.        28.         0.03914                                  T015100700036 
  28.        29.         0.01384                                  T015100700037 
  29.        30.         0.01374                                  T015100700038 
  30.        31.         0.03829                                  T015100700039 
ENDDATA             28          0                                 T015100700040 
ENDSUBENT           39          0                                 T015100799999 
ENDENTRY             7          0                                 T015199999999 
