ENTRY            O1983   20100924                             O049O198300000001 
SUBENT        O1983001   20100924                             O049O198300100001 
BIB                 12         34                                 O198300100002 
TITLE      Quasi-stellar neutrons from the Li-7(p,n)Be-7 reaction O198300100003 
           with an energy-broadened proton beam.                  O198300100004 
AUTHOR     (G.Feinberg, M.Friedman, A.Krasa, A.Shor, Y.Eisen,     O198300100005 
           D.Berkovits, D.Cohen, G.Giorginis, T.Hirsh, M.Paul,    O198300100006 
           A.J.M.Plompen, E.Tsuk)                                 O198300100007 
INSTITUTE  (3ISLSOR)                                              O198300100008 
           (3ISLHEB)                                              O198300100009 
           (2ZZZGEL)                                              O198300100010 
REFERENCE  (J,PR/C,85,055810,2012)                                O198300100011 
           (J,JP/CS,337,012044,2012) prelim.results               O198300100012 
REL-REF    (I,23114001,C.Sage+,J,PR/C,81,064604,2010)             O198300100013 
FACILITY   (VDGT,2ZZZGEL) 7-MV Van de Graaff accelerator at IRMM  O198300100014 
DETECTOR   (GLASD) Schematic of the 6Li-glass detector -          O198300100015 
           aluminum can-0.6-mm thick, Si rubber-1 mm,             O198300100016 
           Teflon layer- 0.25 mm,  6Li glass- 25.4 mm             O198300100017 
METHOD     (TOF)                                                  O198300100018 
SAMPLE     LiF targets of 6-mm diameter were prepared by          O198300100019 
           evaporation on a 1-mm thick Cu disk, 40.7 mm in        O198300100020 
           diameter. The LiF layer thickness was determined by    O198300100021 
           weighing to be in the range of 1 to 2 mg/cm**2. A      O198300100022 
           gold foil nominally 2-mum thick was used as an energy  O198300100023 
           degrader. The foil was glued on a copper ring placing  O198300100024 
           it 1 mm upstream of the LiF layer to minimize          O198300100025 
           transverse beam growth by the scattering in the gold   O198300100026 
           foil.                                                  O198300100027 
ANALYSIS    Authors use the term "broad-energy proton beam" for   O198300100028 
           protons that impinge on the LiF target after a gold    O198300100029 
           degrader foil in case of an incident energy of         O198300100030 
           2096.5 keV before the degrader and use the term        O198300100031 
            "narrow-energy proton beam" for a proton beam of      O198300100032 
           1912 keV directly from the Van de Graaff accelerator.  O198300100033 
STATUS     (TABLE).Table data were received from Dr.G.Feinberg    O198300100034 
           26.07.2012.                                            O198300100035 
HISTORY    (20120731C) s.b.                                       O198300100036 
ENDBIB              34          0                                 O198300100037 
NOCOMMON             0          0                                 O198300100038 
ENDSUBENT           37          0                                 O198300199999 
SUBENT        O1983002   20120821                             O049O198300200001 
BIB                  2          3                                 O198300200002 
REACTION   (3-LI-7(P,N)4-BE-7,,DA/DE,,REL)                        O198300200003 
           broad-energy proton beam                               O198300200004 
EN-SEC     (E,N)                                                  O198300200005 
ENDBIB               3          0                                 O198300200006 
COMMON               1          3                                 O198300200007 
EN                                                                O198300200008 
KEV                                                               O198300200009 
2096.5                                                            O198300200010 
ENDCOMMON            3          0                                 O198300200011 
DATA                 5       1419                                 O198300200012 
ANG        E          E-ERR      DATA       DATA-ERR              O198300200013 
150.       8.65714    4.65416    0.203658                         O198300300091 
152.       7.28892    3.04931    0.155593                         O198300300092 
154.       8.91634    2.67126    0.141792                         O198300300093 
156.       7.51237    2.25837    0.126931                         O198300300094 
158.       9.15096    2.07647    0.126116                         O198300300095 
160.       9.28552    1.7918     0.115054                         O198300300096 
162.       10.2039    1.56743    0.106835                         O198300300097 
164.       7.93963    1.34594    0.103711                         O198300300098 
166.       7.21517    1.20824    0.0929521                        O198300300099 
168.       8.97118    0.976859   0.0936775                        O198300300100 
170.       11.6034    0.859064   0.100961                         O198300300101 
172.       9.22585    0.789788   0.0965725                        O198300300102 
174.       10.2056    0.775714   0.0954189                        O198300300103 
176.       10.3120    0.669187   0.105995                         O198300300104 
178.       8.64772    0.601596   0.0853251                        O198300300105 
180.       9.67263    0.582867   0.0878576                        O198300300106 
ENDDATA             92          0                                 O198300300107 
ENDSUBENT          106          0                                 O198300399999 
SUBENT        O1983004   20120821                             O049O198300400001 
BIB                  2          3                                 O198300400002 
REACTION   (3-LI-7(P,N)4-BE-7,,DA/DE,,REL)                        O198300400003 
           Narrow-energy proton beam                              O198300400004 
EN-SEC     (E,N)                                                  O198300400005 
ENDBIB               3          0                                 O198300400006 
COMMON               1          3                                 O198300400007 
EN                                                                O198300400008 
KEV                                                               O198300400009 
1912.                                                             O198300400010 
ENDCOMMON            3          0                                 O198300400011 
DATA                 5       1474                                 O198300400012 
ANG        E          E-ERR      DATA       DATA-ERR              O198300400013 
ADEG       KEV        KEV        ARB-UNITS  ARB-UNITS             O198300400014 
     0.0000    1.00000    0.50000    0.03324    0.00146           O198300400015 
     0.0000    2.00000    0.50001    0.14151    0.00880           O198300400016 
     0.0000    3.00000    0.50002    0.19455    0.00950           O198300400017 
     0.0000    4.00000    0.50003    0.22990    0.00900           O198300400018 
     0.0000    5.00000    0.50004    0.25998    0.01480           O198300400019 
     0.0000    6.00000    0.50005    0.28282    0.01128           O198300400020 
     0.0000    7.00000    0.50006    0.30516    0.00952           O198300400021 
     0.0000    8.00000    0.50009    0.32944    0.03228           O198300400022 
     0.0000    9.00000    0.50009    0.37297    0.01826           O198300400023 
     0.0000   10.00000    0.50011    0.39299    0.02417           O198300400024 
     0.0000   11.00000    0.50013    0.41932    0.02289           O198300400025 
     0.0000   12.00000    0.50015    0.43789    0.01414           O198300400026 
     0.0000   13.00000    0.50016    0.49675    0.02972           O198300400027 
     0.0000   14.00000    0.50019    0.49362    0.02259           O198300400028 
     0.0000   15.00000    0.50021    0.52170    0.01948           O198300400029 
     0.0000   16.00000    0.50023    0.55864    0.02302           O198300400030 
     0.0000   17.00000    0.50025    0.58629    0.01821           O198300400031 
     0.0000   18.00000    0.50028    0.61628    0.04980           O198300400032 
     0.0000   19.00000    0.50032    0.61933    0.02256           O198300400033 
     0.0000   20.00000    0.50035    0.64783    0.02665           O198300400034 
     0.0000   21.00000    0.50037    0.68120    0.04224           O198300400035 
     0.0000   22.00000    0.50040    0.71061    0.02565           O198300400036 
     0.0000   23.00000    0.50044    0.71391    0.03781           O198300400037 
     0.0000   24.00000    0.50047    0.74603    0.03014           O198300400038 
     0.0000   25.00000    0.50051    0.77108    0.03907           O198300400039 
     0.0000   26.00000    0.50054    0.81045    0.05823           O198300400040 
     0.0000   27.00000    0.50057    0.84007    0.04612           O198300400041 
     0.0000   28.00000    0.50062    0.84233    0.03013           O198300400042 
     0.0000   29.00000    0.50065    0.87243    0.03288           O198300400043 
     0.0000   30.00000    0.50068    0.90188    0.05495           O198300400044 
     0.0000   31.00000    0.50072    0.92200    0.03774           O198300400045 
     0.0000   32.00000    0.50078    0.92825    0.03370           O198300400046 
     0.0000   33.00000    0.50085    0.91577    0.03882           O198300400047 
     0.0000   34.00000    0.50092    0.92221    0.05029           O198300400048 
     0.0000   35.00000    0.50103    0.88067    0.04104           O198300400049 
     0.0000   36.00000    0.50113    0.85822    0.03911           O198300400050 
     0.0000   37.00000    0.50123    0.83846    0.03938           O198300400051 
     0.0000   38.00000    0.50133    0.82242    0.03069           O198300400052 
     0.0000   39.00000    0.50142    0.81952    0.02844           O198300400053 
     0.0000   40.00000    0.50152    0.81321    0.03497           O198300400054 
     0.0000   41.00000    0.50156    0.84381    0.02978           O198300400055 
     0.0000   42.00000    0.50174    0.80667    0.04115           O198300400056 
     0.0000   43.00000    0.50188    0.79422    0.04339           O198300400057 
     0.0000   44.00000    0.50195    0.81331    0.03280           O198300400058 
     0.0000   45.00000    0.50205    0.81522    0.03293           O198300400059 
     0.0000   46.00000    0.50233    0.76141    0.02961           O198300400060 
     0.0000   47.00000    0.50242    0.77024    0.02743           O198300400061 
     0.0000   48.00000    0.50255    0.77004    0.03188           O198300400062 
     0.0000   49.00000    0.50267    0.77493    0.02643           O198300400063 
     0.0000   50.00000    0.50290    0.75223    0.02873           O198300400064 
     0.0000   51.00000    0.50297    0.77036    0.02667           O198300400065 
     0.0000   52.00000    0.50313    0.77124    0.02448           O198300400066 
     0.0000   53.00000    0.50328    0.77274    0.02569           O198300400067 
     0.0000   54.00000    0.50350    0.76329    0.04168           O198300400068 
     0.0000   55.00000    0.50387    0.72382    0.04848           O198300400069 
     0.0000   56.00000    0.50392    0.74866    0.04679           O198300400070 
     0.0000   57.00000    0.50414    0.73739    0.03521           O198300400071 
     0.0000   58.00000    0.50461    0.69137    0.03256           O198300400072 
     0.0000   59.00000    0.50487    0.67906    0.03063           O198300400073 
     0.0000   60.00000    0.50492    0.70065    0.02909           O198300400074 
     0.0000   61.00000    0.50512    0.70201    0.02600           O198300400075 
     0.0000   62.00000    0.50557    0.67142    0.02617           O198300400076 
     0.0000   63.00000    0.50569    0.68607    0.02655           O198300400077 
     0.0000   64.00000    0.50608    0.66726    0.02258           O198300400078 
     0.0000   65.00000    0.50624    0.67638    0.03357           O198300400079 
     0.0000   66.00000    0.50640    0.68634    0.03079           O198300400080 
     0.0000   67.00000    0.50674    0.67724    0.03424           O198300400081 
     0.0000   68.00000    0.50711    0.66525    0.02848           O198300400082 
     0.0000   69.00000    0.50735    0.66756    0.02431           O198300400083 
     0.0000   70.00000    0.50767    0.66579    0.03305           O198300400084 
     0.0000   71.00000    0.50834    0.63463    0.02390           O198300400085 
     0.0000   72.00000    0.50821    0.66596    0.02253           O198300400086 
     0.0000   73.00000    0.50871    0.64955    0.04371           O198300400087 
     0.0000   74.00000    0.50923    0.63442    0.04294           O198300400088 
     0.0000   75.00000    0.50951    0.63560    0.03961           O198300400089 
     0.0000   76.00000    0.50962    0.64928    0.03251           O198300400090 
     0.0000   77.00000    0.51000    0.64398    0.02781           O198300400091 
     0.0000   78.00000    0.51013    0.65439    0.02648           O198300400092 
     0.0000   79.00000    0.51102    0.62161    0.02847           O198300400093 
     0.0000   80.00000    0.51136    0.62162    0.02445           O198300400094 
     0.0000   81.00000    0.51198    0.60731    0.02637           O198300400095 
     0.0000   82.00000    0.51238    0.60141    0.04566           O198300400096 
     0.0000   83.00000    0.51312    0.58918    0.03353           O198300400097 
     0.0000   84.00000    0.51311    0.60311    0.02967           O198300400098 
     0.0000   85.00000    0.51418    0.57308    0.02598           O198300400099 
     0.0000   86.00000    0.51502    0.55551    0.02483           O198300400100 
     0.0000   87.00000    0.51496    0.57280    0.02576           O198300400101 
     0.0000   88.00000    0.51575    0.55835    0.02295           O198300400102 
     0.0000   89.00000    0.51612    0.55980    0.02110           O198300400103 
     0.0000   90.00000    0.51710    0.54270    0.02924           O198300400104 
     0.0000   91.00000    0.51715    0.55078    0.02658           O198300400105 
     0.0000   92.00000    0.51842    0.52866    0.02765           O198300400106 
     0.0000   93.00000    0.51951    0.50918    0.02326           O198300400107 
     0.0000   94.00000    0.51980    0.51142    0.02168           O198300400108 
     0.0000   95.00000    0.52060    0.50452    0.02315           O198300400109 
     0.0000   96.00000    0.52150    0.49414    0.02351           O198300400110 
     0.0000   97.00000    0.52236    0.48564    0.02106           O198300400111 
     0.0000   98.00000    0.52356    0.47067    0.01937           O198300400112 
     0.0000   99.00000    0.52443    0.46189    0.01974           O198300400113 
     0.0000  100.00000    0.52510    0.46094    0.01900           O198300400114 
     0.0000  101.00000    0.52619    0.44906    0.02241           O198300400115 
     0.0000  102.00000    0.52770    0.43218    0.02165           O198300400116 
     0.0000  103.00000    0.53018    0.39579    0.01587           O198300400117 
     0.0000  104.00000    0.53021    0.38370    0.01774           O198300400118 
     0.0000  105.00000    0.53272    0.33516    0.01451           O198300400119 
     0.0000  106.00000    0.53551    0.27998    0.01137           O198300400120 
     0.0000  107.00000    0.53829    0.23264    0.01152           O198300400121 
     0.0000  108.00000    0.54299    0.17728    0.01103           O198300400122 
     0.0000  109.00000    0.54564    0.14021    0.00885           O198300400123 
     0.0000  110.00000    0.55394    0.09793    0.00494           O198300400124 
     0.0000  111.00000    0.56405    0.06771    0.00354           O198300400125 
     0.0000  112.00000    0.57028    0.05041    0.00288           O198300400126 
     0.0000  113.00000    0.58820    0.03258    0.00181           O198300400127 
     0.0000  114.00000    0.60104    0.02390    0.00118           O198300400128 
     0.0000  115.00000    0.63286    0.01492    0.00102           O198300400129 
     0.0000  116.00000    0.66067    0.01021    0.00064           O198300400130 
     0.0000  117.00000    0.72492    0.00626    0.00042           O198300400131 
     0.0000  118.00000    0.77849    0.00431    0.00032           O198300400132 
     0.0000  119.00000    0.92966    0.00234    0.00022           O198300400133 
     0.0000  120.00000    1.02486    0.00174    0.00018           O198300400134 
     0.0000  121.00000    1.19572    0.00101    0.00013           O198300400135 
     0.0000  122.00000    1.76915    0.00049    0.00009           O198300400136 
     0.0000  123.00000    2.21014    0.00032    0.00008           O198300400137 
     0.0000  124.00000    3.36205    0.00019    0.00007           O198300400138 
     0.0000  125.00000    3.73883    0.00011    0.00004           O198300400139 
     5.0000    2.00000    0.50001    0.80901    0.05220           O198300400140 
     5.0000    3.00000    0.50002    1.29053    0.06604           O198300400141 
     5.0000    4.00000    0.50004    1.45660    0.06249           O198300400142 
     5.0000    5.00000    0.50005    1.64558    0.09034           O198300400143 
     5.0000    6.00000    0.50006    1.75566    0.07557           O198300400144 
     5.0000    7.00000    0.50008    1.92524    0.06164           O198300400145 
     5.0000    8.00000    0.50010    2.23907    0.22540           O198300400146 
     5.0000    9.00000    0.50012    2.32996    0.11820           O198300400147 
     5.0000   10.00000    0.50015    2.37788    0.14075           O198300400148 
     5.0000   11.00000    0.50016    2.64041    0.14440           O198300400149 
     5.0000   12.00000    0.50018    2.78635    0.09267           O198300400150 
     5.0000   13.00000    0.50021    3.02769    0.18106           O198300400151 
     5.0000   14.00000    0.50024    3.08195    0.14141           O198300400152 
     5.0000   15.00000    0.50026    3.30738    0.12743           O198300400153 
     5.0000   16.00000    0.50029    3.41353    0.14457           O198300400154 
     5.0000   17.00000    0.50033    3.50080    0.11392           O198300400155 
     5.0000   18.00000    0.50038    3.58343    0.28247           O198300400156 
     5.0000   19.00000    0.50041    3.78768    0.14040           O198300400157 
     5.0000   20.00000    0.50044    3.94748    0.16733           O198300400158 
     5.0000   21.00000    0.50047    4.20034    0.26113           O198300400159 
     5.0000   22.00000    0.50053    4.16739    0.15535           O198300400160 
     5.0000   23.00000    0.50058    4.22260    0.22381           O198300400161 
     5.0000   24.00000    0.50059    4.58976    0.17959           O198300400162 
     5.0000   25.00000    0.50063    4.80540    0.24946           O198300400163 
     5.0000   26.00000    0.50071    4.76107    0.33280           O198300400164 
     5.0000   27.00000    0.50076    4.85905    0.26803           O198300400165 
     5.0000   28.00000    0.50080    4.95982    0.18388           O198300400166 
     5.0000   29.00000    0.50083    5.24229    0.19610           O198300400167 
     5.0000   30.00000    0.50088    5.35501    0.32988           O198300400168 
     5.0000   31.00000    0.50097    5.26305    0.21986           O198300400169 
     5.0000   32.00000    0.50103    5.34600    0.19828           O198300400170 
     5.0000   33.00000    0.50109    5.47451    0.23709           O198300400171 
     5.0000   34.00000    0.50122    5.29429    0.28452           O198300400172 
     5.0000   35.00000    0.50131    5.28549    0.25152           O198300400173 
     5.0000   36.00000    0.50147    5.01639    0.23036           O198300400174 
     5.0000   37.00000    0.50161    4.85639    0.23061           O198300400175 
     5.0000   38.00000    0.50169    4.90651    0.19006           O198300400176 
     5.0000   39.00000    0.50176    5.01394    0.17893           O198300400177 
     5.0000   40.00000    0.50186    5.03921    0.21881           O198300400178 
     5.0000   41.00000    0.50204    4.90694    0.18309           O198300400179 
     5.0000   42.00000    0.50218    4.89562    0.25380           O198300400180 
     5.0000   43.00000    0.50231    4.91642    0.27840           O198300400181 
     5.0000   44.00000    0.50258    4.64228    0.19368           O198300400182 
     5.0000   45.00000    0.50269    4.71954    0.19651           O198300400183 
     5.0000   46.00000    0.50287    4.66143    0.18431           O198300400184 
     5.0000   47.00000    0.50291    4.84447    0.17731           O198300400185 
     5.0000   48.00000    0.50317    4.68402    0.19855           O198300400186 
     5.0000   49.00000    0.50342    4.55873    0.16138           O198300400187 
     5.0000   50.00000    0.50349    4.70102    0.18489           O198300400188 
     5.0000   51.00000    0.50364    4.74565    0.17120           O198300400189 
     5.0000   52.00000    0.50382    4.75755    0.15614           O198300400190 
     5.0000   53.00000    0.50404    4.71858    0.16742           O198300400191 
     5.0000   54.00000    0.50432    4.65503    0.25227           O198300400192 
     5.0000   55.00000    0.50441    4.77001    0.31995           O198300400193 
     5.0000   56.00000    0.50483    4.55881    0.30193           O198300400194 
     5.0000   57.00000    0.50521    4.39871    0.21713           O198300400195 
     5.0000   58.00000    0.50569    4.19755    0.20692           O198300400196 
     5.0000   59.00000    0.50599    4.13670    0.19582           O198300400197 
     5.0000   60.00000    0.50630    4.09088    0.17433           O198300400198 
     5.0000   61.00000    0.50639    4.22068    0.16327           O198300400199 
     5.0000   62.00000    0.50659    4.22342    0.17314           O198300400200 
     5.0000   63.00000    0.50691    4.21340    0.16441           O198300400201 
     5.0000   64.00000    0.50702    4.30601    0.15104           O198300400202 
     5.0000   65.00000    0.50720    4.35270    0.22465           O198300400203 
     5.0000   66.00000    0.50781    4.18217    0.18987           O198300400204 
     5.0000   67.00000    0.50833    4.07453    0.20844           O198300400205 
     5.0000   68.00000    0.50863    4.07814    0.17910           O198300400206 
     5.0000   69.00000    0.50909    4.01642    0.14850           O198300400207 
     5.0000   70.00000    0.50905    4.17212    0.21523           O198300400208 
     5.0000   71.00000    0.50992    3.94363    0.15595           O198300400209 
     5.0000   72.00000    0.51012    4.01294    0.14215           O198300400210 
     5.0000   73.00000    0.51041    4.02209    0.27546           O198300400211 
     5.0000   74.00000    0.51106    3.91037    0.25923           O198300400212 
     5.0000   75.00000    0.51118    3.99400    0.24607           O198300400213 
     5.0000   76.00000    0.51240    3.71645    0.19065           O198300400214 
     5.0000   77.00000    0.51225    3.87943    0.17530           O198300400215 
     5.0000   78.00000    0.51253    3.89739    0.16453           O198300400216 
     5.0000   79.00000    0.51330    3.80596    0.17896           O198300400217 
     5.0000   80.00000    0.51357    3.81824    0.15431           O198300400218 
     5.0000   81.00000    0.51444    3.70493    0.16949           O198300400219 
     5.0000   82.00000    0.51435    3.82448    0.29014           O198300400220 
     5.0000   83.00000    0.51525    3.70022    0.21316           O198300400221 
     5.0000   84.00000    0.51555    3.73146    0.18534           O198300400222 
     5.0000   85.00000    0.51625    3.66791    0.16758           O198300400223 
     5.0000   86.00000    0.51720    3.56843    0.16459           O198300400224 
     5.0000   87.00000    0.51767    3.56441    0.16807           O198300400225 
     5.0000   88.00000    0.51873    3.42403    0.14573           O198300400226 
     5.0000   89.00000    0.51911    3.46359    0.13669           O198300400227 
     5.0000   90.00000    0.51973    3.42685    0.18794           O198300400228 
     5.0000   91.00000    0.52178    3.16502    0.15471           O198300400229 
     5.0000   92.00000    0.52255    3.13963    0.16332           O198300400230 
     5.0000   93.00000    0.52348    3.09653    0.14486           O198300400231 
     5.0000   94.00000    0.52348    3.14400    0.13793           O198300400232 
     5.0000   95.00000    0.52475    3.05961    0.14588           O198300400233 
     5.0000   96.00000    0.52605    2.96973    0.15026           O198300400234 
     5.0000   97.00000    0.52720    2.90453    0.13201           O198300400235 
     5.0000   98.00000    0.52801    2.86834    0.12567           O198300400236 
     5.0000   99.00000    0.52876    2.86348    0.12966           O198300400237 
     5.0000  100.00000    0.52865    2.93476    0.12340           O198300400238 
     5.0000  101.00000    0.53174    2.68796    0.14280           O198300400239 
     5.0000  102.00000    0.53387    2.57869    0.13237           O198300400240 
     5.0000  103.00000    0.53548    2.47431    0.10721           O198300400241 
     5.0000  105.00000    0.54136    1.98664    0.09368           O198300400242 
     5.0000  106.00000    0.54589    1.66071    0.07245           O198300400243 
     5.0000  107.00000    0.54898    1.39491    0.07522           O198300400244 
     5.0000  108.00000    0.55625    1.06332    0.06946           O198300400245 
     5.0000  109.00000    0.56450    0.77777    0.05218           O198300400246 
     5.0000  110.00000    0.57372    0.54912    0.03166           O198300400247 
     5.0000  111.00000    0.58684    0.38584    0.02186           O198300400248 
     5.0000  112.00000    0.60044    0.26614    0.01601           O198300400249 
     5.0000  113.00000    0.64010    0.15262    0.00952           O198300400250 
     5.0000  114.00000    0.66334    0.10817    0.00704           O198300400251 
     5.0000  115.00000    0.73193    0.05870    0.00457           O198300400252 
     5.0000  116.00000    0.78597    0.04064    0.00337           O198300400253 
     5.0000  117.00000    0.92956    0.02259    0.00226           O198300400254 
     5.0000  118.00000    1.08653    0.01301    0.00158           O198300400255 
     5.0000  119.00000    1.49513    0.00609    0.00106           O198300400256 
     5.0000  120.00000    1.56840    0.00501    0.00091           O198300400257 
     5.0000  121.00000    2.76909    0.00184    0.00060           O198300400258 
     5.0000  122.00000    2.66600    0.00149    0.00046           O198300400259 
     5.0000  123.00000    4.21868    0.00089    0.00044           O198300400260 
     5.0000  124.00000    5.74518    0.00009    0.00006           O198300400261 
     5.0000  125.00000    4.68283    0.00070    0.00038           O198300400262 
     5.0000  126.00000    9.83957    0.00028    0.00032           O198300400263 
     5.0000  129.00000    4.85407    0.00034    0.00018           O198300400264 
     5.0000  134.00000    8.52015    0.00006    0.00006           O198300400265 
     5.0000  140.00000    6.60499    0.00018    0.00012           O198300400266 
     5.0000  145.00000    7.89079    0.00012    0.00009           O198300400267 
     5.0000  148.00000    5.64811    0.00007    0.00004           O198300400268 
     5.0000  155.00000   17.69080    0.00011    0.00017           O198300400269 
     5.0000  157.00000   17.03960    0.00006    0.00009           O198300400270 
     5.0000  158.00000   17.16720    0.00006    0.00009           O198300400271 
     5.0000  160.00000    8.06059    0.00028    0.00020           O198300400272 
     5.0000  163.00000   10.70700    0.00006    0.00005           O198300400273 
     5.0000  164.00000   18.90600    0.00011    0.00017           O198300400274 
     5.0000  167.00000   13.66250    0.00012    0.00013           O198300400275 
     5.0000  168.00000   13.25050    0.00005    0.00006           O198300400276 
     5.0000  169.00000   13.34390    0.00017    0.00018           O198300400277 
     5.0000  170.00000    8.65705    0.00030    0.00021           O198300400278 
     5.0000  171.00000   19.86410    0.00012    0.00019           O198300400279 
     5.0000  172.00000   20.00190    0.00008    0.00012           O198300400280 
     5.0000  174.00000    8.89849    0.00014    0.00010           O198300400281 
     5.0000  176.00000   20.55530    0.00004    0.00007           O198300400282 
     5.0000  177.00000   20.69430    0.00002    0.00003           O198300400283 
     5.0000  178.00000   14.19080    0.00002    0.00002           O198300400284 
     5.0000  180.00000    8.86808    0.00003    0.00002           O198300400285 
     5.0000  181.00000   13.36450    0.00001    0.00001           O198300400286 
     5.0000  187.00000   22.09600    0.00001    0.00001           O198300400287 
     5.0000  188.00000   21.09840    0.00001    0.00001           O198300400288 
     5.0000  190.00000   10.02010    0.00001    0.00001           O198300400289 
     5.0000  191.00000   21.50210    0.00001    0.00001           O198300400290 
     5.0000  197.00000   12.43290    0.00001    0.00001           O198300400291 
    10.0000    2.00000    0.50001    1.57846    0.10155           O198300400292 
    10.0000    3.00000    0.50002    2.40686    0.12204           O198300400293 
    10.0000    4.00000    0.50003    2.70653    0.11492           O198300400294 
    10.0000    5.00000    0.50004    3.11843    0.16885           O198300400295 
    10.0000    6.00000    0.50006    3.33029    0.14137           O198300400296 
    10.0000    7.00000    0.50007    3.59338    0.11311           O198300400297 
    10.0000    8.00000    0.50009    4.09691    0.40955           O198300400298 
    10.0000    9.00000    0.50011    4.53235    0.22307           O198300400299 
    10.0000   10.00000    0.50012    4.81701    0.28292           O198300400300 
    10.0000   11.00000    0.50014    5.12841    0.28351           O198300400301 
    10.0000   12.00000    0.50017    5.28579    0.17258           O198300400302 
    10.0000   13.00000    0.50019    5.75470    0.34805           O198300400303 
    10.0000   14.00000    0.50022    5.84024    0.26988           O198300400304 
    10.0000   15.00000    0.50024    6.14838    0.23465           O198300400305 
    10.0000   16.00000    0.50027    6.50841    0.27198           O198300400306 
    10.0000   17.00000    0.50030    6.80212    0.21369           O198300400307 
    10.0000   18.00000    0.50034    7.00126    0.55126           O198300400308 
    10.0000   19.00000    0.50037    7.31086    0.26850           O198300400309 
    10.0000   20.00000    0.50040    7.62467    0.31178           O198300400310 
    10.0000   21.00000    0.50046    7.53156    0.46580           O198300400311 
    10.0000   22.00000    0.50050    7.68982    0.28193           O198300400312 
    10.0000   23.00000    0.50054    7.98469    0.42243           O198300400313 
    10.0000   24.00000    0.50059    8.15863    0.31577           O198300400314 
    10.0000   25.00000    0.50062    8.65512    0.43446           O198300400315 
    10.0000   26.00000    0.50069    8.66305    0.59703           O198300400316 
    10.0000   27.00000    0.50073    8.93341    0.48826           O198300400317 
    10.0000   28.00000    0.50080    8.82019    0.31966           O198300400318 
    10.0000   29.00000    0.50086    8.99442    0.33099           O198300400319 
    10.0000   30.00000    0.50089    9.37126    0.56761           O198300400320 
    10.0000   31.00000    0.50095    9.53646    0.39598           O198300400321 
    10.0000   32.00000    0.50102    9.59771    0.35064           O198300400322 
    10.0000   33.00000    0.50108    9.83767    0.41966           O198300400323 
    10.0000   34.00000    0.50119    9.69724    0.51349           O198300400324 
    10.0000   35.00000    0.50132    9.33900    0.43655           O198300400325 
    10.0000   36.00000    0.50144    9.13915    0.41684           O198300400326 
    10.0000   37.00000    0.50157    8.93018    0.42109           O198300400327 
    10.0000   38.00000    0.50162    9.17261    0.34941           O198300400328 
    10.0000   39.00000    0.50172    9.16612    0.32522           O198300400329 
    10.0000   40.00000    0.50188    8.93340    0.38890           O198300400330 
    10.0000   41.00000    0.50198    9.06880    0.33140           O198300400331 
    10.0000   42.00000    0.50210    9.07163    0.46580           O198300400332 
    10.0000   43.00000    0.50216    9.38815    0.52324           O198300400333 
    10.0000   44.00000    0.50236    9.09119    0.37406           O198300400334 
    10.0000   45.00000    0.50255    8.92564    0.36906           O198300400335 
    10.0000   46.00000    0.50272    8.82486    0.34837           O198300400336 
    10.0000   47.00000    0.50293    8.63483    0.31541           O198300400337 
    10.0000   48.00000    0.50300    8.89682    0.37118           O198300400338 
    10.0000   49.00000    0.50319    8.77624    0.30496           O198300400339 
    10.0000   50.00000    0.50340    8.66926    0.33795           O198300400340 
    10.0000   51.00000    0.50341    9.11086    0.32651           O198300400341 
    10.0000   52.00000    0.50358    9.14795    0.29580           O198300400342 
    10.0000   53.00000    0.50389    8.86106    0.31062           O198300400343 
    10.0000   54.00000    0.50402    8.99690    0.48544           O198300400344 
    10.0000   55.00000    0.50425    8.93824    0.60307           O198300400345 
    10.0000   56.00000    0.50445    8.89477    0.58373           O198300400346 
    10.0000   57.00000    0.50492    8.42541    0.41131           O198300400347 
    10.0000   58.00000    0.50523    8.22683    0.40184           O198300400348 
    10.0000   59.00000    0.50572    7.84667    0.36377           O198300400349 
    10.0000   60.00000    0.50590    7.91982    0.33836           O198300400350 
    10.0000   61.00000    0.50601    8.06500    0.30663           O198300400351 
    10.0000   62.00000    0.50613    8.23855    0.33300           O198300400352 
    10.0000   63.00000    0.50635    8.29191    0.31933           O198300400353 
    10.0000   64.00000    0.50689    7.94447    0.27324           O198300400354 
    10.0000   65.00000    0.50709    8.03396    0.41247           O198300400355 
    10.0000   66.00000    0.50736    8.02358    0.35972           O198300400356 
    10.0000   67.00000    0.50809    7.63173    0.39475           O198300400357 
    10.0000   68.00000    0.50807    7.89802    0.34163           O198300400358 
    10.0000   69.00000    0.50842    7.85546    0.28736           O198300400359 
    10.0000   70.00000    0.50903    7.61633    0.39034           O198300400360 
    10.0000   71.00000    0.50910    7.81263    0.30444           O198300400361 
    10.0000   72.00000    0.50943    7.82427    0.26872           O198300400362 
    10.0000   73.00000    0.51022    7.43409    0.50540           O198300400363 
    10.0000   74.00000    0.51050    7.50254    0.50181           O198300400364 
    10.0000   75.00000    0.51042    7.80929    0.48513           O198300400365 
    10.0000   76.00000    0.51111    7.57679    0.38079           O198300400366 
    10.0000   77.00000    0.51184    7.31955    0.32942           O198300400367 
    10.0000   78.00000    0.51277    6.99413    0.29522           O198300400368 
    10.0000   79.00000    0.51248    7.35814    0.34344           O198300400369 
    10.0000   80.00000    0.51244    7.60950    0.30351           O198300400370 
