ENTRY            O0532   20010115                             0000O053200000001 
SUBENT        O0532001   20010115                             0000O053200100001 
BIB                 13         33                                 O053200100002 
TITLE      Precompound Emission in the Reaction 65-Cu(P,XN) And   O053200100003 
           The Nucleon-Nucleon Scattering Mechanism.              O053200100004 
AUTHOR     (Y.HOLLER, A.KAMINSKY, R.LANGKAU, W.SCOBEL, M.TRABANDT,O053200100005 
           R.BONETTI)                                             O053200100006 
INSTITUTE  (2GERHAM) 1. Institut Fuer Experimentalphysik,         O053200100007 
           Zyklotron                                              O053200100008 
           (2ITYMIL) Istituto Di Fisica Generale Applicata.       O053200100009 
REFERENCE  (J,NP/A,442,79,1985)                                   O053200100010 
           (W,SCOBEL,19870116) Data Tables For Double DifferentialO053200100011 
           Cross Sections.                                        O053200100012 
REL-REF    (N,,Y.HOLLER+,J,NIM/A,235,123,1985) Hycalc Code to     O053200100013 
           Calculate Detector Efficiency and the Neutron          O053200100014 
           Time-Of-Flight Facility at the Hamburg Isochronus      O053200100015 
           Cyclotron.                                             O053200100016 
SAMPLE     Isotopically Enriched (>99.7%) Metallic 65-Cu Foils of O053200100017 
           13.6 milligramm/cm-sq and 5.0 milligramm/cm-sq.        O053200100018 
FACILITY   (ISOCY,2GERHAM)                                        O053200100019 
METHOD     (EXTB)                                                 O053200100020 
           (TOF)  Flight Paths Between 7 and 8 Meters Lenght.     O053200100021 
           (BCINT)                                                O053200100022 
PART-DET   (N)                                                    O053200100023 
DETECTOR   (SCIN) Liquid Scintillator Ne213.                      O053200100024 
ADD-RES    (COMP) Preequilibrium Model.                           O053200100025 
COMMENT    - By Authors - Neutron Energy Spectra in the C.M.      O053200100026 
           System were Obtained by Application of Detector        O053200100027 
           Efficiencies As Calculated with the Code Hycalc and    O053200100028 
           Kinematic Transformations Assuming Single-Particle     O053200100029 
           Emission.                                              O053200100030 
HISTORY    (19990730C) By F.C.                                    O053200100031 
           (19991117A) Date is Corrected                          O053200100032 
           (20001125A) Subentry O0532002 has Been Corrected       O053200100033 
           According to O.Schwerer'S Remarks.                     O053200100034 
           (20010115U) Last checking has been done.               O053200100035 
ENDBIB              33          0                                 O053200100036 
COMMON               1          3                                 O053200100037 
EN                                                                O053200100038 
MEV                                                               O053200100039 
       26.7                                                       O053200100040 
ENDCOMMON            3          0                                 O053200100041 
ENDSUBENT           40          0                                 O053200199999 
SUBENT        O0532002   20010115                             0000O053200200001 
BIB                  5         18                                 O053200200002 
REACTION   (29-CU-65(P,X)0-NN-1,,DA/DE)                           O053200200003 
EN-SEC     (E-CM,N)                                               O053200200004 
ERR-ANALYS (ERR-S) High Limit of Statistical Error.               O053200200005 
           (ERR-1) Relative Uncertainty Between Neutron Spectra   O053200200006 
           Obtained Under Different Angles Due to Target          O053200200007 
           Inhomogenetieties.                                     O053200200008 
           (ERR-2) Relative Uncertainty Between Neutron Spectra   O053200200009 
           Obtained Under Different Angles Due to TinconsistenciesO053200200010 
           In the Background Treatment.                           O053200200011 
           (ERR-3)  Relative  Uncertainty  Between Neutron SpectraO053200200012 
           Obtained Under Different Angles Due to Incomplete Beam O053200200013 
           Current Integration.                                   O053200200014 
           (ERR-4) The Estimated Error Margin For All Angles and  O053200200015 
           All But the Highest Neutron Energies.                  O053200200016 
           (ERR-T) High Limit of Absolute Uncertainty For Most of O053200200017 
           The Double Differential Cross Section.                 O053200200018 
STATUS     (TABLE) From W. Scobel.                                O053200200019 
MISC-COL   (MISC) Precompound Cross Section                       O053200200020 
ENDBIB              18          0                                 O053200200021 
COMMON               5          3                                 O053200200022 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-T                 O053200200023 
       95.4       24.8   -0.00012    0.00181        10.           O053200203180 
       95.4       24.9   -0.00011    0.00142        10.           O053200203181 
       95.4        25.   -0.00009    0.00192        10.           O053200203182 
       95.4       25.1   -0.00004    0.00185        10.           O053200203183 
       95.4       25.2    0.00029    0.00204        10.           O053200203184 
       95.4       25.3    0.00044    0.00202        10.           O053200203185 
       95.4       25.4    0.00235    0.00183        10.           O053200203186 
       95.4       25.5    0.00308    0.00235        10.           O053200203187 
       95.4       25.6    0.00238    0.00182        10.           O053200203188 
       95.4       25.7    0.00112    0.00231        10.           O053200203189 
      105.5        1.6       19.4       2.32         1.           O053200203190 
      105.5        1.7       18.1       1.28         1.           O053200203191 
      105.5        1.8       18.1      0.979         1.           O053200203192 
      105.5        1.9       17.2      0.754         1.           O053200203193 
      105.5         2.       16.7      0.584         1.           O053200203194 
      105.5        2.1       16.1      0.442         1.           O053200203195 
      105.5        2.2       15.6      0.355         1.           O053200203196 
      105.5        2.3        15.      0.282         1.           O053200203197 
      105.5        2.4       14.5      0.233         1.           O053200203198 
      105.5        2.5       13.9      0.197         1.           O053200203199 
      105.5        2.6       13.3      0.169         1.           O053200203200 
      105.5        2.7       12.7      0.148         1.           O053200203201 
      105.5        2.8       12.1      0.132         1.           O053200203202 
      105.5        2.9       11.4      0.117         1.           O053200203203 
      105.5         3.       10.8      0.105         1.           O053200203204 
      105.5        3.1       10.5     0.0957         1.           O053200203205 
      105.5        3.2       10.1     0.0902         1.           O053200203206 
      105.5        3.3       9.53     0.0841         1.           O053200203207 
      105.5        3.4       9.04     0.0778         1.           O053200203208 
      105.5        3.5       8.69     0.0732         1.           O053200203209 
      105.5        3.6       8.16     0.0687         1.           O053200203210 
      105.5        3.7       7.75     0.0651         1.           O053200203211 
      105.5        3.8       7.35     0.0618         1.           O053200203212 
      105.5        3.9       7.13     0.0577         1.           O053200203213 
      105.5         4.       6.81      0.055         1.           O053200203214 
      105.5        4.1       6.48     0.0525         1.           O053200203215 
      105.5        4.2       6.04     0.0507         1.           O053200203216 
      105.5        4.3       5.96     0.0504         1.           O053200203217 
      105.5        4.4       5.51     0.0467         1.           O053200203218 
      105.5        4.5       5.35      0.045         1.           O053200203219 
      105.5        4.6       5.15     0.0438         1.           O053200203220 
      105.5        4.7       4.95     0.0423         1.           O053200203221 
      105.5        4.8       4.69     0.0407         1.           O053200203222 
      105.5        4.9        4.5     0.0405         1.           O053200203223 
      105.5         5.        4.2     0.0392         1.           O053200203224 
      105.5        5.1       4.07     0.0371         1.           O053200203225 
      105.5        5.2       3.73     0.0359         1.           O053200203226 
      105.5        5.3       3.55     0.0346         1.           O053200203227 
      105.5        5.4       3.41     0.0339         1.           O053200203228 
      105.5        5.5       3.25     0.0326         1.           O053200203229 
      105.5        5.6       3.09     0.0328         1.           O053200203230 
      105.5        5.7       2.89     0.0316         1.           O053200203231 
      105.5        5.8        2.8     0.0318         1.           O053200203232 
      105.5        5.9       2.61     0.0317         1.           O053200203233 
      105.5         6.       2.53     0.0305         1.           O053200203234 
      105.5        6.1        2.4     0.0287         4.           O053200203235 
      105.5        6.2       2.32     0.0274         4.           O053200203236 
      105.5        6.3       2.17      0.027         4.           O053200203237 
      105.5        6.4       2.03     0.0262         4.           O053200203238 
      105.5        6.5       1.96     0.0253         4.           O053200203239 
      105.5        6.6       1.88     0.0255         4.           O053200203240 
      105.5        6.7        1.8     0.0256         4.           O053200203241 
      105.5        6.8       1.74     0.0247         4.           O053200203242 
      105.5        6.9       1.66      0.024         4.           O053200203243 
      105.5         7.       1.58     0.0237         4.           O053200203244 
      105.5        7.1       1.49     0.0229         4.           O053200203245 
      105.5        7.2       1.42     0.0223         4.           O053200203246 
      105.5        7.3       1.37     0.0218         4.           O053200203247 
      105.5        7.4       1.31     0.0219         4.           O053200203248 
      105.5        7.5       1.24     0.0211         4.           O053200203249 
      105.5        7.6        1.2     0.0196         4.           O053200203250 
      105.5        7.7       1.14     0.0193         4.           O053200203251 
      105.5        7.8       1.08     0.0196         4.           O053200203252 
      105.5        7.9       1.03     0.0194         4.           O053200203253 
      105.5         8.      0.963     0.0184         4.           O053200203254 
      105.5        8.1      0.934     0.0177         4.           O053200203255 
      105.5        8.2      0.895     0.0179         4.           O053200203256 
      105.5        8.3      0.858     0.0177         4.           O053200203257 
      105.5        8.4      0.821      0.018         4.           O053200203258 
      105.5        8.5      0.787     0.0173         4.           O053200203259 
      105.5        8.6      0.773     0.0166         4.           O053200203260 
      105.5        8.7      0.751     0.0166         4.           O053200203261 
      105.5        8.8      0.727     0.0162         4.           O053200203262 
      105.5        8.9      0.701     0.0156         4.           O053200203263 
      105.5         9.      0.672     0.0164         4.           O053200203264 
      105.5        9.1      0.636     0.0162         4.           O053200203265 
      105.5        9.2      0.613     0.0153         4.           O053200203266 
      105.5        9.3      0.591     0.0157         4.           O053200203267 
      105.5        9.4      0.565     0.0151         4.           O053200203268 
      105.5        9.5       0.54     0.0139         4.           O053200203269 
      105.5        9.6      0.515     0.0136         4.           O053200203270 
      105.5        9.7      0.491     0.0127         4.           O053200203271 
      105.5        9.8      0.489     0.0129         4.           O053200203272 
      105.5        9.9      0.485     0.0137         4.           O053200203273 
      105.5        10.      0.457     0.0138         4.           O053200203274 
      105.5       10.1      0.432     0.0134         4.           O053200203275 
      105.5       10.2      0.421     0.0123         4.           O053200203276 
      105.5       10.3      0.422      0.013         4.           O053200203277 
      105.5       10.4       0.42      0.013         4.           O053200203278 
      105.5       10.5      0.396     0.0123         4.           O053200203279 
      105.5       10.6      0.394     0.0124         4.           O053200203280 
      105.5       10.7      0.394     0.0126         4.           O053200203281 
      105.5       10.8       0.37     0.0125         4.           O053200203282 
      105.5       10.9      0.376     0.0126         4.           O053200203283 
      105.5        11.      0.389     0.0129         4.           O053200203284 
      105.5       11.1      0.372     0.0125         4.           O053200203285 
      105.5       11.2      0.349     0.0123         4.           O053200203286 
      105.5       11.3       0.33     0.0119         4.           O053200203287 
      105.5       11.4      0.316      0.012         4.           O053200203288 
      105.5       11.5      0.308     0.0116         4.           O053200203289 
      105.5       11.6      0.294     0.0112         4.           O053200203290 
      105.5       11.7      0.287     0.0106         4.           O053200203291 
      105.5       11.8      0.288     0.0111         4.           O053200203292 
      105.5       11.9      0.282     0.0103         4.           O053200203293 
      105.5        12.      0.276     0.0103         4.           O053200203294 
      105.5       12.1      0.269    0.00999         4.           O053200203295 
      105.5       12.2      0.263    0.00947         4.           O053200203296 
      105.5       12.3      0.261    0.00986         4.           O053200203297 
      105.5       12.4      0.251     0.0098         4.           O053200203298 
      105.5       12.5      0.238     0.0099         4.           O053200203299 
      105.5       12.6      0.232    0.00915         4.           O053200203300 
      105.5       12.7      0.236       0.01         4.           O053200203301 
      105.5       12.8      0.239     0.0106         4.           O053200203302 
      105.5       12.9      0.246    0.00954         4.           O053200203303 
      105.5        13.      0.237    0.00921         4.           O053200203304 
      105.5       13.1       0.22    0.00845         4.           O053200203305 
      105.5       13.2       0.21    0.00009         4.           O053200203306 
      105.5       13.3      0.204     0.0101         4.           O053200203307 
      105.5       13.4      0.196    0.00895         4.           O053200203308 
      105.5       13.5      0.189    0.00897         4.           O053200203309 
      105.5       13.6      0.184    0.00835         4.           O053200203310 
      105.5       13.7      0.191    0.00745         4.           O053200203311 
      105.5       13.8      0.197    0.00812         4.           O053200203312 
      105.5       13.9       0.19    0.00787         4.           O053200203313 
      105.5        14.       0.17    0.00747         4.           O053200203314 
      105.5       14.1      0.153    0.00803         4.           O053200203315 
      105.5       14.2      0.156    0.00799         4.           O053200203316 
      105.5       14.3      0.166    0.00803         4.           O053200203317 
      105.5       14.4       0.16    0.00865         4.           O053200203318 
      105.5       14.5      0.155    0.00804         4.           O053200203319 
      105.5       14.6       0.16    0.00793         4.           O053200203320 
      105.5       14.7      0.166      0.009         4.           O053200203321 
      105.5       14.8       0.15    0.00801         4.           O053200203322 
      105.5       14.9      0.146    0.00717         4.           O053200203323 
      105.5        15.      0.151    0.00755         4.           O053200203324 
      105.5       15.1      0.151    0.00677        10.           O053200203325 
      105.5       15.2      0.147    0.00615        10.           O053200203326 
      105.5       15.3      0.146    0.00653        10.           O053200203327 
      105.5       15.4      0.145    0.00668        10.           O053200203328 
      105.5       15.5      0.142    0.00638        10.           O053200203329 
      105.5       15.6      0.142    0.00649        10.           O053200203330 
      105.5       15.7      0.143    0.00807        10.           O053200203331 
      105.5       15.8      0.138    0.00871        10.           O053200203332 
      105.5       15.9      0.158    0.00792        10.           O053200203333 
      105.5        16.      0.173    0.00829        10.           O053200203334 
      105.5       16.1      0.182     0.0076        10.           O053200203335 
      105.5       16.2      0.191    0.00664        10.           O053200203336 
      105.5       16.3      0.195    0.00688        10.           O053200203337 
      105.5       16.4      0.184    0.00847        10.           O053200203338 
      105.5       16.5       0.16     0.0093        10.           O053200203339 
      105.5       16.6      0.135     0.0072        10.           O053200203340 
      105.5       16.7      0.116     0.0062        10.           O053200203341 
      105.5       16.8      0.102    0.00591        10.           O053200203342 
      105.5       16.9     0.0967    0.00646        10.           O053200203343 
      105.5        17.      0.101     0.0066        10.           O053200203344 
      105.5       17.1        0.1    0.00704        10.           O053200203345 
      105.5       17.2     0.0921    0.00563        10.           O053200203346 
      105.5       17.3     0.0917    0.00501        10.           O053200203347 
      105.5       17.4     0.0937    0.00568        10.           O053200203348 
      105.5       17.5     0.0903    0.00657        10.           O053200203349 
      105.5       17.6     0.0894    0.00622        10.           O053200203350 
      105.5       17.7     0.0906    0.00495        10.           O053200203351 
      105.5       17.8     0.0918    0.00542        10.           O053200203352 
      105.5       17.9     0.0903    0.00636        10.           O053200203353 
      105.5        18.     0.0831    0.00537        10.           O053200203354 
      105.5       18.1     0.0778     0.0048        10.           O053200203355 
      105.5       18.2      0.073    0.00546        10.           O053200203356 
      105.5       18.3     0.0727    0.00551        10.           O053200203357 
      105.5       18.4     0.0738    0.00467        10.           O053200203358 
      105.5       18.5     0.0765    0.00625        10.           O053200203359 
      105.5       18.6     0.0881    0.00611        10.           O053200203360 
      105.5       18.7     0.0825    0.00426        10.           O053200203361 
      105.5       18.8     0.0777    0.00471        10.           O053200203362 
      105.5       18.9     0.0705     0.0064        10.           O053200203363 
      105.5        19.     0.0671    0.00428        10.           O053200203364 
      105.5       19.1     0.0651    0.00449        10.           O053200203365 
      105.5       19.2     0.0636    0.00524        10.           O053200203366 
      105.5       19.3     0.0585    0.00442        10.           O053200203367 
      105.5       19.4     0.0559    0.00526        10.           O053200203368 
      105.5       19.5     0.0566    0.00484        10.           O053200203369 
      105.5       19.6     0.0542    0.00337        10.           O053200203370 
      105.5       19.7     0.0521    0.00448        10.           O053200203371 
      105.5       19.8     0.0439    0.00528        10.           O053200203372 
      105.5       19.9     0.0439    0.00386        10.           O053200203373 
      105.5        20.      0.045    0.00474        10.           O053200203374 
      105.5       20.1     0.0447    0.00338        10.           O053200203375 
      105.5       20.2     0.0444    0.00358        10.           O053200203376 
      105.5       20.3     0.0445    0.00491        10.           O053200203377 
      105.5       20.4     0.0437    0.00361        10.           O053200203378 
      105.5       20.5     0.0428    0.00472        10.           O053200203379 
      105.5       20.6     0.0426    0.00329        10.           O053200203380 
      105.5       20.7     0.0422    0.00348        10.           O053200203381 
      105.5       20.8     0.0401    0.00423        10.           O053200203382 
      105.5       20.9      0.036    0.00325        10.           O053200203383 
      105.5        21.     0.0285    0.00393        10.           O053200203384 
      105.5       21.1     0.0242     0.0027        10.           O053200203385 
      105.5       21.2     0.0215    0.00316        10.           O053200203386 
      105.5       21.3     0.0154    0.00295        10.           O053200203387 
      105.5       21.4     0.0134    0.00326        10.           O053200203388 
      105.5       21.5     0.0133    0.00351        10.           O053200203389 
      105.5       21.6     0.0133    0.00292        10.           O053200203390 
      105.5       21.7     0.0132    0.00275        10.           O053200203391 
      105.5       21.8     0.0124    0.00217        10.           O053200203392 
      105.5       21.9     0.0111      0.003        10.           O053200203393 
      105.5        22.     0.0103    0.00232        10.           O053200203394 
      105.5       22.1    0.00967    0.00285        10.           O053200203395 
      105.5       22.2     0.0102    0.00208        10.           O053200203396 
      105.5       22.3     0.0108    0.00237        10.           O053200203397 
      105.5       22.4      0.012    0.00217        10.           O053200203398 
      105.5       22.5     0.0127    0.00267        10.           O053200203399 
      105.5       22.6     0.0133    0.00274        10.           O053200203400 
      105.5       22.7     0.0136     0.0033        10.           O053200203401 
      105.5       22.8     0.0114    0.00241        10.           O053200203402 
      105.5       22.9     0.0103    0.00246        10.           O053200203403 
      105.5        23.    0.00858    0.00218        10.           O053200203404 
      105.5       23.1    0.00783     0.0024        10.           O053200203405 
      105.5       23.2    0.00714    0.00002        10.           O053200203406 
      105.5       23.3    0.00683     0.0028        10.           O053200203407 
      105.5       23.4    0.00637    0.00235        10.           O053200203408 
      105.5       23.5    0.00612    0.00261        10.           O053200203409 
      105.5       23.6    0.00545    0.00226        10.           O053200203410 
      105.5       23.7    0.00496    0.00266        10.           O053200203411 
      105.5       23.8    0.00256    0.00223        10.           O053200203412 
      105.5       23.9    0.00017    0.00265        10.           O053200203413 
      105.5        24.   -0.00012    0.00215        10.           O053200203414 
      105.5       24.1    0.00027    0.00228        10.           O053200203415 
      105.5       24.2   -0.00032    0.00198        10.           O053200203416 
      105.5       24.3   -0.00228    0.00208        10.           O053200203417 
      105.5       24.4   -0.00298    0.00203        10.           O053200203418 
      105.5       24.5   -0.00372    0.00251        10.           O053200203419 
      105.5       24.6   -0.00399    0.00272        10.           O053200203420 
      105.5       24.7   -0.00106     0.0023        10.           O053200203421 
      105.5       24.8    0.00051    0.00231        10.           O053200203422 
      105.5       24.9    0.00114    0.00183        10.           O053200203423 
      105.5        25.     0.0016    0.00194        10.           O053200203424 
      105.5       25.1    0.00248    0.00175        10.           O053200203425 
      105.5       25.2    0.00423    0.00215        10.           O053200203426 
      105.5       25.3    0.00479    0.00234        10.           O053200203427 
      105.5       25.4    0.00258    0.00231        10.           O053200203428 
      105.5       25.5    0.00155     0.0023        10.           O053200203429 
      105.5       25.6    0.00105    0.00186        10.           O053200203430 
      105.5       25.7    0.00057    0.00199        10.           O053200203431 
      116.1        1.6       18.3       2.56         1.           O053200203432 
      116.1        1.7       17.6       1.37         1.           O053200203433 
      116.1        1.8       17.6       1.02         1.           O053200203434 
      116.1        1.9       16.8       0.79         1.           O053200203435 
      116.1         2.       15.9      0.608         1.           O053200203436 
      116.1        2.1       15.5      0.459         1.           O053200203437 
      116.1        2.2       15.2      0.373         1.           O053200203438 
      116.1        2.3       14.8      0.299         1.           O053200203439 
      116.1        2.4       14.1      0.241         1.           O053200203440 
      116.1        2.5       13.7      0.205         1.           O053200203441 
      116.1        2.6        13.      0.173         1.           O053200203442 
      116.1        2.7       12.4      0.152         1.           O053200203443 
      116.1        2.8        12.      0.137         1.           O053200203444 
      116.1        2.9       11.4      0.121         1.           O053200203445 
      116.1         3.       10.7      0.109         1.           O053200203446 
      116.1        3.1       10.4     0.0992         1.           O053200203447 
      116.1        3.2       9.95     0.0917         1.           O053200203448 
      116.1        3.3       9.41     0.0852         1.           O053200203449 
      116.1        3.4       8.95     0.0798         1.           O053200203450 
      116.1        3.5       8.53     0.0752         1.           O053200203451 
      116.1        3.6        8.1     0.0705         1.           O053200203452 
      116.1        3.7       7.68     0.0661         1.           O053200203453 
      116.1        3.8       7.28     0.0625         1.           O053200203454 
      116.1        3.9       6.92     0.0595         1.           O053200203455 
      116.1         4.       6.58     0.0568         1.           O053200203456 
      116.1        4.1       6.27     0.0547         1.           O053200203457 
      116.1        4.2       6.04     0.0528         1.           O053200203458 
      116.1        4.3       5.82     0.0505         1.           O053200203459 
      116.1        4.4       5.55     0.0486         1.           O053200203460 
      116.1        4.5       5.26     0.0466         1.           O053200203461 
      116.1        4.6       4.96     0.0444         1.           O053200203462 
      116.1        4.7        4.7     0.0432         1.           O053200203463 
      116.1        4.8       4.54     0.0426         1.           O053200203464 
      116.1        4.9        4.4     0.0412         1.           O053200203465 
      116.1         5.       4.16     0.0396         1.           O053200203466 
      116.1        5.1       3.98     0.0392         1.           O053200203467 
      116.1        5.2       3.72     0.0379         1.           O053200203468 
      116.1        5.3       3.49      0.036         1.           O053200203469 
      116.1        5.4       3.35      0.035         1.           O053200203470 
      116.1        5.5       3.18     0.0345         1.           O053200203471 
      116.1        5.6       3.02     0.0337         1.           O053200203472 
      116.1        5.7       2.85     0.0323         1.           O053200203473 
      116.1        5.8       2.72     0.0319         1.           O053200203474 
      116.1        5.9       2.57     0.0318         1.           O053200203475 
      116.1         6.       2.44     0.0312         1.           O053200203476 
      116.1        6.1       2.33     0.0303         4.           O053200203477 
      116.1        6.2       2.22     0.0289         4.           O053200203478 
      116.1        6.3       2.11     0.0276         4.           O053200203479 
      116.1        6.4       1.97     0.0274         4.           O053200203480 
      116.1        6.5        1.9     0.0271         4.           O053200203481 
      116.1        6.6       1.84     0.0266         4.           O053200203482 
      116.1        6.7       1.78     0.0266         4.           O053200203483 
      116.1        6.8       1.68      0.025         4.           O053200203484 
      116.1        6.9       1.59     0.0243         4.           O053200203485 
      116.1         7.       1.54      0.024         4.           O053200203486 
      116.1        7.1       1.44     0.0241         4.           O053200203487 
      116.1        7.2       1.39     0.0242         4.           O053200203488 
      116.1        7.3       1.32     0.0233         4.           O053200203489 
      116.1        7.4       1.23      0.022         4.           O053200203490 
      116.1        7.5       1.23     0.0215         4.           O053200203491 
      116.1        7.6       1.12       0.02         4.           O053200203492 
      116.1        7.7       1.11     0.0206         4.           O053200203493 
      116.1        7.8       1.08     0.0203         4.           O053200203494 
      116.1        7.9      0.986     0.0191         4.           O053200203495 
      116.1         8.      0.959     0.0194         4.           O053200203496 
      116.1        8.1      0.923     0.0192         4.           O053200203497 
      116.1        8.2      0.882     0.0184         4.           O053200203498 
      116.1        8.3      0.844     0.0178         4.           O053200203499 
      116.1        8.4      0.816     0.0174         4.           O053200203500 
      116.1        8.5      0.783     0.0176         4.           O053200203501 
      116.1        8.6      0.727     0.0174         4.           O053200203502 
      116.1        8.7      0.729     0.0168         4.           O053200203503 
      116.1        8.8      0.689     0.0158         4.           O053200203504 
      116.1        8.9       0.64     0.0158         4.           O053200203505 
      116.1         9.       0.63     0.0164         4.           O053200203506 
      116.1        9.1      0.637     0.0171         4.           O053200203507 
      116.1        9.2      0.575      0.016         4.           O053200203508 
      116.1        9.3      0.564     0.0157         4.           O053200203509 
      116.1        9.4      0.553     0.0155         4.           O053200203510 
      116.1        9.5      0.538     0.0155         4.           O053200203511 
      116.1        9.6      0.495     0.0153         4.           O053200203512 
      116.1        9.7      0.456     0.0146         4.           O053200203513 
      116.1        9.8      0.452     0.0144         4.           O053200203514 
      116.1        9.9      0.441     0.0135         4.           O053200203515 
      116.1        10.      0.426     0.0131         4.           O053200203516 
      116.1       10.1      0.414      0.013         4.           O053200203517 
      116.1       10.2      0.402     0.0132         4.           O053200203518 
      116.1       10.3      0.407     0.0135         4.           O053200203519 
      116.1       10.4      0.393     0.0127         4.           O053200203520 
      116.1       10.5       0.38     0.0127         4.           O053200203521 
      116.1       10.6      0.391     0.0132         4.           O053200203522 
      116.1       10.7      0.396     0.0126         4.           O053200203523 
      116.1       10.8      0.359     0.0124         4.           O053200203524 
      116.1       10.9      0.334     0.0121         4.           O053200203525 
      116.1        11.      0.334     0.0118         4.           O053200203526 
      116.1       11.1      0.325     0.0119         4.           O053200203527 
      116.1       11.2      0.303     0.0118         4.           O053200203528 
      116.1       11.3      0.291     0.0118         4.           O053200203529 
      116.1       11.4      0.289     0.0118         4.           O053200203530 
      116.1       11.5      0.276     0.0112         4.           O053200203531 
      116.1       11.6      0.266     0.0112         4.           O053200203532 
      116.1       11.7      0.252     0.0114         4.           O053200203533 
      116.1       11.8      0.237     0.0106         4.           O053200203534 
      116.1       11.9      0.246     0.0104         4.           O053200203535 
      116.1        12.      0.247     0.0104         4.           O053200203536 
      116.1       12.1      0.234     0.0101         4.           O053200203537 
      116.1       12.2      0.236     0.0104         4.           O053200203538 
      116.1       12.3      0.239     0.0102         4.           O053200203539 
      116.1       12.4      0.234    0.00982         4.           O053200203540 
      116.1       12.5      0.228     0.0101         4.           O053200203541 
      116.1       12.6      0.219    0.00979         4.           O053200203542 
      116.1       12.7      0.216    0.00923         4.           O053200203543 
      116.1       12.8      0.217    0.00939         4.           O053200203544 
      116.1       12.9      0.214     0.0101         4.           O053200203545 
      116.1        13.      0.211    0.00997         4.           O053200203546 
      116.1       13.1      0.208    0.00903         4.           O053200203547 
      116.1       13.2      0.191    0.00832         4.           O053200203548 
      116.1       13.3      0.181    0.00834         4.           O053200203549 
      116.1       13.4       0.18    0.00923         4.           O053200203550 
      116.1       13.5      0.177    0.00952         4.           O053200203551 
      116.1       13.6      0.174    0.00908         4.           O053200203552 
      116.1       13.7      0.181     0.0085         4.           O053200203553 
      116.1       13.8      0.175    0.00788         4.           O053200203554 
      116.1       13.9      0.154    0.00742         4.           O053200203555 
      116.1        14.       0.14    0.00738         4.           O053200203556 
      116.1       14.1      0.139    0.00779         4.           O053200203557 
      116.1       14.2      0.132    0.00777         4.           O053200203558 
      116.1       14.3      0.138    0.00801         4.           O053200203559 
      116.1       14.4      0.148      0.009         4.           O053200203560 
      116.1       14.5      0.144    0.00869         4.           O053200203561 
      116.1       14.6      0.148    0.00904         4.           O053200203562 
      116.1       14.7      0.154    0.00962         4.           O053200203563 
      116.1       14.8      0.154    0.00907         4.           O053200203564 
      116.1       14.9      0.133    0.00868         4.           O053200203565 
      116.1        15.      0.122    0.00875         4.           O053200203566 
      116.1       15.1      0.125    0.00845        10.           O053200203567 
      116.1       15.2      0.124    0.00794        10.           O053200203568 
      116.1       15.3      0.127    0.00747        10.           O053200203569 
      116.1       15.4      0.122    0.00693        10.           O053200203570 
      116.1       15.5      0.108    0.00613        10.           O053200203571 
      116.1       15.6      0.106    0.00591        10.           O053200203572 
      116.1       15.7      0.112    0.00592        10.           O053200203573 
      116.1       15.8      0.121    0.00611        10.           O053200203574 
      116.1       15.9      0.133    0.00662        10.           O053200203575 
      116.1        16.      0.148     0.0076        10.           O053200203576 
      116.1       16.1      0.175    0.00924        10.           O053200203577 
      116.1       16.2      0.202     0.0107        10.           O053200203578 
      116.1       16.3      0.212    0.00959        10.           O053200203579 
      116.1       16.4      0.202     0.0079        10.           O053200203580 
      116.1       16.5      0.175    0.00681        10.           O053200203581 
      116.1       16.6      0.161    0.00643        10.           O053200203582 
      116.1       16.7      0.111     0.0066        10.           O053200203583 
      116.1       16.8      0.103    0.00748        10.           O053200203584 
      116.1       16.9     0.0903    0.00762        10.           O053200203585 
      116.1        17.     0.0805    0.00582        10.           O053200203586 
      116.1       17.1     0.0784    0.00497        10.           O053200203587 
      116.1       17.2     0.0804    0.00531        10.           O053200203588 
      116.1       17.3     0.0836    0.00691        10.           O053200203589 
      116.1       17.4     0.0831    0.00702        10.           O053200203590 
      116.1       17.5     0.0857    0.00559        10.           O053200203591 
      116.1       17.6     0.0833    0.00506        10.           O053200203592 
      116.1       17.7     0.0771    0.00596        10.           O053200203593 
      116.1       17.8     0.0675    0.00603        10.           O053200203594 
      116.1       17.9     0.0648    0.00492        10.           O053200203595 
      116.1        18.     0.0615    0.00432        10.           O053200203596 
      116.1       18.1     0.0578    0.00545        10.           O053200203597 
      116.1       18.2     0.0592    0.00617        10.           O053200203598 
      116.1       18.3     0.0664    0.00508        10.           O053200203599 
      116.1       18.4     0.0705    0.00489        10.           O053200203600 
      116.1       18.5     0.0712     0.0059        10.           O053200203601 
      116.1       18.6     0.0714    0.00548        10.           O053200203602 
      116.1       18.7     0.0697    0.00444        10.           O053200203603 
      116.1       18.8     0.0669    0.00563        10.           O053200203604 
      116.1       18.9     0.0503    0.00547        10.           O053200203605 
      116.1        19.     0.0467    0.00408        10.           O053200203606 
      116.1       19.1     0.0469    0.00457        10.           O053200203607 
      116.1       19.2       0.05     0.0051        10.           O053200203608 
      116.1       19.3     0.0432    0.00384        10.           O053200203609 
      116.1       19.4     0.0367    0.00408        10.           O053200203610 
      116.1       19.5     0.0399    0.00486        10.           O053200203611 
      116.1       19.6     0.0421    0.00388        10.           O053200203612 
