ENTRY            O1146   20140205                             O052O114600000001 
SUBENT        O1146001   20140205                             O052O114600100001 
BIB                 10         26                                 O114600100002 
TITLE      Neutron and light charged particle productions in      O114600100003 
           proton induced reactions on Pb-208 at 62.9-MeV.        O114600100004 
AUTHOR     (A.Guertin, N.Marie, S.Auduc, V.Blideanu, Th.Delbar,   O114600100005 
           P.Eudes, Y.Foucher, F.Haddad, T.Kirchner, Ch.Le Brun,  O114600100006 
           C.Lebrun, F.R.Lecolley, J.F.Lecolley, X.Ledoux,        O114600100007 
           F.Lefebvres, T.Lefort, M.Louvel, A.Ninane, Y.Patin,    O114600100008 
           Ph.Pras, G.Riviere, C.Varignon)                        O114600100009 
INSTITUTE  (2FR NTE) Nantes CEDEX, Laboratoire Subatech           O114600100010 
           (2FR CAE)                                              O114600100011 
           (2FR BRC)                                              O114600100012 
           (2BLGLVN)                                              O114600100013 
           (2NEDRCN)                                              O114600100014 
REFERENCE  (J,EPJ/A,23,49,2005)                                   O114600100015 
           (W,MARIE,20040315) All data were taken from it.        O114600100016 
SAMPLE     An enriched Pb-208 target, of 10.7 mg/cm**2 thick,     O114600100017 
           was used.                                              O114600100018 
ADD-RES    (COMP) Theoretical calculations MCNPX, FLUKA, TALYS.   O114600100019 
FACILITY   (CYCLO,2BLGLVN)                                        O114600100020 
STATUS     (TABLE) Tables were received from M.Kellett.           O114600100021 
COMMENT    - By compiler. Zeros values were excluded from         O114600100022 
           authors' tables.                                       O114600100023 
HISTORY    (20040318C)                                            O114600100024 
           (20050311A) Reference and authors' list are corrected. O114600100025 
           (20050523U) Last checking has been done.               O114600100026 
           (20140205A) SD: Authors' name corrected. Subents  20-25O114600100027 
           were added.                                            O114600100028 
ENDBIB              26          0                                 O114600100029 
COMMON               1          3                                 O114600100030 
EN                                                                O114600100031 
MEV                                                               O114600100032 
       62.9                                                       O114600100033 
ENDCOMMON            3          0                                 O114600100034 
ENDSUBENT           33          0                                 O114600199999 
SUBENT        O1146002   20040411                             0000O114600200001 
BIB                  5         13                                 O114600200002 
REACTION   (82-PB-208(P,X)1-H-1,EM,DA/DE)                         O114600200003 
EN-SEC     (E,P)                                                  O114600200004 
METHOD     (EDE)                                                  O114600200005 
DETECTOR   (TELES,SOLST,SOLST,CSICR) Seven triple telescopes.     O114600200006 
           Each telescope consisted of two silicon detectors,     O114600200007 
           80-mum thick and 300 or 500-mum thick, backed by a one O114600200008 
           inch diameter and 80-mm thick CsI(Tl) crystal.         O114600200009 
ERR-ANALYS (ERR-1) The systematic error is derived                O114600200010 
           from:                                                  O114600200011 
           (ERR-2) Beam monitoring-5%,                            O114600200012 
           (ERR-3) Solid angle corrections-1%,                    O114600200013 
           (ERR-4) Number of target nuclei-3%.                    O114600200014 
           (ERR-S) The statistical error is given by authors.     O114600200015 
ENDBIB              13          0                                 O114600200016 
COMMON               4          3                                 O114600200017 
        50.        55.   1.83E-02   5.47E-04                      O114600400482 
        50.        65.   8.89E-03   4.18E-04                      O114600400483 
        50.        75.   4.45E-03   2.64E-04                      O114600400484 
        50.        85.   2.59E-03   2.26E-04                      O114600400485 
        50.        95.   1.24E-03   1.43E-04                      O114600400486 
        51.        25.   9.32E-02   1.36E-03                      O114600400487 
        51.        35.   5.17E-02   9.16E-04                      O114600400488 
        51.        45.   2.98E-02   7.64E-04                      O114600400489 
        51.        55.   1.41E-02    4.8E-04                      O114600400490 
        51.        65.    7.3E-03   3.77E-04                      O114600400491 
        51.        75.   3.88E-03   2.46E-04                      O114600400492 
        51.        85.   2.66E-03    2.3E-04                      O114600400493 
        51.        95.    1.3E-03   1.26E-04                      O114600400494 
        52.        25.   9.76E-02    1.4E-03                      O114600400495 
        52.        35.   5.48E-02   9.37E-04                      O114600400496 
        52.        45.   3.57E-02   8.41E-04                      O114600400497 
        52.        55.   1.85E-02   5.43E-04                      O114600400498 
        52.        65.   8.39E-03    4.1E-04                      O114600400499 
        52.        75.   3.92E-03   2.51E-04                      O114600400500 
        52.        85.   2.47E-03    2.2E-04                      O114600400501 
        52.        95.   1.44E-03   1.32E-04                      O114600400502 
        53.        25.   1.06E-01   1.46E-03                      O114600400503 
        53.        35.   5.29E-02   9.25E-04                      O114600400504 
        53.        45.   2.76E-02   7.36E-04                      O114600400505 
        53.        55.   1.47E-02   4.87E-04                      O114600400506 
        53.        65.   8.33E-03   4.08E-04                      O114600400507 
        53.        75.   4.59E-03   2.73E-04                      O114600400508 
        53.        85.   2.29E-03   2.13E-04                      O114600400509 
        53.        95.   1.25E-03   1.36E-04                      O114600400510 
        54.        25.   8.68E-02   1.32E-03                      O114600400511 
        54.        35.   4.36E-02   8.39E-04                      O114600400512 
        54.        45.   2.21E-02    6.6E-04                      O114600400513 
        54.        55.   1.12E-02   4.29E-04                      O114600400514 
        54.        65.   5.34E-03   3.29E-04                      O114600400515 
        54.        75.   2.53E-03   2.02E-04                      O114600400516 
        54.        85.   1.58E-03   1.76E-04                      O114600400517 
        55.        25.   9.47E-02   1.38E-03                      O114600400518 
        55.        35.   4.77E-02   8.78E-04                      O114600400519 
        55.        45.   3.23E-02     8.E-04                      O114600400520 
        55.        55.   1.54E-02     5.E-04                      O114600400521 
        55.        65.   5.26E-03   3.23E-04                      O114600400522 
        55.        75.   2.72E-03   2.08E-04                      O114600400523 
        55.        85.   2.07E-03   2.03E-04                      O114600400524 
        55.        95.   1.11E-03   1.24E-04                      O114600400525 
        56.        25.   2.21E-01   2.11E-03                      O114600400526 
        56.        35.   9.95E-02   1.27E-03                      O114600400527 
        56.        45.   4.62E-02    9.5E-04                      O114600400528 
        56.        55.   2.06E-02   5.73E-04                      O114600400529 
        56.        65.   7.48E-03   3.89E-04                      O114600400530 
        56.        75.   3.78E-03   2.45E-04                      O114600400531 
        56.        85.   1.88E-03   1.94E-04                      O114600400532 
        57.        25.    1.3E-01   1.61E-03                      O114600400533 
        57.        35.   6.13E-02   9.99E-04                      O114600400534 
        57.        45.   2.15E-02    6.5E-04                      O114600400535 
        57.        55.   8.37E-03   3.67E-04                      O114600400536 
        57.        65.   6.43E-03   3.57E-04                      O114600400537 
        57.        75.    3.1E-03   2.24E-04                      O114600400538 
        58.        25.   5.88E-02   1.08E-03                      O114600400539 
        58.        35.    2.7E-02   6.64E-04                      O114600400540 
        58.        45.   1.08E-02   4.64E-04                      O114600400541 
        58.        55.   4.17E-03   2.66E-04                      O114600400542 
        58.        65.   2.95E-03   2.43E-04                      O114600400543 
        58.        75.   1.06E-03   1.33E-04                      O114600400544 
        59.        25.   2.54E-02   7.15E-04                      O114600400545 
        59.        35.   1.43E-02   4.88E-04                      O114600400546 
        59.        45.   4.25E-03   2.95E-04                      O114600400547 
        59.        55.   2.53E-03   2.07E-04                      O114600400548 
        59.        65.    1.7E-03   1.85E-04                      O114600400549 
        60.        25.   7.87E-03   3.98E-04                      O114600400550 
        60.        35.    2.2E-03   1.87E-04                      O114600400551 
        60.        65.   1.06E-03   1.47E-04                      O114600400552 
ENDDATA            530          0                                 O114600400553 
ENDSUBENT          552          0                                 O114600499999 
SUBENT        O1146005   20040411                             0000O114600500001 
BIB                  5         13                                 O114600500002 
REACTION   (82-PB-208(P,X)2-HE-3,,DA/DE)                          O114600500003 
EN-SEC     (E,HE3)                                                O114600500004 
METHOD     (EDE)                                                  O114600500005 
DETECTOR   (TELES,SOLST,SOLST,CSICR) Seven triple telescopes.     O114600500006 
           Each telescope consisted of two silicon detectors,     O114600500007 
           80-mum thick and 300 or 500-mum thick, backed by a one O114600500008 
           inch diameter and 80-mm thick CsI(Tl) crystal.         O114600500009 
ERR-ANALYS (ERR-1) The systematic error is derived                O114600500010 
           from:                                                  O114600500011 
           (ERR-2) Beam monitoring-5%,                            O114600500012 
           (ERR-3) Solid angle corrections-1%,                    O114600500013 
           (ERR-4) Number of target nuclei-3%.                    O114600500014 
           (ERR-S) The statistical error is given by authors.     O114600500015 
ENDBIB              13          0                                 O114600500016 
COMMON               4          3                                 O114600500017 
ERR-1      ERR-2      ERR-3      ERR-4                            O114600500018 
PER-CENT   PER-CENT   PER-CENT   PER-CENT                         O114600500019 
         6.         5.         1.         3.                      O114600500020 
ENDCOMMON            3          0                                 O114600500021 
DATA                 4        201                                 O114600500022 
E          ANG        DATA       ERR-S                            O114600500023 
MEV        ADEG       MB/SR/MEV  MB/SR/MEV                        O114600500024 
       13.5        25.   3.03E-03   1.22E-04                      O114600500025 
       13.5        35.   2.55E-03   1.01E-04                      O114600500026 
       13.5        45.   1.93E-03   9.62E-05                      O114600500027 
       13.5        55.   1.37E-03   7.38E-05                      O114600500028 
       13.5        65.   1.21E-03   7.76E-05                      O114600500029 
       15.5        25.   3.88E-03    1.4E-04                      O114600500030 
       15.5        35.   3.53E-03   1.09E-04                      O114600500031 
       15.5        45.   3.28E-03   1.05E-04                      O114600500032 
       15.5        55.   2.51E-03   8.39E-05                      O114600500033 
       15.5        65.   1.77E-03   9.32E-05                      O114600500034 
       15.5        75.    1.4E-03   6.64E-05                      O114600500035 
       15.5        85.   2.14E-03   1.01E-04                      O114600500036 
       15.5        95.   2.13E-03    8.1E-05                      O114600500037 
       15.5       115.   1.28E-03   1.43E-04                      O114600500038 
       15.5       135.   1.06E-03   4.49E-05                      O114600500039 
       15.5       155.   1.69E-03   5.65E-05                      O114600500040 
       17.5        25.   5.45E-03   1.49E-04                      O114600500041 
       17.5        35.   4.91E-03   1.21E-04                      O114600500042 
       17.5        45.   4.74E-03   1.54E-04                      O114600500043 
       17.5        55.   3.96E-03   1.26E-04                      O114600500044 
       17.5        65.   2.95E-03   1.19E-04                      O114600500045 
       17.5        75.   2.52E-03   1.02E-04                      O114600500046 
       17.5        85.   3.84E-03   1.37E-04                      O114600500047 
       17.5        95.   3.18E-03   9.76E-05                      O114600500048 
       17.5       115.   3.05E-03   2.78E-04                      O114600500049 
       17.5       135.   2.17E-03    6.6E-05                      O114600500050 
       17.5       155.   2.23E-03   7.06E-05                      O114600500051 
       19.5        25.    7.9E-03   1.97E-04                      O114600500052 
       19.5        35.   6.44E-03   1.61E-04                      O114600500053 
       19.5        45.   8.91E-03   2.09E-04                      O114600500054 
       19.5        55.   7.28E-03   1.71E-04                      O114600500055 
       19.5        65.   5.07E-03   1.58E-04                      O114600500056 
       19.5        75.   4.78E-03   1.38E-04                      O114600500057 
       19.5        85.   4.87E-03   1.56E-04                      O114600500058 
       19.5        95.   3.76E-03   1.04E-04                      O114600500059 
       19.5       115.   4.24E-03   3.34E-04                      O114600500060 
       19.5       135.   2.61E-03   7.12E-05                      O114600500061 
       19.5       155.   2.29E-03   6.73E-05                      O114600500062 
       21.5        25.   1.17E-02   2.41E-04                      O114600500063 
       21.5        35.   9.79E-03   1.97E-04                      O114600500064 
       21.5        45.   1.27E-02    2.5E-04                      O114600500065 
       21.5        55.   1.04E-02   2.05E-04                      O114600500066 
       21.5        65.   7.43E-03   1.92E-04                      O114600500067 
       21.5        75.   6.16E-03   1.57E-04                      O114600500068 
       21.5        85.   5.35E-03   1.62E-04                      O114600500069 
       21.5        95.   4.09E-03   1.16E-04                      O114600500070 
       21.5       115.   4.46E-03   2.61E-04                      O114600500071 
       21.5       135.   2.42E-03   6.97E-05                      O114600500072 
       21.5       155.     2.E-03   6.13E-05                      O114600500073 
       23.5        25.   1.74E-02   2.95E-04                      O114600500074 
       23.5        35.   1.47E-02   2.44E-04                      O114600500075 
       23.5        45.   1.58E-02   2.79E-04                      O114600500076 
       23.5        55.   1.13E-02   2.13E-04                      O114600500077 
       23.5        65.   9.87E-03    2.2E-04                      O114600500078 
       23.5        75.   7.86E-03   1.79E-04                      O114600500079 
       23.5        85.   5.58E-03   1.69E-04                      O114600500080 
       23.5        95.   3.99E-03   1.23E-04                      O114600500081 
       23.5       115.    4.2E-03   2.99E-04                      O114600500082 
       23.5       135.   2.14E-03   6.68E-05                      O114600500083 
       23.5       155.   1.79E-03   5.83E-05                      O114600500084 
       25.5        25.   1.99E-02   3.15E-04                      O114600500085 
       25.5        35.   1.75E-02   2.65E-04                      O114600500086 
       25.5        45.   1.63E-02   2.82E-04                      O114600500087 
       25.5        55.   1.14E-02   2.15E-04                      O114600500088 
       25.5        65.   1.05E-02   2.23E-04                      O114600500089 
       25.5        75.   8.27E-03   1.73E-04                      O114600500090 
       25.5        85.   5.41E-03   1.69E-04                      O114600500091 
       25.5        95.   4.06E-03   1.17E-04                      O114600500092 
       25.5       115.   3.61E-03   2.29E-04                      O114600500093 
       25.5       135.   1.78E-03   5.55E-05                      O114600500094 
       25.5       155.   1.63E-03   5.51E-05                      O114600500095 
       27.5        25.   2.24E-02    3.5E-04                      O114600500096 
       27.5        35.   2.04E-02   2.88E-04                      O114600500097 
       27.5        45.   1.66E-02   2.85E-04                      O114600500098 
       27.5        55.   1.24E-02   2.25E-04                      O114600500099 
       27.5        65.   1.17E-02   2.39E-04                      O114600500100 
       27.5        75.   8.76E-03    1.9E-04                      O114600500101 
       27.5        85.   5.26E-03   1.63E-04                      O114600500102 
       27.5        95.   4.21E-03   1.14E-04                      O114600500103 
       27.5       115.   3.24E-03   2.61E-04                      O114600500104 
       27.5       135.   1.52E-03   5.52E-05                      O114600500105 
       27.5       155.   1.35E-03   5.09E-05                      O114600500106 
       29.5        25.   2.37E-02   3.58E-04                      O114600500107 
       29.5        35.   2.14E-02   2.95E-04                      O114600500108 
       29.5        45.   1.71E-02   2.91E-04                      O114600500109 
       29.5        55.   1.32E-02   2.32E-04                      O114600500110 
       29.5        65.   1.16E-02   2.37E-04                      O114600500111 
       29.5        75.   8.21E-03   1.87E-04                      O114600500112 
       29.5        85.   4.58E-03   1.49E-04                      O114600500113 
       29.5        95.   3.53E-03   1.05E-04                      O114600500114 
       29.5       115.   2.42E-03   2.06E-04                      O114600500115 
       29.5       135.   1.45E-03   5.37E-05                      O114600500116 
       29.5       155.   1.05E-03   4.47E-05                      O114600500117 
       31.5        25.   2.45E-02   3.59E-04                      O114600500118 
       31.5        35.   2.18E-02   3.11E-04                      O114600500119 
       31.5        45.   1.66E-02   2.84E-04                      O114600500120 
       31.5        55.   1.27E-02   2.26E-04                      O114600500121 
       31.5        65.   1.07E-02   2.28E-04                      O114600500122 
       31.5        75.   7.52E-03   1.81E-04                      O114600500123 
       31.5        85.   4.38E-03   1.48E-04                      O114600500124 
       31.5        95.   3.62E-03   1.07E-04                      O114600500125 
       31.5       115.   2.29E-03   2.12E-04                      O114600500126 
       31.5       135.   1.28E-03     5.E-05                      O114600500127 
       33.5        25.   2.59E-02    3.5E-04                      O114600500128 
       33.5        35.   2.17E-02   3.14E-04                      O114600500129 
       33.5        45.   1.72E-02    2.9E-04                      O114600500130 
       33.5        55.   1.29E-02   2.28E-04                      O114600500131 
       33.5        65.   8.67E-03   2.07E-04                      O114600500132 
       33.5        75.   6.33E-03   1.61E-04                      O114600500133 
       33.5        85.   3.77E-03   1.36E-04                      O114600500134 
       33.5        95.   2.75E-03   9.23E-05                      O114600500135 
       33.5       115.   2.08E-03   1.69E-04                      O114600500136 
       35.5        25.   2.69E-02   3.59E-04                      O114600500137 
       35.5        35.   2.14E-02   2.95E-04                      O114600500138 
       35.5        45.   1.61E-02   2.81E-04                      O114600500139 
       35.5        55.   1.16E-02   2.16E-04                      O114600500140 
       35.5        65.   7.97E-03   1.98E-04                      O114600500141 
       35.5        75.   6.12E-03   1.56E-04                      O114600500142 
       35.5        85.   3.42E-03    1.3E-04                      O114600500143 
       35.5        95.    2.7E-03   9.27E-05                      O114600500144 
       35.5       115.   1.84E-03   1.88E-04                      O114600500145 
       37.5        25.   2.74E-02   3.55E-04                      O114600500146 
       37.5        35.   2.05E-02   2.89E-04                      O114600500147 
       37.5        45.   1.59E-02   2.81E-04                      O114600500148 
       37.5        55.   1.06E-02   2.09E-04                      O114600500149 
       37.5        65.   7.78E-03   1.95E-04                      O114600500150 
       37.5        75.   5.58E-03   1.51E-04                      O114600500151 
       37.5        85.   3.01E-03   1.21E-04                      O114600500152 
       37.5        95.   2.27E-03   8.44E-05                      O114600500153 
       37.5       115.   1.34E-03    1.3E-04                      O114600500154 
       39.5        25.   2.82E-02   3.74E-04                      O114600500155 
       39.5        35.   1.96E-02   2.82E-04                      O114600500156 
       39.5        45.   1.38E-02    2.6E-04                      O114600500157 
       39.5        55.   9.67E-03   1.96E-04                      O114600500158 
       39.5        65.   7.23E-03    1.9E-04                      O114600500159 
       39.5        75.   4.57E-03   1.34E-04                      O114600500160 
       39.5        85.   3.07E-03   1.24E-04                      O114600500161 
       39.5        95.   1.92E-03   7.73E-05                      O114600500162 
       41.5        25.   2.73E-02    3.7E-04                      O114600500163 
       41.5        35.   1.92E-02   2.77E-04                      O114600500164 
       41.5        45.   1.29E-02   2.52E-04                      O114600500165 
       41.5        55.   8.93E-03   1.89E-04                      O114600500166 
       41.5        65.   5.95E-03   1.72E-04                      O114600500167 
       41.5        75.   3.81E-03   1.23E-04                      O114600500168 
       41.5        85.   2.55E-03   1.12E-04                      O114600500169 
       41.5        95.   1.76E-03   7.52E-05                      O114600500170 
       43.5        25.    2.6E-02    3.6E-04                      O114600500171 
       43.5        35.   1.76E-02   2.66E-04                      O114600500172 
       43.5        45.    1.2E-02   2.42E-04                      O114600500173 
       43.5        55.   7.96E-03   1.79E-04                      O114600500174 
       43.5        65.   5.22E-03   1.59E-04                      O114600500175 
       43.5        75.   3.38E-03   1.16E-04                      O114600500176 
       43.5        85.   2.13E-03   1.01E-04                      O114600500177 
       43.5        95.   1.21E-03   6.08E-05                      O114600500178 
       45.5        25.   2.51E-02   3.53E-04                      O114600500179 
       45.5        35.   1.64E-02   2.57E-04                      O114600500180 
       45.5        45.   1.09E-02   2.32E-04                      O114600500181 
       45.5        55.   6.61E-03   1.63E-04                      O114600500182 
       45.5        65.   5.25E-03   1.61E-04                      O114600500183 
       45.5        75.   2.84E-03   1.07E-04                      O114600500184 
       45.5        85.   1.56E-03   8.65E-05                      O114600500185 
       45.5        95.   1.04E-03   5.72E-05                      O114600500186 
       47.5        25.   2.31E-02   3.39E-04                      O114600500187 
       47.5        35.   1.53E-02   2.49E-04                      O114600500188 
       47.5        45.   1.01E-02   2.24E-04                      O114600500189 
       47.5        55.   6.46E-03   1.62E-04                      O114600500190 
       47.5        65.   4.71E-03   1.52E-04                      O114600500191 
       47.5        75.   2.48E-03   9.88E-05                      O114600500192 
       47.5        85.    1.7E-03   8.97E-05                      O114600500193 
       49.5        25.   2.26E-02   3.37E-04                      O114600500194 
       49.5        35.   1.44E-02   2.43E-04                      O114600500195 
       49.5        45.   8.97E-03   2.09E-04                      O114600500196 
       49.5        55.   5.57E-03    1.5E-04                      O114600500197 
       49.5        65.   4.03E-03   1.42E-04                      O114600500198 
       49.5        75.     2.E-03   9.08E-05                      O114600500199 
       49.5        85.   1.12E-03   7.39E-05                      O114600500200 
       51.5        25.   2.02E-02   3.18E-04                      O114600500201 
       51.5        35.   1.24E-02   2.25E-04                      O114600500202 
       51.5        45.   7.46E-03   1.93E-04                      O114600500203 
       51.5        55.   4.34E-03   1.31E-04                      O114600500204 
       51.5        65.   2.71E-03   1.15E-04                      O114600500205 
       51.5        75.   1.36E-03    7.4E-05                      O114600500206 
       53.5        25.   3.27E-02   4.03E-04                      O114600500207 
       53.5        35.   1.87E-02   2.75E-04                      O114600500208 
       53.5        45.   8.91E-03    2.1E-04                      O114600500209 
       53.5        55.   4.94E-03   1.41E-04                      O114600500210 
       53.5        65.    2.8E-03   1.17E-04                      O114600500211 
       53.5        75.    1.6E-03   7.92E-05                      O114600500212 
       53.5        85.   1.07E-03   7.31E-05                      O114600500213 
       55.5        25.   3.92E-02   4.42E-04                      O114600500214 
       55.5        35.   2.25E-02   2.99E-04                      O114600500215 
       55.5        45.   1.35E-02   2.57E-04                      O114600500216 
       55.5        55.   7.18E-03   1.68E-04                      O114600500217 
       55.5        65.   3.11E-03   1.25E-04                      O114600500218 
       55.5        75.    1.7E-03   8.17E-05                      O114600500219 
       55.5        85.   1.06E-03   7.38E-05                      O114600500220 
       57.5        25.   1.12E-02   2.21E-04                      O114600500221 
       57.5        35.   6.83E-03   1.54E-04                      O114600500222 
       57.5        45.   7.46E-03   1.88E-04                      O114600500223 
       57.5        55.   3.62E-03   1.21E-04                      O114600500224 
       57.5        65.   1.29E-03   7.69E-05                      O114600500225 
ENDDATA            203          0                                 O114600500226 
ENDSUBENT          225          0                                 O114600599999 
SUBENT        O1146006   20040411                             0000O114600600001 
BIB                  5         13                                 O114600600002 
REACTION   (82-PB-208(P,X)2-HE-4,,DA/DE)                          O114600600003 
EN-SEC     (E,A)                                                  O114600600004 
METHOD     (EDE)                                                  O114600600005 
DETECTOR   (TELES,SOLST,SOLST,CSICR) Seven triple telescopes.     O114600600006 
           Each telescope consisted of two silicon detectors,     O114600600007 
           80-mum thick and 300 or 500-mum thick, backed by a one O114600600008 
           inch diameter and 80-mm thick CsI(Tl) crystal.         O114600600009 
ERR-ANALYS (ERR-1) The systematic error is derived                O114600600010 
           from:                                                  O114600600011 
           (ERR-2) Beam monitoring-5%,                            O114600600012 
           (ERR-3) Solid angle corrections-1%,                    O114600600013 
           (ERR-4) Number of target nuclei-3%.                    O114600600014 
           (ERR-S) The statistical error is given by authors.     O114600600015 
ENDBIB              13          0                                 O114600600016 
COMMON               4          3                                 O114600600017 
ERR-1      ERR-2      ERR-3      ERR-4                            O114600600018 
PER-CENT   PER-CENT   PER-CENT   PER-CENT                         O114600600019 
         6.         5.         1.         3.                      O114600600020 
ENDCOMMON            3          0                                 O114600600021 
DATA                 4        530                                 O114600600022 
E          ANG        DATA       ERR-S                            O114600600023 
MEV        ADEG       MB/SR/MEV  MB/SR/MEV                        O114600600024 
        13.        65.   2.78E-03   2.33E-04                      O114600600025 
        13.        75.   2.44E-03   2.02E-04                      O114600600026 
        13.        85.   9.36E-03   4.31E-04                      O114600600027 
        13.        95.   8.28E-03   3.19E-04                      O114600600028 
        13.       135.   2.11E-03   1.29E-04                      O114600600029 
        13.       155.   2.11E-03   1.29E-04                      O114600600030 
        14.        25.   2.49E-03   2.23E-04                      O114600600031 
        14.        35.   1.95E-03   1.82E-04                      O114600600032 
        14.        65.   1.22E-02   4.91E-04                      O114600600033 
        14.        75.   9.78E-03   3.97E-04                      O114600600034 
        14.        85.   2.03E-02    6.3E-04                      O114600600035 
        14.        95.   1.68E-02   4.54E-04                      O114600600036 
        14.       135.   8.68E-03   2.62E-04                      O114600600037 
        14.       155.   8.68E-03   2.62E-04                      O114600600038 
        15.        25.   1.64E-02   7.25E-04                      O114600600039 
        15.        35.   1.26E-02   6.04E-04                      O114600600040 
        15.        45.   1.27E-02   5.94E-04                      O114600600041 
        15.        55.   1.51E-02   4.96E-04                      O114600600042 
        15.        65.   1.73E-02   5.85E-04                      O114600600043 
        15.        75.    1.6E-02   5.11E-04                      O114600600044 
        15.        85.    3.5E-02   8.32E-04                      O114600600045 
        15.        95.   3.55E-02   6.52E-04                      O114600600046 
        15.       115.   1.07E-02   8.16E-04                      O114600600047 
        15.       135.   1.99E-02   3.98E-04                      O114600600048 
        15.       155.   1.99E-02   3.98E-04                      O114600600049 
        16.        25.   2.94E-02   7.67E-04                      O114600600050 
        16.        35.   2.52E-02    6.4E-04                      O114600600051 
        16.        45.   2.83E-02   7.46E-04                      O114600600052 
        16.        55.   2.49E-02   6.34E-04                      O114600600053 
        16.        65.   3.07E-02   7.74E-04                      O114600600054 
        16.        75.   2.85E-02   6.79E-04                      O114600600055 
        16.        85.   5.48E-02   1.04E-03                      O114600600056 
        16.        95.   5.15E-02   7.92E-04                      O114600600057 
        16.       115.   2.79E-02   1.41E-03                      O114600600058 
        16.       135.   3.72E-02   5.41E-04                      O114600600059 
        16.       155.   3.72E-02   5.41E-04                      O114600600060 
        17.        25.   3.94E-02   8.86E-04                      O114600600061 
        17.        35.   3.63E-02   7.67E-04                      O114600600062 
        17.        45.   4.86E-02   9.76E-04                      O114600600063 
        17.        55.   4.31E-02   8.34E-04                      O114600600064 
        17.        65.   5.03E-02   9.94E-04                      O114600600065 
        17.        75.   4.88E-02   8.86E-04                      O114600600066 
        17.        85.   7.51E-02   1.22E-03                      O114600600067 
        17.        95.   6.69E-02   9.04E-04                      O114600600068 
        17.       115.   5.78E-02   2.08E-03                      O114600600069 
        17.       135.   5.75E-02   6.75E-04                      O114600600070 
        17.       155.   5.75E-02   6.75E-04                      O114600600071 
        18.        25.   6.38E-02   1.13E-03                      O114600600072 
        18.        35.   5.73E-02   9.59E-04                      O114600600073 
        18.        45.   8.26E-02   1.27E-03                      O114600600074 
        18.        55.   7.49E-02    1.1E-03                      O114600600075 
        18.        65.   7.56E-02   1.22E-03                      O114600600076 
        18.        75.   6.77E-02   1.05E-03                      O114600600077 
        18.        85.   8.88E-02   1.32E-03                      O114600600078 
        18.        95.   7.84E-02   9.84E-04                      O114600600079 
        18.       115.   7.57E-02   2.28E-03                      O114600600080 
        18.       135.   6.98E-02   7.46E-04                      O114600600081 
        18.       155.   6.98E-02   7.46E-04                      O114600600082 
        19.        25.   1.01E-01   1.42E-03                      O114600600083 
        19.        35.   9.05E-02   1.21E-03                      O114600600084 
        19.        45.   1.22E-01   1.55E-03                      O114600600085 
        19.        55.   1.12E-01   1.35E-03                      O114600600086 
        19.        65.    9.8E-02   1.39E-03                      O114600600087 
        19.        75.   8.95E-02    1.2E-03                      O114600600088 
        19.        85.   9.62E-02   1.38E-03                      O114600600089 
        19.        95.    8.4E-02   1.02E-03                      O114600600090 
        19.       115.   8.95E-02   2.56E-03                      O114600600091 
        19.       135.   6.86E-02   7.38E-04                      O114600600092 
        19.       155.   6.86E-02   7.38E-04                      O114600600093 
        20.        25.    1.4E-01   1.67E-03                      O114600600094 
        20.        35.    1.3E-01   1.45E-03                      O114600600095 
        20.        45.   1.62E-01   1.79E-03                      O114600600096 
        20.        55.   1.39E-01    1.5E-03                      O114600600097 
        20.        65.   1.16E-01   1.52E-03                      O114600600098 
        20.        75.   9.93E-02   1.26E-03                      O114600600099 
        20.        85.   9.51E-02   1.37E-03                      O114600600100 
        20.        95.   8.31E-02   1.02E-03                      O114600600101 
        20.       115.   9.04E-02   2.62E-03                      O114600600102 
        20.       135.   6.08E-02   6.96E-04                      O114600600103 
        20.       155.   6.08E-02   6.96E-04                      O114600600104 
        21.        25.   1.82E-01   1.91E-03                      O114600600105 
        21.        35.   1.65E-01   1.63E-03                      O114600600106 
        21.        45.   1.96E-01   1.97E-03                      O114600600107 
        21.        55.   1.61E-01   1.61E-03                      O114600600108 
        21.        65.   1.27E-01   1.58E-03                      O114600600109 
        21.        75.   1.06E-01   1.31E-03                      O114600600110 
        21.        85.   9.69E-02   1.38E-03                      O114600600111 
        21.        95.   8.38E-02   1.03E-03                      O114600600112 
        21.       115.   7.95E-02   2.46E-03                      O114600600113 
        21.       135.   5.15E-02   6.39E-04                      O114600600114 
        21.       155.   5.15E-02   6.39E-04                      O114600600115 
        22.        25.    2.2E-01    2.1E-03                      O114600600116 
        22.        35.   1.99E-01   1.79E-03                      O114600600117 
        22.        45.   2.14E-01   2.05E-03                      O114600600118 
        22.        55.   1.79E-01    1.7E-03                      O114600600119 
        22.        65.   1.33E-01   1.62E-03                      O114600600120 
        22.        75.   1.09E-01   1.32E-03                      O114600600121 
        22.        85.   9.76E-02   1.39E-03                      O114600600122 
        22.        95.   7.71E-02   9.86E-04                      O114600600123 
        22.       115.   6.88E-02   2.26E-03                      O114600600124 
        22.       135.   4.39E-02   5.87E-04                      O114600600125 
        22.       155.   4.39E-02   5.87E-04                      O114600600126 
        23.        25.   2.47E-01   2.22E-03                      O114600600127 
        23.        35.   2.21E-01   1.89E-03                      O114600600128 
        23.        45.   2.35E-01   2.15E-03                      O114600600129 
        23.        55.   1.93E-01   1.77E-03                      O114600600130 
